country_code,reference_date_1_january_31_december,life_expectancy_at_birth_females_years,variant
4,1950,28.296,Estimates
4,1951,28.573,Estimates
4,1952,29.12,Estimates
4,1953,29.656,Estimates
4,1954,30.182,Estimates
4,1955,30.696,Estimates
4,1956,31.199,Estimates
4,1957,31.691,Estimates
4,1958,32.173,Estimates
4,1959,32.644,Estimates
4,1960,33.105,Estimates
4,1961,33.557,Estimates
4,1962,34.001,Estimates
4,1963,34.44,Estimates
4,1964,34.875,Estimates
4,1965,35.307,Estimates
4,1966,35.738,Estimates
4,1967,36.17,Estimates
4,1968,36.603,Estimates
4,1969,37.042,Estimates
4,1970,37.487,Estimates
4,1971,37.94,Estimates
4,1972,38.402,Estimates
4,1973,38.875,Estimates
4,1974,39.363,Estimates
4,1975,39.866,Estimates
4,1976,40.386,Estimates
4,1977,40.923,Estimates
4,1978,41.482,Estimates
4,1979,42.066,Estimates
4,1980,42.685,Estimates
4,1981,43.349,Estimates
4,1982,44.061,Estimates
4,1983,44.819,Estimates
4,1984,45.619,Estimates
4,1985,46.458,Estimates
4,1986,47.332,Estimates
4,1987,48.227,Estimates
4,1988,49.126,Estimates
4,1989,50.013,Estimates
4,1990,50.867,Estimates
4,1991,51.671,Estimates
4,1992,52.416,Estimates
4,1993,53.098,Estimates
4,1994,53.713,Estimates
4,1995,54.257,Estimates
4,1996,54.734,Estimates
4,1997,55.159,Estimates
4,1998,55.548,Estimates
4,1999,55.911,Estimates
4,2000,56.265,Estimates
4,2001,56.62,Estimates
4,2002,56.983,Estimates
4,2003,57.357,Estimates
4,2004,57.747,Estimates
4,2005,58.151,Estimates
4,2006,58.564,Estimates
4,2007,58.975,Estimates
4,2008,59.379,Estimates
4,2009,59.772,Estimates
4,2010,60.154,Estimates
4,2011,60.527,Estimates
4,2012,60.893,Estimates
4,2013,61.256,Estimates
4,2014,61.615,Estimates
4,2015,61.97,Estimates
4,2015,61.97,Medium variant
4,2016,62.32,Medium variant
4,2017,62.663,Medium variant
4,2018,62.997,Medium variant
4,2019,63.322,Medium variant
4,2020,63.637,Medium variant
4,2021,63.943,Medium variant
4,2022,64.241,Medium variant
4,2023,64.531,Medium variant
4,2024,64.813,Medium variant
4,2025,65.088,Medium variant
4,2026,65.357,Medium variant
4,2027,65.618,Medium variant
4,2028,65.874,Medium variant
4,2029,66.123,Medium variant
4,2030,66.365,Medium variant
4,2031,66.601,Medium variant
4,2032,66.83,Medium variant
4,2033,67.051,Medium variant
4,2034,67.267,Medium variant
4,2035,67.478,Medium variant
4,2036,67.683,Medium variant
4,2037,67.886,Medium variant
4,2038,68.085,Medium variant
4,2039,68.283,Medium variant
4,2040,68.479,Medium variant
4,2041,68.675,Medium variant
4,2042,68.87,Medium variant
4,2043,69.063,Medium variant
4,2044,69.253,Medium variant
4,2045,69.44,Medium variant
4,2046,69.622,Medium variant
4,2047,69.797,Medium variant
4,2048,69.966,Medium variant
4,2049,70.128,Medium variant
4,2050,70.287,Medium variant
4,2051,70.444,Medium variant
4,2052,70.602,Medium variant
4,2053,70.761,Medium variant
4,2054,70.924,Medium variant
4,2055,71.089,Medium variant
4,2056,71.257,Medium variant
4,2057,71.425,Medium variant
4,2058,71.592,Medium variant
4,2059,71.757,Medium variant
4,2060,71.919,Medium variant
4,2061,72.077,Medium variant
4,2062,72.232,Medium variant
4,2063,72.384,Medium variant
4,2064,72.532,Medium variant
4,2065,72.678,Medium variant
4,2066,72.822,Medium variant
4,2067,72.965,Medium variant
4,2068,73.107,Medium variant
4,2069,73.248,Medium variant
4,2070,73.388,Medium variant
4,2071,73.525,Medium variant
4,2072,73.659,Medium variant
4,2073,73.789,Medium variant
4,2074,73.916,Medium variant
4,2075,74.042,Medium variant
4,2076,74.167,Medium variant
4,2077,74.294,Medium variant
4,2078,74.422,Medium variant
4,2079,74.554,Medium variant
4,2080,74.688,Medium variant
4,2081,74.824,Medium variant
4,2082,74.959,Medium variant
4,2083,75.094,Medium variant
4,2084,75.227,Medium variant
4,2085,75.359,Medium variant
4,2086,75.489,Medium variant
4,2087,75.617,Medium variant
4,2088,75.745,Medium variant
4,2089,75.873,Medium variant
4,2090,75.999,Medium variant
4,2091,76.124,Medium variant
4,2092,76.249,Medium variant
4,2093,76.372,Medium variant
4,2094,76.494,Medium variant
4,2095,76.615,Medium variant
4,2096,76.734,Medium variant
4,2097,76.853,Medium variant
4,2098,76.969,Medium variant
4,2099,77.085,Medium variant
8,1950,55.18,Estimates
8,1951,55.338,Estimates
8,1952,55.726,Estimates
8,1953,56.258,Estimates
8,1954,56.934,Estimates
8,1955,57.75,Estimates
8,1956,58.696,Estimates
8,1957,59.756,Estimates
8,1958,60.903,Estimates
8,1959,62.086,Estimates
8,1960,63.247,Estimates
8,1961,64.325,Estimates
8,1962,65.261,Estimates
8,1963,66.017,Estimates
8,1964,66.585,Estimates
8,1965,66.987,Estimates
8,1966,67.273,Estimates
8,1967,67.517,Estimates
8,1968,67.779,Estimates
8,1969,68.084,Estimates
8,1970,68.441,Estimates
8,1971,68.84,Estimates
8,1972,69.247,Estimates
8,1973,69.64,Estimates
8,1974,70.014,Estimates
8,1975,70.37,Estimates
8,1976,70.711,Estimates
8,1977,71.045,Estimates
8,1978,71.382,Estimates
8,1979,71.725,Estimates
8,1980,72.085,Estimates
8,1981,72.472,Estimates
8,1982,72.885,Estimates
8,1983,73.315,Estimates
8,1984,73.746,Estimates
8,1985,74.15,Estimates
8,1986,74.488,Estimates
8,1987,74.741,Estimates
8,1988,74.902,Estimates
8,1989,74.978,Estimates
8,1990,74.989,Estimates
8,1991,74.967,Estimates
8,1992,74.954,Estimates
8,1993,74.987,Estimates
8,1994,75.089,Estimates
8,1995,75.28,Estimates
8,1996,75.576,Estimates
8,1997,75.96,Estimates
8,1998,76.41,Estimates
8,1999,76.906,Estimates
8,2000,77.42,Estimates
8,2001,77.922,Estimates
8,2002,78.384,Estimates
8,2003,78.787,Estimates
8,2004,79.119,Estimates
8,2005,79.374,Estimates
8,2006,79.557,Estimates
8,2007,79.692,Estimates
8,2008,79.799,Estimates
8,2009,79.891,Estimates
8,2010,79.979,Estimates
8,2011,80.072,Estimates
8,2012,80.175,Estimates
8,2013,80.288,Estimates
8,2014,80.415,Estimates
8,2015,80.557,Estimates
8,2015,80.557,Medium variant
8,2016,80.71,Medium variant
8,2017,80.867,Medium variant
8,2018,81.024,Medium variant
8,2019,81.178,Medium variant
8,2020,81.328,Medium variant
8,2021,81.475,Medium variant
8,2022,81.621,Medium variant
8,2023,81.766,Medium variant
8,2024,81.911,Medium variant
8,2025,82.056,Medium variant
8,2026,82.198,Medium variant
8,2027,82.339,Medium variant
8,2028,82.477,Medium variant
8,2029,82.613,Medium variant
8,2030,82.746,Medium variant
8,2031,82.878,Medium variant
8,2032,83.007,Medium variant
8,2033,83.136,Medium variant
8,2034,83.265,Medium variant
8,2035,83.392,Medium variant
8,2036,83.52,Medium variant
8,2037,83.647,Medium variant
8,2038,83.774,Medium variant
8,2039,83.9,Medium variant
8,2040,84.026,Medium variant
8,2041,84.152,Medium variant
8,2042,84.278,Medium variant
8,2043,84.403,Medium variant
8,2044,84.529,Medium variant
8,2045,84.655,Medium variant
8,2046,84.781,Medium variant
8,2047,84.908,Medium variant
8,2048,85.035,Medium variant
8,2049,85.161,Medium variant
8,2050,85.287,Medium variant
8,2051,85.413,Medium variant
8,2052,85.538,Medium variant
8,2053,85.662,Medium variant
8,2054,85.785,Medium variant
8,2055,85.905,Medium variant
8,2056,86.024,Medium variant
8,2057,86.14,Medium variant
8,2058,86.255,Medium variant
8,2059,86.368,Medium variant
8,2060,86.481,Medium variant
8,2061,86.594,Medium variant
8,2062,86.708,Medium variant
8,2063,86.823,Medium variant
8,2064,86.939,Medium variant
8,2065,87.056,Medium variant
8,2066,87.173,Medium variant
8,2067,87.289,Medium variant
8,2068,87.403,Medium variant
8,2069,87.516,Medium variant
8,2070,87.627,Medium variant
8,2071,87.738,Medium variant
8,2072,87.848,Medium variant
8,2073,87.958,Medium variant
8,2074,88.069,Medium variant
8,2075,88.181,Medium variant
8,2076,88.292,Medium variant
8,2077,88.403,Medium variant
8,2078,88.514,Medium variant
8,2079,88.623,Medium variant
8,2080,88.731,Medium variant
8,2081,88.839,Medium variant
8,2082,88.946,Medium variant
8,2083,89.053,Medium variant
8,2084,89.16,Medium variant
8,2085,89.268,Medium variant
8,2086,89.377,Medium variant
8,2087,89.487,Medium variant
8,2088,89.599,Medium variant
8,2089,89.712,Medium variant
8,2090,89.826,Medium variant
8,2091,89.939,Medium variant
8,2092,90.052,Medium variant
8,2093,90.164,Medium variant
8,2094,90.274,Medium variant
8,2095,90.382,Medium variant
8,2096,90.488,Medium variant
8,2097,90.591,Medium variant
8,2098,90.692,Medium variant
8,2099,90.791,Medium variant
12,1950,42.726,Estimates
12,1951,42.925,Estimates
12,1952,43.327,Estimates
12,1953,43.739,Estimates
12,1954,44.16,Estimates
12,1955,44.591,Estimates
12,1956,45.03,Estimates
12,1957,45.479,Estimates
12,1958,45.935,Estimates
12,1959,46.398,Estimates
12,1960,46.865,Estimates
12,1961,47.333,Estimates
12,1962,47.801,Estimates
12,1963,48.265,Estimates
12,1964,48.723,Estimates
12,1965,49.17,Estimates
12,1966,49.597,Estimates
12,1967,50.006,Estimates
12,1968,50.404,Estimates
12,1969,50.8,Estimates
12,1970,51.199,Estimates
12,1971,51.608,Estimates
12,1972,52.041,Estimates
12,1973,52.519,Estimates
12,1974,53.067,Estimates
12,1975,53.729,Estimates
12,1976,54.554,Estimates
12,1977,55.554,Estimates
12,1978,56.716,Estimates
12,1979,58.014,Estimates
12,1980,59.402,Estimates
12,1981,60.82,Estimates
12,1982,62.2,Estimates
12,1983,63.481,Estimates
12,1984,64.624,Estimates
12,1985,65.596,Estimates
12,1986,66.382,Estimates
12,1987,67.014,Estimates
12,1988,67.525,Estimates
12,1989,67.934,Estimates
12,1990,68.266,Estimates
12,1991,68.545,Estimates
12,1992,68.798,Estimates
12,1993,69.051,Estimates
12,1994,69.328,Estimates
12,1995,69.651,Estimates
12,1996,70.033,Estimates
12,1997,70.466,Estimates
12,1998,70.939,Estimates
12,1999,71.446,Estimates
12,2000,71.973,Estimates
12,2001,72.502,Estimates
12,2002,73.016,Estimates
12,2003,73.5,Estimates
12,2004,73.947,Estimates
12,2005,74.357,Estimates
12,2006,74.733,Estimates
12,2007,75.088,Estimates
12,2008,75.432,Estimates
12,2009,75.767,Estimates
12,2010,76.091,Estimates
12,2011,76.401,Estimates
12,2012,76.693,Estimates
12,2013,76.965,Estimates
12,2014,77.219,Estimates
12,2015,77.456,Estimates
12,2015,77.456,Medium variant
12,2016,77.68,Medium variant
12,2017,77.895,Medium variant
12,2018,78.106,Medium variant
12,2019,78.313,Medium variant
12,2020,78.519,Medium variant
12,2021,78.723,Medium variant
12,2022,78.923,Medium variant
12,2023,79.118,Medium variant
12,2024,79.307,Medium variant
12,2025,79.492,Medium variant
12,2026,79.672,Medium variant
12,2027,79.848,Medium variant
12,2028,80.02,Medium variant
12,2029,80.19,Medium variant
12,2030,80.357,Medium variant
12,2031,80.521,Medium variant
12,2032,80.682,Medium variant
12,2033,80.841,Medium variant
12,2034,80.996,Medium variant
12,2035,81.15,Medium variant
12,2036,81.3,Medium variant
12,2037,81.448,Medium variant
12,2038,81.594,Medium variant
12,2039,81.737,Medium variant
12,2040,81.88,Medium variant
12,2041,82.022,Medium variant
12,2042,82.164,Medium variant
12,2043,82.305,Medium variant
12,2044,82.446,Medium variant
12,2045,82.586,Medium variant
12,2046,82.724,Medium variant
12,2047,82.86,Medium variant
12,2048,82.992,Medium variant
12,2049,83.121,Medium variant
12,2050,83.249,Medium variant
12,2051,83.376,Medium variant
12,2052,83.503,Medium variant
12,2053,83.631,Medium variant
12,2054,83.76,Medium variant
12,2055,83.889,Medium variant
12,2056,84.017,Medium variant
12,2057,84.144,Medium variant
12,2058,84.267,Medium variant
12,2059,84.387,Medium variant
12,2060,84.505,Medium variant
12,2061,84.621,Medium variant
12,2062,84.736,Medium variant
12,2063,84.851,Medium variant
12,2064,84.966,Medium variant
12,2065,85.082,Medium variant
12,2066,85.197,Medium variant
12,2067,85.311,Medium variant
12,2068,85.424,Medium variant
12,2069,85.537,Medium variant
12,2070,85.65,Medium variant
12,2071,85.763,Medium variant
12,2072,85.878,Medium variant
12,2073,85.995,Medium variant
12,2074,86.112,Medium variant
12,2075,86.23,Medium variant
12,2076,86.345,Medium variant
12,2077,86.458,Medium variant
12,2078,86.567,Medium variant
12,2079,86.672,Medium variant
12,2080,86.775,Medium variant
12,2081,86.875,Medium variant
12,2082,86.975,Medium variant
12,2083,87.077,Medium variant
12,2084,87.179,Medium variant
12,2085,87.284,Medium variant
12,2086,87.389,Medium variant
12,2087,87.495,Medium variant
12,2088,87.6,Medium variant
12,2089,87.705,Medium variant
12,2090,87.81,Medium variant
12,2091,87.914,Medium variant
12,2092,88.018,Medium variant
12,2093,88.123,Medium variant
12,2094,88.228,Medium variant
12,2095,88.333,Medium variant
12,2096,88.439,Medium variant
12,2097,88.546,Medium variant
12,2098,88.653,Medium variant
12,2099,88.761,Medium variant
24,1950,30.665,Estimates
24,1951,30.866,Estimates
24,1952,31.268,Estimates
24,1953,31.671,Estimates
24,1954,32.075,Estimates
24,1955,32.478,Estimates
24,1956,32.883,Estimates
24,1957,33.288,Estimates
24,1958,33.693,Estimates
24,1959,34.098,Estimates
24,1960,34.504,Estimates
24,1961,34.91,Estimates
24,1962,35.317,Estimates
24,1963,35.723,Estimates
24,1964,36.13,Estimates
24,1965,36.537,Estimates
24,1966,36.945,Estimates
24,1967,37.355,Estimates
24,1968,37.766,Estimates
24,1969,38.175,Estimates
24,1970,38.585,Estimates
24,1971,38.995,Estimates
24,1972,39.405,Estimates
24,1973,39.809,Estimates
24,1974,40.198,Estimates
24,1975,40.559,Estimates
24,1976,40.876,Estimates
24,1977,41.141,Estimates
24,1978,41.355,Estimates
24,1979,41.522,Estimates
24,1980,41.661,Estimates
24,1981,41.794,Estimates
24,1982,41.941,Estimates
24,1983,42.114,Estimates
24,1984,42.315,Estimates
24,1985,42.53,Estimates
24,1986,42.736,Estimates
24,1987,42.911,Estimates
24,1988,43.045,Estimates
24,1989,43.139,Estimates
24,1990,43.203,Estimates
24,1991,43.25,Estimates
24,1992,43.307,Estimates
24,1993,43.402,Estimates
24,1994,43.554,Estimates
24,1995,43.796,Estimates
24,1996,44.155,Estimates
24,1997,44.632,Estimates
24,1998,45.215,Estimates
24,1999,45.888,Estimates
24,2000,46.621,Estimates
24,2001,47.374,Estimates
24,2002,48.109,Estimates
24,2003,48.793,Estimates
24,2004,49.41,Estimates
24,2005,49.954,Estimates
24,2006,50.433,Estimates
24,2007,50.875,Estimates
24,2008,51.301,Estimates
24,2009,51.72,Estimates
24,2010,52.138,Estimates
24,2011,52.558,Estimates
24,2012,52.976,Estimates
24,2013,53.392,Estimates
24,2014,53.805,Estimates
24,2015,54.216,Estimates
24,2015,54.216,Medium variant
24,2016,54.623,Medium variant
24,2017,55.024,Medium variant
24,2018,55.419,Medium variant
24,2019,55.81,Medium variant
24,2020,56.197,Medium variant
24,2021,56.585,Medium variant
24,2022,56.974,Medium variant
24,2023,57.367,Medium variant
24,2024,57.764,Medium variant
24,2025,58.167,Medium variant
24,2026,58.574,Medium variant
24,2027,58.985,Medium variant
24,2028,59.397,Medium variant
24,2029,59.809,Medium variant
24,2030,60.22,Medium variant
24,2031,60.63,Medium variant
24,2032,61.037,Medium variant
24,2033,61.441,Medium variant
24,2034,61.841,Medium variant
24,2035,62.236,Medium variant
24,2036,62.627,Medium variant
24,2037,63.012,Medium variant
24,2038,63.393,Medium variant
24,2039,63.768,Medium variant
24,2040,64.139,Medium variant
24,2041,64.505,Medium variant
24,2042,64.867,Medium variant
24,2043,65.224,Medium variant
24,2044,65.576,Medium variant
24,2045,65.922,Medium variant
24,2046,66.263,Medium variant
24,2047,66.597,Medium variant
24,2048,66.925,Medium variant
24,2049,67.247,Medium variant
24,2050,67.562,Medium variant
24,2051,67.872,Medium variant
24,2052,68.177,Medium variant
24,2053,68.477,Medium variant
24,2054,68.772,Medium variant
24,2055,69.062,Medium variant
24,2056,69.347,Medium variant
24,2057,69.625,Medium variant
24,2058,69.897,Medium variant
24,2059,70.162,Medium variant
24,2060,70.421,Medium variant
24,2061,70.675,Medium variant
24,2062,70.923,Medium variant
24,2063,71.166,Medium variant
24,2064,71.406,Medium variant
24,2065,71.641,Medium variant
24,2066,71.873,Medium variant
24,2067,72.101,Medium variant
24,2068,72.326,Medium variant
24,2069,72.547,Medium variant
24,2070,72.764,Medium variant
24,2071,72.978,Medium variant
24,2072,73.189,Medium variant
24,2073,73.396,Medium variant
24,2074,73.599,Medium variant
24,2075,73.799,Medium variant
24,2076,73.995,Medium variant
24,2077,74.187,Medium variant
24,2078,74.377,Medium variant
24,2079,74.563,Medium variant
24,2080,74.746,Medium variant
24,2081,74.927,Medium variant
24,2082,75.105,Medium variant
24,2083,75.28,Medium variant
24,2084,75.453,Medium variant
24,2085,75.624,Medium variant
24,2086,75.793,Medium variant
24,2087,75.96,Medium variant
24,2088,76.124,Medium variant
24,2089,76.287,Medium variant
24,2090,76.448,Medium variant
24,2091,76.607,Medium variant
24,2092,76.764,Medium variant
24,2093,76.919,Medium variant
24,2094,77.072,Medium variant
24,2095,77.223,Medium variant
24,2096,77.372,Medium variant
24,2097,77.519,Medium variant
24,2098,77.664,Medium variant
24,2099,77.807,Medium variant
28,1950,59.778,Estimates
28,1951,60.024,Estimates
28,1952,60.514,Estimates
28,1953,60.997,Estimates
28,1954,61.472,Estimates
28,1955,61.939,Estimates
28,1956,62.399,Estimates
28,1957,62.852,Estimates
28,1958,63.297,Estimates
28,1959,63.736,Estimates
28,1960,64.167,Estimates
28,1961,64.593,Estimates
28,1962,65.012,Estimates
28,1963,65.425,Estimates
28,1964,65.832,Estimates
28,1965,66.231,Estimates
28,1966,66.622,Estimates
28,1967,67.005,Estimates
28,1968,67.378,Estimates
28,1969,67.743,Estimates
28,1970,68.098,Estimates
28,1971,68.444,Estimates
28,1972,68.781,Estimates
28,1973,69.112,Estimates
28,1974,69.435,Estimates
28,1975,69.752,Estimates
28,1976,70.063,Estimates
28,1977,70.366,Estimates
28,1978,70.663,Estimates
28,1979,70.954,Estimates
28,1980,71.239,Estimates
28,1981,71.517,Estimates
28,1982,71.79,Estimates
28,1983,72.057,Estimates
28,1984,72.318,Estimates
28,1985,72.574,Estimates
28,1986,72.826,Estimates
28,1987,73.073,Estimates
28,1988,73.316,Estimates
28,1989,73.555,Estimates
28,1990,73.79,Estimates
28,1991,74.022,Estimates
28,1992,74.251,Estimates
28,1993,74.476,Estimates
28,1994,74.697,Estimates
28,1995,74.914,Estimates
28,1996,75.128,Estimates
28,1997,75.338,Estimates
28,1998,75.545,Estimates
28,1999,75.747,Estimates
28,2000,75.947,Estimates
28,2001,76.144,Estimates
28,2002,76.338,Estimates
28,2003,76.53,Estimates
28,2004,76.719,Estimates
28,2005,76.906,Estimates
28,2006,77.09,Estimates
28,2007,77.272,Estimates
28,2008,77.45,Estimates
28,2009,77.624,Estimates
28,2010,77.796,Estimates
28,2011,77.964,Estimates
28,2012,78.129,Estimates
28,2013,78.292,Estimates
28,2014,78.452,Estimates
28,2015,78.611,Estimates
28,2015,78.611,Medium variant
28,2016,78.768,Medium variant
28,2017,78.925,Medium variant
28,2018,79.082,Medium variant
28,2019,79.238,Medium variant
28,2020,79.394,Medium variant
28,2021,79.55,Medium variant
28,2022,79.704,Medium variant
28,2023,79.857,Medium variant
28,2024,80.008,Medium variant
28,2025,80.157,Medium variant
28,2026,80.303,Medium variant
28,2027,80.447,Medium variant
28,2028,80.589,Medium variant
28,2029,80.729,Medium variant
28,2030,80.868,Medium variant
28,2031,81.006,Medium variant
28,2032,81.146,Medium variant
28,2033,81.286,Medium variant
28,2034,81.427,Medium variant
28,2035,81.568,Medium variant
28,2036,81.709,Medium variant
28,2037,81.848,Medium variant
28,2038,81.985,Medium variant
28,2039,82.119,Medium variant
28,2040,82.25,Medium variant
28,2041,82.38,Medium variant
28,2042,82.508,Medium variant
28,2043,82.635,Medium variant
28,2044,82.762,Medium variant
28,2045,82.889,Medium variant
28,2046,83.018,Medium variant
28,2047,83.147,Medium variant
28,2048,83.277,Medium variant
28,2049,83.409,Medium variant
28,2050,83.54,Medium variant
28,2051,83.672,Medium variant
28,2052,83.805,Medium variant
28,2053,83.936,Medium variant
28,2054,84.067,Medium variant
28,2055,84.196,Medium variant
28,2056,84.322,Medium variant
28,2057,84.445,Medium variant
28,2058,84.566,Medium variant
28,2059,84.684,Medium variant
28,2060,84.801,Medium variant
28,2061,84.918,Medium variant
28,2062,85.037,Medium variant
28,2063,85.158,Medium variant
28,2064,85.281,Medium variant
28,2065,85.406,Medium variant
28,2066,85.531,Medium variant
28,2067,85.655,Medium variant
28,2068,85.777,Medium variant
28,2069,85.896,Medium variant
28,2070,86.012,Medium variant
28,2071,86.124,Medium variant
28,2072,86.234,Medium variant
28,2073,86.343,Medium variant
28,2074,86.451,Medium variant
28,2075,86.559,Medium variant
28,2076,86.668,Medium variant
28,2077,86.779,Medium variant
28,2078,86.892,Medium variant
28,2079,87.008,Medium variant
28,2080,87.124,Medium variant
28,2081,87.241,Medium variant
28,2082,87.358,Medium variant
28,2083,87.473,Medium variant
28,2084,87.586,Medium variant
28,2085,87.697,Medium variant
28,2086,87.808,Medium variant
28,2087,87.918,Medium variant
28,2088,88.029,Medium variant
28,2089,88.14,Medium variant
28,2090,88.252,Medium variant
28,2091,88.363,Medium variant
28,2092,88.474,Medium variant
28,2093,88.584,Medium variant
28,2094,88.693,Medium variant
28,2095,88.8,Medium variant
28,2096,88.906,Medium variant
28,2097,89.01,Medium variant
28,2098,89.112,Medium variant
28,2099,89.213,Medium variant
31,1950,60.694,Estimates
31,1951,60.896,Estimates
31,1952,61.3,Estimates
31,1953,61.702,Estimates
31,1954,62.103,Estimates
31,1955,62.503,Estimates
31,1956,62.902,Estimates
31,1957,63.3,Estimates
31,1958,63.699,Estimates
31,1959,64.099,Estimates
31,1960,64.501,Estimates
31,1961,64.907,Estimates
31,1962,65.316,Estimates
31,1963,65.727,Estimates
31,1964,66.136,Estimates
31,1965,66.544,Estimates
31,1966,66.952,Estimates
31,1967,67.355,Estimates
31,1968,67.744,Estimates
31,1969,68.107,Estimates
31,1970,68.426,Estimates
31,1971,68.68,Estimates
31,1972,68.86,Estimates
31,1973,68.965,Estimates
31,1974,68.999,Estimates
31,1975,68.97,Estimates
31,1976,68.892,Estimates
31,1977,68.787,Estimates
31,1978,68.682,Estimates
31,1979,68.594,Estimates
31,1980,68.553,Estimates
31,1981,68.583,Estimates
31,1982,68.685,Estimates
31,1983,68.847,Estimates
31,1984,69.052,Estimates
31,1985,69.259,Estimates
31,1986,69.412,Estimates
31,1987,69.477,Estimates
31,1988,69.437,Estimates
31,1989,69.299,Estimates
31,1990,69.099,Estimates
31,1991,68.891,Estimates
31,1992,68.733,Estimates
31,1993,68.668,Estimates
31,1994,68.709,Estimates
31,1995,68.846,Estimates
31,1996,69.047,Estimates
31,1997,69.268,Estimates
31,1998,69.478,Estimates
31,1999,69.674,Estimates
31,2000,69.877,Estimates
31,2001,70.12,Estimates
31,2002,70.435,Estimates
31,2003,70.831,Estimates
31,2004,71.297,Estimates
31,2005,71.803,Estimates
31,2006,72.305,Estimates
31,2007,72.759,Estimates
31,2008,73.132,Estimates
31,2009,73.415,Estimates
31,2010,73.609,Estimates
31,2011,73.731,Estimates
31,2012,73.818,Estimates
31,2013,73.9,Estimates
31,2014,73.988,Estimates
31,2015,74.092,Estimates
31,2015,74.092,Medium variant
31,2016,74.212,Medium variant
31,2017,74.339,Medium variant
31,2018,74.466,Medium variant
31,2019,74.593,Medium variant
31,2020,74.719,Medium variant
31,2021,74.844,Medium variant
31,2022,74.967,Medium variant
31,2023,75.088,Medium variant
31,2024,75.207,Medium variant
31,2025,75.324,Medium variant
31,2026,75.44,Medium variant
31,2027,75.556,Medium variant
31,2028,75.672,Medium variant
31,2029,75.788,Medium variant
31,2030,75.904,Medium variant
31,2031,76.018,Medium variant
31,2032,76.13,Medium variant
31,2033,76.24,Medium variant
31,2034,76.348,Medium variant
31,2035,76.455,Medium variant
31,2036,76.562,Medium variant
31,2037,76.671,Medium variant
31,2038,76.781,Medium variant
31,2039,76.893,Medium variant
31,2040,77.008,Medium variant
31,2041,77.123,Medium variant
31,2042,77.238,Medium variant
31,2043,77.353,Medium variant
31,2044,77.466,Medium variant
31,2045,77.579,Medium variant
31,2046,77.693,Medium variant
31,2047,77.807,Medium variant
31,2048,77.923,Medium variant
31,2049,78.04,Medium variant
31,2050,78.157,Medium variant
31,2051,78.274,Medium variant
31,2052,78.39,Medium variant
31,2053,78.503,Medium variant
31,2054,78.613,Medium variant
31,2055,78.721,Medium variant
31,2056,78.826,Medium variant
31,2057,78.929,Medium variant
31,2058,79.031,Medium variant
31,2059,79.132,Medium variant
31,2060,79.234,Medium variant
31,2061,79.337,Medium variant
31,2062,79.441,Medium variant
31,2063,79.547,Medium variant
31,2064,79.655,Medium variant
31,2065,79.764,Medium variant
31,2066,79.874,Medium variant
31,2067,79.983,Medium variant
31,2068,80.092,Medium variant
31,2069,80.198,Medium variant
31,2070,80.304,Medium variant
31,2071,80.406,Medium variant
31,2072,80.508,Medium variant
31,2073,80.608,Medium variant
31,2074,80.707,Medium variant
31,2075,80.807,Medium variant
31,2076,80.909,Medium variant
31,2077,81.013,Medium variant
31,2078,81.12,Medium variant
31,2079,81.229,Medium variant
31,2080,81.34,Medium variant
31,2081,81.451,Medium variant
31,2082,81.56,Medium variant
31,2083,81.667,Medium variant
31,2084,81.771,Medium variant
31,2085,81.873,Medium variant
31,2086,81.973,Medium variant
31,2087,82.073,Medium variant
31,2088,82.174,Medium variant
31,2089,82.276,Medium variant
31,2090,82.379,Medium variant
31,2091,82.482,Medium variant
31,2092,82.587,Medium variant
31,2093,82.691,Medium variant
31,2094,82.796,Medium variant
31,2095,82.9,Medium variant
31,2096,83.005,Medium variant
31,2097,83.109,Medium variant
31,2098,83.212,Medium variant
31,2099,83.315,Medium variant
32,1950,63.948,Estimates
32,1951,64.269,Estimates
32,1952,64.889,Estimates
32,1953,65.462,Estimates
32,1954,65.987,Estimates
32,1955,66.465,Estimates
32,1956,66.895,Estimates
32,1957,67.278,Estimates
32,1958,67.615,Estimates
32,1959,67.906,Estimates
32,1960,68.154,Estimates
32,1961,68.362,Estimates
32,1962,68.536,Estimates
32,1963,68.685,Estimates
32,1964,68.82,Estimates
32,1965,68.958,Estimates
32,1966,69.111,Estimates
32,1967,69.289,Estimates
32,1968,69.495,Estimates
32,1969,69.733,Estimates
32,1970,70.0,Estimates
32,1971,70.291,Estimates
32,1972,70.593,Estimates
32,1973,70.896,Estimates
32,1974,71.196,Estimates
32,1975,71.494,Estimates
32,1976,71.793,Estimates
32,1977,72.097,Estimates
32,1978,72.407,Estimates
32,1979,72.718,Estimates
32,1980,73.022,Estimates
32,1981,73.308,Estimates
32,1982,73.571,Estimates
32,1983,73.806,Estimates
32,1984,74.016,Estimates
32,1985,74.206,Estimates
32,1986,74.387,Estimates
32,1987,74.569,Estimates
32,1988,74.762,Estimates
32,1989,74.969,Estimates
32,1990,75.191,Estimates
32,1991,75.426,Estimates
32,1992,75.666,Estimates
32,1993,75.905,Estimates
32,1994,76.142,Estimates
32,1995,76.377,Estimates
32,1996,76.611,Estimates
32,1997,76.844,Estimates
32,1998,77.079,Estimates
32,1999,77.313,Estimates
32,2000,77.544,Estimates
32,2001,77.769,Estimates
32,2002,77.987,Estimates
32,2003,78.194,Estimates
32,2004,78.392,Estimates
