country_code,reference_date_1_january_31_december,crude_birth_rate,variant
900,1950,37.814,Estimates
900,1951,37.549,Estimates
900,1952,37.055,Estimates
900,1953,36.632,Estimates
900,1954,36.281,Estimates
900,1955,35.999,Estimates
900,1956,35.785,Estimates
900,1957,35.635,Estimates
900,1958,35.539,Estimates
900,1959,35.484,Estimates
900,1960,35.452,Estimates
900,1961,35.424,Estimates
900,1962,35.376,Estimates
900,1963,35.287,Estimates
900,1964,35.143,Estimates
900,1965,34.931,Estimates
900,1966,34.647,Estimates
900,1967,34.301,Estimates
900,1968,33.903,Estimates
900,1969,33.458,Estimates
900,1970,32.962,Estimates
900,1971,32.411,Estimates
900,1972,31.813,Estimates
900,1973,31.184,Estimates
900,1974,30.546,Estimates
900,1975,29.931,Estimates
900,1976,29.372,Estimates
900,1977,28.89,Estimates
900,1978,28.497,Estimates
900,1979,28.199,Estimates
900,1980,28.002,Estimates
900,1981,27.901,Estimates
900,1982,27.867,Estimates
900,1983,27.865,Estimates
900,1984,27.864,Estimates
900,1985,27.822,Estimates
900,1986,27.697,Estimates
900,1987,27.472,Estimates
900,1988,27.138,Estimates
900,1989,26.697,Estimates
900,1990,26.157,Estimates
900,1991,25.543,Estimates
900,1992,24.894,Estimates
900,1993,24.25,Estimates
900,1994,23.636,Estimates
900,1995,23.076,Estimates
900,1996,22.584,Estimates
900,1997,22.156,Estimates
900,1998,21.786,Estimates
900,1999,21.477,Estimates
900,2000,21.225,Estimates
900,2001,21.024,Estimates
900,2002,20.863,Estimates
900,2003,20.727,Estimates
900,2004,20.607,Estimates
900,2005,20.495,Estimates
900,2006,20.387,Estimates
900,2007,20.281,Estimates
900,2008,20.176,Estimates
900,2009,20.064,Estimates
900,2010,19.942,Estimates
900,2011,19.807,Estimates
900,2012,19.659,Estimates
900,2013,19.498,Estimates
900,2014,19.324,Estimates
900,2015,19.136,Estimates
901,1950,22.582,Estimates
901,1951,22.551,Estimates
901,1952,22.475,Estimates
901,1953,22.369,Estimates
901,1954,22.231,Estimates
901,1955,22.063,Estimates
901,1956,21.862,Estimates
901,1957,21.628,Estimates
901,1958,21.36,Estimates
901,1959,21.053,Estimates
901,1960,20.705,Estimates
901,1961,20.314,Estimates
901,1962,19.882,Estimates
901,1963,19.417,Estimates
901,1964,18.93,Estimates
901,1965,18.441,Estimates
901,1966,17.974,Estimates
901,1967,17.542,Estimates
901,1968,17.158,Estimates
901,1969,16.825,Estimates
901,1970,16.539,Estimates
901,1971,16.286,Estimates
901,1972,16.049,Estimates
901,1973,15.815,Estimates
901,1974,15.581,Estimates
901,1975,15.353,Estimates
901,1976,15.139,Estimates
901,1977,14.952,Estimates
901,1978,14.797,Estimates
901,1979,14.674,Estimates
901,1980,14.579,Estimates
901,1981,14.509,Estimates
901,1982,14.451,Estimates
901,1983,14.393,Estimates
901,1984,14.323,Estimates
901,1985,14.227,Estimates
901,1986,14.093,Estimates
901,1987,13.916,Estimates
901,1988,13.699,Estimates
901,1989,13.445,Estimates
901,1990,13.159,Estimates
901,1991,12.852,Estimates
901,1992,12.539,Estimates
901,1993,12.235,Estimates
901,1994,11.953,Estimates
901,1995,11.702,Estimates
901,1996,11.489,Estimates
901,1997,11.314,Estimates
901,1998,11.176,Estimates
901,1999,11.075,Estimates
901,2000,11.015,Estimates
901,2001,10.999,Estimates
901,2002,11.021,Estimates
901,2003,11.071,Estimates
901,2004,11.14,Estimates
901,2005,11.213,Estimates
901,2006,11.274,Estimates
901,2007,11.314,Estimates
901,2008,11.327,Estimates
901,2009,11.31,Estimates
901,2010,11.265,Estimates
901,2011,11.202,Estimates
901,2012,11.134,Estimates
901,2013,11.07,Estimates
901,2014,11.015,Estimates
901,2015,10.968,Estimates
902,1950,44.98,Estimates
902,1951,44.586,Estimates
902,1952,43.855,Estimates
902,1953,43.239,Estimates
902,1954,42.737,Estimates
902,1955,42.35,Estimates
902,1956,42.073,Estimates
902,1957,41.9,Estimates
902,1958,41.819,Estimates
902,1959,41.809,Estimates
902,1960,41.847,Estimates
902,1961,41.901,Estimates
902,1962,41.939,Estimates
902,1963,41.926,Estimates
902,1964,41.836,Estimates
902,1965,41.645,Estimates
902,1966,41.337,Estimates
902,1967,40.924,Estimates
902,1968,40.419,Estimates
902,1969,39.828,Estimates
902,1970,39.152,Estimates
902,1971,38.391,Estimates
902,1972,37.564,Estimates
902,1973,36.7,Estimates
902,1974,35.831,Estimates
902,1975,34.997,Estimates
902,1976,34.24,Estimates
902,1977,33.582,Estimates
902,1978,33.037,Estimates
902,1979,32.612,Estimates
902,1980,32.312,Estimates
902,1981,32.134,Estimates
902,1982,32.041,Estimates
902,1983,31.991,Estimates
902,1984,31.946,Estimates
902,1985,31.856,Estimates
902,1986,31.672,Estimates
902,1987,31.372,Estimates
902,1988,30.947,Estimates
902,1989,30.396,Estimates
902,1990,29.733,Estimates
902,1991,28.982,Estimates
902,1992,28.194,Estimates
902,1993,27.413,Estimates
902,1994,26.669,Estimates
902,1995,25.988,Estimates
902,1996,25.387,Estimates
902,1997,24.86,Estimates
902,1998,24.4,Estimates
902,1999,24.008,Estimates
902,2000,23.68,Estimates
902,2001,23.408,Estimates
902,2002,23.177,Estimates
902,2003,22.973,Estimates
902,2004,22.785,Estimates
902,2005,22.608,Estimates
902,2006,22.44,Estimates
902,2007,22.28,Estimates
902,2008,22.126,Estimates
902,2009,21.974,Estimates
902,2010,21.816,Estimates
902,2011,21.646,Estimates
902,2012,21.462,Estimates
902,2013,21.263,Estimates
902,2014,21.047,Estimates
902,2015,20.813,Estimates
941,1950,48.039,Estimates
941,1951,48.052,Estimates
941,1952,48.077,Estimates
941,1953,48.095,Estimates
941,1954,48.107,Estimates
941,1955,48.112,Estimates
941,1956,48.112,Estimates
941,1957,48.104,Estimates
941,1958,48.09,Estimates
941,1959,48.067,Estimates
941,1960,48.036,Estimates
941,1961,47.994,Estimates
941,1962,47.942,Estimates
941,1963,47.879,Estimates
941,1964,47.804,Estimates
941,1965,47.718,Estimates
941,1966,47.622,Estimates
941,1967,47.515,Estimates
941,1968,47.402,Estimates
941,1969,47.282,Estimates
941,1970,47.159,Estimates
941,1971,47.034,Estimates
941,1972,46.91,Estimates
941,1973,46.785,Estimates
941,1974,46.661,Estimates
941,1975,46.54,Estimates
941,1976,46.423,Estimates
941,1977,46.308,Estimates
941,1978,46.191,Estimates
941,1979,46.063,Estimates
941,1980,45.916,Estimates
941,1981,45.737,Estimates
941,1982,45.518,Estimates
941,1983,45.257,Estimates
941,1984,44.952,Estimates
941,1985,44.604,Estimates
941,1986,44.217,Estimates
941,1987,43.802,Estimates
941,1988,43.371,Estimates
941,1989,42.932,Estimates
941,1990,42.495,Estimates
941,1991,42.067,Estimates
941,1992,41.651,Estimates
941,1993,41.248,Estimates
941,1994,40.859,Estimates
941,1995,40.483,Estimates
941,1996,40.117,Estimates
941,1997,39.753,Estimates
941,1998,39.386,Estimates
941,1999,39.013,Estimates
941,2000,38.629,Estimates
941,2001,38.235,Estimates
941,2002,37.83,Estimates
941,2003,37.417,Estimates
941,2004,36.996,Estimates
941,2005,36.566,Estimates
941,2006,36.128,Estimates
941,2007,35.684,Estimates
941,2008,35.238,Estimates
941,2009,34.793,Estimates
941,2010,34.356,Estimates
941,2011,33.933,Estimates
941,2012,33.526,Estimates
941,2013,33.136,Estimates
941,2014,32.765,Estimates
941,2015,32.409,Estimates
934,1950,44.586,Estimates
934,1951,44.14,Estimates
934,1952,43.312,Estimates
934,1953,42.615,Estimates
934,1954,42.047,Estimates
934,1955,41.609,Estimates
934,1956,41.296,Estimates
934,1957,41.101,Estimates
934,1958,41.01,Estimates
934,1959,41.001,Estimates
934,1960,41.046,Estimates
934,1961,41.112,Estimates
934,1962,41.16,Estimates
934,1963,41.153,Estimates
934,1964,41.06,Estimates
934,1965,40.854,Estimates
934,1966,40.518,Estimates
934,1967,40.066,Estimates
934,1968,39.509,Estimates
934,1969,38.857,Estimates
934,1970,38.109,Estimates
934,1971,37.265,Estimates
934,1972,36.346,Estimates
934,1973,35.385,Estimates
934,1974,34.416,Estimates
934,1975,33.488,Estimates
934,1976,32.644,Estimates
934,1977,31.911,Estimates
934,1978,31.305,Estimates
934,1979,30.834,Estimates
934,1980,30.508,Estimates
934,1981,30.323,Estimates
934,1982,30.24,Estimates
934,1983,30.21,Estimates
934,1984,30.192,Estimates
934,1985,30.128,Estimates
934,1986,29.962,Estimates
934,1987,29.667,Estimates
934,1988,29.231,Estimates
934,1989,28.652,Estimates
934,1990,27.942,Estimates
934,1991,27.131,Estimates
934,1992,26.271,Estimates
934,1993,25.417,Estimates
934,1994,24.601,Estimates
934,1995,23.854,Estimates
934,1996,23.194,Estimates
934,1997,22.618,Estimates
934,1998,22.119,Estimates
934,1999,21.697,Estimates
934,2000,21.351,Estimates
934,2001,21.071,Estimates
934,2002,20.84,Estimates
934,2003,20.642,Estimates
934,2004,20.465,Estimates
934,2005,20.303,Estimates
934,2006,20.152,Estimates
934,2007,20.014,Estimates
934,2008,19.885,Estimates
934,2009,19.757,Estimates
934,2010,19.622,Estimates
934,2011,19.471,Estimates
934,2012,19.301,Estimates
934,2013,19.109,Estimates
934,2014,18.895,Estimates
934,2015,18.657,Estimates
948,1950,44.169,Estimates
948,1951,44.228,Estimates
948,1952,44.328,Estimates
948,1953,44.391,Estimates
948,1954,44.417,Estimates
948,1955,44.405,Estimates
948,1956,44.356,Estimates
948,1957,44.269,Estimates
948,1958,44.143,Estimates
948,1959,43.976,Estimates
948,1960,43.768,Estimates
948,1961,43.519,Estimates
948,1962,43.229,Estimates
948,1963,42.904,Estimates
948,1964,42.55,Estimates
948,1965,42.178,Estimates
948,1966,41.799,Estimates
948,1967,41.419,Estimates
948,1968,41.047,Estimates
948,1969,40.686,Estimates
948,1970,40.337,Estimates
948,1971,39.993,Estimates
948,1972,39.649,Estimates
948,1973,39.3,Estimates
948,1974,38.948,Estimates
948,1975,38.6,Estimates
948,1976,38.267,Estimates
948,1977,37.955,Estimates
948,1978,37.664,Estimates
948,1979,37.386,Estimates
948,1980,37.11,Estimates
948,1981,36.819,Estimates
948,1982,36.496,Estimates
948,1983,36.132,Estimates
948,1984,35.722,Estimates
948,1985,35.262,Estimates
948,1986,34.756,Estimates
948,1987,34.216,Estimates
948,1988,33.658,Estimates
948,1989,33.09,Estimates
948,1990,32.521,Estimates
948,1991,31.957,Estimates
948,1992,31.403,Estimates
948,1993,30.864,Estimates
948,1994,30.345,Estimates
948,1995,29.851,Estimates
948,1996,29.385,Estimates
948,1997,28.945,Estimates
948,1998,28.528,Estimates
948,1999,28.135,Estimates
948,2000,27.764,Estimates
948,2001,27.415,Estimates
948,2002,27.085,Estimates
948,2003,26.772,Estimates
948,2004,26.471,Estimates
948,2005,26.181,Estimates
948,2006,25.901,Estimates
948,2007,25.629,Estimates
948,2008,25.363,Estimates
948,2009,25.1,Estimates
948,2010,24.836,Estimates
948,2011,24.569,Estimates
948,2012,24.298,Estimates
948,2013,24.022,Estimates
948,2014,23.741,Estimates
948,2015,23.455,Estimates
1503,1950,23.16,Estimates
1503,1951,23.186,Estimates
1503,1952,23.221,Estimates
1503,1953,23.224,Estimates
1503,1954,23.194,Estimates
1503,1955,23.132,Estimates
1503,1956,23.034,Estimates
1503,1957,22.899,Estimates
1503,1958,22.724,Estimates
1503,1959,22.5,Estimates
1503,1960,22.22,Estimates
1503,1961,21.879,Estimates
1503,1962,21.475,Estimates
1503,1963,21.013,Estimates
1503,1964,20.509,Estimates
1503,1965,19.987,Estimates
1503,1966,19.476,Estimates
1503,1967,19.0,Estimates
1503,1968,18.575,Estimates
1503,1969,18.209,Estimates
1503,1970,17.898,Estimates
1503,1971,17.627,Estimates
1503,1972,17.375,Estimates
1503,1973,17.123,Estimates
1503,1974,16.87,Estimates
1503,1975,16.621,Estimates
1503,1976,16.388,Estimates
1503,1977,16.184,Estimates
1503,1978,16.015,Estimates
1503,1979,15.881,Estimates
1503,1980,15.776,Estimates
1503,1981,15.694,Estimates
1503,1982,15.619,Estimates
1503,1983,15.541,Estimates
1503,1984,15.448,Estimates
1503,1985,15.333,Estimates
1503,1986,15.187,Estimates
1503,1987,15.011,Estimates
1503,1988,14.81,Estimates
1503,1989,14.585,Estimates
1503,1990,14.338,Estimates
1503,1991,14.074,Estimates
1503,1992,13.8,Estimates
1503,1993,13.525,Estimates
1503,1994,13.26,Estimates
1503,1995,13.011,Estimates
1503,1996,12.786,Estimates
1503,1997,12.586,Estimates
1503,1998,12.416,Estimates
1503,1999,12.276,Estimates
1503,2000,12.172,Estimates
1503,2001,12.108,Estimates
1503,2002,12.079,Estimates
1503,2003,12.077,Estimates
1503,2004,12.095,Estimates
1503,2005,12.119,Estimates
1503,2006,12.138,Estimates
1503,2007,12.141,Estimates
1503,2008,12.122,Estimates
1503,2009,12.078,Estimates
1503,2010,12.013,Estimates
1503,2011,11.931,Estimates
1503,2012,11.845,Estimates
1503,2013,11.763,Estimates
1503,2014,11.688,Estimates
1503,2015,11.62,Estimates
1517,1950,44.437,Estimates
1517,1951,43.972,Estimates
1517,1952,43.109,Estimates
1517,1953,42.378,Estimates
1517,1954,41.78,Estimates
1517,1955,41.313,Estimates
1517,1956,40.975,Estimates
1517,1957,40.758,Estimates
1517,1958,40.649,Estimates
1517,1959,40.627,Estimates
1517,1960,40.665,Estimates
1517,1961,40.733,Estimates
1517,1962,40.792,Estimates
1517,1963,40.805,Estimates
1517,1964,40.743,Estimates
1517,1965,40.575,Estimates
1517,1966,40.285,Estimates
1517,1967,39.881,Estimates
1517,1968,39.376,Estimates
1517,1969,38.776,Estimates
1517,1970,38.082,Estimates
1517,1971,37.294,Estimates
1517,1972,36.435,Estimates
1517,1973,35.536,Estimates
1517,1974,34.631,Estimates
1517,1975,33.764,Estimates
1517,1976,32.976,Estimates
1517,1977,32.29,Estimates
1517,1978,31.721,Estimates
1517,1979,31.277,Estimates
1517,1980,30.966,Estimates
1517,1981,30.786,Estimates
1517,1982,30.702,Estimates
1517,1983,30.667,Estimates
1517,1984,30.642,Estimates
1517,1985,30.57,Estimates
1517,1986,30.396,Estimates
1517,1987,30.092,Estimates
1517,1988,29.647,Estimates
1517,1989,29.06,Estimates
1517,1990,28.344,Estimates
1517,1991,27.53,Estimates
1517,1992,26.673,Estimates
1517,1993,25.825,Estimates
1517,1994,25.019,Estimates
1517,1995,24.285,Estimates
1517,1996,23.642,Estimates
1517,1997,23.083,Estimates
1517,1998,22.6,Estimates
1517,1999,22.195,Estimates
1517,2000,21.862,Estimates
1517,2001,21.592,Estimates
1517,2002,21.369,Estimates
1517,2003,21.174,Estimates
1517,2004,20.998,Estimates
1517,2005,20.833,Estimates
1517,2006,20.677,Estimates
1517,2007,20.532,Estimates
1517,2008,20.394,Estimates
1517,2009,20.258,Estimates
1517,2010,20.115,Estimates
1517,2011,19.958,Estimates
1517,2012,19.784,Estimates
1517,2013,19.591,Estimates
1517,2014,19.376,Estimates
1517,2015,19.139,Estimates
1502,1950,45.702,Estimates
1502,1951,44.745,Estimates
1502,1952,42.979,Estimates
1502,1953,41.508,Estimates
1502,1954,40.333,Estimates
1502,1955,39.452,Estimates
1502,1956,38.859,Estimates
1502,1957,38.539,Estimates
1502,1958,38.466,Estimates
1502,1959,38.597,Estimates
1502,1960,38.88,Estimates
1502,1961,39.248,Estimates
1502,1962,39.627,Estimates
1502,1963,39.937,Estimates
1502,1964,40.113,Estimates
1502,1965,40.09,Estimates
1502,1966,39.828,Estimates
1502,1967,39.342,Estimates
1502,1968,38.652,Estimates
1502,1969,37.768,Estimates
1502,1970,36.691,Estimates
1502,1971,35.428,Estimates
1502,1972,34.025,Estimates
1502,1973,32.547,Estimates
1502,1974,31.057,Estimates
1502,1975,29.631,Estimates
1502,1976,28.342,Estimates
1502,1977,27.229,Estimates
1502,1978,26.322,Estimates
1502,1979,25.647,Estimates
1502,1980,25.233,Estimates
1502,1981,25.096,Estimates
1502,1982,25.184,Estimates
1502,1983,25.417,Estimates
1502,1984,25.724,Estimates
1502,1985,25.996,Estimates
1502,1986,26.12,Estimates
1502,1987,26.028,Estimates
1502,1988,25.682,Estimates
1502,1989,25.068,Estimates
1502,1990,24.204,Estimates
1502,1991,23.142,Estimates
1502,1992,21.986,Estimates
1502,1993,20.831,Estimates
1502,1994,19.738,Estimates
1502,1995,18.757,Estimates
1502,1996,17.919,Estimates
1502,1997,17.215,Estimates
1502,1998,16.632,Estimates
1502,1999,16.172,Estimates
1502,2000,15.829,Estimates
1502,2001,15.588,Estimates
1502,2002,15.422,Estimates
1502,2003,15.304,Estimates
1502,2004,15.216,Estimates
1502,2005,15.151,Estimates
1502,2006,15.107,Estimates
1502,2007,15.086,Estimates
1502,2008,15.084,Estimates
1502,2009,15.089,Estimates
1502,2010,15.085,Estimates
1502,2011,15.057,Estimates
1502,2012,14.996,Estimates
1502,2013,14.896,Estimates
1502,2014,14.752,Estimates
1502,2015,14.562,Estimates
1501,1950,43.075,Estimates
1501,1951,43.141,Estimates
1501,1952,43.251,Estimates
1501,1953,43.317,Estimates
1501,1954,43.339,Estimates
1501,1955,43.318,Estimates
1501,1956,43.252,Estimates
1501,1957,43.144,Estimates
1501,1958,42.995,Estimates
1501,1959,42.805,Estimates
1501,1960,42.579,Estimates
1501,1961,42.321,Estimates
1501,1962,42.035,Estimates
1501,1963,41.728,Estimates
1501,1964,41.41,Estimates
1501,1965,41.088,Estimates
1501,1966,40.769,Estimates
1501,1967,40.457,Estimates
1501,1968,40.155,Estimates
1501,1969,39.862,Estimates
1501,1970,39.58,Estimates
1501,1971,39.301,Estimates
1501,1972,39.022,Estimates
1501,1973,38.738,Estimates
1501,1974,38.45,Estimates
1501,1975,38.164,Estimates
1501,1976,37.891,Estimates
1501,1977,37.634,Estimates
1501,1978,37.393,Estimates
1501,1979,37.161,Estimates
1501,1980,36.925,Estimates
1501,1981,36.668,Estimates
1501,1982,36.376,Estimates
1501,1983,36.037,Estimates
1501,1984,35.647,Estimates
1501,1985,35.201,Estimates
1501,1986,34.703,Estimates
1501,1987,34.164,Estimates
1501,1988,33.597,Estimates
1501,1989,33.013,Estimates
1501,1990,32.421,Estimates
1501,1991,31.827,Estimates
1501,1992,31.236,Estimates
1501,1993,30.655,Estimates
1501,1994,30.094,Estimates
1501,1995,29.56,Estimates
1501,1996,29.061,Estimates
1501,1997,28.596,Estimates
1501,1998,28.164,Estimates
1501,1999,27.764,Estimates
1501,2000,27.394,Estimates
1501,2001,27.052,Estimates
1501,2002,26.731,Estimates
1501,2003,26.424,Estimates
1501,2004,26.125,Estimates
1501,2005,25.831,Estimates
1501,2006,25.54,Estimates
1501,2007,25.25,Estimates
1501,2008,24.961,Estimates
1501,2009,24.671,Estimates
1501,2010,24.379,Estimates
1501,2011,24.084,Estimates
1501,2012,23.786,Estimates
1501,2013,23.487,Estimates
1501,2014,23.186,Estimates
1501,2015,22.884,Estimates
1500,1950,46.045,Estimates
1500,1951,46.286,Estimates
1500,1952,46.724,Estimates
1500,1953,47.077,Estimates
1500,1954,47.343,Estimates
1500,1955,47.524,Estimates
1500,1956,47.623,Estimates
1500,1957,47.645,Estimates
1500,1958,47.601,Estimates
1500,1959,47.508,Estimates
1500,1960,47.386,Estimates
1500,1961,47.257,Estimates
1500,1962,47.143,Estimates
1500,1963,47.059,Estimates
1500,1964,47.013,Estimates
1500,1965,46.999,Estimates
1500,1966,47.004,Estimates
1500,1967,47.006,Estimates
1500,1968,46.986,Estimates
1500,1969,46.937,Estimates
1500,1970,46.852,Estimates
1500,1971,46.727,Estimates
1500,1972,46.57,Estimates
1500,1973,46.394,Estimates
1500,1974,46.211,Estimates
1500,1975,46.039,Estimates
1500,1976,45.902,Estimates
1500,1977,45.809,Estimates
1500,1978,45.763,Estimates
1500,1979,45.761,Estimates
1500,1980,45.789,Estimates
1500,1981,45.825,Estimates
1500,1982,45.844,Estimates
1500,1983,45.826,Estimates
1500,1984,45.761,Estimates
1500,1985,45.644,Estimates
1500,1986,45.477,Estimates
1500,1987,45.274,Estimates
1500,1988,45.049,Estimates
1500,1989,44.807,Estimates
1500,1990,44.556,Estimates
1500,1991,44.303,Estimates
1500,1992,44.051,Estimates
1500,1993,43.799,Estimates
1500,1994,43.547,Estimates
1500,1995,43.292,Estimates
1500,1996,43.026,Estimates
1500,1997,42.742,Estimates
1500,1998,42.438,Estimates
1500,1999,42.11,Estimates
1500,2000,41.762,Estimates
1500,2001,41.398,Estimates
1500,2002,41.023,Estimates
1500,2003,40.642,Estimates
1500,2004,40.256,Estimates
1500,2005,39.863,Estimates
1500,2006,39.459,Estimates
1500,2007,39.041,Estimates
1500,2008,38.607,Estimates
1500,2009,38.162,Estimates
1500,2010,37.711,Estimates
1500,2011,37.262,Estimates
1500,2012,36.82,Estimates
1500,2013,36.391,Estimates
1500,2014,35.977,Estimates
1500,2015,35.576,Estimates
947,1950,47.706,Estimates
947,1951,47.685,Estimates
947,1952,47.645,Estimates
947,1953,47.612,Estimates
947,1954,47.587,Estimates
947,1955,47.569,Estimates
947,1956,47.556,Estimates
947,1957,47.548,Estimates
947,1958,47.542,Estimates
947,1959,47.532,Estimates
947,1960,47.514,Estimates
947,1961,47.481,Estimates
947,1962,47.43,Estimates
947,1963,47.361,Estimates
947,1964,47.277,Estimates
947,1965,47.188,Estimates
947,1966,47.108,Estimates
947,1967,47.047,Estimates
947,1968,47.012,Estimates
947,1969,47.004,Estimates
947,1970,47.018,Estimates
947,1971,47.047,Estimates
947,1972,47.077,Estimates
947,1973,47.098,Estimates
947,1974,47.101,Estimates
947,1975,47.081,Estimates
947,1976,47.033,Estimates
947,1977,46.962,Estimates
947,1978,46.869,Estimates
947,1979,46.753,Estimates
947,1980,46.615,Estimates
947,1981,46.458,Estimates
947,1982,46.284,Estimates
947,1983,46.094,Estimates
947,1984,45.889,Estimates
947,1985,45.665,Estimates
947,1986,45.417,Estimates
947,1987,45.144,Estimates
947,1988,44.848,Estimates
947,1989,44.533,Estimates
947,1990,44.21,Estimates
947,1991,43.89,Estimates
947,1992,43.58,Estimates
947,1993,43.288,Estimates
947,1994,43.019,Estimates
947,1995,42.773,Estimates
947,1996,42.55,Estimates
947,1997,42.342,Estimates
947,1998,42.14,Estimates
947,1999,41.938,Estimates
947,2000,41.731,Estimates
947,2001,41.513,Estimates
947,2002,41.281,Estimates
947,2003,41.034,Estimates
947,2004,40.768,Estimates
947,2005,40.482,Estimates
947,2006,40.179,Estimates
947,2007,39.862,Estimates
947,2008,39.532,Estimates
947,2009,39.191,Estimates
947,2010,38.837,Estimates
947,2011,38.469,Estimates
947,2012,38.085,Estimates
947,2013,37.687,Estimates
947,2014,37.278,Estimates
947,2015,36.859,Estimates
903,1950,48.235,Estimates
903,1951,48.203,Estimates
903,1952,48.141,Estimates
903,1953,48.081,Estimates
903,1954,48.022,Estimates
903,1955,47.964,Estimates
903,1956,47.906,Estimates
903,1957,47.846,Estimates
903,1958,47.783,Estimates
903,1959,47.71,Estimates
903,1960,47.623,Estimates
903,1961,47.517,Estimates
903,1962,47.387,Estimates
903,1963,47.234,Estimates
903,1964,47.061,Estimates
903,1965,46.876,Estimates
903,1966,46.692,Estimates
903,1967,46.519,Estimates
903,1968,46.365,Estimates
903,1969,46.235,Estimates
903,1970,46.13,Estimates
903,1971,46.049,Estimates
903,1972,45.984,Estimates
903,1973,45.926,Estimates
903,1974,45.867,Estimates
903,1975,45.8,Estimates
903,1976,45.721,Estimates
903,1977,45.626,Estimates
903,1978,45.508,Estimates
903,1979,45.365,Estimates
903,1980,45.192,Estimates
903,1981,44.988,Estimates
903,1982,44.755,Estimates
903,1983,44.493,Estimates
903,1984,44.202,Estimates
903,1985,43.878,Estimates
903,1986,43.513,Estimates
903,1987,43.11,Estimates
903,1988,42.673,Estimates
903,1989,42.212,Estimates
903,1990,41.737,Estimates
903,1991,41.26,Estimates
903,1992,40.795,Estimates
903,1993,40.352,Estimates
903,1994,39.942,Estimates
903,1995,39.571,Estimates
903,1996,39.245,Estimates
903,1997,38.959,Estimates
903,1998,38.704,Estimates
903,1999,38.477,Estimates
903,2000,38.273,Estimates
903,2001,38.085,Estimates
903,2002,37.906,Estimates
903,2003,37.728,Estimates
903,2004,37.548,Estimates
903,2005,37.364,Estimates
903,2006,37.18,Estimates
903,2007,36.999,Estimates
903,2008,36.818,Estimates
903,2009,36.631,Estimates
903,2010,36.425,Estimates
903,2011,36.185,Estimates
903,2012,35.902,Estimates
903,2013,35.574,Estimates
903,2014,35.201,Estimates
903,2015,34.79,Estimates
910,1950,49.728,Estimates
910,1951,49.666,Estimates
910,1952,49.548,Estimates
910,1953,49.445,Estimates
910,1954,49.358,Estimates
910,1955,49.285,Estimates
910,1956,49.226,Estimates
910,1957,49.18,Estimates
910,1958,49.143,Estimates
910,1959,49.111,Estimates
910,1960,49.079,Estimates
910,1961,49.042,Estimates
910,1962,48.994,Estimates
910,1963,48.934,Estimates
910,1964,48.862,Estimates
910,1965,48.784,Estimates
910,1966,48.709,Estimates
910,1967,48.645,Estimates
910,1968,48.597,Estimates
910,1969,48.566,Estimates
910,1970,48.552,Estimates
910,1971,48.554,Estimates
910,1972,48.563,Estimates
910,1973,48.572,Estimates
910,1974,48.572,Estimates
910,1975,48.558,Estimates
910,1976,48.522,Estimates
910,1977,48.463,Estimates
910,1978,48.378,Estimates
910,1979,48.267,Estimates
910,1980,48.134,Estimates
910,1981,47.984,Estimates
910,1982,47.823,Estimates
910,1983,47.652,Estimates
910,1984,47.47,Estimates
910,1985,47.265,Estimates
910,1986,47.025,Estimates
910,1987,46.74,Estimates
910,1988,46.41,Estimates
910,1989,46.042,Estimates
910,1990,45.647,Estimates
910,1991,45.247,Estimates
910,1992,44.857,Estimates
910,1993,44.492,Estimates
910,1994,44.156,Estimates
910,1995,43.848,Estimates
910,1996,43.56,Estimates
910,1997,43.277,Estimates
910,1998,42.986,Estimates
910,1999,42.682,Estimates
910,2000,42.362,Estimates
910,2001,42.029,Estimates
910,2002,41.685,Estimates
910,2003,41.333,Estimates
910,2004,40.972,Estimates
910,2005,40.598,Estimates
910,2006,40.207,Estimates
910,2007,39.797,Estimates
910,2008,39.366,Estimates
910,2009,38.918,Estimates
910,2010,38.456,Estimates
910,2011,37.985,Estimates
910,2012,37.511,Estimates
910,2013,37.04,Estimates
910,2014,36.575,Estimates
910,2015,36.116,Estimates
108,1950,50.116,Estimates
108,1951,49.912,Estimates
108,1952,49.53,Estimates
108,1953,49.199,Estimates
108,1954,48.92,Estimates
108,1955,48.692,Estimates
108,1956,48.513,Estimates
108,1957,48.381,Estimates
108,1958,48.29,Estimates
108,1959,48.232,Estimates
108,1960,48.197,Estimates
108,1961,48.173,Estimates
108,1962,48.148,Estimates
108,1963,48.111,Estimates
108,1964,48.059,Estimates
108,1965,47.98,Estimates
108,1966,47.867,Estimates
108,1967,47.729,Estimates
108,1968,47.585,Estimates
108,1969,47.454,Estimates
108,1970,47.373,Estimates
108,1971,47.384,Estimates
108,1972,47.51,Estimates
108,1973,47.755,Estimates
108,1974,48.111,Estimates
108,1975,48.555,Estimates
108,1976,49.051,Estimates
108,1977,49.551,Estimates
108,1978,50.013,Estimates
108,1979,50.413,Estimates
108,1980,50.747,Estimates
108,1981,51.026,Estimates
108,1982,51.269,Estimates
108,1983,51.479,Estimates
108,1984,51.639,Estimates
108,1985,51.715,Estimates
108,1986,51.667,Estimates
108,1987,51.469,Estimates
108,1988,51.109,Estimates
108,1989,50.593,Estimates
108,1990,49.925,Estimates
108,1991,49.121,Estimates
108,1992,48.224,Estimates
108,1993,47.287,Estimates
108,1994,46.352,Estimates
108,1995,45.463,Estimates
108,1996,44.653,Estimates
108,1997,43.939,Estimates
108,1998,43.339,Estimates
108,1999,42.874,Estimates
