country_code,reference_date_1_january_31_december,births_thousands,variant
642,2090,103.774,Medium variant
642,2091,103.339,Medium variant
642,2092,102.944,Medium variant
642,2093,102.58,Medium variant
642,2094,102.241,Medium variant
642,2095,101.925,Medium variant
642,2096,101.628,Medium variant
642,2097,101.349,Medium variant
642,2098,101.089,Medium variant
642,2099,100.847,Medium variant
643,1950,2744.57,Estimates
643,1951,2787.45,Estimates
643,1952,2864.767,Estimates
643,1953,2925.199,Estimates
643,1954,2968.744,Estimates
643,1955,2995.167,Estimates
643,1956,3003.791,Estimates
643,1957,2994.363,Estimates
643,1958,2966.03,Estimates
643,1959,2916.898,Estimates
643,1960,2845.57,Estimates
643,1961,2751.623,Estimates
643,1962,2636.43,Estimates
643,1963,2504.549,Estimates
643,1964,2363.775,Estimates
643,1965,2226.267,Estimates
643,1966,2105.267,Estimates
643,1967,2009.839,Estimates
643,1968,1945.641,Estimates
643,1969,1914.665,Estimates
643,1970,1914.318,Estimates
643,1971,1937.492,Estimates
643,1972,1972.518,Estimates
643,1973,2009.707,Estimates
643,1974,2044.718,Estimates
643,1975,2076.317,Estimates
643,1976,2106.368,Estimates
643,1977,2138.877,Estimates
643,1978,2175.947,Estimates
643,1979,2216.211,Estimates
643,1980,2259.215,Estimates
643,1981,2304.513,Estimates
643,1982,2348.873,Estimates
643,1983,2387.516,Estimates
643,1984,2415.214,Estimates
643,1985,2422.544,Estimates
643,1986,2399.552,Estimates
643,1987,2343.033,Estimates
643,1988,2254.064,Estimates
643,1989,2136.793,Estimates
643,1990,1999.258,Estimates
643,1991,1852.31,Estimates
643,1992,1708.967,Estimates
643,1993,1580.636,Estimates
643,1994,1474.472,Estimates
643,1995,1395.561,Estimates
643,1996,1345.077,Estimates
643,1997,1317.396,Estimates
643,1998,1307.021,Estimates
643,1999,1311.662,Estimates
643,2000,1328.78,Estimates
643,2001,1355.86,Estimates
643,2002,1390.264,Estimates
643,2003,1429.262,Estimates
643,2004,1470.395,Estimates
643,2005,1512.691,Estimates
643,2006,1556.492,Estimates
643,2007,1602.363,Estimates
643,2008,1649.685,Estimates
643,2009,1696.31,Estimates
643,2010,1739.266,Estimates
643,2011,1775.509,Estimates
643,2012,1803.024,Estimates
643,2013,1820.442,Estimates
643,2014,1827.049,Estimates
643,2015,1822.787,Estimates
643,2015,1822.787,Medium variant
643,2016,1808.544,Medium variant
643,2017,1786.827,Medium variant
643,2018,1760.089,Medium variant
643,2019,1729.856,Medium variant
643,2020,1697.07,Medium variant
643,2021,1662.096,Medium variant
643,2022,1625.169,Medium variant
643,2023,1587.026,Medium variant
643,2024,1549.011,Medium variant
643,2025,1512.37,Medium variant
643,2026,1478.081,Medium variant
643,2027,1446.846,Medium variant
643,2028,1419.483,Medium variant
643,2029,1396.953,Medium variant
643,2030,1380.334,Medium variant
643,2031,1370.414,Medium variant
643,2032,1366.94,Medium variant
643,2033,1369.378,Medium variant
643,2034,1377.249,Medium variant
643,2035,1390.144,Medium variant
643,2036,1407.576,Medium variant
643,2037,1428.395,Medium variant
643,2038,1451.166,Medium variant
643,2039,1474.491,Medium variant
643,2040,1497.035,Medium variant
643,2041,1517.765,Medium variant
643,2042,1536.113,Medium variant
643,2043,1551.47,Medium variant
643,2044,1563.087,Medium variant
643,2045,1570.284,Medium variant
643,2046,1572.715,Medium variant
643,2047,1570.832,Medium variant
643,2048,1565.197,Medium variant
643,2049,1556.169,Medium variant
643,2050,1544.023,Medium variant
643,2051,1529.033,Medium variant
643,2052,1511.805,Medium variant
643,2053,1493.133,Medium variant
643,2054,1473.838,Medium variant
643,2055,1454.656,Medium variant
643,2056,1436.134,Medium variant
643,2057,1418.624,Medium variant
643,2058,1402.566,Medium variant
643,2059,1388.514,Medium variant
643,2060,1377.013,Medium variant
643,2061,1368.422,Medium variant
643,2062,1362.622,Medium variant
643,2063,1359.421,Medium variant
643,2064,1358.714,Medium variant
643,2065,1360.43,Medium variant
643,2066,1364.446,Medium variant
643,2067,1370.332,Medium variant
643,2068,1377.534,Medium variant
643,2069,1385.52,Medium variant
643,2070,1393.82,Medium variant
643,2071,1402.075,Medium variant
643,2072,1410.003,Medium variant
643,2073,1417.249,Medium variant
643,2074,1423.384,Medium variant
643,2075,1427.993,Medium variant
643,2076,1430.795,Medium variant
643,2077,1431.817,Medium variant
643,2078,1431.122,Medium variant
643,2079,1428.707,Medium variant
643,2080,1424.554,Medium variant
643,2081,1418.7,Medium variant
643,2082,1411.417,Medium variant
643,2083,1403.062,Medium variant
643,2084,1393.961,Medium variant
643,2085,1384.4,Medium variant
643,2086,1374.596,Medium variant
643,2087,1364.764,Medium variant
643,2088,1355.18,Medium variant
643,2089,1346.165,Medium variant
643,2090,1337.977,Medium variant
643,2091,1330.791,Medium variant
643,2092,1324.712,Medium variant
643,2093,1319.805,Medium variant
643,2094,1316.095,Medium variant
643,2095,1313.608,Medium variant
643,2096,1312.365,Medium variant
643,2097,1312.359,Medium variant
643,2098,1313.589,Medium variant
643,2099,1316.053,Medium variant
646,1950,116.503,Estimates
646,1951,119.325,Estimates
646,1952,124.73,Estimates
646,1953,129.658,Estimates
646,1954,134.109,Estimates
646,1955,138.084,Estimates
646,1956,141.587,Estimates
646,1957,144.643,Estimates
646,1958,147.288,Estimates
646,1959,149.575,Estimates
646,1960,151.585,Estimates
646,1961,153.423,Estimates
646,1962,155.231,Estimates
646,1963,157.18,Estimates
646,1964,159.453,Estimates
646,1965,162.248,Estimates
646,1966,165.731,Estimates
646,1967,169.958,Estimates
646,1968,174.961,Estimates
646,1969,180.769,Estimates
646,1970,187.402,Estimates
646,1971,194.83,Estimates
646,1972,202.916,Estimates
646,1973,211.498,Estimates
646,1974,220.452,Estimates
646,1975,229.663,Estimates
646,1976,239.043,Estimates
646,1977,248.525,Estimates
646,1978,258.03,Estimates
646,1979,267.46,Estimates
646,1980,277.004,Estimates
646,1981,286.966,Estimates
646,1982,297.34,Estimates
646,1983,307.826,Estimates
646,1984,317.894,Estimates
646,1985,326.445,Estimates
646,1986,332.203,Estimates
646,1987,334.489,Estimates
646,1988,333.131,Estimates
646,1989,328.425,Estimates
646,1990,321.13,Estimates
646,1991,312.387,Estimates
646,1992,303.694,Estimates
646,1993,296.37,Estimates
646,1994,291.209,Estimates
646,1995,288.86,Estimates
646,1996,289.574,Estimates
646,1997,292.781,Estimates
646,1998,297.853,Estimates
646,1999,304.446,Estimates
646,2000,312.169,Estimates
646,2001,320.614,Estimates
646,2002,329.296,Estimates
646,2003,337.705,Estimates
646,2004,345.389,Estimates
646,2005,351.876,Estimates
646,2006,356.831,Estimates
646,2007,360.329,Estimates
646,2008,362.531,Estimates
646,2009,363.552,Estimates
646,2010,363.661,Estimates
646,2011,363.23,Estimates
646,2012,362.663,Estimates
646,2013,362.281,Estimates
646,2014,362.246,Estimates
646,2015,362.559,Estimates
646,2015,362.559,Medium variant
646,2016,363.074,Medium variant
646,2017,363.541,Medium variant
646,2018,363.802,Medium variant
646,2019,363.878,Medium variant
646,2020,363.864,Medium variant
646,2021,363.913,Medium variant
646,2022,364.195,Medium variant
646,2023,364.834,Medium variant
646,2024,365.876,Medium variant
646,2025,367.353,Medium variant
646,2026,369.254,Medium variant
646,2027,371.456,Medium variant
646,2028,373.817,Medium variant
646,2029,376.229,Medium variant
646,2030,378.59,Medium variant
646,2031,380.816,Medium variant
646,2032,382.838,Medium variant
646,2033,384.575,Medium variant
646,2034,385.936,Medium variant
646,2035,386.825,Medium variant
646,2036,387.176,Medium variant
646,2037,387.002,Medium variant
646,2038,386.333,Medium variant
646,2039,385.189,Medium variant
646,2040,383.596,Medium variant
646,2041,381.592,Medium variant
646,2042,379.257,Medium variant
646,2043,376.683,Medium variant
646,2044,373.947,Medium variant
646,2045,371.11,Medium variant
646,2046,368.207,Medium variant
646,2047,365.259,Medium variant
646,2048,362.302,Medium variant
646,2049,359.391,Medium variant
646,2050,356.586,Medium variant
646,2051,353.932,Medium variant
646,2052,351.436,Medium variant
646,2053,349.099,Medium variant
646,2054,346.924,Medium variant
646,2055,344.91,Medium variant
646,2056,343.043,Medium variant
646,2057,341.282,Medium variant
646,2058,339.581,Medium variant
646,2059,337.906,Medium variant
646,2060,336.228,Medium variant
646,2061,334.525,Medium variant
646,2062,332.787,Medium variant
646,2063,330.996,Medium variant
646,2064,329.129,Medium variant
646,2065,327.159,Medium variant
646,2066,325.066,Medium variant
646,2067,322.852,Medium variant
646,2068,320.526,Medium variant
646,2069,318.094,Medium variant
646,2070,315.563,Medium variant
646,2071,312.94,Medium variant
646,2072,310.251,Medium variant
646,2073,307.53,Medium variant
646,2074,304.808,Medium variant
646,2075,302.119,Medium variant
646,2076,299.49,Medium variant
646,2077,296.937,Medium variant
646,2078,294.477,Medium variant
646,2079,292.125,Medium variant
646,2080,289.894,Medium variant
646,2081,287.786,Medium variant
646,2082,285.787,Medium variant
646,2083,283.883,Medium variant
646,2084,282.067,Medium variant
646,2085,280.339,Medium variant
646,2086,278.695,Medium variant
646,2087,277.13,Medium variant
646,2088,275.633,Medium variant
646,2089,274.19,Medium variant
646,2090,272.787,Medium variant
646,2091,271.412,Medium variant
646,2092,270.053,Medium variant
646,2093,268.702,Medium variant
646,2094,267.354,Medium variant
646,2095,266.004,Medium variant
646,2096,264.651,Medium variant
646,2097,263.292,Medium variant
646,2098,261.929,Medium variant
646,2099,260.561,Medium variant
662,1950,3.608,Estimates
662,1951,3.717,Estimates
662,1952,3.92,Estimates
662,1953,4.089,Estimates
662,1954,4.226,Estimates
662,1955,4.33,Estimates
662,1956,4.402,Estimates
662,1957,4.444,Estimates
662,1958,4.458,Estimates
662,1959,4.448,Estimates
662,1960,4.42,Estimates
662,1961,4.378,Estimates
662,1962,4.331,Estimates
662,1963,4.283,Estimates
662,1964,4.24,Estimates
662,1965,4.2,Estimates
662,1966,4.163,Estimates
662,1967,4.125,Estimates
662,1968,4.085,Estimates
662,1969,4.046,Estimates
662,1970,4.014,Estimates
662,1971,3.997,Estimates
662,1972,4.0,Estimates
662,1973,4.023,Estimates
662,1974,4.064,Estimates
662,1975,4.113,Estimates
662,1976,4.162,Estimates
662,1977,4.199,Estimates
662,1978,4.217,Estimates
662,1979,4.214,Estimates
662,1980,4.194,Estimates
662,1981,4.161,Estimates
662,1982,4.125,Estimates
662,1983,4.092,Estimates
662,1984,4.065,Estimates
662,1985,4.043,Estimates
662,1986,4.023,Estimates
662,1987,4.001,Estimates
662,1988,3.972,Estimates
662,1989,3.934,Estimates
662,1990,3.887,Estimates
662,1991,3.828,Estimates
662,1992,3.76,Estimates
662,1993,3.685,Estimates
662,1994,3.604,Estimates
662,1995,3.518,Estimates
662,1996,3.426,Estimates
662,1997,3.331,Estimates
662,1998,3.236,Estimates
662,1999,3.144,Estimates
662,2000,3.061,Estimates
662,2001,2.994,Estimates
662,2002,2.945,Estimates
662,2003,2.914,Estimates
662,2004,2.9,Estimates
662,2005,2.9,Estimates
662,2006,2.905,Estimates
662,2007,2.911,Estimates
662,2008,2.91,Estimates
662,2009,2.901,Estimates
662,2010,2.884,Estimates
662,2011,2.859,Estimates
662,2012,2.833,Estimates
662,2013,2.808,Estimates
662,2014,2.785,Estimates
662,2015,2.765,Estimates
662,2015,2.765,Medium variant
662,2016,2.746,Medium variant
662,2017,2.728,Medium variant
662,2018,2.708,Medium variant
662,2019,2.687,Medium variant
662,2020,2.664,Medium variant
662,2021,2.64,Medium variant
662,2022,2.615,Medium variant
662,2023,2.59,Medium variant
662,2024,2.563,Medium variant
662,2025,2.537,Medium variant
662,2026,2.51,Medium variant
662,2027,2.483,Medium variant
662,2028,2.456,Medium variant
662,2029,2.428,Medium variant
662,2030,2.401,Medium variant
662,2031,2.374,Medium variant
662,2032,2.348,Medium variant
662,2033,2.323,Medium variant
662,2034,2.298,Medium variant
662,2035,2.275,Medium variant
662,2036,2.253,Medium variant
662,2037,2.232,Medium variant
662,2038,2.213,Medium variant
662,2039,2.194,Medium variant
662,2040,2.176,Medium variant
662,2041,2.159,Medium variant
662,2042,2.143,Medium variant
662,2043,2.128,Medium variant
662,2044,2.113,Medium variant
662,2045,2.098,Medium variant
662,2046,2.084,Medium variant
662,2047,2.07,Medium variant
662,2048,2.056,Medium variant
662,2049,2.042,Medium variant
662,2050,2.028,Medium variant
662,2051,2.014,Medium variant
662,2052,1.999,Medium variant
662,2053,1.985,Medium variant
662,2054,1.97,Medium variant
662,2055,1.956,Medium variant
662,2056,1.941,Medium variant
662,2057,1.926,Medium variant
662,2058,1.911,Medium variant
662,2059,1.897,Medium variant
662,2060,1.882,Medium variant
662,2061,1.868,Medium variant
662,2062,1.854,Medium variant
662,2063,1.841,Medium variant
662,2064,1.828,Medium variant
662,2065,1.815,Medium variant
662,2066,1.803,Medium variant
662,2067,1.791,Medium variant
662,2068,1.779,Medium variant
662,2069,1.767,Medium variant
662,2070,1.756,Medium variant
662,2071,1.745,Medium variant
662,2072,1.734,Medium variant
662,2073,1.724,Medium variant
662,2074,1.714,Medium variant
662,2075,1.705,Medium variant
662,2076,1.695,Medium variant
662,2077,1.687,Medium variant
662,2078,1.678,Medium variant
662,2079,1.669,Medium variant
662,2080,1.661,Medium variant
662,2081,1.652,Medium variant
662,2082,1.644,Medium variant
662,2083,1.635,Medium variant
662,2084,1.626,Medium variant
662,2085,1.618,Medium variant
662,2086,1.609,Medium variant
662,2087,1.599,Medium variant
662,2088,1.59,Medium variant
662,2089,1.581,Medium variant
662,2090,1.572,Medium variant
662,2091,1.563,Medium variant
662,2092,1.555,Medium variant
662,2093,1.546,Medium variant
662,2094,1.538,Medium variant
662,2095,1.529,Medium variant
662,2096,1.521,Medium variant
662,2097,1.513,Medium variant
662,2098,1.506,Medium variant
662,2099,1.498,Medium variant
670,1950,3.303,Estimates
670,1951,3.35,Estimates
670,1952,3.441,Estimates
670,1953,3.524,Estimates
670,1954,3.598,Estimates
670,1955,3.663,Estimates
670,1956,3.719,Estimates
670,1957,3.767,Estimates
670,1958,3.806,Estimates
670,1959,3.835,Estimates
670,1960,3.855,Estimates
670,1961,3.865,Estimates
670,1962,3.866,Estimates
670,1963,3.857,Estimates
670,1964,3.84,Estimates
670,1965,3.818,Estimates
670,1966,3.791,Estimates
670,1967,3.762,Estimates
670,1968,3.731,Estimates
670,1969,3.698,Estimates
670,1970,3.662,Estimates
670,1971,3.622,Estimates
670,1972,3.574,Estimates
670,1973,3.518,Estimates
670,1974,3.456,Estimates
670,1975,3.39,Estimates
670,1976,3.324,Estimates
670,1977,3.26,Estimates
670,1978,3.2,Estimates
670,1979,3.146,Estimates
670,1980,3.098,Estimates
670,1981,3.052,Estimates
670,1982,3.006,Estimates
670,1983,2.959,Estimates
670,1984,2.91,Estimates
670,1985,2.861,Estimates
670,1986,2.814,Estimates
670,1987,2.77,Estimates
670,1988,2.731,Estimates
670,1989,2.696,Estimates
670,1990,2.663,Estimates
670,1991,2.63,Estimates
670,1992,2.594,Estimates
670,1993,2.554,Estimates
670,1994,2.509,Estimates
670,1995,2.458,Estimates
670,1996,2.401,Estimates
670,1997,2.339,Estimates
670,1998,2.276,Estimates
670,1999,2.212,Estimates
670,2000,2.152,Estimates
670,2001,2.098,Estimates
670,2002,2.052,Estimates
670,2003,2.014,Estimates
670,2004,1.985,Estimates
670,2005,1.963,Estimates
670,2006,1.945,Estimates
670,2007,1.929,Estimates
670,2008,1.911,Estimates
670,2009,1.89,Estimates
670,2010,1.867,Estimates
670,2011,1.84,Estimates
670,2012,1.813,Estimates
670,2013,1.785,Estimates
670,2014,1.757,Estimates
670,2015,1.731,Estimates
670,2015,1.731,Medium variant
670,2016,1.704,Medium variant
670,2017,1.679,Medium variant
670,2018,1.653,Medium variant
670,2019,1.628,Medium variant
670,2020,1.604,Medium variant
670,2021,1.58,Medium variant
670,2022,1.556,Medium variant
670,2023,1.533,Medium variant
670,2024,1.511,Medium variant
670,2025,1.489,Medium variant
670,2026,1.467,Medium variant
670,2027,1.447,Medium variant
670,2028,1.427,Medium variant
670,2029,1.409,Medium variant
670,2030,1.391,Medium variant
670,2031,1.374,Medium variant
670,2032,1.359,Medium variant
670,2033,1.344,Medium variant
670,2034,1.329,Medium variant
670,2035,1.316,Medium variant
670,2036,1.303,Medium variant
670,2037,1.29,Medium variant
670,2038,1.278,Medium variant
670,2039,1.266,Medium variant
670,2040,1.254,Medium variant
670,2041,1.242,Medium variant
670,2042,1.23,Medium variant
670,2043,1.217,Medium variant
670,2044,1.205,Medium variant
670,2045,1.192,Medium variant
670,2046,1.178,Medium variant
670,2047,1.165,Medium variant
670,2048,1.151,Medium variant
670,2049,1.138,Medium variant
670,2050,1.124,Medium variant
670,2051,1.111,Medium variant
670,2052,1.097,Medium variant
670,2053,1.084,Medium variant
670,2054,1.071,Medium variant
670,2055,1.058,Medium variant
670,2056,1.046,Medium variant
670,2057,1.034,Medium variant
670,2058,1.022,Medium variant
670,2059,1.011,Medium variant
670,2060,1.0,Medium variant
670,2061,0.989,Medium variant
670,2062,0.979,Medium variant
670,2063,0.969,Medium variant
670,2064,0.959,Medium variant
670,2065,0.95,Medium variant
670,2066,0.94,Medium variant
670,2067,0.931,Medium variant
670,2068,0.922,Medium variant
670,2069,0.913,Medium variant
670,2070,0.904,Medium variant
670,2071,0.895,Medium variant
670,2072,0.887,Medium variant
670,2073,0.878,Medium variant
670,2074,0.869,Medium variant
670,2075,0.86,Medium variant
670,2076,0.851,Medium variant
670,2077,0.842,Medium variant
670,2078,0.833,Medium variant
670,2079,0.824,Medium variant
670,2080,0.815,Medium variant
670,2081,0.806,Medium variant
670,2082,0.798,Medium variant
670,2083,0.789,Medium variant
670,2084,0.781,Medium variant
670,2085,0.772,Medium variant
670,2086,0.764,Medium variant
670,2087,0.756,Medium variant
670,2088,0.747,Medium variant
670,2089,0.739,Medium variant
670,2090,0.731,Medium variant
670,2091,0.723,Medium variant
670,2092,0.715,Medium variant
670,2093,0.708,Medium variant
670,2094,0.701,Medium variant
670,2095,0.693,Medium variant
670,2096,0.687,Medium variant
670,2097,0.68,Medium variant
670,2098,0.674,Medium variant
670,2099,0.668,Medium variant
678,1950,2.804,Estimates
678,1951,2.81,Estimates
678,1952,2.823,Estimates
678,1953,2.839,Estimates
678,1954,2.858,Estimates
678,1955,2.879,Estimates
678,1956,2.902,Estimates
678,1957,2.926,Estimates
678,1958,2.951,Estimates
678,1959,2.973,Estimates
678,1960,2.992,Estimates
678,1961,3.004,Estimates
678,1962,3.008,Estimates
678,1963,3.003,Estimates
678,1964,2.993,Estimates
678,1965,2.979,Estimates
678,1966,2.967,Estimates
678,1967,2.962,Estimates
678,1968,2.966,Estimates
678,1969,2.984,Estimates
678,1970,3.018,Estimates
678,1971,3.069,Estimates
678,1972,3.134,Estimates
678,1973,3.21,Estimates
678,1974,3.295,Estimates
678,1975,3.386,Estimates
678,1976,3.481,Estimates
678,1977,3.575,Estimates
678,1978,3.667,Estimates
678,1979,3.755,Estimates
678,1980,3.836,Estimates
678,1981,3.911,Estimates
678,1982,3.981,Estimates
678,1983,4.047,Estimates
678,1984,4.112,Estimates
678,1985,4.174,Estimates
678,1986,4.237,Estimates
678,1987,4.3,Estimates
678,1988,4.366,Estimates
678,1989,4.435,Estimates
678,1990,4.508,Estimates
678,1991,4.586,Estimates
678,1992,4.669,Estimates
678,1993,4.756,Estimates
678,1994,4.845,Estimates
678,1995,4.937,Estimates
678,1996,5.03,Estimates
678,1997,5.122,Estimates
678,1998,5.212,Estimates
678,1999,5.299,Estimates
678,2000,5.383,Estimates
678,2001,5.462,Estimates
678,2002,5.537,Estimates
678,2003,5.609,Estimates
678,2004,5.678,Estimates
678,2005,5.747,Estimates
678,2006,5.817,Estimates
678,2007,5.89,Estimates
678,2008,5.965,Estimates
678,2009,6.042,Estimates
678,2010,6.118,Estimates
678,2011,6.189,Estimates
678,2012,6.251,Estimates
678,2013,6.305,Estimates
678,2014,6.349,Estimates
678,2015,6.385,Estimates
678,2015,6.385,Medium variant
678,2016,6.417,Medium variant
678,2017,6.448,Medium variant
678,2018,6.482,Medium variant
678,2019,6.521,Medium variant
678,2020,6.566,Medium variant
678,2021,6.615,Medium variant
678,2022,6.669,Medium variant
678,2023,6.725,Medium variant
678,2024,6.783,Medium variant
678,2025,6.842,Medium variant
678,2026,6.901,Medium variant
678,2027,6.962,Medium variant
678,2028,7.023,Medium variant
678,2029,7.084,Medium variant
678,2030,7.144,Medium variant
678,2031,7.204,Medium variant
678,2032,7.264,Medium variant
678,2033,7.323,Medium variant
678,2034,7.38,Medium variant
678,2035,7.436,Medium variant
678,2036,7.49,Medium variant
678,2037,7.542,Medium variant
678,2038,7.592,Medium variant
678,2039,7.638,Medium variant
678,2040,7.682,Medium variant
678,2041,7.722,Medium variant
678,2042,7.759,Medium variant
678,2043,7.792,Medium variant
678,2044,7.822,Medium variant
678,2045,7.849,Medium variant
678,2046,7.873,Medium variant
678,2047,7.895,Medium variant
678,2048,7.914,Medium variant
678,2049,7.931,Medium variant
678,2050,7.946,Medium variant
678,2051,7.961,Medium variant
678,2052,7.974,Medium variant
678,2053,7.987,Medium variant
678,2054,8.0,Medium variant
678,2055,8.012,Medium variant
678,2056,8.025,Medium variant
678,2057,8.037,Medium variant
678,2058,8.05,Medium variant
678,2059,8.062,Medium variant
678,2060,8.074,Medium variant
678,2061,8.087,Medium variant
678,2062,8.099,Medium variant
678,2063,8.112,Medium variant
678,2064,8.124,Medium variant
678,2065,8.136,Medium variant
678,2066,8.147,Medium variant
678,2067,8.157,Medium variant
678,2068,8.166,Medium variant
678,2069,8.173,Medium variant
678,2070,8.179,Medium variant
678,2071,8.184,Medium variant
678,2072,8.187,Medium variant
678,2073,8.188,Medium variant
678,2074,8.187,Medium variant
678,2075,8.185,Medium variant
678,2076,8.179,Medium variant
678,2077,8.172,Medium variant
678,2078,8.161,Medium variant
678,2079,8.149,Medium variant
678,2080,8.134,Medium variant
678,2081,8.118,Medium variant
678,2082,8.101,Medium variant
678,2083,8.083,Medium variant
678,2084,8.065,Medium variant
678,2085,8.047,Medium variant
678,2086,8.028,Medium variant
678,2087,8.01,Medium variant
678,2088,7.99,Medium variant
678,2089,7.97,Medium variant
678,2090,7.95,Medium variant
678,2091,7.929,Medium variant
678,2092,7.908,Medium variant
678,2093,7.886,Medium variant
678,2094,7.864,Medium variant
678,2095,7.842,Medium variant
678,2096,7.819,Medium variant
678,2097,7.796,Medium variant
678,2098,7.773,Medium variant
678,2099,7.75,Medium variant
682,1950,153.085,Estimates
682,1951,154.531,Estimates
682,1952,157.616,Estimates
682,1953,161.087,Estimates
682,1954,164.945,Estimates
682,1955,169.187,Estimates
682,1956,173.803,Estimates
682,1957,178.788,Estimates
682,1958,184.122,Estimates
682,1959,189.776,Estimates
682,1960,195.716,Estimates
682,1961,201.919,Estimates
682,1962,208.374,Estimates
682,1963,215.103,Estimates
682,1964,222.164,Estimates
682,1965,229.638,Estimates
682,1966,237.621,Estimates
682,1967,246.209,Estimates
682,1968,255.49,Estimates
682,1969,265.529,Estimates
682,1970,276.294,Estimates
682,1971,287.696,Estimates
682,1972,299.695,Estimates
682,1973,312.333,Estimates
682,1974,325.741,Estimates
682,1975,340.362,Estimates
682,1976,356.739,Estimates
682,1977,375.041,Estimates
682,1978,395.128,Estimates
682,1979,416.61,Estimates
682,1980,438.884,Estimates
682,1981,461.216,Estimates
682,1982,482.766,Estimates
682,1983,502.763,Estimates
682,1984,520.666,Estimates
682,1985,536.074,Estimates
682,1986,548.859,Estimates
682,1987,559.352,Estimates
682,1988,567.87,Estimates
682,1989,574.51,Estimates
682,1990,579.327,Estimates
682,1991,582.371,Estimates
682,1992,583.832,Estimates
682,1993,583.977,Estimates
682,1994,583.092,Estimates
682,1995,581.323,Estimates
682,1996,578.719,Estimates
682,1997,575.459,Estimates
682,1998,571.882,Estimates
682,1999,568.452,Estimates
682,2000,565.839,Estimates
682,2001,564.706,Estimates
682,2002,565.346,Estimates
682,2003,567.847,Estimates
682,2004,572.157,Estimates
682,2005,578.068,Estimates
682,2006,585.192,Estimates
682,2007,592.825,Estimates
682,2008,600.269,Estimates
682,2009,607.033,Estimates
682,2010,612.632,Estimates
682,2011,616.729,Estimates
682,2012,619.359,Estimates
682,2013,620.609,Estimates
682,2014,620.5,Estimates
682,2015,619.112,Estimates
682,2015,619.112,Medium variant
682,2016,616.61,Medium variant
682,2017,613.336,Medium variant
682,2018,609.641,Medium variant
682,2019,605.789,Medium variant
682,2020,601.999,Medium variant
682,2021,598.409,Medium variant
682,2022,595.047,Medium variant
682,2023,591.967,Medium variant
682,2024,589.285,Medium variant
682,2025,587.113,Medium variant
682,2026,585.518,Medium variant
682,2027,584.457,Medium variant
682,2028,583.867,Medium variant
682,2029,583.708,Medium variant
682,2030,583.954,Medium variant
682,2031,584.575,Medium variant
682,2032,585.474,Medium variant
682,2033,586.519,Medium variant
682,2034,587.575,Medium variant
682,2035,588.505,Medium variant
682,2036,589.197,Medium variant
682,2037,589.579,Medium variant
682,2038,589.578,Medium variant
682,2039,589.112,Medium variant
682,2040,588.112,Medium variant
682,2041,586.543,Medium variant
682,2042,584.455,Medium variant
682,2043,581.913,Medium variant
682,2044,578.958,Medium variant
682,2045,575.617,Medium variant
682,2046,571.914,Medium variant
682,2047,567.915,Medium variant
682,2048,563.711,Medium variant
682,2049,559.397,Medium variant
682,2050,555.063,Medium variant
682,2051,550.776,Medium variant
682,2052,546.585,Medium variant
682,2053,542.552,Medium variant
682,2054,538.749,Medium variant
682,2055,535.247,Medium variant
682,2056,532.092,Medium variant
682,2057,529.272,Medium variant
682,2058,526.769,Medium variant
682,2059,524.578,Medium variant
682,2060,522.69,Medium variant
682,2061,521.088,Medium variant
682,2062,519.723,Medium variant
682,2063,518.537,Medium variant
682,2064,517.481,Medium variant
682,2065,516.52,Medium variant
682,2066,515.637,Medium variant
682,2067,514.809,Medium variant
682,2068,514.0,Medium variant
682,2069,513.156,Medium variant
682,2070,512.221,Medium variant
682,2071,511.145,Medium variant
682,2072,509.907,Medium variant
682,2073,508.49,Medium variant
682,2074,506.876,Medium variant
682,2075,505.053,Medium variant
682,2076,503.021,Medium variant
682,2077,500.815,Medium variant
682,2078,498.476,Medium variant
682,2079,496.036,Medium variant
682,2080,493.521,Medium variant
682,2081,490.948,Medium variant
682,2082,488.342,Medium variant
682,2083,485.735,Medium variant
682,2084,483.166,Medium variant
682,2085,480.669,Medium variant
682,2086,478.27,Medium variant
682,2087,475.98,Medium variant
682,2088,473.811,Medium variant
682,2089,471.781,Medium variant
682,2090,469.899,Medium variant
682,2091,468.167,Medium variant
682,2092,466.582,Medium variant
682,2093,465.138,Medium variant
682,2094,463.829,Medium variant
682,2095,462.651,Medium variant
682,2096,461.605,Medium variant
682,2097,460.687,Medium variant
682,2098,459.898,Medium variant
682,2099,459.236,Medium variant
686,1950,123.242,Estimates
686,1951,125.088,Estimates
686,1952,128.805,Estimates
686,1953,132.576,Estimates
686,1954,136.399,Estimates
686,1955,140.274,Estimates
686,1956,144.202,Estimates
686,1957,148.185,Estimates
686,1958,152.229,Estimates
686,1959,156.339,Estimates
686,1960,160.526,Estimates
686,1961,164.806,Estimates
686,1962,169.201,Estimates
686,1963,173.743,Estimates
686,1964,178.467,Estimates
686,1965,183.444,Estimates
686,1966,188.751,Estimates
686,1967,194.403,Estimates
686,1968,200.378,Estimates
686,1969,206.631,Estimates
686,1970,213.093,Estimates
686,1971,219.679,Estimates
686,1972,226.277,Estimates
686,1973,232.779,Estimates
686,1974,239.102,Estimates
686,1975,245.148,Estimates
686,1976,250.842,Estimates
686,1977,256.21,Estimates
686,1978,261.311,Estimates
686,1979,266.202,Estimates
686,1980,270.982,Estimates
686,1981,275.772,Estimates
686,1982,280.687,Estimates
686,1983,285.816,Estimates
