country_code,reference_date_1_january_31_december,births_thousands,variant
140,2000,146.066,Estimates
140,2001,147.505,Estimates
140,2002,148.553,Estimates
140,2003,149.299,Estimates
140,2004,149.827,Estimates
140,2005,150.276,Estimates
140,2006,150.802,Estimates
140,2007,151.524,Estimates
140,2008,152.518,Estimates
140,2009,153.812,Estimates
140,2010,155.387,Estimates
140,2011,157.173,Estimates
140,2012,159.034,Estimates
140,2013,160.849,Estimates
140,2014,162.551,Estimates
140,2015,164.092,Estimates
140,2015,164.092,Medium variant
140,2016,165.453,Medium variant
140,2017,166.656,Medium variant
140,2018,167.723,Medium variant
140,2019,168.649,Medium variant
140,2020,169.431,Medium variant
140,2021,170.07,Medium variant
140,2022,170.581,Medium variant
140,2023,170.984,Medium variant
140,2024,171.297,Medium variant
140,2025,171.534,Medium variant
140,2026,171.705,Medium variant
140,2027,171.823,Medium variant
140,2028,171.905,Medium variant
140,2029,171.972,Medium variant
140,2030,172.046,Medium variant
140,2031,172.143,Medium variant
140,2032,172.268,Medium variant
140,2033,172.426,Medium variant
140,2034,172.622,Medium variant
140,2035,172.859,Medium variant
140,2036,173.136,Medium variant
140,2037,173.44,Medium variant
140,2038,173.757,Medium variant
140,2039,174.08,Medium variant
140,2040,174.399,Medium variant
140,2041,174.709,Medium variant
140,2042,175.005,Medium variant
140,2043,175.28,Medium variant
140,2044,175.525,Medium variant
140,2045,175.736,Medium variant
140,2046,175.907,Medium variant
140,2047,176.039,Medium variant
140,2048,176.129,Medium variant
140,2049,176.175,Medium variant
140,2050,176.17,Medium variant
140,2051,176.11,Medium variant
140,2052,175.995,Medium variant
140,2053,175.83,Medium variant
140,2054,175.618,Medium variant
140,2055,175.369,Medium variant
140,2056,175.09,Medium variant
140,2057,174.79,Medium variant
140,2058,174.477,Medium variant
140,2059,174.156,Medium variant
140,2060,173.831,Medium variant
140,2061,173.5,Medium variant
140,2062,173.159,Medium variant
140,2063,172.805,Medium variant
140,2064,172.436,Medium variant
140,2065,172.054,Medium variant
140,2066,171.657,Medium variant
140,2067,171.246,Medium variant
140,2068,170.822,Medium variant
140,2069,170.388,Medium variant
140,2070,169.947,Medium variant
140,2071,169.503,Medium variant
140,2072,169.057,Medium variant
140,2073,168.609,Medium variant
140,2074,168.158,Medium variant
140,2075,167.699,Medium variant
140,2076,167.223,Medium variant
140,2077,166.727,Medium variant
140,2078,166.207,Medium variant
140,2079,165.664,Medium variant
140,2080,165.102,Medium variant
140,2081,164.527,Medium variant
140,2082,163.946,Medium variant
140,2083,163.365,Medium variant
140,2084,162.785,Medium variant
140,2085,162.202,Medium variant
140,2086,161.611,Medium variant
140,2087,161.007,Medium variant
140,2088,160.385,Medium variant
140,2089,159.747,Medium variant
140,2090,159.096,Medium variant
140,2091,158.437,Medium variant
140,2092,157.774,Medium variant
140,2093,157.111,Medium variant
140,2094,156.454,Medium variant
140,2095,155.803,Medium variant
140,2096,155.161,Medium variant
140,2097,154.528,Medium variant
140,2098,153.904,Medium variant
140,2099,153.29,Medium variant
144,1950,287.668,Estimates
144,1951,295.307,Estimates
144,1952,309.709,Estimates
144,1953,322.357,Estimates
144,1954,333.251,Estimates
144,1955,342.408,Estimates
144,1956,349.889,Estimates
144,1957,355.784,Estimates
144,1958,360.266,Estimates
144,1959,363.627,Estimates
144,1960,366.215,Estimates
144,1961,368.392,Estimates
144,1962,370.522,Estimates
144,1963,372.855,Estimates
144,1964,375.466,Estimates
144,1965,378.112,Estimates
144,1966,380.347,Estimates
144,1967,381.768,Estimates
144,1968,382.21,Estimates
144,1969,381.815,Estimates
144,1970,381.04,Estimates
144,1971,380.525,Estimates
144,1972,380.825,Estimates
144,1973,382.265,Estimates
144,1974,384.869,Estimates
144,1975,388.511,Estimates
144,1976,392.88,Estimates
144,1977,397.342,Estimates
144,1978,401.271,Estimates
144,1979,404.246,Estimates
144,1980,405.716,Estimates
144,1981,405.213,Estimates
144,1982,402.758,Estimates
144,1983,398.555,Estimates
144,1984,392.858,Estimates
144,1985,386.148,Estimates
144,1986,379.049,Estimates
144,1987,372.203,Estimates
144,1988,366.126,Estimates
144,1989,361.099,Estimates
144,1990,357.156,Estimates
144,1991,354.087,Estimates
144,1992,351.481,Estimates
144,1993,349.067,Estimates
144,1994,346.85,Estimates
144,1995,345.003,Estimates
144,1996,343.797,Estimates
144,1997,343.457,Estimates
144,1998,344.083,Estimates
144,1999,345.616,Estimates
144,2000,348.014,Estimates
144,2001,351.185,Estimates
144,2002,354.8,Estimates
144,2003,358.447,Estimates
144,2004,361.735,Estimates
144,2005,364.125,Estimates
144,2006,365.103,Estimates
144,2007,364.479,Estimates
144,2008,362.22,Estimates
144,2009,358.391,Estimates
144,2010,353.245,Estimates
144,2011,347.196,Estimates
144,2012,340.799,Estimates
144,2013,334.529,Estimates
144,2014,328.646,Estimates
144,2015,323.265,Estimates
144,2015,323.265,Medium variant
144,2016,318.334,Medium variant
144,2017,313.63,Medium variant
144,2018,309.002,Medium variant
144,2019,304.471,Medium variant
144,2020,300.088,Medium variant
144,2021,295.924,Medium variant
144,2022,292.058,Medium variant
144,2023,288.553,Medium variant
144,2024,285.443,Medium variant
144,2025,282.769,Medium variant
144,2026,280.557,Medium variant
144,2027,278.758,Medium variant
144,2028,277.296,Medium variant
144,2029,276.1,Medium variant
144,2030,275.103,Medium variant
144,2031,274.243,Medium variant
144,2032,273.44,Medium variant
144,2033,272.599,Medium variant
144,2034,271.622,Medium variant
144,2035,270.412,Medium variant
144,2036,268.898,Medium variant
144,2037,267.067,Medium variant
144,2038,264.916,Medium variant
144,2039,262.431,Medium variant
144,2040,259.598,Medium variant
144,2041,256.425,Medium variant
144,2042,252.97,Medium variant
144,2043,249.307,Medium variant
144,2044,245.497,Medium variant
144,2045,241.595,Medium variant
144,2046,237.646,Medium variant
144,2047,233.69,Medium variant
144,2048,229.777,Medium variant
144,2049,225.963,Medium variant
144,2050,222.296,Medium variant
144,2051,218.801,Medium variant
144,2052,215.478,Medium variant
144,2053,212.332,Medium variant
144,2054,209.383,Medium variant
144,2055,206.657,Medium variant
144,2056,204.171,Medium variant
144,2057,201.914,Medium variant
144,2058,199.866,Medium variant
144,2059,198.004,Medium variant
144,2060,196.307,Medium variant
144,2061,194.757,Medium variant
144,2062,193.318,Medium variant
144,2063,191.944,Medium variant
144,2064,190.591,Medium variant
144,2065,189.216,Medium variant
144,2066,187.79,Medium variant
144,2067,186.296,Medium variant
144,2068,184.721,Medium variant
144,2069,183.042,Medium variant
144,2070,181.239,Medium variant
144,2071,179.298,Medium variant
144,2072,177.236,Medium variant
144,2073,175.071,Medium variant
144,2074,172.82,Medium variant
144,2075,170.495,Medium variant
144,2076,168.112,Medium variant
144,2077,165.692,Medium variant
144,2078,163.265,Medium variant
144,2079,160.861,Medium variant
144,2080,158.507,Medium variant
144,2081,156.221,Medium variant
144,2082,154.013,Medium variant
144,2083,151.894,Medium variant
144,2084,149.88,Medium variant
144,2085,147.989,Medium variant
144,2086,146.232,Medium variant
144,2087,144.602,Medium variant
144,2088,143.091,Medium variant
144,2089,141.691,Medium variant
144,2090,140.391,Medium variant
144,2091,139.179,Medium variant
144,2092,138.039,Medium variant
144,2093,136.962,Medium variant
144,2094,135.936,Medium variant
144,2095,134.957,Medium variant
144,2096,134.021,Medium variant
144,2097,133.126,Medium variant
144,2098,132.272,Medium variant
144,2099,131.459,Medium variant
148,1950,117.732,Estimates
148,1951,118.688,Estimates
148,1952,120.622,Estimates
148,1953,122.601,Estimates
148,1954,124.625,Estimates
148,1955,126.692,Estimates
148,1956,128.8,Estimates
148,1957,130.951,Estimates
148,1958,133.146,Estimates
148,1959,135.381,Estimates
148,1960,137.66,Estimates
148,1961,139.995,Estimates
148,1962,142.408,Estimates
148,1963,144.943,Estimates
148,1964,147.658,Estimates
148,1965,150.653,Estimates
148,1966,154.035,Estimates
148,1967,157.85,Estimates
148,1968,162.109,Estimates
148,1969,166.791,Estimates
148,1970,171.834,Estimates
148,1971,177.144,Estimates
148,1972,182.6,Estimates
148,1973,188.097,Estimates
148,1974,193.575,Estimates
148,1975,198.966,Estimates
148,1976,204.228,Estimates
148,1977,209.412,Estimates
148,1978,214.599,Estimates
148,1979,219.857,Estimates
148,1980,225.273,Estimates
148,1981,230.935,Estimates
148,1982,236.936,Estimates
148,1983,243.37,Estimates
148,1984,250.315,Estimates
148,1985,257.845,Estimates
148,1986,266.003,Estimates
148,1987,274.759,Estimates
148,1988,284.07,Estimates
148,1989,293.911,Estimates
148,1990,304.234,Estimates
148,1991,314.977,Estimates
148,1992,326.081,Estimates
148,1993,337.497,Estimates
148,1994,349.201,Estimates
148,1995,361.215,Estimates
148,1996,373.596,Estimates
148,1997,386.382,Estimates
148,1998,399.571,Estimates
148,1999,413.115,Estimates
148,2000,426.96,Estimates
148,2001,441.044,Estimates
148,2002,455.273,Estimates
148,2003,469.54,Estimates
148,2004,483.748,Estimates
148,2005,497.777,Estimates
148,2006,511.522,Estimates
148,2007,524.977,Estimates
148,2008,538.167,Estimates
148,2009,551.13,Estimates
148,2010,563.967,Estimates
148,2011,576.82,Estimates
148,2012,589.814,Estimates
148,2013,603.032,Estimates
148,2014,616.488,Estimates
148,2015,630.161,Estimates
148,2015,630.161,Medium variant
148,2016,643.982,Medium variant
148,2017,657.823,Medium variant
148,2018,671.562,Medium variant
148,2019,685.13,Medium variant
148,2020,698.479,Medium variant
148,2021,711.589,Medium variant
148,2022,724.479,Medium variant
148,2023,737.153,Medium variant
148,2024,749.591,Medium variant
148,2025,761.771,Medium variant
148,2026,773.677,Medium variant
148,2027,785.31,Medium variant
148,2028,796.673,Medium variant
148,2029,807.767,Medium variant
148,2030,818.602,Medium variant
148,2031,829.195,Medium variant
148,2032,839.562,Medium variant
148,2033,849.712,Medium variant
148,2034,859.648,Medium variant
148,2035,869.363,Medium variant
148,2036,878.841,Medium variant
148,2037,888.07,Medium variant
148,2038,897.04,Medium variant
148,2039,905.753,Medium variant
148,2040,914.215,Medium variant
148,2041,922.437,Medium variant
148,2042,930.434,Medium variant
148,2043,938.219,Medium variant
148,2044,945.797,Medium variant
148,2045,953.17,Medium variant
148,2046,960.334,Medium variant
148,2047,967.283,Medium variant
148,2048,974.013,Medium variant
148,2049,980.525,Medium variant
148,2050,986.819,Medium variant
148,2051,992.897,Medium variant
148,2052,998.764,Medium variant
148,2053,1004.424,Medium variant
148,2054,1009.882,Medium variant
148,2055,1015.145,Medium variant
148,2056,1020.223,Medium variant
148,2057,1025.115,Medium variant
148,2058,1029.819,Medium variant
148,2059,1034.329,Medium variant
148,2060,1038.629,Medium variant
148,2061,1042.702,Medium variant
148,2062,1046.533,Medium variant
148,2063,1050.12,Medium variant
148,2064,1053.465,Medium variant
148,2065,1056.585,Medium variant
148,2066,1059.504,Medium variant
148,2067,1062.243,Medium variant
148,2068,1064.814,Medium variant
148,2069,1067.216,Medium variant
148,2070,1069.434,Medium variant
148,2071,1071.447,Medium variant
148,2072,1073.229,Medium variant
148,2073,1074.76,Medium variant
148,2074,1076.037,Medium variant
148,2075,1077.06,Medium variant
148,2076,1077.839,Medium variant
148,2077,1078.392,Medium variant
148,2078,1078.735,Medium variant
148,2079,1078.876,Medium variant
148,2080,1078.807,Medium variant
148,2081,1078.514,Medium variant
148,2082,1077.994,Medium variant
148,2083,1077.255,Medium variant
148,2084,1076.319,Medium variant
148,2085,1075.217,Medium variant
148,2086,1073.982,Medium variant
148,2087,1072.646,Medium variant
148,2088,1071.233,Medium variant
148,2089,1069.758,Medium variant
148,2090,1068.223,Medium variant
148,2091,1066.621,Medium variant
148,2092,1064.938,Medium variant
148,2093,1063.16,Medium variant
148,2094,1061.274,Medium variant
148,2095,1059.272,Medium variant
148,2096,1057.15,Medium variant
148,2097,1054.905,Medium variant
148,2098,1052.536,Medium variant
148,2099,1050.043,Medium variant
152,1950,233.012,Estimates
152,1951,235.904,Estimates
152,1952,241.559,Estimates
152,1953,246.956,Estimates
152,1954,252.096,Estimates
152,1955,256.98,Estimates
152,1956,261.618,Estimates
152,1957,266.007,Estimates
152,1958,270.154,Estimates
152,1959,274.073,Estimates
152,1960,277.769,Estimates
152,1961,281.23,Estimates
152,1962,284.415,Estimates
152,1963,287.235,Estimates
152,1964,289.561,Estimates
152,1965,291.124,Estimates
152,1966,291.627,Estimates
152,1967,290.948,Estimates
152,1968,289.099,Estimates
152,1969,286.196,Estimates
152,1970,282.426,Estimates
152,1971,278.048,Estimates
152,1972,273.452,Estimates
152,1973,269.029,Estimates
152,1974,265.078,Estimates
152,1975,261.857,Estimates
152,1976,259.518,Estimates
152,1977,258.025,Estimates
152,1978,257.341,Estimates
152,1979,257.504,Estimates
152,1980,258.648,Estimates
152,1981,260.9,Estimates
152,1982,264.135,Estimates
152,1983,268.093,Estimates
152,1984,272.463,Estimates
152,1985,276.796,Estimates
152,1986,280.612,Estimates
152,1987,283.556,Estimates
152,1988,285.369,Estimates
152,1989,285.91,Estimates
152,1990,285.143,Estimates
152,1991,283.187,Estimates
152,1992,280.416,Estimates
152,1993,277.187,Estimates
152,1994,273.709,Estimates
152,1995,270.162,Estimates
152,1996,266.662,Estimates
152,1997,263.237,Estimates
152,1998,259.932,Estimates
152,1999,256.835,Estimates
152,2000,254.015,Estimates
152,2001,251.497,Estimates
152,2002,249.238,Estimates
152,2003,247.197,Estimates
152,2004,245.365,Estimates
152,2005,243.729,Estimates
152,2006,242.268,Estimates
152,2007,240.952,Estimates
152,2008,239.755,Estimates
152,2009,238.659,Estimates
152,2010,237.662,Estimates
152,2011,236.773,Estimates
152,2012,236.001,Estimates
152,2013,235.335,Estimates
152,2014,234.753,Estimates
152,2015,234.228,Estimates
152,2015,234.228,Medium variant
152,2016,233.735,Medium variant
152,2017,233.245,Medium variant
152,2018,232.724,Medium variant
152,2019,232.142,Medium variant
152,2020,231.471,Medium variant
152,2021,230.692,Medium variant
152,2022,229.807,Medium variant
152,2023,228.819,Medium variant
152,2024,227.728,Medium variant
152,2025,226.525,Medium variant
152,2026,225.206,Medium variant
152,2027,223.789,Medium variant
152,2028,222.299,Medium variant
152,2029,220.764,Medium variant
152,2030,219.217,Medium variant
152,2031,217.687,Medium variant
152,2032,216.199,Medium variant
152,2033,214.777,Medium variant
152,2034,213.44,Medium variant
152,2035,212.2,Medium variant
152,2036,211.058,Medium variant
152,2037,209.999,Medium variant
152,2038,209.009,Medium variant
152,2039,208.084,Medium variant
152,2040,207.225,Medium variant
152,2041,206.431,Medium variant
152,2042,205.7,Medium variant
152,2043,205.026,Medium variant
152,2044,204.399,Medium variant
152,2045,203.813,Medium variant
152,2046,203.263,Medium variant
152,2047,202.741,Medium variant
152,2048,202.236,Medium variant
152,2049,201.735,Medium variant
152,2050,201.225,Medium variant
152,2051,200.693,Medium variant
152,2052,200.136,Medium variant
152,2053,199.55,Medium variant
152,2054,198.93,Medium variant
152,2055,198.277,Medium variant
152,2056,197.592,Medium variant
152,2057,196.884,Medium variant
152,2058,196.161,Medium variant
152,2059,195.43,Medium variant
152,2060,194.694,Medium variant
152,2061,193.956,Medium variant
152,2062,193.219,Medium variant
152,2063,192.486,Medium variant
152,2064,191.761,Medium variant
152,2065,191.048,Medium variant
152,2066,190.349,Medium variant
152,2067,189.665,Medium variant
152,2068,188.997,Medium variant
152,2069,188.348,Medium variant
152,2070,187.723,Medium variant
152,2071,187.126,Medium variant
152,2072,186.555,Medium variant
152,2073,186.011,Medium variant
152,2074,185.492,Medium variant
152,2075,184.994,Medium variant
152,2076,184.514,Medium variant
152,2077,184.046,Medium variant
152,2078,183.586,Medium variant
152,2079,183.129,Medium variant
152,2080,182.673,Medium variant
152,2081,182.216,Medium variant
152,2082,181.759,Medium variant
152,2083,181.302,Medium variant
152,2084,180.84,Medium variant
152,2085,180.371,Medium variant
152,2086,179.891,Medium variant
152,2087,179.4,Medium variant
152,2088,178.895,Medium variant
152,2089,178.378,Medium variant
152,2090,177.849,Medium variant
152,2091,177.31,Medium variant
152,2092,176.763,Medium variant
152,2093,176.211,Medium variant
152,2094,175.656,Medium variant
152,2095,175.097,Medium variant
152,2096,174.537,Medium variant
152,2097,173.976,Medium variant
152,2098,173.413,Medium variant
152,2099,172.849,Medium variant
156,1950,26143.031,Estimates
156,1951,25502.054,Estimates
156,1952,24353.015,Estimates
156,1953,23469.805,Estimates
156,1954,22852.425,Estimates
156,1955,22500.588,Estimates
156,1956,22411.837,Estimates
156,1957,22575.998,Estimates
156,1958,22977.24,Estimates
156,1959,23591.899,Estimates
156,1960,24385.398,Estimates
156,1961,25312.813,Estimates
156,1962,26314.937,Estimates
156,1963,27321.589,Estimates
156,1964,28259.907,Estimates
156,1965,29054.652,Estimates
156,1966,29646.627,Estimates
156,1967,30016.327,Estimates
156,1968,30150.256,Estimates
156,1969,30030.677,Estimates
156,1970,29624.262,Estimates
156,1971,28907.566,Estimates
156,1972,27927.288,Estimates
156,1973,26759.214,Estimates
156,1974,25483.03,Estimates
156,1975,24196.404,Estimates
156,1976,22997.321,Estimates
156,1977,21968.213,Estimates
156,1978,21182.559,Estimates
156,1979,20698.445,Estimates
156,1980,20601.094,Estimates
156,1981,20955.725,Estimates
156,1982,21704.871,Estimates
156,1983,22742.91,Estimates
156,1984,23957.534,Estimates
156,1985,25171.386,Estimates
156,1986,26187.648,Estimates
156,1987,26860.925,Estimates
156,1988,27093.859,Estimates
156,1989,26845.565,Estimates
156,1990,26119.055,Estimates
156,1991,24978.482,Estimates
156,1992,23590.813,Estimates
156,1993,22118.992,Estimates
156,1994,20664.929,Estimates
156,1995,19327.941,Estimates
156,1996,18178.968,Estimates
156,1997,17226.185,Estimates
156,1998,16471.281,Estimates
156,1999,15929.0,Estimates
156,2000,15596.055,Estimates
156,2001,15446.982,Estimates
156,2002,15424.349,Estimates
156,2003,15475.141,Estimates
156,2004,15569.703,Estimates
156,2005,15691.528,Estimates
156,2006,15837.704,Estimates
156,2007,16012.125,Estimates
156,2008,16208.871,Estimates
156,2009,16407.741,Estimates
156,2010,16585.233,Estimates
156,2011,16719.804,Estimates
156,2012,16798.29,Estimates
156,2013,16810.231,Estimates
156,2014,16747.066,Estimates
156,2015,16600.523,Estimates
156,2015,16600.523,Medium variant
156,2016,16368.088,Medium variant
156,2017,16064.974,Medium variant
156,2018,15710.492,Medium variant
156,2019,15320.707,Medium variant
156,2020,14913.427,Medium variant
156,2021,14505.418,Medium variant
156,2022,14110.92,Medium variant
156,2023,13743.822,Medium variant
156,2024,13416.691,Medium variant
156,2025,13139.654,Medium variant
156,2026,12916.921,Medium variant
156,2027,12741.288,Medium variant
156,2028,12605.123,Medium variant
156,2029,12505.137,Medium variant
156,2030,12437.917,Medium variant
156,2031,12399.621,Medium variant
156,2032,12383.898,Medium variant
156,2033,12383.442,Medium variant
156,2034,12391.485,Medium variant
156,2035,12402.34,Medium variant
156,2036,12412.339,Medium variant
156,2037,12420.182,Medium variant
156,2038,12423.866,Medium variant
156,2039,12419.91,Medium variant
156,2040,12405.576,Medium variant
156,2041,12379.551,Medium variant
156,2042,12342.708,Medium variant
156,2043,12295.71,Medium variant
156,2044,12238.115,Medium variant
156,2045,12169.52,Medium variant
156,2046,12089.853,Medium variant
156,2047,12000.004,Medium variant
156,2048,11901.072,Medium variant
156,2049,11793.95,Medium variant
156,2050,11678.163,Medium variant
156,2051,11552.709,Medium variant
156,2052,11418.425,Medium variant
156,2053,11277.696,Medium variant
156,2054,11133.97,Medium variant
156,2055,10991.572,Medium variant
156,2056,10854.881,Medium variant
156,2057,10727.513,Medium variant
156,2058,10612.604,Medium variant
156,2059,10512.541,Medium variant
156,2060,10429.192,Medium variant
156,2061,10363.02,Medium variant
156,2062,10311.429,Medium variant
156,2063,10271.52,Medium variant
156,2064,10241.427,Medium variant
156,2065,10219.513,Medium variant
156,2066,10204.371,Medium variant
156,2067,10194.189,Medium variant
156,2068,10186.703,Medium variant
156,2069,10179.485,Medium variant
156,2070,10170.434,Medium variant
156,2071,10158.159,Medium variant
156,2072,10142.199,Medium variant
156,2073,10121.902,Medium variant
156,2074,10096.138,Medium variant
156,2075,10063.769,Medium variant
156,2076,10024.092,Medium variant
156,2077,9977.608,Medium variant
156,2078,9925.059,Medium variant
156,2079,9866.986,Medium variant
156,2080,9803.851,Medium variant
156,2081,9736.164,Medium variant
156,2082,9665.03,Medium variant
156,2083,9591.832,Medium variant
156,2084,9517.936,Medium variant
156,2085,9444.496,Medium variant
156,2086,9372.315,Medium variant
156,2087,9301.928,Medium variant
156,2088,9234.066,Medium variant
156,2089,9169.723,Medium variant
156,2090,9109.644,Medium variant
156,2091,9054.285,Medium variant
156,2092,9003.885,Medium variant
156,2093,8958.556,Medium variant
156,2094,8918.306,Medium variant
156,2095,8883.17,Medium variant
156,2096,8853.192,Medium variant
156,2097,8828.339,Medium variant
156,2098,8808.596,Medium variant
156,2099,8793.963,Medium variant
158,1950,294.534,Estimates
158,1951,306.093,Estimates
158,1952,327.954,Estimates
158,1953,347.303,Estimates
158,1954,364.137,Estimates
158,1955,378.464,Estimates
158,1956,390.307,Estimates
158,1957,399.729,Estimates
158,1958,406.834,Estimates
158,1959,411.786,Estimates
158,1960,414.807,Estimates
158,1961,416.16,Estimates
158,1962,416.162,Estimates
158,1963,415.144,Estimates
158,1964,413.401,Estimates
158,1965,411.047,Estimates
158,1966,408.048,Estimates
158,1967,404.383,Estimates
158,1968,400.188,Estimates
158,1969,395.774,Estimates
158,1970,391.636,Estimates
158,1971,388.294,Estimates
158,1972,386.017,Estimates
158,1973,384.911,Estimates
158,1974,384.944,Estimates
158,1975,385.978,Estimates
158,1976,387.737,Estimates
158,1977,389.673,Estimates
158,1978,391.23,Estimates
158,1979,392.0,Estimates
158,1980,391.403,Estimates
158,1981,388.919,Estimates
158,1982,384.541,Estimates
158,1983,378.49,Estimates
158,1984,371.074,Estimates
158,1985,362.932,Estimates
158,1986,354.88,Estimates
158,1987,347.649,Estimates
158,1988,341.754,Estimates
158,1989,337.387,Estimates
158,1990,334.585,Estimates
158,1991,333.139,Estimates
158,1992,332.365,Estimates
158,1993,331.569,Estimates
158,1994,330.29,Estimates
158,1995,327.89,Estimates
158,1996,323.791,Estimates
158,1997,317.884,Estimates
158,1998,310.276,Estimates
158,1999,301.162,Estimates
158,2000,291.068,Estimates
158,2001,280.715,Estimates
158,2002,270.816,Estimates
158,2003,261.881,Estimates
158,2004,254.092,Estimates
158,2005,247.303,Estimates
158,2006,241.083,Estimates
158,2007,234.848,Estimates
158,2008,228.216,Estimates
158,2009,221.161,Estimates
158,2010,213.857,Estimates
158,2011,206.638,Estimates
158,2012,199.928,Estimates
158,2013,194.041,Estimates
158,2014,189.078,Estimates
158,2015,185.016,Estimates
158,2015,185.016,Medium variant
158,2016,181.706,Medium variant
158,2017,178.884,Medium variant
158,2018,176.344,Medium variant
158,2019,174.024,Medium variant
158,2020,171.967,Medium variant
158,2021,170.286,Medium variant
158,2022,169.087,Medium variant
158,2023,168.395,Medium variant
158,2024,168.133,Medium variant
158,2025,168.189,Medium variant
158,2026,168.422,Medium variant
158,2027,168.656,Medium variant
158,2028,168.718,Medium variant
158,2029,168.479,Medium variant
158,2030,167.815,Medium variant
158,2031,166.651,Medium variant
158,2032,165.031,Medium variant
158,2033,163.02,Medium variant
158,2034,160.657,Medium variant
158,2035,157.984,Medium variant
158,2036,155.059,Medium variant
158,2037,151.984,Medium variant
158,2038,148.875,Medium variant
158,2039,145.836,Medium variant
158,2040,142.973,Medium variant
158,2041,140.368,Medium variant
158,2042,138.042,Medium variant
158,2043,136.007,Medium variant
158,2044,134.28,Medium variant
158,2045,132.859,Medium variant
158,2046,131.716,Medium variant
158,2047,130.784,Medium variant
158,2048,130.002,Medium variant
158,2049,129.335,Medium variant
158,2050,128.759,Medium variant
158,2051,128.265,Medium variant
158,2052,127.855,Medium variant
158,2053,127.529,Medium variant
158,2054,127.268,Medium variant
158,2055,127.071,Medium variant
158,2056,126.941,Medium variant
158,2057,126.874,Medium variant
158,2058,126.855,Medium variant
158,2059,126.854,Medium variant
158,2060,126.844,Medium variant
158,2061,126.795,Medium variant
158,2062,126.683,Medium variant
158,2063,126.48,Medium variant
158,2064,126.163,Medium variant
158,2065,125.703,Medium variant
158,2066,125.082,Medium variant
158,2067,124.311,Medium variant
158,2068,123.404,Medium variant
158,2069,122.377,Medium variant
158,2070,121.24,Medium variant
158,2071,120.008,Medium variant
158,2072,118.709,Medium variant
158,2073,117.378,Medium variant
158,2074,116.051,Medium variant
158,2075,114.76,Medium variant
158,2076,113.532,Medium variant
158,2077,112.38,Medium variant
158,2078,111.316,Medium variant
158,2079,110.358,Medium variant
158,2080,109.521,Medium variant
158,2081,108.809,Medium variant
158,2082,108.21,Medium variant
158,2083,107.71,Medium variant
158,2084,107.302,Medium variant
158,2085,106.98,Medium variant
158,2086,106.74,Medium variant
158,2087,106.568,Medium variant
158,2088,106.452,Medium variant
158,2089,106.372,Medium variant
158,2090,106.315,Medium variant
158,2091,106.265,Medium variant
158,2092,106.214,Medium variant
158,2093,106.154,Medium variant
158,2094,106.078,Medium variant
158,2095,105.985,Medium variant
158,2096,105.871,Medium variant
158,2097,105.737,Medium variant
158,2098,105.581,Medium variant
158,2099,105.405,Medium variant
170,1950,607.317,Estimates
170,1951,612.073,Estimates
170,1952,622.17,Estimates
170,1953,633.436,Estimates
170,1954,645.87,Estimates
170,1955,659.477,Estimates
170,1956,674.258,Estimates
170,1957,690.14,Estimates
170,1958,707.023,Estimates
170,1959,724.775,Estimates
170,1960,743.166,Estimates
170,1961,761.857,Estimates
170,1962,780.345,Estimates
170,1963,797.952,Estimates
170,1964,813.888,Estimates
170,1965,826.692,Estimates
170,1966,834.834,Estimates
170,1967,837.947,Estimates
170,1968,836.374,Estimates
170,1969,830.937,Estimates
170,1970,823.389,Estimates
170,1971,815.994,Estimates
170,1972,810.864,Estimates
170,1973,809.519,Estimates
170,1974,812.574,Estimates
170,1975,820.042,Estimates
170,1976,831.185,Estimates
170,1977,844.179,Estimates
170,1978,857.349,Estimates
170,1979,869.802,Estimates
170,1980,880.721,Estimates
170,1981,889.598,Estimates
170,1982,896.551,Estimates
170,1983,901.741,Estimates
170,1984,905.146,Estimates
170,1985,907.001,Estimates
170,1986,907.724,Estimates
170,1987,907.776,Estimates
170,1988,907.448,Estimates
170,1989,906.772,Estimates
170,1990,905.4,Estimates
170,1991,902.771,Estimates
170,1992,898.496,Estimates
170,1993,892.495,Estimates
170,1994,885.038,Estimates
170,1995,876.808,Estimates
170,1996,868.707,Estimates
170,1997,861.492,Estimates
170,1998,855.629,Estimates
170,1999,851.191,Estimates
170,2000,847.868,Estimates
170,2001,845.025,Estimates
170,2002,841.817,Estimates
170,2003,837.605,Estimates
170,2004,832.169,Estimates
170,2005,825.467,Estimates
170,2006,817.681,Estimates
170,2007,809.298,Estimates
170,2008,800.751,Estimates
170,2009,792.242,Estimates
170,2010,783.957,Estimates
170,2011,776.006,Estimates
170,2012,768.344,Estimates
170,2013,760.914,Estimates
170,2014,753.702,Estimates
170,2015,746.631,Estimates
170,2015,746.631,Medium variant
170,2016,739.579,Medium variant
170,2017,732.436,Medium variant
170,2018,725.135,Medium variant
170,2019,717.678,Medium variant
170,2020,710.107,Medium variant
170,2021,702.51,Medium variant
170,2022,695.008,Medium variant
170,2023,687.702,Medium variant
170,2024,680.642,Medium variant
170,2025,673.857,Medium variant
170,2026,667.342,Medium variant
170,2027,661.047,Medium variant
170,2028,654.93,Medium variant
170,2029,648.977,Medium variant
170,2030,643.179,Medium variant
170,2031,637.531,Medium variant
170,2032,632.03,Medium variant
170,2033,626.668,Medium variant
170,2034,621.433,Medium variant
170,2035,616.32,Medium variant
170,2036,611.329,Medium variant
170,2037,606.455,Medium variant
