country_code,reference_date_1_january_31_december,crude_death_rate,variant
900,1950,20.116,Estimates
900,1951,19.879,Estimates
900,1952,19.424,Estimates
900,1953,19.008,Estimates
900,1954,18.631,Estimates
900,1955,18.291,Estimates
900,1956,17.985,Estimates
900,1957,17.709,Estimates
900,1958,17.453,Estimates
900,1959,17.199,Estimates
900,1960,16.931,Estimates
900,1961,16.628,Estimates
900,1962,16.275,Estimates
900,1963,15.863,Estimates
900,1964,15.397,Estimates
900,1965,14.893,Estimates
900,1966,14.377,Estimates
900,1967,13.879,Estimates
900,1968,13.421,Estimates
900,1969,13.015,Estimates
900,1970,12.662,Estimates
900,1971,12.356,Estimates
900,1972,12.077,Estimates
900,1973,11.812,Estimates
900,1974,11.558,Estimates
900,1975,11.314,Estimates
900,1976,11.083,Estimates
900,1977,10.871,Estimates
900,1978,10.68,Estimates
900,1979,10.51,Estimates
900,1980,10.358,Estimates
900,1981,10.22,Estimates
900,1982,10.093,Estimates
900,1983,9.974,Estimates
900,1984,9.859,Estimates
900,1985,9.748,Estimates
900,1986,9.642,Estimates
900,1987,9.541,Estimates
900,1988,9.447,Estimates
900,1989,9.359,Estimates
900,1990,9.276,Estimates
900,1991,9.197,Estimates
900,1992,9.121,Estimates
900,1993,9.047,Estimates
900,1994,8.975,Estimates
900,1995,8.903,Estimates
900,1996,8.832,Estimates
900,1997,8.763,Estimates
900,1998,8.694,Estimates
900,1999,8.627,Estimates
900,2000,8.56,Estimates
900,2001,8.492,Estimates
900,2002,8.422,Estimates
900,2003,8.352,Estimates
900,2004,8.28,Estimates
900,2005,8.21,Estimates
900,2006,8.141,Estimates
900,2007,8.075,Estimates
900,2008,8.014,Estimates
900,2009,7.959,Estimates
900,2010,7.912,Estimates
900,2011,7.873,Estimates
900,2012,7.841,Estimates
900,2013,7.817,Estimates
900,2014,7.801,Estimates
900,2015,7.79,Estimates
901,1950,11.11,Estimates
901,1951,10.982,Estimates
901,1952,10.736,Estimates
901,1953,10.51,Estimates
901,1954,10.304,Estimates
901,1955,10.117,Estimates
901,1956,9.951,Estimates
901,1957,9.805,Estimates
901,1958,9.679,Estimates
901,1959,9.575,Estimates
901,1960,9.492,Estimates
901,1961,9.432,Estimates
901,1962,9.393,Estimates
901,1963,9.373,Estimates
901,1964,9.371,Estimates
901,1965,9.381,Estimates
901,1966,9.402,Estimates
901,1967,9.429,Estimates
901,1968,9.459,Estimates
901,1969,9.488,Estimates
901,1970,9.513,Estimates
901,1971,9.532,Estimates
901,1972,9.547,Estimates
901,1973,9.557,Estimates
901,1974,9.563,Estimates
901,1975,9.569,Estimates
901,1976,9.577,Estimates
901,1977,9.59,Estimates
901,1978,9.608,Estimates
901,1979,9.631,Estimates
901,1980,9.654,Estimates
901,1981,9.674,Estimates
901,1982,9.686,Estimates
901,1983,9.689,Estimates
901,1984,9.684,Estimates
901,1985,9.679,Estimates
901,1986,9.68,Estimates
901,1987,9.695,Estimates
901,1988,9.727,Estimates
901,1989,9.776,Estimates
901,1990,9.84,Estimates
901,1991,9.914,Estimates
901,1992,9.989,Estimates
901,1993,10.06,Estimates
901,1994,10.121,Estimates
901,1995,10.172,Estimates
901,1996,10.214,Estimates
901,1997,10.247,Estimates
901,1998,10.275,Estimates
901,1999,10.296,Estimates
901,2000,10.308,Estimates
901,2001,10.309,Estimates
901,2002,10.296,Estimates
901,2003,10.271,Estimates
901,2004,10.236,Estimates
901,2005,10.194,Estimates
901,2006,10.148,Estimates
901,2007,10.104,Estimates
901,2008,10.065,Estimates
901,2009,10.036,Estimates
901,2010,10.021,Estimates
901,2011,10.023,Estimates
901,2012,10.042,Estimates
901,2013,10.075,Estimates
901,2014,10.122,Estimates
901,2015,10.179,Estimates
902,1950,24.361,Estimates
902,1951,24.059,Estimates
902,1952,23.476,Estimates
902,1953,22.941,Estimates
902,1954,22.453,Estimates
902,1955,22.01,Estimates
902,1956,21.607,Estimates
902,1957,21.238,Estimates
902,1958,20.888,Estimates
902,1959,20.535,Estimates
902,1960,20.151,Estimates
902,1961,19.711,Estimates
902,1962,19.191,Estimates
902,1963,18.582,Estimates
902,1964,17.892,Estimates
902,1965,17.146,Estimates
902,1966,16.381,Estimates
902,1967,15.643,Estimates
902,1968,14.965,Estimates
902,1969,14.364,Estimates
902,1970,13.845,Estimates
902,1971,13.397,Estimates
902,1972,12.995,Estimates
902,1973,12.617,Estimates
902,1974,12.259,Estimates
902,1975,11.917,Estimates
902,1976,11.596,Estimates
902,1977,11.3,Estimates
902,1978,11.034,Estimates
902,1979,10.795,Estimates
902,1980,10.582,Estimates
902,1981,10.391,Estimates
902,1982,10.218,Estimates
902,1983,10.059,Estimates
902,1984,9.909,Estimates
902,1985,9.767,Estimates
902,1986,9.629,Estimates
902,1987,9.495,Estimates
902,1988,9.367,Estimates
902,1989,9.242,Estimates
902,1990,9.121,Estimates
902,1991,9.003,Estimates
902,1992,8.889,Estimates
902,1993,8.78,Estimates
902,1994,8.676,Estimates
902,1995,8.577,Estimates
902,1996,8.482,Estimates
902,1997,8.391,Estimates
902,1998,8.304,Estimates
902,1999,8.22,Estimates
902,2000,8.139,Estimates
902,2001,8.059,Estimates
902,2002,7.981,Estimates
902,2003,7.904,Estimates
902,2004,7.83,Estimates
902,2005,7.757,Estimates
902,2006,7.688,Estimates
902,2007,7.622,Estimates
902,2008,7.561,Estimates
902,2009,7.505,Estimates
902,2010,7.456,Estimates
902,2011,7.412,Estimates
902,2012,7.375,Estimates
902,2013,7.344,Estimates
902,2014,7.319,Estimates
902,2015,7.301,Estimates
941,1950,29.293,Estimates
941,1951,28.976,Estimates
941,1952,28.357,Estimates
941,1953,27.765,Estimates
941,1954,27.201,Estimates
941,1955,26.665,Estimates
941,1956,26.155,Estimates
941,1957,25.669,Estimates
941,1958,25.205,Estimates
941,1959,24.757,Estimates
941,1960,24.32,Estimates
941,1961,23.888,Estimates
941,1962,23.456,Estimates
941,1963,23.025,Estimates
941,1964,22.599,Estimates
941,1965,22.191,Estimates
941,1966,21.818,Estimates
941,1967,21.493,Estimates
941,1968,21.22,Estimates
941,1969,20.995,Estimates
941,1970,20.809,Estimates
941,1971,20.647,Estimates
941,1972,20.488,Estimates
941,1973,20.314,Estimates
941,1974,20.112,Estimates
941,1975,19.869,Estimates
941,1976,19.577,Estimates
941,1977,19.239,Estimates
941,1978,18.866,Estimates
941,1979,18.464,Estimates
941,1980,18.045,Estimates
941,1981,17.619,Estimates
941,1982,17.201,Estimates
941,1983,16.804,Estimates
941,1984,16.436,Estimates
941,1985,16.109,Estimates
941,1986,15.829,Estimates
941,1987,15.591,Estimates
941,1988,15.385,Estimates
941,1989,15.203,Estimates
941,1990,15.03,Estimates
941,1991,14.849,Estimates
941,1992,14.647,Estimates
941,1993,14.415,Estimates
941,1994,14.149,Estimates
941,1995,13.851,Estimates
941,1996,13.531,Estimates
941,1997,13.201,Estimates
941,1998,12.873,Estimates
941,1999,12.551,Estimates
941,2000,12.234,Estimates
941,2001,11.918,Estimates
941,2002,11.595,Estimates
941,2003,11.265,Estimates
941,2004,10.929,Estimates
941,2005,10.591,Estimates
941,2006,10.256,Estimates
941,2007,9.932,Estimates
941,2008,9.623,Estimates
941,2009,9.335,Estimates
941,2010,9.07,Estimates
941,2011,8.83,Estimates
941,2012,8.612,Estimates
941,2013,8.415,Estimates
941,2014,8.236,Estimates
941,2015,8.074,Estimates
934,1950,23.726,Estimates
934,1951,23.425,Estimates
934,1952,22.848,Estimates
934,1953,22.32,Estimates
934,1954,21.841,Estimates
934,1955,21.41,Estimates
934,1956,21.021,Estimates
934,1957,20.666,Estimates
934,1958,20.331,Estimates
934,1959,19.989,Estimates
934,1960,19.611,Estimates
934,1961,19.169,Estimates
934,1962,18.638,Estimates
934,1963,18.005,Estimates
934,1964,17.28,Estimates
934,1965,16.489,Estimates
934,1966,15.673,Estimates
934,1967,14.88,Estimates
934,1968,14.149,Estimates
934,1969,13.499,Estimates
934,1970,12.936,Estimates
934,1971,12.451,Estimates
934,1972,12.017,Estimates
934,1973,11.613,Estimates
934,1974,11.232,Estimates
934,1975,10.877,Estimates
934,1976,10.549,Estimates
934,1977,10.257,Estimates
934,1978,10.002,Estimates
934,1979,9.781,Estimates
934,1980,9.592,Estimates
934,1981,9.428,Estimates
934,1982,9.284,Estimates
934,1983,9.152,Estimates
934,1984,9.028,Estimates
934,1985,8.905,Estimates
934,1986,8.782,Estimates
934,1987,8.658,Estimates
934,1988,8.534,Estimates
934,1989,8.412,Estimates
934,1990,8.291,Estimates
934,1991,8.175,Estimates
934,1992,8.067,Estimates
934,1993,7.968,Estimates
934,1994,7.88,Estimates
934,1995,7.801,Estimates
934,1996,7.731,Estimates
934,1997,7.667,Estimates
934,1998,7.608,Estimates
934,1999,7.553,Estimates
934,2000,7.5,Estimates
934,2001,7.45,Estimates
934,2002,7.404,Estimates
934,2003,7.362,Estimates
934,2004,7.324,Estimates
934,2005,7.29,Estimates
934,2006,7.259,Estimates
934,2007,7.232,Estimates
934,2008,7.208,Estimates
934,2009,7.189,Estimates
934,2010,7.173,Estimates
934,2011,7.161,Estimates
934,2012,7.153,Estimates
934,2013,7.149,Estimates
934,2014,7.15,Estimates
934,2015,7.156,Estimates
948,1950,24.603,Estimates
948,1951,24.305,Estimates
948,1952,23.717,Estimates
948,1953,23.143,Estimates
948,1954,22.584,Estimates
948,1955,22.04,Estimates
948,1956,21.51,Estimates
948,1957,20.993,Estimates
948,1958,20.49,Estimates
948,1959,19.997,Estimates
948,1960,19.514,Estimates
948,1961,19.04,Estimates
948,1962,18.572,Estimates
948,1963,18.11,Estimates
948,1964,17.657,Estimates
948,1965,17.216,Estimates
948,1966,16.793,Estimates
948,1967,16.39,Estimates
948,1968,16.01,Estimates
948,1969,15.652,Estimates
948,1970,15.311,Estimates
948,1971,14.982,Estimates
948,1972,14.658,Estimates
948,1973,14.336,Estimates
948,1974,14.015,Estimates
948,1975,13.695,Estimates
948,1976,13.38,Estimates
948,1977,13.074,Estimates
948,1978,12.782,Estimates
948,1979,12.504,Estimates
948,1980,12.241,Estimates
948,1981,11.989,Estimates
948,1982,11.747,Estimates
948,1983,11.513,Estimates
948,1984,11.286,Estimates
948,1985,11.067,Estimates
948,1986,10.855,Estimates
948,1987,10.654,Estimates
948,1988,10.462,Estimates
948,1989,10.281,Estimates
948,1990,10.109,Estimates
948,1991,9.945,Estimates
948,1992,9.79,Estimates
948,1993,9.641,Estimates
948,1994,9.498,Estimates
948,1995,9.362,Estimates
948,1996,9.233,Estimates
948,1997,9.113,Estimates
948,1998,9.0,Estimates
948,1999,8.893,Estimates
948,2000,8.789,Estimates
948,2001,8.686,Estimates
948,2002,8.581,Estimates
948,2003,8.473,Estimates
948,2004,8.362,Estimates
948,2005,8.248,Estimates
948,2006,8.131,Estimates
948,2007,8.015,Estimates
948,2008,7.901,Estimates
948,2009,7.793,Estimates
948,2010,7.692,Estimates
948,2011,7.601,Estimates
948,2012,7.52,Estimates
948,2013,7.449,Estimates
948,2014,7.388,Estimates
948,2015,7.338,Estimates
1503,1950,11.127,Estimates
1503,1951,11.008,Estimates
1503,1952,10.781,Estimates
1503,1953,10.573,Estimates
1503,1954,10.386,Estimates
1503,1955,10.218,Estimates
1503,1956,10.07,Estimates
1503,1957,9.941,Estimates
1503,1958,9.832,Estimates
1503,1959,9.74,Estimates
1503,1960,9.666,Estimates
1503,1961,9.608,Estimates
1503,1962,9.564,Estimates
1503,1963,9.531,Estimates
1503,1964,9.506,Estimates
1503,1965,9.488,Estimates
1503,1966,9.473,Estimates
1503,1967,9.463,Estimates
1503,1968,9.453,Estimates
1503,1969,9.444,Estimates
1503,1970,9.431,Estimates
1503,1971,9.415,Estimates
1503,1972,9.393,Estimates
1503,1973,9.368,Estimates
1503,1974,9.34,Estimates
1503,1975,9.31,Estimates
1503,1976,9.282,Estimates
1503,1977,9.257,Estimates
1503,1978,9.237,Estimates
1503,1979,9.222,Estimates
1503,1980,9.209,Estimates
1503,1981,9.195,Estimates
1503,1982,9.179,Estimates
1503,1983,9.158,Estimates
1503,1984,9.134,Estimates
1503,1985,9.112,Estimates
1503,1986,9.095,Estimates
1503,1987,9.089,Estimates
1503,1988,9.094,Estimates
1503,1989,9.111,Estimates
1503,1990,9.138,Estimates
1503,1991,9.171,Estimates
1503,1992,9.203,Estimates
1503,1993,9.231,Estimates
1503,1994,9.253,Estimates
1503,1995,9.267,Estimates
1503,1996,9.276,Estimates
1503,1997,9.281,Estimates
1503,1998,9.284,Estimates
1503,1999,9.284,Estimates
1503,2000,9.278,Estimates
1503,2001,9.264,Estimates
1503,2002,9.238,Estimates
1503,2003,9.201,Estimates
1503,2004,9.156,Estimates
1503,2005,9.105,Estimates
1503,2006,9.054,Estimates
1503,2007,9.006,Estimates
1503,2008,8.968,Estimates
1503,2009,8.942,Estimates
1503,2010,8.93,Estimates
1503,2011,8.936,Estimates
1503,2012,8.956,Estimates
1503,2013,8.987,Estimates
1503,2014,9.029,Estimates
1503,2015,9.079,Estimates
1517,1950,23.81,Estimates
1517,1951,23.51,Estimates
1517,1952,22.933,Estimates
1517,1953,22.403,Estimates
1517,1954,21.922,Estimates
1517,1955,21.488,Estimates
1517,1956,21.094,Estimates
1517,1957,20.734,Estimates
1517,1958,20.394,Estimates
1517,1959,20.048,Estimates
1517,1960,19.671,Estimates
1517,1961,19.233,Estimates
1517,1962,18.712,Estimates
1517,1963,18.097,Estimates
1517,1964,17.396,Estimates
1517,1965,16.637,Estimates
1517,1966,15.861,Estimates
1517,1967,15.112,Estimates
1517,1968,14.428,Estimates
1517,1969,13.825,Estimates
1517,1970,13.306,Estimates
1517,1971,12.857,Estimates
1517,1972,12.451,Estimates
1517,1973,12.065,Estimates
1517,1974,11.695,Estimates
1517,1975,11.341,Estimates
1517,1976,11.011,Estimates
1517,1977,10.714,Estimates
1517,1978,10.455,Estimates
1517,1979,10.233,Estimates
1517,1980,10.044,Estimates
1517,1981,9.881,Estimates
1517,1982,9.737,Estimates
1517,1983,9.602,Estimates
1517,1984,9.471,Estimates
1517,1985,9.341,Estimates
1517,1986,9.209,Estimates
1517,1987,9.078,Estimates
1517,1988,8.948,Estimates
1517,1989,8.821,Estimates
1517,1990,8.697,Estimates
1517,1991,8.578,Estimates
1517,1992,8.465,Estimates
1517,1993,8.36,Estimates
1517,1994,8.263,Estimates
1517,1995,8.173,Estimates
1517,1996,8.091,Estimates
1517,1997,8.014,Estimates
1517,1998,7.942,Estimates
1517,1999,7.874,Estimates
1517,2000,7.811,Estimates
1517,2001,7.751,Estimates
1517,2002,7.695,Estimates
1517,2003,7.644,Estimates
1517,2004,7.597,Estimates
1517,2005,7.555,Estimates
1517,2006,7.516,Estimates
1517,2007,7.48,Estimates
1517,2008,7.447,Estimates
1517,2009,7.418,Estimates
1517,2010,7.393,Estimates
1517,2011,7.372,Estimates
1517,2012,7.356,Estimates
1517,2013,7.345,Estimates
1517,2014,7.339,Estimates
1517,2015,7.339,Estimates
1502,1950,22.285,Estimates
1502,1951,21.994,Estimates
1502,1952,21.451,Estimates
1502,1953,20.988,Estimates
1502,1954,20.604,Estimates
1502,1955,20.297,Estimates
1502,1956,20.056,Estimates
1502,1957,19.867,Estimates
1502,1958,19.705,Estimates
1502,1959,19.522,Estimates
1502,1960,19.266,Estimates
1502,1961,18.885,Estimates
1502,1962,18.334,Estimates
1502,1963,17.592,Estimates
1502,1964,16.674,Estimates
1502,1965,15.626,Estimates
1502,1966,14.52,Estimates
1502,1967,13.442,Estimates
1502,1968,12.462,Estimates
1502,1969,11.615,Estimates
1502,1970,10.915,Estimates
1502,1971,10.35,Estimates
1502,1972,9.873,Estimates
1502,1973,9.447,Estimates
1502,1974,9.062,Estimates
1502,1975,8.714,Estimates
1502,1976,8.406,Estimates
1502,1977,8.145,Estimates
1502,1978,7.932,Estimates
1502,1979,7.761,Estimates
1502,1980,7.626,Estimates
1502,1981,7.52,Estimates
1502,1982,7.434,Estimates
1502,1983,7.361,Estimates
1502,1984,7.294,Estimates
1502,1985,7.229,Estimates
1502,1986,7.162,Estimates
1502,1987,7.097,Estimates
1502,1988,7.034,Estimates
1502,1989,6.974,Estimates
1502,1990,6.916,Estimates
1502,1991,6.862,Estimates
1502,1992,6.813,Estimates
1502,1993,6.769,Estimates
1502,1994,6.731,Estimates
1502,1995,6.696,Estimates
1502,1996,6.663,Estimates
1502,1997,6.63,Estimates
1502,1998,6.598,Estimates
1502,1999,6.566,Estimates
1502,2000,6.537,Estimates
1502,2001,6.515,Estimates
1502,2002,6.502,Estimates
1502,2003,6.5,Estimates
1502,2004,6.51,Estimates
1502,2005,6.532,Estimates
1502,2006,6.563,Estimates
1502,2007,6.602,Estimates
1502,2008,6.646,Estimates
1502,2009,6.693,Estimates
1502,2010,6.742,Estimates
1502,2011,6.791,Estimates
1502,2012,6.84,Estimates
1502,2013,6.891,Estimates
1502,2014,6.942,Estimates
1502,2015,6.995,Estimates
1501,1950,25.457,Estimates
1501,1951,25.146,Estimates
1501,1952,24.531,Estimates
1501,1953,23.93,Estimates
1501,1954,23.343,Estimates
1501,1955,22.771,Estimates
1501,1956,22.213,Estimates
1501,1957,21.668,Estimates
1501,1958,21.136,Estimates
1501,1959,20.615,Estimates
1501,1960,20.106,Estimates
1501,1961,19.606,Estimates
1501,1962,19.115,Estimates
1501,1963,18.633,Estimates
1501,1964,18.164,Estimates
1501,1965,17.714,Estimates
1501,1966,17.29,Estimates
1501,1967,16.895,Estimates
1501,1968,16.53,Estimates
1501,1969,16.19,Estimates
1501,1970,15.866,Estimates
1501,1971,15.544,Estimates
1501,1972,15.213,Estimates
1501,1973,14.868,Estimates
1501,1974,14.509,Estimates
1501,1975,14.142,Estimates
1501,1976,13.778,Estimates
1501,1977,13.431,Estimates
1501,1978,13.11,Estimates
1501,1979,12.819,Estimates
1501,1980,12.558,Estimates
1501,1981,12.321,Estimates
1501,1982,12.101,Estimates
1501,1983,11.889,Estimates
1501,1984,11.681,Estimates
1501,1985,11.473,Estimates
1501,1986,11.265,Estimates
1501,1987,11.058,Estimates
1501,1988,10.852,Estimates
1501,1989,10.65,Estimates
1501,1990,10.452,Estimates
1501,1991,10.259,Estimates
1501,1992,10.074,Estimates
1501,1993,9.9,Estimates
1501,1994,9.735,Estimates
1501,1995,9.583,Estimates
1501,1996,9.443,Estimates
1501,1997,9.314,Estimates
1501,1998,9.194,Estimates
1501,1999,9.083,Estimates
1501,2000,8.977,Estimates
1501,2001,8.873,Estimates
1501,2002,8.77,Estimates
1501,2003,8.667,Estimates
1501,2004,8.562,Estimates
1501,2005,8.455,Estimates
1501,2006,8.347,Estimates
1501,2007,8.24,Estimates
1501,2008,8.136,Estimates
1501,2009,8.037,Estimates
1501,2010,7.945,Estimates
1501,2011,7.861,Estimates
1501,2012,7.786,Estimates
1501,2013,7.721,Estimates
1501,2014,7.665,Estimates
1501,2015,7.619,Estimates
1500,1950,29.842,Estimates
1500,1951,29.52,Estimates
1500,1952,28.893,Estimates
1500,1953,28.298,Estimates
1500,1954,27.736,Estimates
1500,1955,27.206,Estimates
1500,1956,26.707,Estimates
1500,1957,26.238,Estimates
1500,1958,25.797,Estimates
1500,1959,25.379,Estimates
1500,1960,24.98,Estimates
1500,1961,24.594,Estimates
1500,1962,24.215,Estimates
1500,1963,23.839,Estimates
1500,1964,23.464,Estimates
1500,1965,23.085,Estimates
1500,1966,22.7,Estimates
1500,1967,22.314,Estimates
1500,1968,21.936,Estimates
1500,1969,21.572,Estimates
1500,1970,21.245,Estimates
1500,1971,20.98,Estimates
1500,1972,20.783,Estimates
1500,1973,20.65,Estimates
1500,1974,20.566,Estimates
1500,1975,20.497,Estimates
1500,1976,20.399,Estimates
1500,1977,20.236,Estimates
1500,1978,19.989,Estimates
1500,1979,19.654,Estimates
1500,1980,19.246,Estimates
1500,1981,18.791,Estimates
1500,1982,18.333,Estimates
1500,1983,17.908,Estimates
1500,1984,17.534,Estimates
1500,1985,17.228,Estimates
1500,1986,16.998,Estimates
1500,1987,16.829,Estimates
1500,1988,16.704,Estimates
1500,1989,16.608,Estimates
1500,1990,16.526,Estimates
1500,1991,16.437,Estimates
1500,1992,16.325,Estimates
1500,1993,16.178,Estimates
1500,1994,15.988,Estimates
1500,1995,15.751,Estimates
1500,1996,15.474,Estimates
1500,1997,15.17,Estimates
1500,1998,14.848,Estimates
1500,1999,14.513,Estimates
1500,2000,14.162,Estimates
1500,2001,13.791,Estimates
1500,2002,13.397,Estimates
1500,2003,12.981,Estimates
1500,2004,12.549,Estimates
1500,2005,12.109,Estimates
1500,2006,11.668,Estimates
1500,2007,11.236,Estimates
1500,2008,10.822,Estimates
1500,2009,10.432,Estimates
1500,2010,10.073,Estimates
1500,2011,9.747,Estimates
1500,2012,9.451,Estimates
1500,2013,9.181,Estimates
1500,2014,8.937,Estimates
1500,2015,8.716,Estimates
947,1950,28.754,Estimates
947,1951,28.505,Estimates
947,1952,28.011,Estimates
947,1953,27.526,Estimates
947,1954,27.049,Estimates
947,1955,26.581,Estimates
947,1956,26.122,Estimates
947,1957,25.672,Estimates
947,1958,25.232,Estimates
947,1959,24.802,Estimates
947,1960,24.385,Estimates
947,1961,23.981,Estimates
947,1962,23.59,Estimates
947,1963,23.214,Estimates
947,1964,22.85,Estimates
947,1965,22.496,Estimates
947,1966,22.15,Estimates
947,1967,21.808,Estimates
947,1968,21.47,Estimates
947,1969,21.132,Estimates
947,1970,20.797,Estimates
947,1971,20.463,Estimates
947,1972,20.133,Estimates
947,1973,19.81,Estimates
947,1974,19.494,Estimates
947,1975,19.186,Estimates
947,1976,18.888,Estimates
947,1977,18.599,Estimates
947,1978,18.32,Estimates
947,1979,18.053,Estimates
947,1980,17.798,Estimates
947,1981,17.553,Estimates
947,1982,17.321,Estimates
947,1983,17.103,Estimates
947,1984,16.901,Estimates
947,1985,16.722,Estimates
947,1986,16.575,Estimates
947,1987,16.462,Estimates
947,1988,16.381,Estimates
947,1989,16.325,Estimates
947,1990,16.287,Estimates
947,1991,16.253,Estimates
947,1992,16.213,Estimates
947,1993,16.156,Estimates
947,1994,16.075,Estimates
947,1995,15.97,Estimates
947,1996,15.847,Estimates
947,1997,15.712,Estimates
947,1998,15.568,Estimates
947,1999,15.409,Estimates
947,2000,15.225,Estimates
947,2001,14.999,Estimates
947,2002,14.724,Estimates
947,2003,14.397,Estimates
947,2004,14.023,Estimates
947,2005,13.609,Estimates
947,2006,13.169,Estimates
947,2007,12.72,Estimates
947,2008,12.28,Estimates
947,2009,11.86,Estimates
947,2010,11.472,Estimates
947,2011,11.12,Estimates
947,2012,10.802,Estimates
947,2013,10.513,Estimates
947,2014,10.253,Estimates
947,2015,10.019,Estimates
903,1950,27.931,Estimates
903,1951,27.659,Estimates
903,1952,27.122,Estimates
903,1953,26.598,Estimates
903,1954,26.087,Estimates
903,1955,25.589,Estimates
903,1956,25.104,Estimates
903,1957,24.633,Estimates
903,1958,24.174,Estimates
903,1959,23.729,Estimates
903,1960,23.298,Estimates
903,1961,22.879,Estimates
903,1962,22.474,Estimates
903,1963,22.081,Estimates
903,1964,21.699,Estimates
903,1965,21.328,Estimates
903,1966,20.966,Estimates
903,1967,20.613,Estimates
903,1968,20.267,Estimates
903,1969,19.927,Estimates
903,1970,19.59,Estimates
903,1971,19.257,Estimates
903,1972,18.927,Estimates
903,1973,18.599,Estimates
903,1974,18.274,Estimates
903,1975,17.953,Estimates
903,1976,17.634,Estimates
903,1977,17.319,Estimates
903,1978,17.011,Estimates
903,1979,16.711,Estimates
903,1980,16.419,Estimates
903,1981,16.136,Estimates
903,1982,15.862,Estimates
903,1983,15.601,Estimates
903,1984,15.356,Estimates
903,1985,15.134,Estimates
903,1986,14.944,Estimates
903,1987,14.787,Estimates
903,1988,14.663,Estimates
903,1989,14.567,Estimates
903,1990,14.491,Estimates
903,1991,14.426,Estimates
903,1992,14.361,Estimates
903,1993,14.286,Estimates
903,1994,14.195,Estimates
903,1995,14.09,Estimates
903,1996,13.974,Estimates
903,1997,13.854,Estimates
903,1998,13.731,Estimates
903,1999,13.601,Estimates
903,2000,13.454,Estimates
903,2001,13.277,Estimates
903,2002,13.062,Estimates
903,2003,12.806,Estimates
903,2004,12.512,Estimates
903,2005,12.186,Estimates
903,2006,11.837,Estimates
903,2007,11.479,Estimates
903,2008,11.127,Estimates
903,2009,10.79,Estimates
903,2010,10.477,Estimates
903,2011,10.191,Estimates
903,2012,9.931,Estimates
903,2013,9.694,Estimates
903,2014,9.48,Estimates
903,2015,9.287,Estimates
910,1950,28.032,Estimates
910,1951,27.786,Estimates
910,1952,27.294,Estimates
910,1953,26.804,Estimates
910,1954,26.315,Estimates
910,1955,25.827,Estimates
910,1956,25.341,Estimates
910,1957,24.857,Estimates
910,1958,24.378,Estimates
910,1959,23.906,Estimates
910,1960,23.444,Estimates
910,1961,22.997,Estimates
910,1962,22.568,Estimates
910,1963,22.159,Estimates
910,1964,21.772,Estimates
910,1965,21.407,Estimates
910,1966,21.061,Estimates
910,1967,20.732,Estimates
910,1968,20.416,Estimates
910,1969,20.111,Estimates
910,1970,19.818,Estimates
910,1971,19.536,Estimates
910,1972,19.265,Estimates
910,1973,19.007,Estimates
910,1974,18.764,Estimates
910,1975,18.537,Estimates
910,1976,18.332,Estimates
910,1977,18.149,Estimates
910,1978,17.986,Estimates
910,1979,17.841,Estimates
910,1980,17.704,Estimates
910,1981,17.562,Estimates
910,1982,17.41,Estimates
910,1983,17.248,Estimates
910,1984,17.079,Estimates
910,1985,16.927,Estimates
910,1986,16.817,Estimates
910,1987,16.765,Estimates
910,1988,16.772,Estimates
910,1989,16.827,Estimates
910,1990,16.898,Estimates
910,1991,16.947,Estimates
910,1992,16.937,Estimates
910,1993,16.841,Estimates
910,1994,16.653,Estimates
910,1995,16.38,Estimates
910,1996,16.045,Estimates
910,1997,15.682,Estimates
910,1998,15.315,Estimates
910,1999,14.952,Estimates
910,2000,14.587,Estimates
910,2001,14.204,Estimates
910,2002,13.785,Estimates
910,2003,13.321,Estimates
910,2004,12.818,Estimates
910,2005,12.286,Estimates
910,2006,11.74,Estimates
910,2007,11.201,Estimates
910,2008,10.687,Estimates
910,2009,10.209,Estimates
910,2010,9.774,Estimates
910,2011,9.385,Estimates
910,2012,9.034,Estimates
910,2013,8.716,Estimates
910,2014,8.427,Estimates
910,2015,8.169,Estimates
108,1950,25.735,Estimates
108,1951,25.604,Estimates
108,1952,25.339,Estimates
108,1953,25.074,Estimates
108,1954,24.808,Estimates
108,1955,24.541,Estimates
108,1956,24.272,Estimates
108,1957,24.001,Estimates
108,1958,23.728,Estimates
108,1959,23.45,Estimates
108,1960,23.167,Estimates
108,1961,22.878,Estimates
108,1962,22.583,Estimates
108,1963,22.286,Estimates
108,1964,21.992,Estimates
108,1965,21.712,Estimates
108,1966,21.46,Estimates
108,1967,21.243,Estimates
108,1968,21.061,Estimates
108,1969,20.91,Estimates
108,1970,20.776,Estimates
108,1971,20.641,Estimates
108,1972,20.489,Estimates
108,1973,20.308,Estimates
108,1974,20.096,Estimates
108,1975,19.857,Estimates
108,1976,19.601,Estimates
108,1977,19.345,Estimates
108,1978,19.102,Estimates
108,1979,18.877,Estimates
108,1980,18.667,Estimates
108,1981,18.465,Estimates
108,1982,18.264,Estimates
108,1983,18.064,Estimates
108,1984,17.872,Estimates
108,1985,17.717,Estimates
108,1986,17.637,Estimates
108,1987,17.643,Estimates
108,1988,17.727,Estimates
108,1989,17.864,Estimates
108,1990,17.992,Estimates
108,1991,18.033,Estimates
108,1992,17.933,Estimates
108,1993,17.663,Estimates
108,1994,17.229,Estimates
108,1995,16.667,Estimates
108,1996,16.04,Estimates
108,1997,15.428,Estimates
108,1998,14.895,Estimates
108,1999,14.467,Estimates
