country_code,reference_date_1_january_31_december,total_population_natural_change_increase,variant
900,1950,45234.083,Estimates
900,1951,45522.238,Estimates
900,1952,46160.148,Estimates
900,1953,46921.209,Estimates
900,1954,47805.42,Estimates
900,1955,48814.945,Estimates
900,1956,49955.979,Estimates
900,1957,51231.157,Estimates
900,1958,52648.777,Estimates
900,1959,54226.792,Estimates
900,1960,55979.018,Estimates
900,1961,57910.958,Estimates
900,1962,60012.347,Estimates
900,1963,62244.586,Estimates
900,1964,64539.959,Estimates
900,1965,66802.772,Estimates
900,1966,68930.484,Estimates
900,1967,70841.088,Estimates
900,1968,72470.963,Estimates
900,1969,73780.932,Estimates
900,1970,74727.388,Estimates
900,1971,75292.375,Estimates
900,1972,75551.178,Estimates
900,1973,75605.215,Estimates
900,1974,75544.807,Estimates
900,1975,75490.418,Estimates
900,1976,75563.75,Estimates
900,1977,75847.712,Estimates
900,1978,76402.334,Estimates
900,1979,77264.058,Estimates
900,1980,78487.028,Estimates
900,1981,80100.172,Estimates
900,1982,82006.053,Estimates
900,1983,84062.264,Estimates
900,1984,86129.802,Estimates
900,1985,88000.463,Estimates
900,1986,89456.596,Estimates
900,1987,90370.055,Estimates
900,1988,90671.873,Estimates
900,1989,90347.239,Estimates
900,1990,89428.996,Estimates
900,1991,88013.25,Estimates
900,1992,86307.019,Estimates
900,1993,84515.605,Estimates
900,1994,82778.191,Estimates
900,1995,81225.245,Estimates
900,1996,79945.319,Estimates
900,1997,78942.802,Estimates
900,1998,78217.244,Estimates
900,1999,77790.926,Estimates
900,2000,77674.247,Estimates
900,2001,77852.794,Estimates
900,2002,78257.503,Estimates
900,2003,78813.733,Estimates
900,2004,79467.873,Estimates
900,2005,80175.712,Estimates
900,2006,80906.214,Estimates
900,2007,81634.281,Estimates
900,2008,82324.959,Estimates
900,2009,82932.884,Estimates
900,2010,83414.612,Estimates
900,2011,83739.411,Estimates
900,2012,83903.193,Estimates
900,2013,83903.911,Estimates
900,2014,83733.185,Estimates
900,2015,83382.253,Estimates
901,1950,9349.695,Estimates
901,1951,9498.738,Estimates
901,1952,9774.206,Estimates
901,1953,10004.462,Estimates
901,1954,10189.497,Estimates
901,1955,10328.754,Estimates
901,1956,10420.524,Estimates
901,1957,10463.648,Estimates
901,1958,10455.249,Estimates
901,1959,10389.594,Estimates
901,1960,10261.484,Estimates
901,1961,10067.377,Estimates
901,1962,9807.064,Estimates
901,1963,9487.082,Estimates
901,1964,9121.289,Estimates
901,1965,8731.084,Estimates
901,1966,8340.517,Estimates
901,1967,7969.614,Estimates
901,1968,7633.492,Estimates
901,1969,7340.414,Estimates
901,1970,7089.294,Estimates
901,1971,6869.908,Estimates
901,1972,6664.627,Estimates
901,1973,6460.819,Estimates
901,1974,6256.432,Estimates
901,1975,6054.909,Estimates
901,1976,5863.937,Estimates
901,1977,5692.604,Estimates
901,1978,5546.453,Estimates
901,1979,5425.34,Estimates
901,1980,5331.731,Estimates
901,1981,5267.205,Estimates
901,1982,5223.298,Estimates
901,1983,5186.896,Estimates
901,1984,5143.947,Estimates
901,1985,5071.635,Estimates
901,1986,4945.876,Estimates
901,1987,4755.124,Estimates
901,1988,4496.014,Estimates
901,1989,4171.827,Estimates
901,1990,3792.034,Estimates
901,1991,3372.727,Estimates
901,1992,2940.509,Estimates
901,1993,2521.152,Estimates
901,1994,2132.548,Estimates
901,1995,1789.216,Estimates
901,1996,1498.8,Estimates
901,1997,1258.355,Estimates
901,1998,1065.847,Estimates
901,1999,924.41,Estimates
901,2000,841.929,Estimates
901,2001,825.789,Estimates
901,2002,870.732,Estimates
901,2003,964.917,Estimates
901,2004,1093.894,Estimates
901,2005,1236.752,Estimates
901,2006,1370.915,Estimates
901,2007,1478.357,Estimates
901,2008,1545.357,Estimates
901,2009,1563.801,Estimates
901,2010,1532.108,Estimates
901,2011,1456.563,Estimates
901,2012,1353.586,Estimates
901,2013,1237.406,Estimates
901,2014,1114.032,Estimates
901,2015,987.762,Estimates
902,1950,35884.388,Estimates
902,1951,36023.5,Estimates
902,1952,36385.942,Estimates
902,1953,36916.747,Estimates
902,1954,37615.923,Estimates
902,1955,38486.191,Estimates
902,1956,39535.455,Estimates
902,1957,40767.509,Estimates
902,1958,42193.528,Estimates
902,1959,43837.198,Estimates
902,1960,45717.534,Estimates
902,1961,47843.581,Estimates
902,1962,50205.283,Estimates
902,1963,52757.504,Estimates
902,1964,55418.67,Estimates
902,1965,58071.688,Estimates
902,1966,60589.967,Estimates
902,1967,62871.474,Estimates
902,1968,64837.471,Estimates
902,1969,66440.518,Estimates
902,1970,67638.094,Estimates
902,1971,68422.467,Estimates
902,1972,68886.551,Estimates
902,1973,69144.396,Estimates
902,1974,69288.375,Estimates
902,1975,69435.509,Estimates
902,1976,69699.813,Estimates
902,1977,70155.108,Estimates
902,1978,70855.881,Estimates
902,1979,71838.718,Estimates
902,1980,73155.297,Estimates
902,1981,74832.967,Estimates
902,1982,76782.755,Estimates
902,1983,78875.368,Estimates
902,1984,80985.855,Estimates
902,1985,82928.828,Estimates
902,1986,84510.72,Estimates
902,1987,85614.931,Estimates
902,1988,86175.859,Estimates
902,1989,86175.412,Estimates
902,1990,85636.962,Estimates
902,1991,84640.523,Estimates
902,1992,83366.51,Estimates
902,1993,81994.453,Estimates
902,1994,80645.643,Estimates
902,1995,79436.029,Estimates
902,1996,78446.519,Estimates
902,1997,77684.447,Estimates
902,1998,77151.397,Estimates
902,1999,76866.516,Estimates
902,2000,76832.318,Estimates
902,2001,77027.005,Estimates
902,2002,77386.771,Estimates
902,2003,77848.816,Estimates
902,2004,78373.979,Estimates
902,2005,78938.96,Estimates
902,2006,79535.299,Estimates
902,2007,80155.924,Estimates
902,2008,80779.602,Estimates
902,2009,81369.083,Estimates
902,2010,81882.504,Estimates
902,2011,82282.848,Estimates
902,2012,82549.607,Estimates
902,2013,82666.505,Estimates
902,2014,82619.153,Estimates
902,2015,82394.491,Estimates
941,1950,3701.538,Estimates
941,1951,3804.279,Estimates
941,1952,4010.343,Estimates
941,1953,4217.557,Estimates
941,1954,4425.925,Estimates
941,1955,4635.568,Estimates
941,1956,4846.873,Estimates
941,1957,5060.221,Estimates
941,1958,5276.426,Estimates
941,1959,5497.0,Estimates
941,1960,5723.468,Estimates
941,1961,5957.185,Estimates
941,1962,6198.964,Estimates
941,1963,6448.355,Estimates
941,1964,6703.424,Estimates
941,1965,6959.329,Estimates
941,1966,7210.113,Estimates
941,1967,7451.907,Estimates
941,1968,7683.258,Estimates
941,1969,7905.198,Estimates
941,1970,8120.237,Estimates
941,1971,8332.507,Estimates
941,1972,8548.862,Estimates
941,1973,8776.023,Estimates
941,1974,9018.811,Estimates
941,1975,9284.053,Estimates
941,1976,9577.719,Estimates
941,1977,9898.977,Estimates
941,1978,10244.149,Estimates
941,1979,10608.637,Estimates
941,1980,10985.033,Estimates
941,1981,11364.387,Estimates
941,1982,11737.435,Estimates
941,1983,12096.265,Estimates
941,1984,12435.845,Estimates
941,1985,12750.542,Estimates
941,1986,13037.127,Estimates
941,1987,13301.022,Estimates
941,1988,13550.03,Estimates
941,1989,13791.14,Estimates
941,1990,14035.223,Estimates
941,1991,14294.166,Estimates
941,1992,14576.081,Estimates
941,1993,14885.986,Estimates
941,1994,15225.629,Estimates
941,1995,15592.546,Estimates
941,1996,15980.233,Estimates
941,1997,16378.191,Estimates
941,1998,16777.729,Estimates
941,1999,17175.009,Estimates
941,2000,17569.27,Estimates
941,2001,17962.643,Estimates
941,2002,18358.881,Estimates
941,2003,18759.707,Estimates
941,2004,19163.537,Estimates
941,2005,19566.862,Estimates
941,2006,19965.318,Estimates
941,2007,20355.443,Estimates
941,2008,20735.171,Estimates
941,2009,21104.166,Estimates
941,2010,21464.64,Estimates
941,2011,21820.523,Estimates
941,2012,22175.911,Estimates
941,2013,22533.126,Estimates
941,2014,22891.958,Estimates
941,2015,23250.237,Estimates
934,1950,32182.85,Estimates
934,1951,32219.221,Estimates
934,1952,32375.599,Estimates
934,1953,32699.19,Estimates
934,1954,33189.998,Estimates
934,1955,33850.623,Estimates
934,1956,34688.582,Estimates
934,1957,35707.288,Estimates
934,1958,36917.102,Estimates
934,1959,38340.198,Estimates
934,1960,39994.066,Estimates
934,1961,41886.396,Estimates
934,1962,44006.319,Estimates
934,1963,46309.149,Estimates
934,1964,48715.246,Estimates
934,1965,51112.359,Estimates
934,1966,53379.854,Estimates
934,1967,55419.567,Estimates
934,1968,57154.213,Estimates
934,1969,58535.32,Estimates
934,1970,59517.857,Estimates
934,1971,60089.96,Estimates
934,1972,60337.689,Estimates
934,1973,60368.373,Estimates
934,1974,60269.564,Estimates
934,1975,60151.456,Estimates
934,1976,60122.094,Estimates
934,1977,60256.131,Estimates
934,1978,60611.732,Estimates
934,1979,61230.081,Estimates
934,1980,62170.264,Estimates
934,1981,63468.58,Estimates
934,1982,65045.32,Estimates
934,1983,66779.103,Estimates
934,1984,68550.01,Estimates
934,1985,70178.286,Estimates
934,1986,71473.593,Estimates
934,1987,72313.909,Estimates
934,1988,72625.829,Estimates
934,1989,72384.272,Estimates
934,1990,71601.739,Estimates
934,1991,70346.357,Estimates
934,1992,68790.429,Estimates
934,1993,67108.467,Estimates
934,1994,65420.014,Estimates
934,1995,63843.483,Estimates
934,1996,62466.286,Estimates
934,1997,61306.256,Estimates
934,1998,60373.668,Estimates
934,1999,59691.507,Estimates
934,2000,59263.048,Estimates
934,2001,59064.362,Estimates
934,2002,59027.89,Estimates
934,2003,59089.109,Estimates
934,2004,59210.442,Estimates
934,2005,59372.098,Estimates
934,2006,59569.981,Estimates
934,2007,59800.481,Estimates
934,2008,60044.431,Estimates
934,2009,60264.917,Estimates
934,2010,60417.864,Estimates
934,2011,60462.325,Estimates
934,2012,60373.696,Estimates
934,2013,60133.379,Estimates
934,2014,59727.195,Estimates
934,2015,59144.254,Estimates
948,1950,22843.166,Estimates
948,1951,23520.313,Estimates
948,1952,24867.58,Estimates
948,1953,26200.723,Estimates
948,1954,27519.748,Estimates
948,1955,28824.445,Estimates
948,1956,30114.152,Estimates
948,1957,31388.218,Estimates
948,1958,32645.27,Estimates
948,1959,33882.741,Estimates
948,1960,35097.966,Estimates
948,1961,36288.769,Estimates
948,1962,37453.833,Estimates
948,1963,38594.087,Estimates
948,1964,39713.101,Estimates
948,1965,40815.354,Estimates
948,1966,41906.167,Estimates
948,1967,42992.559,Estimates
948,1968,44081.807,Estimates
948,1969,45179.866,Estimates
948,1970,46289.792,Estimates
948,1971,47411.84,Estimates
948,1972,48545.362,Estimates
948,1973,49691.997,Estimates
948,1974,50856.46,Estimates
948,1975,52056.53,Estimates
948,1976,53313.388,Estimates
948,1977,54629.572,Estimates
948,1978,55993.863,Estimates
948,1979,57385.133,Estimates
948,1980,58771.701,Estimates
948,1981,60116.779,Estimates
948,1982,61383.308,Estimates
948,1983,62539.17,Estimates
948,1984,63562.881,Estimates
948,1985,64436.172,Estimates
948,1986,65152.531,Estimates
948,1987,65733.09,Estimates
948,1988,66202.624,Estimates
948,1989,66578.001,Estimates
948,1990,66876.661,Estimates
948,1991,67115.311,Estimates
948,1992,67312.54,Estimates
948,1993,67488.705,Estimates
948,1994,67663.226,Estimates
948,1995,67849.829,Estimates
948,1996,68054.42,Estimates
948,1997,68275.289,Estimates
948,1998,68514.373,Estimates
948,1999,68780.545,Estimates
948,2000,69086.284,Estimates
948,2001,69442.947,Estimates
948,2002,69851.596,Estimates
948,2003,70308.744,Estimates
948,2004,70809.01,Estimates
948,2005,71349.335,Estimates
948,2006,71925.613,Estimates
948,2007,72522.158,Estimates
948,2008,73117.82,Estimates
948,2009,73691.118,Estimates
948,2010,74217.337,Estimates
948,2011,74674.35,Estimates
948,2012,75050.29,Estimates
948,2013,75336.302,Estimates
948,2014,75525.092,Estimates
948,2015,75612.613,Estimates
1503,1950,9656.426,Estimates
1503,1951,9850.172,Estimates
1503,1952,10216.037,Estimates
1503,1953,10538.657,Estimates
1503,1954,10818.023,Estimates
1503,1955,11053.392,Estimates
1503,1956,11242.405,Estimates
1503,1957,11383.065,Estimates
1503,1958,11470.873,Estimates
1503,1959,11497.224,Estimates
1503,1960,11453.685,Estimates
1503,1961,11333.588,Estimates
1503,1962,11133.989,Estimates
1503,1963,10860.325,Estimates
1503,1964,10527.574,Estimates
1503,1965,10160.509,Estimates
1503,1966,9788.15,Estimates
1503,1967,9435.987,Estimates
1503,1968,9123.325,Estimates
1503,1969,8860.27,Estimates
1503,1970,8645.51,Estimates
1503,1971,8466.656,Estimates
1503,1972,8302.475,Estimates
1503,1973,8137.906,Estimates
1503,1974,7970.736,Estimates
1503,1975,7806.069,Estimates
1503,1976,7654.323,Estimates
1503,1977,7526.674,Estimates
1503,1978,7429.337,Estimates
1503,1979,7361.14,Estimates
1503,1980,7320.298,Estimates
1503,1981,7302.677,Estimates
1503,1982,7296.419,Estimates
1503,1983,7287.784,Estimates
1503,1984,7264.958,Estimates
1503,1985,7212.17,Estimates
1503,1986,7114.893,Estimates
1503,1987,6968.794,Estimates
1503,1988,6774.018,Estimates
1503,1989,6532.845,Estimates
1503,1990,6250.136,Estimates
1503,1991,5934.267,Estimates
1503,1992,5601.511,Estimates
1503,1993,5268.893,Estimates
1503,1994,4949.629,Estimates
1503,1995,4654.803,Estimates
1503,1996,4391.259,Estimates
1503,1997,4160.451,Estimates
1503,1998,3964.97,Estimates
1503,1999,3810.468,Estimates
1503,2000,3707.962,Estimates
1503,2001,3667.967,Estimates
1503,2002,3687.719,Estimates
1503,2003,3757.517,Estimates
1503,2004,3864.515,Estimates
1503,2005,3988.501,Estimates
1503,2006,4106.382,Estimates
1503,2007,4198.28,Estimates
1503,2008,4249.026,Estimates
1503,2009,4250.245,Estimates
1503,2010,4200.463,Estimates
1503,2011,4106.339,Estimates
1503,2012,3984.673,Estimates
1503,2013,3849.785,Estimates
1503,2014,3707.433,Estimates
1503,2015,3561.269,Estimates
1517,1950,33447.658,Estimates
1517,1951,33444.208,Estimates
1517,1952,33526.597,Estimates
1517,1953,33787.527,Estimates
1517,1954,34227.002,Estimates
1517,1955,34847.748,Estimates
1517,1956,35657.646,Estimates
1517,1957,36660.27,Estimates
1517,1958,37866.468,Estimates
1517,1959,39299.459,Estimates
1517,1960,40977.544,Estimates
1517,1961,42908.699,Estimates
1517,1962,45081.374,Estimates
1517,1963,47448.495,Estimates
1517,1964,49926.277,Estimates
1517,1965,52393.992,Estimates
1517,1966,54721.311,Estimates
1517,1967,56805.317,Estimates
1517,1968,58567.927,Estimates
1517,1969,59963.393,Estimates
1517,1970,60956.645,Estimates
1517,1971,61549.726,Estimates
1517,1972,61840.175,Estimates
1517,1973,61941.403,Estimates
1517,1974,61940.251,Estimates
1517,1975,61939.542,Estimates
1517,1976,62034.989,Estimates
1517,1977,62286.744,Estimates
1517,1978,62742.27,Estimates
1517,1979,63439.051,Estimates
1517,1980,64438.392,Estimates
1517,1981,65783.846,Estimates
1517,1982,67405.338,Estimates
1517,1983,69187.403,Estimates
1517,1984,71009.667,Estimates
1517,1985,72685.698,Estimates
1517,1986,74014.925,Estimates
1517,1987,74867.76,Estimates
1517,1988,75168.134,Estimates
1517,1989,74894.21,Estimates
1517,1990,74066.85,Estimates
1517,1991,72766.025,Estimates
1517,1992,71176.72,Estimates
1517,1993,69483.147,Estimates
1517,1994,67809.271,Estimates
1517,1995,66275.788,Estimates
1517,1996,64968.65,Estimates
1517,1997,63896.937,Estimates
1517,1998,63061.875,Estimates
1517,1999,62480.723,Estimates
1517,2000,62150.102,Estimates
1517,2001,62040.212,Estimates
1517,2002,62080.97,Estimates
1517,2003,62206.356,Estimates
1517,2004,62377.728,Estimates
1517,2005,62575.609,Estimates
1517,2006,62798.109,Estimates
1517,2007,63046.543,Estimates
1517,2008,63306.396,Estimates
1517,2009,63543.512,Estimates
1517,2010,63716.339,Estimates
1517,2011,63785.55,Estimates
1517,2012,63726.302,Estimates
1517,2013,63519.626,Estimates
1517,2014,63151.454,Estimates
1517,2015,62610.811,Estimates
1502,1950,19813.608,Estimates
1502,1951,19373.38,Estimates
1502,1952,18591.667,Estimates
1502,1953,18007.371,Estimates
1502,1954,17620.511,Estimates
1502,1955,17433.731,Estimates
1502,1956,17454.644,Estimates
1502,1957,17686.193,Estimates
1502,1958,18138.147,Estimates
1502,1959,18831.997,Estimates
1502,1960,19783.805,Estimates
1502,1961,20998.891,Estimates
1502,1962,22462.63,Estimates
1502,1963,24124.896,Estimates
1502,1964,25899.34,Estimates
1502,1965,27666.163,Estimates
1502,1966,29297.901,Estimates
1502,1967,30692.173,Estimates
1502,1968,31768.169,Estimates
1502,1969,32474.351,Estimates
1502,1970,32765.725,Estimates
1502,1971,32633.228,Estimates
1502,1972,32167.224,Estimates
1502,1973,31477.372,Estimates
1502,1974,30650.243,Estimates
1502,1975,29785.288,Estimates
1502,1976,28976.347,Estimates
1502,1977,28294.975,Estimates
1502,1978,27805.959,Estimates
1502,1979,27564.926,Estimates
1502,1980,27654.885,Estimates
1502,1981,28140.199,Estimates
1502,1982,28966.164,Estimates
1502,1983,30030.511,Estimates
1502,1984,31223.455,Estimates
1502,1985,32366.665,Estimates
1502,1986,33261.122,Estimates
1502,1987,33764.387,Estimates
1502,1988,33786.108,Estimates
1502,1989,33295.06,Estimates
1502,1990,32305.475,Estimates
1502,1991,30892.477,Estimates
1502,1992,29232.595,Estimates
1502,1993,27497.783,Estimates
1502,1994,25797.6,Estimates
1502,1995,24237.604,Estimates
1502,1996,22891.177,Estimates
1502,1997,21761.297,Estimates
1502,1998,20844.011,Estimates
1502,1999,20151.11,Estimates
1502,2000,19674.454,Estimates
1502,2001,19383.029,Estimates
1502,2002,19215.09,Estimates
1502,2003,19114.708,Estimates
1502,2004,19050.994,Estimates
1502,2005,19011.32,Estimates
1502,2006,18999.534,Estimates
1502,2007,19023.918,Estimates
1502,2008,19078.655,Estimates
1502,2009,19139.021,Estimates
1502,2010,19172.839,Estimates
1502,2011,19147.706,Estimates
1502,2012,19040.207,Estimates
1502,2013,18832.168,Estimates
1502,2014,18511.326,Estimates
1502,2015,18067.938,Estimates
1501,1950,13634.05,Estimates
1501,1951,14070.828,Estimates
1501,1952,14934.93,Estimates
1501,1953,15780.156,Estimates
1501,1954,16606.491,Estimates
1501,1955,17414.017,Estimates
1501,1956,18203.002,Estimates
1501,1957,18974.077,Estimates
1501,1958,19728.321,Estimates
1501,1959,20467.462,Estimates
1501,1960,21193.739,Estimates
1501,1961,21909.808,Estimates
1501,1962,22618.744,Estimates
1501,1963,23323.599,Estimates
1501,1964,24026.937,Estimates
1501,1965,24727.829,Estimates
1501,1966,25423.41,Estimates
1501,1967,26113.144,Estimates
1501,1968,26799.758,Estimates
1501,1969,27489.042,Estimates
1501,1970,28190.92,Estimates
1501,1971,28916.498,Estimates
1501,1972,29672.951,Estimates
1501,1973,30464.031,Estimates
1501,1974,31290.008,Estimates
1501,1975,32154.254,Estimates
1501,1976,33058.642,Estimates
1501,1977,33991.769,Estimates
1501,1978,34936.311,Estimates
1501,1979,35874.125,Estimates
1501,1980,36783.507,Estimates
1501,1981,37643.647,Estimates
1501,1982,38439.174,Estimates
1501,1983,39156.892,Estimates
1501,1984,39786.212,Estimates
1501,1985,40319.033,Estimates
1501,1986,40753.803,Estimates
1501,1987,41103.373,Estimates
1501,1988,41382.026,Estimates
1501,1989,41599.15,Estimates
1501,1990,41761.375,Estimates
1501,1991,41873.548,Estimates
1501,1992,41944.125,Estimates
1501,1993,41985.364,Estimates
1501,1994,42011.671,Estimates
1501,1995,42038.184,Estimates
1501,1996,42077.473,Estimates
1501,1997,42135.64,Estimates
1501,1998,42217.864,Estimates
1501,1999,42329.613,Estimates
1501,2000,42475.648,Estimates
1501,2001,42657.183,Estimates
1501,2002,42865.88,Estimates
1501,2003,43091.648,Estimates
1501,2004,43326.734,Estimates
1501,2005,43564.289,Estimates
1501,2006,43798.575,Estimates
1501,2007,44022.625,Estimates
1501,2008,44227.741,Estimates
1501,2009,44404.491,Estimates
1501,2010,44543.5,Estimates
1501,2011,44637.844,Estimates
1501,2012,44686.095,Estimates
1501,2013,44687.458,Estimates
1501,2014,44640.128,Estimates
1501,2015,44542.873,Estimates
1500,1950,2108.103,Estimates
1500,1951,2205.482,Estimates
1500,1952,2394.19,Estimates
1500,1953,2570.775,Estimates
1500,1954,2735.251,Estimates
1500,1955,2887.787,Estimates
1500,1956,3029.065,Estimates
1500,1957,3160.133,Estimates
1500,1958,3282.944,Estimates
1500,1959,3400.832,Estimates
1500,1960,3517.738,Estimates
1500,1961,3637.87,Estimates
1500,1962,3765.462,Estimates
1500,1963,3903.572,Estimates
1500,1964,4053.333,Estimates
1500,1965,4215.074,Estimates
1500,1966,4387.641,Estimates
1500,1967,4566.488,Estimates
1500,1968,4746.766,Estimates
1500,1969,4924.931,Estimates
1500,1970,5093.714,Estimates
1500,1971,5245.438,Estimates
1500,1972,5378.996,Estimates
1500,1973,5497.365,Estimates
1500,1974,5606.165,Estimates
1500,1975,5717.875,Estimates
1500,1976,5848.033,Estimates
1500,1977,6008.226,Estimates
1500,1978,6204.812,Estimates
1500,1979,6437.925,Estimates
1500,1980,6702.158,Estimates
1500,1981,6987.005,Estimates
1500,1982,7276.991,Estimates
1500,1983,7558.965,Estimates
1500,1984,7826.158,Estimates
1500,1985,8072.654,Estimates
1500,1986,8295.98,Estimates
1500,1987,8501.967,Estimates
1500,1988,8697.603,Estimates
1500,1989,8887.661,Estimates
1500,1990,9079.253,Estimates
1500,1991,9280.106,Estimates
1500,1992,9495.923,Estimates
1500,1993,9730.693,Estimates
1500,1994,9986.39,Estimates
1500,1995,10261.659,Estimates
1500,1996,10552.227,Estimates
1500,1997,10851.952,Estimates
1500,1998,11156.581,Estimates
1500,1999,11465.49,Estimates
1500,2000,11781.462,Estimates
1500,2001,12109.372,Estimates
1500,2002,12453.046,Estimates
1500,2003,12813.608,Estimates
1500,2004,13188.966,Estimates
1500,2005,13574.645,Estimates
1500,2006,13964.641,Estimates
1500,2007,14352.423,Estimates
1500,2008,14732.718,Estimates
1500,2009,15102.69,Estimates
1500,2010,15461.893,Estimates
1500,2011,15812.235,Estimates
1500,2012,16157.623,Estimates
1500,2013,16500.62,Estimates
1500,2014,16841.115,Estimates
1500,2015,17177.644,Estimates
947,1950,3446.689,Estimates
947,1951,3519.111,Estimates
947,1952,3667.981,Estimates
947,1953,3824.88,Estimates
947,1954,3989.823,Estimates
947,1955,4162.677,Estimates
947,1956,4343.068,Estimates
947,1957,4530.592,Estimates
947,1958,4724.404,Estimates
947,1959,4922.964,Estimates
947,1960,5124.649,Estimates
947,1961,5328.012,Estimates
947,1962,5532.033,Estimates
947,1963,5736.89,Estimates
947,1964,5944.186,Estimates
947,1965,6157.304,Estimates
947,1966,6380.559,Estimates
947,1967,6617.645,Estimates
947,1968,6871.022,Estimates
947,1969,7141.469,Estimates
947,1970,7428.814,Estimates
947,1971,7731.592,Estimates
947,1972,8046.028,Estimates
947,1973,8368.371,Estimates
947,1974,8696.178,Estimates
947,1975,9027.61,Estimates
947,1976,9361.645,Estimates
947,1977,9697.968,Estimates
947,1978,10035.848,Estimates
947,1979,10373.853,Estimates
947,1980,10711.99,Estimates
947,1981,11051.128,Estimates
947,1982,11391.046,Estimates
947,1983,11730.05,Estimates
947,1984,12065.207,Estimates
947,1985,12389.623,Estimates
947,1986,12695.381,Estimates
947,1987,12979.604,Estimates
947,1988,13243.216,Estimates
947,1989,13490.242,Estimates
947,1990,13728.158,Estimates
947,1991,13966.7,Estimates
947,1992,14216.784,Estimates
947,1993,14487.702,Estimates
947,1994,14785.098,Estimates
947,1995,15110.069,Estimates
947,1996,15459.489,Estimates
947,1997,15827.926,Estimates
947,1998,16212.916,Estimates
947,1999,16616.913,Estimates
947,2000,17046.973,Estimates
947,2001,17512.006,Estimates
947,2002,18017.025,Estimates
947,2003,18563.013,Estimates
947,2004,19147.017,Estimates
947,2005,19765.007,Estimates
947,2006,20411.07,Estimates
947,2007,21073.846,Estimates
947,2008,21740.858,Estimates
947,2009,22401.603,Estimates
947,2010,23044.931,Estimates
947,2011,23662.086,Estimates
947,2012,24251.303,Estimates
947,2013,24812.207,Estimates
947,2014,25343.937,Estimates
947,2015,25847.589,Estimates
903,1950,4701.588,Estimates
903,1951,4804.483,Estimates
903,1952,5014.131,Estimates
903,1953,5231.472,Estimates
903,1954,5456.52,Estimates
903,1955,5689.135,Estimates
903,1956,5928.891,Estimates
903,1957,6175.32,Estimates
903,1958,6427.453,Estimates
903,1959,6683.53,Estimates
903,1960,6941.674,Estimates
903,1961,7200.185,Estimates
903,1962,7457.789,Estimates
903,1963,7714.51,Estimates
903,1964,7971.939,Estimates
903,1965,8232.858,Estimates
903,1966,8500.876,Estimates
903,1967,8780.08,Estimates
903,1968,9074.042,Estimates
903,1969,9385.047,Estimates
903,1970,9715.34,Estimates
903,1971,10066.103,Estimates
903,1972,10435.37,Estimates
903,1973,10820.493,Estimates
903,1974,11219.368,Estimates
903,1975,11630.451,Estimates
903,1976,12052.391,Estimates
903,1977,12482.427,Estimates
903,1978,12916.833,Estimates
903,1979,13351.588,Estimates
903,1980,13784.599,Estimates
903,1981,14215.195,Estimates
903,1982,14641.525,Estimates
903,1983,15059.662,Estimates
903,1984,15463.96,Estimates
903,1985,15843.942,Estimates
903,1986,16188.484,Estimates
903,1987,16494.246,Estimates
903,1988,16762.794,Estimates
903,1989,16999.231,Estimates
903,1990,17212.079,Estimates
903,1991,17412.66,Estimates
903,1992,17615.933,Estimates
903,1993,17836.054,Estimates
903,1994,18083.157,Estimates
903,1995,18362.749,Estimates
903,1996,18675.175,Estimates
903,1997,19016.778,Estimates
903,1998,19386.862,Estimates
903,1999,19790.003,Estimates
903,2000,20234.434,Estimates
903,2001,20728.933,Estimates
903,2002,21276.748,Estimates
903,2003,21877.473,Estimates
903,2004,22527.996,Estimates
903,2005,23228.063,Estimates
903,2006,23976.819,Estimates
903,2007,24762.7,Estimates
903,2008,25568.818,Estimates
903,2009,26377.199,Estimates
903,2010,27164.105,Estimates
903,2011,27906.446,Estimates
903,2012,28591.931,Estimates
903,2013,29213.495,Estimates
903,2014,29768.077,Estimates
903,2015,30258.855,Estimates
910,1950,1473.621,Estimates
910,1951,1500.533,Estimates
910,1952,1556.713,Estimates
910,1953,1617.591,Estimates
910,1954,1683.172,Estimates
910,1955,1753.406,Estimates
910,1956,1828.17,Estimates
910,1957,1907.284,Estimates
910,1958,1990.388,Estimates
910,1959,2076.879,Estimates
910,1960,2166.063,Estimates
910,1961,2257.247,Estimates
910,1962,2349.808,Estimates
910,1963,2443.454,Estimates
910,1964,2538.327,Estimates
910,1965,2635.075,Estimates
910,1966,2734.705,Estimates
910,1967,2838.301,Estimates
910,1968,2946.659,Estimates
910,1969,3060.034,Estimates
910,1970,3178.741,Estimates
910,1971,3302.852,Estimates
910,1972,3431.521,Estimates
910,1973,3563.631,Estimates
910,1974,3698.183,Estimates
910,1975,3833.64,Estimates
910,1976,3968.44,Estimates
910,1977,4101.799,Estimates
910,1978,4233.423,Estimates
910,1979,4363.408,Estimates
910,1980,4494.102,Estimates
910,1981,4628.891,Estimates
910,1982,4769.274,Estimates
910,1983,4914.673,Estimates
910,1984,5062.571,Estimates
910,1985,5205.598,Estimates
910,1986,5334.455,Estimates
910,1987,5444.091,Estimates
910,1988,5533.715,Estimates
910,1989,5606.686,Estimates
910,1990,5671.499,Estimates
910,1991,5739.831,Estimates
910,1992,5823.422,Estimates
910,1993,5930.88,Estimates
910,1994,6065.66,Estimates
910,1995,6226.51,Estimates
910,1996,6407.742,Estimates
910,1997,6600.25,Estimates
910,1998,6797.467,Estimates
910,1999,6998.103,Estimates
910,2000,7204.694,Estimates
