country_code,year,total_survivors_to_age_1
4,1950,276.916
4,1951,280.031
4,1952,286.429
4,1953,293.14
4,1954,300.165
4,1955,307.509
4,1956,315.177
4,1957,323.172
4,1958,331.495
4,1959,340.15
4,1960,349.138
4,1961,358.458
4,1962,368.107
4,1963,378.076
4,1964,388.362
4,1965,399.013
4,1966,410.108
4,1967,421.639
4,1968,433.532
4,1969,445.669
4,1970,458.041
4,1971,470.67
4,1972,483.38
4,1973,495.839
4,1974,507.635
4,1975,518.115
4,1976,526.588
4,1977,532.704
4,1978,536.324
4,1979,537.482
4,1980,536.039
4,1981,531.937
4,1982,525.902
4,1983,519.034
4,1984,512.498
4,1985,507.808
4,1986,506.463
4,1987,509.432
4,1988,517.442
4,1989,531.003
4,1990,550.549
4,1991,576.099
4,1992,606.507
4,1993,640.36
4,1994,676.482
4,1995,713.603
4,1996,750.582
4,1997,786.596
4,1998,820.86
4,1999,852.61
4,2000,881.54
4,2001,907.813
4,2002,931.937
4,2003,954.146
4,2004,974.164
4,2005,991.182
4,2006,1004.196
4,2007,1012.793
4,2008,1017.067
4,2009,1017.557
4,2010,1015.374
4,2011,1011.961
4,2012,1008.726
4,2013,1006.738
4,2014,1006.513
4,2015,1008.04
4,2016,1010.762
4,2017,1013.596
4,2018,1015.71
4,2019,1016.883
4,2020,1017.1
4,2021,1016.568
4,2022,1015.721
4,2023,1014.901
4,2024,1014.204
4,2025,1013.706
4,2026,1013.413
4,2027,1013.172
4,2028,1012.8
4,2029,1012.168
4,2030,1011.102
4,2031,1009.44
4,2032,1007.08
4,2033,1003.949
4,2034,1000.005
4,2035,995.232
4,2036,989.667
4,2037,983.44
4,2038,976.687
4,2039,969.492
4,2040,961.91
4,2041,953.96
4,2042,945.67
4,2043,937.105
4,2044,928.363
4,2045,919.539
4,2046,910.713
4,2047,901.939
4,2048,893.281
4,2049,884.81
4,2050,876.587
4,2051,868.647
4,2052,860.967
4,2053,853.52
4,2054,846.293
4,2055,839.276
4,2056,832.452
4,2057,825.78
4,2058,819.215
4,2059,812.71
4,2060,806.221
4,2061,799.708
4,2062,793.156
4,2063,786.556
4,2064,779.903
4,2065,773.195
4,2066,766.45
4,2067,759.701
4,2068,752.977
4,2069,746.298
4,2070,739.67
4,2071,733.094
4,2072,726.568
4,2073,720.1
4,2074,713.706
4,2075,707.407
4,2076,701.224
4,2077,695.17
4,2078,689.259
4,2079,683.5
4,2080,677.901
4,2081,672.463
4,2082,667.173
4,2083,662.021
4,2084,656.997
4,2085,652.098
4,2086,647.321
4,2087,642.66
4,2088,638.104
4,2089,633.643
4,2090,629.265
4,2091,624.96
4,2092,620.721
4,2093,616.544
4,2094,612.423
4,2095,608.357
4,2096,604.344
4,2097,600.386
4,2098,596.48
4,2099,592.627
8,1950,40.767
8,1951,41.924
8,1952,44.211
8,1953,46.436
8,1954,48.6
8,1955,50.699
8,1956,52.726
8,1957,54.671
8,1958,56.507
8,1959,58.194
8,1960,59.682
8,1961,60.924
8,1962,61.881
8,1963,62.544
8,1964,62.942
8,1965,63.138
8,1966,63.221
8,1967,63.288
8,1968,63.416
8,1969,63.65
8,1970,63.997
8,1971,64.429
8,1972,64.885
8,1973,65.325
8,1974,65.745
8,1975,66.158
8,1976,66.581
8,1977,67.047
8,1978,67.587
8,1979,68.219
8,1980,69.007
8,1981,70.02
8,1982,71.25
8,1983,72.635
8,1984,74.081
8,1985,75.445
8,1986,76.568
8,1987,77.309
8,1988,77.552
8,1989,77.229
8,1990,76.289
8,1991,74.725
8,1992,72.652
8,1993,70.197
8,1994,67.456
8,1995,64.529
8,1996,61.506
8,1997,58.456
8,1998,55.448
8,1999,52.551
8,2000,49.771
8,2001,47.066
8,2002,44.408
8,2003,41.811
8,2004,39.356
8,2005,37.195
8,2006,35.506
8,2007,34.39
8,2008,33.877
8,2009,33.941
8,2010,34.491
8,2011,35.39
8,2012,36.438
8,2013,37.455
8,2014,38.33
8,2015,38.992
8,2016,39.423
8,2017,39.686
8,2018,39.82
8,2019,39.819
8,2020,39.67
8,2021,39.355
8,2022,38.883
8,2023,38.267
8,2024,37.528
8,2025,36.681
8,2026,35.745
8,2027,34.747
8,2028,33.723
8,2029,32.703
8,2030,31.721
8,2031,30.795
8,2032,29.934
8,2033,29.147
8,2034,28.451
8,2035,27.86
8,2036,27.383
8,2037,27.013
8,2038,26.738
8,2039,26.548
8,2040,26.437
8,2041,26.396
8,2042,26.412
8,2043,26.465
8,2044,26.534
8,2045,26.603
8,2046,26.659
8,2047,26.694
8,2048,26.698
8,2049,26.66
8,2050,26.566
8,2051,26.408
8,2052,26.189
8,2053,25.914
8,2054,25.583
8,2055,25.2
8,2056,24.766
8,2057,24.29
8,2058,23.786
8,2059,23.265
8,2060,22.742
8,2061,22.225
8,2062,21.723
8,2063,21.245
8,2064,20.799
8,2065,20.397
8,2066,20.043
8,2067,19.737
8,2068,19.473
8,2069,19.254
8,2070,19.078
8,2071,18.943
8,2072,18.844
8,2073,18.772
8,2074,18.72
8,2075,18.68
8,2076,18.646
8,2077,18.611
8,2078,18.572
8,2079,18.52
8,2080,18.447
8,2081,18.351
8,2082,18.231
8,2083,18.088
8,2084,17.92
8,2085,17.728
8,2086,17.512
8,2087,17.275
8,2088,17.021
8,2089,16.758
8,2090,16.488
8,2091,16.218
8,2092,15.951
8,2093,15.689
8,2094,15.436
8,2095,15.193
8,2096,14.961
8,2097,14.739
8,2098,14.528
8,2099,14.328
12,1950,378.176
12,1951,381.424
12,1952,388.338
12,1953,396.084
12,1954,404.67
12,1955,414.089
12,1956,424.305
12,1957,435.267
12,1958,446.87
12,1959,458.923
12,1960,471.206
12,1961,483.496
12,1962,495.591
12,1963,507.387
12,1964,518.924
12,1965,530.413
12,1966,542.18
12,1967,554.579
12,1968,567.863
12,1969,582.113
12,1970,597.406
12,1971,613.734
12,1972,630.823
12,1973,648.341
12,1974,666.009
12,1975,683.605
12,1976,700.972
12,1977,717.922
12,1978,734.186
12,1979,749.426
12,1980,763.375
12,1981,775.859
12,1982,786.752
12,1983,795.853
12,1984,802.862
12,1985,807.521
12,1986,809.66
12,1987,809.196
12,1988,806.02
12,1989,799.968
12,1990,790.329
12,1991,776.264
12,1992,757.832
12,1993,735.707
12,1994,710.966
12,1995,684.76
12,1996,658.309
12,1997,633.305
12,1998,611.639
12,1999,595.061
12,2000,585.815
12,2001,585.819
12,2002,595.128
12,2003,613.091
12,2004,638.872
12,2005,671.486
12,2006,709.607
12,2007,750.697
12,2008,791.88
12,2009,830.622
12,2010,864.02
12,2011,889.663
12,2012,907.016
12,2013,916.084
12,2014,916.922
12,2015,910.298
12,2016,897.707
12,2017,881.55
12,2018,864.024
12,2019,846.464
12,2020,829.696
12,2021,813.88
12,2022,798.486
12,2023,783.257
12,2024,768.575
12,2025,754.819
12,2026,742.298
12,2027,731.19
12,2028,721.676
12,2029,713.96
12,2030,708.254
12,2031,704.677
12,2032,703.085
12,2033,703.265
12,2034,705.048
12,2035,708.321
12,2036,712.992
12,2037,718.808
12,2038,725.417
12,2039,732.429
12,2040,739.517
12,2041,746.44
12,2042,752.992
12,2043,758.901
12,2044,763.821
12,2045,767.391
12,2046,769.335
12,2047,769.628
12,2048,768.302
12,2049,765.366
12,2050,760.814
12,2051,754.689
12,2052,747.274
12,2053,738.934
12,2054,730.006
12,2055,720.816
12,2056,711.628
12,2057,702.655
12,2058,694.133
12,2059,686.327
12,2060,679.469
12,2061,673.689
12,2062,668.926
12,2063,665.11
12,2064,662.236
12,2065,660.312
12,2066,659.322
12,2067,659.137
12,2068,659.582
12,2069,660.492
12,2070,661.726
12,2071,663.174
12,2072,664.726
12,2073,666.237
12,2074,667.539
12,2075,668.474
12,2076,668.932
12,2077,668.892
12,2078,668.338
12,2079,667.226
12,2080,665.519
12,2081,663.211
12,2082,660.377
12,2083,657.108
12,2084,653.472
12,2085,649.513
12,2086,645.256
12,2087,640.758
12,2088,636.117
12,2089,631.451
12,2090,626.877
12,2091,622.499
12,2092,618.396
12,2093,614.63
12,2094,611.247
12,2095,608.275
12,2096,605.732
12,2097,603.622
12,2098,601.949
12,2099,600.711
24,1950,189.869
24,1951,191.892
24,1952,195.933
24,1953,199.957
24,1954,203.964
24,1955,207.95
24,1956,211.912
24,1957,215.852
24,1958,219.773
24,1959,223.671
24,1960,227.556
24,1961,231.442
24,1962,235.358
24,1963,239.356
24,1964,243.505
24,1965,247.868
24,1966,252.497
24,1967,257.45
24,1968,262.8
24,1969,268.628
24,1970,275.024
24,1971,282.065
24,1972,289.761
24,1973,298.109
24,1974,307.106
24,1975,316.733
24,1976,326.95
24,1977,337.675
24,1978,348.817
24,1979,360.304
24,1980,372.072
24,1981,384.081
24,1982,396.326
24,1983,408.8
24,1984,421.486
24,1985,434.343
24,1986,447.328
24,1987,460.449
24,1988,473.749
24,1989,487.284
24,1990,501.142
24,1991,515.426
24,1992,530.245
24,1993,545.702
24,1994,561.888
24,1995,578.878
24,1996,596.716
24,1997,615.384
24,1998,634.852
24,1999,655.113
24,2000,676.221
24,2001,698.238
24,2002,721.112
24,2003,744.698
24,2004,768.79
24,2005,793.079
24,2006,817.238
24,2007,841.069
24,2008,864.465
24,2009,887.393
24,2010,909.937
24,2011,932.28
24,2012,954.7
24,2013,977.431
24,2014,1000.589
24,2015,1024.24
24,2016,1048.378
24,2017,1072.891
24,2018,1097.681
24,2019,1122.72
24,2020,1148.011
24,2021,1173.576
24,2022,1199.407
24,2023,1225.463
24,2024,1251.671
24,2025,1277.972
24,2026,1304.311
24,2027,1330.609
24,2028,1356.765
24,2029,1382.671
24,2030,1408.215
24,2031,1433.308
24,2032,1457.921
24,2033,1482.031
24,2034,1505.616
24,2035,1528.671
24,2036,1551.225
24,2037,1573.34
24,2038,1595.073
24,2039,1616.45
24,2040,1637.475
24,2041,1658.136
24,2042,1678.421
24,2043,1698.335
24,2044,1717.901
24,2045,1737.166
24,2046,1756.18
24,2047,1774.97
24,2048,1793.549
24,2049,1811.918
24,2050,1830.064
24,2051,1847.965
24,2052,1865.564
24,2053,1882.805
24,2054,1899.643
24,2055,1916.035
24,2056,1931.946
24,2057,1947.366
24,2058,1962.286
24,2059,1976.697
24,2060,1990.596
24,2061,2003.995
24,2062,2016.915
24,2063,2029.375
24,2064,2041.38
24,2065,2052.934
24,2066,2064.032
24,2067,2074.666
24,2068,2084.83
24,2069,2094.521
24,2070,2103.74
24,2071,2112.487
24,2072,2120.763
24,2073,2128.566
24,2074,2135.891
24,2075,2142.719
24,2076,2149.028
24,2077,2154.813
24,2078,2160.086
24,2079,2164.868
24,2080,2169.21
24,2081,2173.17
24,2082,2176.787
24,2083,2180.078
24,2084,2183.042
24,2085,2185.644
24,2086,2187.836
24,2087,2189.553
24,2088,2190.749
24,2089,2191.405
24,2090,2191.524
24,2091,2191.126
24,2092,2190.234
24,2093,2188.875
24,2094,2187.071
24,2095,2184.836
24,2096,2182.178
24,2097,2179.101
24,2098,2175.606
24,2099,2171.696
28,1950,1.527
28,1951,1.543
28,1952,1.573
28,1953,1.6
28,1954,1.622
28,1955,1.641
28,1956,1.657
28,1957,1.668
28,1958,1.678
28,1959,1.687
28,1960,1.697
28,1961,1.711
28,1962,1.728
28,1963,1.75
28,1964,1.775
28,1965,1.801
28,1966,1.825
28,1967,1.845
28,1968,1.856
28,1969,1.854
28,1970,1.838
28,1971,1.803
28,1972,1.749
28,1973,1.681
28,1974,1.601
28,1975,1.518
28,1976,1.438
28,1977,1.369
28,1978,1.317
28,1979,1.281
28,1980,1.261
28,1981,1.251
28,1982,1.245
28,1983,1.237
28,1984,1.227
28,1985,1.213
28,1986,1.195
28,1987,1.179
28,1988,1.169
28,1989,1.165
28,1990,1.169
28,1991,1.184
28,1992,1.212
28,1993,1.248
28,1994,1.291
28,1995,1.34
28,1996,1.39
28,1997,1.437
28,1998,1.477
28,1999,1.51
28,2000,1.532
28,2001,1.543
28,2002,1.545
28,2003,1.542
28,2004,1.533
28,2005,1.521
28,2006,1.507
28,2007,1.493
28,2008,1.481
28,2009,1.473
28,2010,1.467
28,2011,1.465
28,2012,1.465
28,2013,1.467
28,2014,1.471
28,2015,1.476
28,2016,1.481
28,2017,1.487
28,2018,1.492
28,2019,1.496
28,2020,1.498
28,2021,1.5
28,2022,1.5
28,2023,1.498
28,2024,1.494
28,2025,1.489
28,2026,1.482
28,2027,1.474
28,2028,1.465
28,2029,1.455
28,2030,1.444
28,2031,1.434
28,2032,1.423
28,2033,1.412
28,2034,1.402
28,2035,1.392
28,2036,1.384
28,2037,1.376
28,2038,1.37
28,2039,1.364
28,2040,1.358
28,2041,1.354
28,2042,1.35
28,2043,1.347
28,2044,1.344
28,2045,1.342
28,2046,1.339
28,2047,1.337
28,2048,1.335
28,2049,1.333
28,2050,1.33
28,2051,1.327
28,2052,1.324
28,2053,1.32
28,2054,1.316
28,2055,1.311
28,2056,1.306
28,2057,1.3
28,2058,1.294
28,2059,1.287
28,2060,1.281
28,2061,1.274
28,2062,1.268
28,2063,1.26
28,2064,1.254
28,2065,1.248
28,2066,1.242
28,2067,1.236
28,2068,1.231
28,2069,1.226
28,2070,1.222
28,2071,1.218
28,2072,1.214
28,2073,1.21
28,2074,1.206
28,2075,1.203
28,2076,1.2
28,2077,1.197
28,2078,1.195
28,2079,1.192
28,2080,1.189
28,2081,1.186
28,2082,1.183
28,2083,1.18
28,2084,1.177
28,2085,1.173
28,2086,1.169
28,2087,1.165
28,2088,1.161
28,2089,1.157
28,2090,1.153
28,2091,1.147
28,2092,1.143
28,2093,1.139
28,2094,1.134
28,2095,1.13
28,2096,1.126
28,2097,1.122
28,2098,1.118
28,2099,1.115
31,1950,106.789
31,1951,108.158
31,1952,111.132
31,1953,114.583
31,1954,118.51
31,1955,122.895
31,1956,127.673
31,1957,132.75
31,1958,137.946
31,1959,142.943
31,1960,147.378
31,1961,150.878
31,1962,153.093
31,1963,153.818
31,1964,153.068
31,1965,151.002
31,1966,147.933
31,1967,144.388
31,1968,140.861
31,1969,137.668
31,1970,135.054
31,1971,133.13
31,1972,131.81
31,1973,131.029
31,1974,130.83
31,1975,131.231
31,1976,132.215
31,1977,133.716
31,1978,135.667
31,1979,138.037
31,1980,140.882
31,1981,144.29
31,1982,148.253
31,1983,152.668
31,1984,157.365
31,1985,162.212
31,1986,167.092
31,1987,171.775
31,1988,175.947
31,1989,179.276
31,1990,181.179
31,1991,181.071
31,1992,178.823
31,1993,174.572
31,1994,168.614
31,1995,161.443
31,1996,153.719
31,1997,146.29
31,1998,139.973
31,1999,135.36
31,2000,133.097
31,2001,133.612
31,2002,136.632
31,2003,141.7
31,2004,148.429
31,2005,156.271
31,2006,164.585
31,2007,172.666
31,2008,179.851
31,2009,185.646
31,2010,189.662
31,2011,191.754
31,2012,192.209
31,2013,191.328
31,2014,189.228
31,2015,186.007
31,2016,181.767
31,2017,176.725
31,2018,171.155
31,2019,165.335
31,2020,159.512
31,2021,153.861
31,2022,148.493
31,2023,143.538
31,2024,139.177
31,2025,135.59
31,2026,132.905
31,2027,131.079
31,2028,130.037
31,2029,129.724
31,2030,130.086
31,2031,131.047
31,2032,132.444
31,2033,134.086
31,2034,135.8
31,2035,137.413
31,2036,138.792
31,2037,139.883
31,2038,140.638
31,2039,140.992
31,2040,140.897
31,2041,140.345
31,2042,139.418
31,2043,138.209
31,2044,136.78
31,2045,135.192
31,2046,133.497
31,2047,131.749
31,2048,130.006
31,2049,128.331
31,2050,126.773
31,2051,125.363
31,2052,124.095
31,2053,122.963
31,2054,121.981
31,2055,121.158
31,2056,120.499
31,2057,119.985
31,2058,119.591
31,2059,119.294
31,2060,119.076
31,2061,118.92
31,2062,118.805
31,2063,118.709
31,2064,118.604
31,2065,118.466
31,2066,118.277
31,2067,118.036
31,2068,117.737
31,2069,117.371
31,2070,116.932
31,2071,116.416
31,2072,115.835
31,2073,115.199
31,2074,114.517
31,2075,113.798
31,2076,113.048
31,2077,112.276
31,2078,111.494
31,2079,110.717
31,2080,109.957
31,2081,109.222
31,2082,108.517
31,2083,107.849
31,2084,107.221
31,2085,106.642
31,2086,106.116
31,2087,105.638
31,2088,105.203
31,2089,104.808
31,2090,104.448
31,2091,104.116
31,2092,103.808
31,2093,103.516
31,2094,103.238
31,2095,102.973
31,2096,102.717
31,2097,102.47
31,2098,102.232
31,2099,102.004
32,1950,416.481
32,1951,419.36
32,1952,424.98
32,1953,430.311
32,1954,435.347
32,1955,440.078
32,1956,444.491
32,1957,448.593
32,1958,452.39
32,1959,455.875
32,1960,459.076
32,1961,462.059
32,1962,464.955
32,1963,467.983
32,1964,471.446
32,1965,475.666
32,1966,480.944
32,1967,487.528
32,1968,495.665
32,1969,505.59
32,1970,518.002
32,1971,533.652
32,1972,552.395
32,1973,573.532
32,1974,596.043
32,1975,618.023
32,1976,637.256
32,1977,652.245
32,1978,662.186
32,1979,667.027
32,1980,667.618
32,1981,665.579
32,1982,663.098
32,1983,661.923
32,1984,662.812
32,1985,666.102
32,1986,671.539
32,1987,678.003
32,1988,684.483
32,1989,690.531
32,1990,695.558
32,1991,699.046
32,1992,700.975
32,1993,701.522
32,1994,700.928
32,1995,699.783
32,1996,698.864
32,1997,698.844
32,1998,700.158
32,1999,702.905
32,2000,706.871
32,2001,711.556
32,2002,716.248
32,2003,720.404
32,2004,723.827
32,2005,726.549
32,2006,728.81
32,2007,730.983
32,2008,733.308
32,2009,735.783
32,2010,738.272
32,2011,740.551
32,2012,742.364
32,2013,743.533
32,2014,744.015
32,2015,743.827
32,2016,743.06
32,2017,741.911
32,2018,740.565
32,2019,739.124
32,2020,737.669
32,2021,736.239
32,2022,734.816
32,2023,733.386
32,2024,731.971
32,2025,730.577
32,2026,729.199
32,2027,727.816
32,2028,726.412
32,2029,724.987
32,2030,723.55
32,2031,722.114
32,2032,720.685
32,2033,719.263
32,2034,717.84
32,2035,716.399
32,2036,714.921
32,2037,713.384
32,2038,711.774
32,2039,710.085
32,2040,708.319
32,2041,706.485
32,2042,704.6
32,2043,702.669
32,2044,700.693
32,2045,698.656
32,2046,696.539
32,2047,694.331
32,2048,692.026
32,2049,689.634
32,2050,687.169
32,2051,684.651
32,2052,682.106
32,2053,679.557
32,2054,677.02
32,2055,674.505
32,2056,672.012
32,2057,669.533
32,2058,667.065
32,2059,664.613
32,2060,662.185
32,2061,659.788
32,2062,657.428
32,2063,655.107
32,2064,652.821
32,2065,650.57
32,2066,648.346
32,2067,646.143
32,2068,643.949
32,2069,641.763
32,2070,639.58
32,2071,637.4
32,2072,635.228
32,2073,633.061
32,2074,630.896
32,2075,628.726
32,2076,626.544
32,2077,624.346
32,2078,622.132
32,2079,619.904
32,2080,617.662
32,2081,615.414
32,2082,613.168
32,2083,610.931
32,2084,608.71
32,2085,606.513
32,2086,604.347
32,2087,602.211
32,2088,600.102
32,2089,598.02
32,2090,595.959
32,2091,593.913
32,2092,591.874
32,2093,589.836
32,2094,587.796
32,2095,585.749
32,2096,583.695
32,2097,581.632
32,2098,579.562
32,2099,577.481
36,1950,183.307
36,1951,186.541
36,1952,192.735
36,1953,198.376
36,1954,203.461
36,1955,207.994
36,1956,211.98
36,1957,215.441
36,1958,218.41
36,1959,220.948
36,1960,223.13
36,1961,225.048
36,1962,226.811
36,1963,228.531
36,1964,230.305
36,1965,232.361
36,1966,234.93
36,1967,237.987
36,1968,241.347
36,1969,244.746
36,1970,247.547
36,1971,248.984
36,1972,248.645
36,1973,246.437
36,1974,242.582
36,1975,237.705
36,1976,232.699
36,1977,228.496
36,1978,225.781
36,1979,224.829
36,1980,225.63
36,1981,227.848
36,1982,230.778
36,1983,233.831
36,1984,236.763
36,1985,239.503
36,1986,242.136
36,1987,244.833
36,1988,247.648
36,1989,250.457
36,1990,252.992
36,1991,254.942
36,1992,256.12
36,1993,256.451
36,1994,255.978
36,1995,254.754
36,1996,252.896
36,1997,250.759
36,1998,248.762
36,1999,247.277
36,2000,246.863
36,2001,248.06
36,2002,251.014
36,2003,255.667
36,2004,261.837
36,2005,269.115
36,2006,276.921
36,2007,284.589
36,2008,291.565
36,2009,297.549
36,2010,302.401
36,2011,306.2
36,2012,309.301
36,2013,312.0
36,2014,314.381
36,2015,316.495
36,2016,318.356
36,2017,319.933
36,2018,321.215
36,2019,322.23
36,2020,322.975
36,2021,323.435
36,2022,323.624
36,2023,323.583
36,2024,323.378
36,2025,323.069
36,2026,322.704
36,2027,322.35
36,2028,322.091
36,2029,322.014
36,2030,322.208
36,2031,322.737
36,2032,323.618
36,2033,324.862
36,2034,326.491
36,2035,328.528
36,2036,330.99
36,2037,333.824
36,2038,336.961
36,2039,340.335
36,2040,343.886
36,2041,347.563
36,2042,351.302
36,2043,355.029
36,2044,358.661
36,2045,362.131
36,2046,365.393
36,2047,368.44
36,2048,371.251
36,2049,373.796
36,2050,376.031
36,2051,377.929
36,2052,379.506
36,2053,380.794
36,2054,381.824
36,2055,382.625
36,2056,383.231
36,2057,383.692
36,2058,384.07
36,2059,384.421
36,2060,384.794
36,2061,385.219
36,2062,385.706
36,2063,386.273
36,2064,386.948
36,2065,387.76
36,2066,388.728
36,2067,389.845
36,2068,391.097
36,2069,392.475
36,2070,393.972
36,2071,395.582
36,2072,397.278
36,2073,399.026
36,2074,400.785
36,2075,402.52
36,2076,404.198
36,2077,405.797
36,2078,407.296
36,2079,408.669
36,2080,409.897
36,2081,410.975
36,2082,411.914
36,2083,412.725
36,2084,413.413
36,2085,413.973
36,2086,414.401
36,2087,414.707
36,2088,414.905
36,2089,415.014
36,2090,415.056
36,2091,415.05
36,2092,415.017
36,2093,414.969
36,2094,414.919
36,2095,414.874
36,2096,414.838
36,2097,414.812
36,2098,414.798
36,2099,414.796
40,1950,90.579
40,1951,92.647
40,1952,96.74
40,1953,100.732
40,1954,104.624
40,1955,108.409
40,1956,112.077
40,1957,115.599
40,1958,118.936
40,1959,122.017
40,1960,124.753
40,1961,127.042
40,1962,128.771
40,1963,129.83
40,1964,130.139
40,1965,129.559
40,1966,127.972
40,1967,125.427
40,1968,122.062
40,1969,118.038
40,1970,113.543
40,1971,108.773
40,1972,103.968
40,1973,99.374
40,1974,95.214
40,1975,91.736
40,1976,89.127
40,1977,87.359
40,1978,86.342
40,1979,85.995
40,1980,86.119
40,1981,86.452
40,1982,86.75
40,1983,86.843
40,1984,86.677
40,1985,86.353
40,1986,86.087
40,1987,86.1
40,1988,86.503
40,1989,87.246
40,1990,88.15
40,1991,88.949
40,1992,89.388
40,1993,89.298
40,1994,88.642
40,1995,87.464
40,1996,85.901
40,1997,84.189
40,1998,82.543
40,1999,81.069
40,2000,79.841
40,2001,78.873
40,2002,78.11
40,2003,77.506
40,2004,77.069
40,2005,76.813
40,2006,76.751
40,2007,76.877
40,2008,77.172
40,2009,77.614
40,2010,78.179
40,2011,78.848
40,2012,79.59
40,2013,80.365
40,2014,81.135
40,2015,81.869
40,2016,82.542
40,2017,83.148
40,2018,83.675
40,2019,84.103
40,2020,84.416
40,2021,84.603
40,2022,84.672
40,2023,84.63
40,2024,84.482
40,2025,84.226
40,2026,83.86
40,2027,83.397
40,2028,82.856
40,2029,82.259
40,2030,81.624
40,2031,80.967
40,2032,80.306
40,2033,79.662
40,2034,79.064
40,2035,78.535
40,2036,78.097
40,2037,77.752
40,2038,77.506
40,2039,77.364
40,2040,77.331
40,2041,77.41
40,2042,77.588
40,2043,77.844
40,2044,78.162
40,2045,78.53
40,2046,78.935
40,2047,79.361
40,2048,79.792
40,2049,80.208
40,2050,80.591
40,2051,80.93
40,2052,81.22
40,2053,81.459
40,2054,81.637
40,2055,81.746
40,2056,81.781
40,2057,81.748
40,2058,81.654
40,2059,81.507
40,2060,81.31
40,2061,81.07
40,2062,80.794
40,2063,80.496
40,2064,80.189
40,2065,79.885
40,2066,79.592
40,2067,79.317
40,2068,79.067
40,2069,78.849
40,2070,78.674
40,2071,78.546
40,2072,78.465
40,2073,78.426
40,2074,78.428
40,2075,78.467
40,2076,78.543
40,2077,78.645
40,2078,78.767
40,2079,78.898
40,2080,79.034
40,2081,79.17
40,2082,79.303
40,2083,79.427
40,2084,79.537
40,2085,79.622
40,2086,79.679
40,2087,79.704
40,2088,79.694
40,2089,79.65
40,2090,79.571
40,2091,79.459
40,2092,79.318
40,2093,79.149
40,2094,78.956
40,2095,78.742
40,2096,78.505
40,2097,78.247
40,2098,77.967
40,2099,77.667
44,1950,2.515
44,1951,2.531
44,1952,2.574
44,1953,2.64
44,1954,2.732
44,1955,2.846
44,1956,2.982
44,1957,3.137
44,1958,3.303
44,1959,3.471
44,1960,3.628
44,1961,3.762
44,1962,3.862
44,1963,3.923
44,1964,3.948
44,1965,3.954
44,1966,3.961
44,1967,3.992
44,1968,4.056
44,1969,4.159
44,1970,4.288
44,1971,4.423
44,1972,4.543
44,1973,4.637
44,1974,4.703
44,1975,4.755
44,1976,4.817
44,1977,4.908
44,1978,5.039
44,1979,5.206
44,1980,5.395
44,1981,5.577
44,1982,5.728
44,1983,5.833
44,1984,5.888
44,1985,5.904
44,1986,5.902
44,1987,5.906
44,1988,5.932
44,1989,5.981
44,1990,6.046
44,1991,6.112
44,1992,6.158
44,1993,6.171
44,1994,6.143
44,1995,6.068
44,1996,5.943
44,1997,5.78
44,1998,5.594
44,1999,5.398
44,2000,5.216
44,2001,5.071
44,2002,4.975
44,2003,4.936
44,2004,4.956
44,2005,5.028
44,2006,5.137
44,2007,5.263
44,2008,5.385
44,2009,5.493
44,2010,5.581
44,2011,5.646
44,2012,5.695
44,2013,5.733
44,2014,5.76
44,2015,5.778
44,2016,5.787
44,2017,5.788
44,2018,5.783
44,2019,5.774
44,2020,5.759
44,2021,5.741
44,2022,5.716
44,2023,5.687
44,2024,5.653
44,2025,5.616
44,2026,5.575
44,2027,5.531
44,2028,5.486
44,2029,5.44
44,2030,5.395
44,2031,5.352
44,2032,5.31
44,2033,5.271
44,2034,5.237
44,2035,5.208
44,2036,5.187
44,2037,5.173
44,2038,5.168
44,2039,5.17
44,2040,5.179
44,2041,5.195
44,2042,5.215
44,2043,5.237
44,2044,5.26
44,2045,5.282
44,2046,5.301
44,2047,5.317
44,2048,5.329
44,2049,5.337
44,2050,5.339
44,2051,5.335
44,2052,5.327
44,2053,5.315
44,2054,5.298
44,2055,5.28
44,2056,5.259
44,2057,5.237
44,2058,5.214
44,2059,5.19
44,2060,5.167
44,2061,5.144
44,2062,5.122
44,2063,5.101
44,2064,5.081
44,2065,5.062
44,2066,5.046
44,2067,5.032
44,2068,5.021
44,2069,5.012
44,2070,5.006
44,2071,5.002
44,2072,5.002
44,2073,5.002
44,2074,5.005
44,2075,5.008
44,2076,5.01
44,2077,5.013
44,2078,5.014
44,2079,5.014
44,2080,5.013
44,2081,5.009
44,2082,5.004
44,2083,4.996
44,2084,4.988
44,2085,4.978
44,2086,4.967
44,2087,4.953
44,2088,4.938
44,2089,4.922
44,2090,4.906
44,2091,4.889
44,2092,4.872
44,2093,4.854
44,2094,4.837
44,2095,4.821
44,2096,4.804
44,2097,4.789
44,2098,4.773
44,2099,4.759
48,1950,4.28
48,1951,4.363
48,1952,4.536
48,1953,4.726
48,1954,4.934
48,1955,5.161
48,1956,5.403
48,1957,5.662
48,1958,5.933
48,1959,6.21
48,1960,6.484
48,1961,6.746
48,1962,6.986
48,1963,7.197
48,1964,7.374
48,1965,7.51
48,1966,7.602
48,1967,7.659
48,1968,7.697
48,1969,7.729
48,1970,7.778
48,1971,7.867
48,1972,8.01
48,1973,8.219
48,1974,8.498
48,1975,8.852
48,1976,9.278
48,1977,9.756
48,1978,10.265
48,1979,10.788
48,1980,11.313
48,1981,11.824
48,1982,12.316
48,1983,12.774
48,1984,13.187
48,1985,13.535
48,1986,13.805
48,1987,13.998
48,1988,14.121
48,1989,14.175
