country_code,year,crude_birth_rate
4,1950,50.008
4,1951,50.09
4,1952,50.251
4,1953,50.404
4,1954,50.55
4,1955,50.689
4,1956,50.821
4,1957,50.945
4,1958,51.062
4,1959,51.172
4,1960,51.276
4,1961,51.374
4,1962,51.464
4,1963,51.544
4,1964,51.614
4,1965,51.668
4,1966,51.703
4,1967,51.716
4,1968,51.705
4,1969,51.672
4,1970,51.616
4,1971,51.539
4,1972,51.446
4,1973,51.341
4,1974,51.229
4,1975,51.113
4,1976,50.998
4,1977,50.886
4,1978,50.775
4,1979,50.667
4,1980,50.562
4,1981,50.457
4,1982,50.349
4,1983,50.235
4,1984,50.113
4,1985,49.975
4,1986,49.813
4,1987,49.627
4,1988,49.425
4,1989,49.216
4,1990,49.029
4,1991,48.896
4,1992,48.834
4,1993,48.839
4,1994,48.898
4,1995,48.978
4,1996,49.039
4,1997,49.036
4,1998,48.93
4,1999,48.699
4,2000,48.332
4,2001,47.835
4,2002,47.23
4,2003,46.538
4,2004,45.761
4,2005,44.887
4,2006,43.893
4,2007,42.779
4,2008,41.56
4,2009,40.265
4,2010,38.94
4,2011,37.636
4,2012,36.396
4,2013,35.253
4,2014,34.225
4,2015,33.314
4,2016,32.504
4,2017,31.756
4,2018,31.04
4,2019,30.344
4,2020,29.664
4,2021,29.002
4,2022,28.365
4,2023,27.761
4,2024,27.187
4,2025,26.641
4,2026,26.123
4,2027,25.628
4,2028,25.151
4,2029,24.687
4,2030,24.232
4,2031,23.782
4,2032,23.335
4,2033,22.889
4,2034,22.444
4,2035,21.998
4,2036,21.552
4,2037,21.109
4,2038,20.673
4,2039,20.243
4,2040,19.822
4,2041,19.41
4,2042,19.006
4,2043,18.613
4,2044,18.23
4,2045,17.86
4,2046,17.503
4,2047,17.161
4,2048,16.833
4,2049,16.52
4,2050,16.222
4,2051,15.94
4,2052,15.671
4,2053,15.416
4,2054,15.173
4,2055,14.941
4,2056,14.72
4,2057,14.509
4,2058,14.307
4,2059,14.113
4,2060,13.925
4,2061,13.743
4,2062,13.567
4,2063,13.395
4,2064,13.228
4,2065,13.066
4,2066,12.908
4,2067,12.756
4,2068,12.608
4,2069,12.467
4,2070,12.33
4,2071,12.199
4,2072,12.074
4,2073,11.953
4,2074,11.837
4,2075,11.727
4,2076,11.622
4,2077,11.522
4,2078,11.428
4,2079,11.34
4,2080,11.256
4,2081,11.179
4,2082,11.106
4,2083,11.038
4,2084,10.975
4,2085,10.916
4,2086,10.861
4,2087,10.809
4,2088,10.762
4,2089,10.717
4,2090,10.675
4,2091,10.636
4,2092,10.599
4,2093,10.564
4,2094,10.531
4,2095,10.5
4,2096,10.47
4,2097,10.443
4,2098,10.418
4,2099,10.394
8,1950,37.779
8,1951,38.272
8,1952,39.183
8,1953,39.946
8,1954,40.56
8,1955,41.023
8,1956,41.332
8,1957,41.485
8,1958,41.476
8,1959,41.293
8,1960,40.925
8,1961,40.369
8,1962,39.628
8,1963,38.724
8,1964,37.696
8,1965,36.599
8,1966,35.494
8,1967,34.431
8,1968,33.451
8,1969,32.579
8,1970,31.821
8,1971,31.161
8,1972,30.558
8,1973,29.983
8,1974,29.43
8,1975,28.898
8,1976,28.397
8,1977,27.94
8,1978,27.536
8,1979,27.186
8,1980,26.901
8,1981,26.688
8,1982,26.541
8,1983,26.44
8,1984,26.363
8,1985,26.278
8,1986,26.152
8,1987,25.959
8,1988,25.677
8,1989,25.29
8,1990,24.789
8,1991,24.173
8,1992,23.464
8,1993,22.686
8,1994,21.854
8,1995,20.98
8,1996,20.075
8,1997,19.15
8,1998,18.22
8,1999,17.302
8,2000,16.401
8,2001,15.513
8,2002,14.642
8,2003,13.806
8,2004,13.036
8,2005,12.383
8,2006,11.906
8,2007,11.631
8,2008,11.561
8,2009,11.679
8,2010,11.952
8,2011,12.325
8,2012,12.73
8,2013,13.106
8,2014,13.414
8,2015,13.632
8,2016,13.757
8,2017,13.814
8,2018,13.822
8,2019,13.783
8,2020,13.693
8,2021,13.551
8,2022,13.358
8,2023,13.121
8,2024,12.846
8,2025,12.54
8,2026,12.211
8,2027,11.867
8,2028,11.518
8,2029,11.176
8,2030,10.851
8,2031,10.549
8,2032,10.274
8,2033,10.027
8,2034,9.814
8,2035,9.64
8,2036,9.508
8,2037,9.414
8,2038,9.355
8,2039,9.328
8,2040,9.329
8,2041,9.358
8,2042,9.407
8,2043,9.472
8,2044,9.543
8,2045,9.616
8,2046,9.686
8,2047,9.749
8,2048,9.803
8,2049,9.841
8,2050,9.859
8,2051,9.853
8,2052,9.826
8,2053,9.777
8,2054,9.707
8,2055,9.617
8,2056,9.507
8,2057,9.38
8,2058,9.242
8,2059,9.097
8,2060,8.95
8,2061,8.805
8,2062,8.664
8,2063,8.532
8,2064,8.413
8,2065,8.311
8,2066,8.228
8,2067,8.163
8,2068,8.118
8,2069,8.09
8,2070,8.081
8,2071,8.092
8,2072,8.118
8,2073,8.158
8,2074,8.208
8,2075,8.265
8,2076,8.327
8,2077,8.392
8,2078,8.455
8,2079,8.515
8,2080,8.567
8,2081,8.61
8,2082,8.642
8,2083,8.665
8,2084,8.677
8,2085,8.676
8,2086,8.663
8,2087,8.639
8,2088,8.605
8,2089,8.564
8,2090,8.518
8,2091,8.468
8,2092,8.418
8,2093,8.367
8,2094,8.317
8,2095,8.27
8,2096,8.225
8,2097,8.183
8,2098,8.143
8,2099,8.106
12,1950,50.556
12,1951,50.446
12,1952,50.244
12,1953,50.079
12,1954,49.951
12,1955,49.858
12,1956,49.797
12,1957,49.762
12,1958,49.743
12,1959,49.719
12,1960,49.671
12,1961,49.576
12,1962,49.416
12,1963,49.181
12,1964,48.877
12,1965,48.524
12,1966,48.155
12,1967,47.804
12,1968,47.494
12,1969,47.232
12,1970,47.021
12,1971,46.853
12,1972,46.7
12,1973,46.532
12,1974,46.325
12,1975,46.052
12,1976,45.69
12,1977,45.229
12,1978,44.663
12,1979,43.988
12,1980,43.206
12,1981,42.324
12,1982,41.364
12,1983,40.345
12,1984,39.277
12,1985,38.17
12,1986,37.03
12,1987,35.857
12,1988,34.651
12,1989,33.415
12,1990,32.132
12,1991,30.778
12,1992,29.351
12,1993,27.87
12,1994,26.371
12,1995,24.895
12,1996,23.488
12,1997,22.202
12,1998,21.087
12,1999,20.19
12,2000,19.57
12,2001,19.275
12,2002,19.293
12,2003,19.586
12,2004,20.113
12,2005,20.823
12,2006,21.659
12,2007,22.541
12,2008,23.382
12,2009,24.11
12,2010,24.643
12,2011,24.921
12,2012,24.946
12,2013,24.738
12,2014,24.309
12,2015,23.692
12,2016,22.939
12,2017,22.116
12,2018,21.288
12,2019,20.494
12,2020,19.76
12,2021,19.088
12,2022,18.46
12,2023,17.862
12,2024,17.299
12,2025,16.778
12,2026,16.304
12,2027,15.879
12,2028,15.503
12,2029,15.178
12,2030,14.906
12,2031,14.686
12,2032,14.514
12,2033,14.385
12,2034,14.293
12,2035,14.234
12,2036,14.203
12,2037,14.196
12,2038,14.207
12,2039,14.225
12,2040,14.245
12,2041,14.262
12,2042,14.272
12,2043,14.27
12,2044,14.251
12,2045,14.209
12,2046,14.139
12,2047,14.042
12,2048,13.919
12,2049,13.771
12,2050,13.599
12,2051,13.405
12,2052,13.194
12,2053,12.972
12,2054,12.746
12,2055,12.522
12,2056,12.304
12,2057,12.096
12,2058,11.901
12,2059,11.723
12,2060,11.565
12,2061,11.43
12,2062,11.316
12,2063,11.222
12,2064,11.145
12,2065,11.088
12,2066,11.048
12,2067,11.023
12,2068,11.011
12,2069,11.008
12,2070,11.011
12,2071,11.019
12,2072,11.029
12,2073,11.04
12,2074,11.048
12,2075,11.05
12,2076,11.045
12,2077,11.032
12,2078,11.012
12,2079,10.983
12,2080,10.945
12,2081,10.898
12,2082,10.843
12,2083,10.781
12,2084,10.714
12,2085,10.643
12,2086,10.567
12,2087,10.489
12,2088,10.409
12,2089,10.33
12,2090,10.254
12,2091,10.182
12,2092,10.115
12,2093,10.056
12,2094,10.004
12,2095,9.96
12,2096,9.924
12,2097,9.897
12,2098,9.878
12,2099,9.868
24,1950,56.508
24,1951,56.421
24,1952,56.241
24,1953,56.049
24,1954,55.845
24,1955,55.631
24,1956,55.405
24,1957,55.169
24,1958,54.925
24,1959,54.675
24,1960,54.423
24,1961,54.173
24,1962,53.931
24,1963,53.703
24,1964,53.495
24,1965,53.314
24,1966,53.166
24,1967,53.051
24,1968,52.968
24,1969,52.919
24,1970,52.905
24,1971,52.928
24,1972,52.983
24,1973,53.061
24,1974,53.153
24,1975,53.246
24,1976,53.327
24,1977,53.387
24,1978,53.42
24,1979,53.423
24,1980,53.398
24,1981,53.349
24,1982,53.288
24,1983,53.222
24,1984,53.154
24,1985,53.088
24,1986,53.02
24,1987,52.949
24,1988,52.87
24,1989,52.783
24,1990,52.688
24,1991,52.585
24,1992,52.475
24,1993,52.357
24,1994,52.227
24,1995,52.081
24,1996,51.914
24,1997,51.723
24,1998,51.508
24,1999,51.268
24,2000,51.009
24,2001,50.739
24,2002,50.463
24,2003,50.182
24,2004,49.895
24,2005,49.592
24,2006,49.259
24,2007,48.888
24,2008,48.473
24,2009,48.018
24,2010,47.529
24,2011,47.018
24,2012,46.499
24,2013,45.985
24,2014,45.483
24,2015,44.998
24,2016,44.529
24,2017,44.07
24,2018,43.617
24,2019,43.169
24,2020,42.724
24,2021,42.284
24,2022,41.846
24,2023,41.411
24,2024,40.977
24,2025,40.541
24,2026,40.103
24,2027,39.662
24,2028,39.216
24,2029,38.765
24,2030,38.306
24,2031,37.84
24,2032,37.367
24,2033,36.887
24,2034,36.404
24,2035,35.917
24,2036,35.429
24,2037,34.942
24,2038,34.458
24,2039,33.979
24,2040,33.506
24,2041,33.039
24,2042,32.578
24,2043,32.123
24,2044,31.674
24,2045,31.234
24,2046,30.802
24,2047,30.379
24,2048,29.965
24,2049,29.56
24,2050,29.165
24,2051,28.777
24,2052,28.397
24,2053,28.024
24,2054,27.657
24,2055,27.295
24,2056,26.938
24,2057,26.587
24,2058,26.24
24,2059,25.897
24,2060,25.56
24,2061,25.228
24,2062,24.901
24,2063,24.579
24,2064,24.264
24,2065,23.954
24,2066,23.649
24,2067,23.35
24,2068,23.056
24,2069,22.767
24,2070,22.483
24,2071,22.204
24,2072,21.929
24,2073,21.66
24,2074,21.395
24,2075,21.134
24,2076,20.878
24,2077,20.626
24,2078,20.377
24,2079,20.133
24,2080,19.893
24,2081,19.659
24,2082,19.429
24,2083,19.204
24,2084,18.984
24,2085,18.769
24,2086,18.558
24,2087,18.35
24,2088,18.145
24,2089,17.942
24,2090,17.742
24,2091,17.545
24,2092,17.35
24,2093,17.158
24,2094,16.969
24,2095,16.784
24,2096,16.601
24,2097,16.422
24,2098,16.246
24,2099,16.073
28,1950,35.736
28,1951,35.643
28,1952,35.442
28,1953,35.208
28,1954,34.94
28,1955,34.642
28,1956,34.316
28,1957,33.968
28,1958,33.608
28,1959,33.252
28,1960,32.92
28,1961,32.628
28,1962,32.388
28,1963,32.196
28,1964,32.033
28,1965,31.866
28,1966,31.655
28,1967,31.358
28,1968,30.933
28,1969,30.355
28,1970,29.574
28,1971,28.546
28,1972,27.293
28,1973,25.871
28,1974,24.348
28,1975,22.837
28,1976,21.467
28,1977,20.33
28,1978,19.486
28,1979,18.955
28,1980,18.71
28,1981,18.685
28,1982,18.764
28,1983,18.855
28,1984,18.914
28,1985,18.918
28,1986,18.869
28,1987,18.806
28,1988,18.763
28,1989,18.748
28,1990,18.779
28,1991,18.879
28,1992,19.047
28,1993,19.274
28,1994,19.54
28,1995,19.816
28,1996,20.064
28,1997,20.251
28,1998,20.352
28,1999,20.351
28,2000,20.24
28,2001,20.022
28,2002,19.724
28,2003,19.374
28,2004,18.992
28,2005,18.599
28,2006,18.214
28,2007,17.849
28,2008,17.514
28,2009,17.218
28,2010,16.968
28,2011,16.763
28,2012,16.594
28,2013,16.447
28,2014,16.319
28,2015,16.202
28,2016,16.094
28,2017,15.99
28,2018,15.885
28,2019,15.775
28,2020,15.654
28,2021,15.52
28,2022,15.373
28,2023,15.214
28,2024,15.044
28,2025,14.862
28,2026,14.669
28,2027,14.468
28,2028,14.264
28,2029,14.058
28,2030,13.854
28,2031,13.654
28,2032,13.46
28,2033,13.272
28,2034,13.094
28,2035,12.928
28,2036,12.776
28,2037,12.636
28,2038,12.509
28,2039,12.395
28,2040,12.293
28,2041,12.202
28,2042,12.121
28,2043,12.048
28,2044,11.981
28,2045,11.919
28,2046,11.863
28,2047,11.81
28,2048,11.761
28,2049,11.713
28,2050,11.665
28,2051,11.616
28,2052,11.566
28,2053,11.513
28,2054,11.458
28,2055,11.399
28,2056,11.337
28,2057,11.273
28,2058,11.207
28,2059,11.141
28,2060,11.073
28,2061,11.006
28,2062,10.939
28,2063,10.873
28,2064,10.808
28,2065,10.746
28,2066,10.688
28,2067,10.632
28,2068,10.58
28,2069,10.531
28,2070,10.487
28,2071,10.446
28,2072,10.41
28,2073,10.377
28,2074,10.347
28,2075,10.319
28,2076,10.294
28,2077,10.271
28,2078,10.249
28,2079,10.229
28,2080,10.209
28,2081,10.19
28,2082,10.171
28,2083,10.153
28,2084,10.134
28,2085,10.115
28,2086,10.095
28,2087,10.073
28,2088,10.051
28,2089,10.027
28,2090,10.002
28,2091,9.978
28,2092,9.953
28,2093,9.93
28,2094,9.908
28,2095,9.887
28,2096,9.868
28,2097,9.851
28,2098,9.835
28,2099,9.821
31,1950,41.226
31,1951,41.229
31,1952,41.26
31,1953,41.343
31,1954,41.477
31,1955,41.657
31,1956,41.866
31,1957,42.086
31,1958,42.275
31,1959,42.362
31,1960,42.267
31,1961,41.912
31,1962,41.23
31,1963,40.194
31,1964,38.83
31,1965,37.205
31,1966,35.421
31,1967,33.615
31,1968,31.908
31,1969,30.377
31,1970,29.076
31,1971,28.02
31,1972,27.165
31,1973,26.47
31,1974,25.927
31,1975,25.528
31,1976,25.26
31,1977,25.104
31,1978,25.042
31,1979,25.056
31,1980,25.144
31,1981,25.315
31,1982,25.565
31,1983,25.879
31,1984,26.227
31,1985,26.582
31,1986,26.924
31,1987,27.22
31,1988,27.429
31,1989,27.504
31,1990,27.366
31,1991,26.933
31,1992,26.194
31,1993,25.178
31,1994,23.939
31,1995,22.561
31,1996,21.15
31,1997,19.828
31,1998,18.7
31,1999,17.838
31,2000,17.313
31,2001,17.163
31,2002,17.332
31,2003,17.746
31,2004,18.347
31,2005,19.06
31,2006,19.802
31,2007,20.495
31,2008,21.067
31,2009,21.464
31,2010,21.646
31,2011,21.601
31,2012,21.37
31,2013,20.995
31,2014,20.498
31,2015,19.897
31,2016,19.209
31,2017,18.462
31,2018,17.685
31,2019,16.91
31,2020,16.163
31,2021,15.462
31,2022,14.812
31,2023,14.222
31,2024,13.705
31,2025,13.278
31,2026,12.949
31,2027,12.714
31,2028,12.562
31,2029,12.485
31,2030,12.476
31,2031,12.526
31,2032,12.62
31,2033,12.738
31,2034,12.864
31,2035,12.982
31,2036,13.078
31,2037,13.148
31,2038,13.188
31,2039,13.194
31,2040,13.16
31,2041,13.087
31,2042,12.982
31,2043,12.855
31,2044,12.711
31,2045,12.556
31,2046,12.395
31,2047,12.232
31,2048,12.073
31,2049,11.922
31,2050,11.785
31,2051,11.664
31,2052,11.559
31,2053,11.468
31,2054,11.393
31,2055,11.334
31,2056,11.291
31,2057,11.264
31,2058,11.248
31,2059,11.243
31,2060,11.245
31,2061,11.255
31,2062,11.269
31,2063,11.286
31,2064,11.303
31,2065,11.318
31,2066,11.329
31,2067,11.335
31,2068,11.337
31,2069,11.333
31,2070,11.321
31,2071,11.303
31,2072,11.279
31,2073,11.249
31,2074,11.215
31,2075,11.177
31,2076,11.136
31,2077,11.091
31,2078,11.046
31,2079,10.999
31,2080,10.954
31,2081,10.91
31,2082,10.868
31,2083,10.829
31,2084,10.793
31,2085,10.762
31,2086,10.735
31,2087,10.712
31,2088,10.692
31,2089,10.677
31,2090,10.664
31,2091,10.655
31,2092,10.647
31,2093,10.642
31,2094,10.638
31,2095,10.636
31,2096,10.635
31,2097,10.635
31,2098,10.637
31,2099,10.64
32,1950,25.807
32,1951,25.696
32,1952,25.475
32,1953,25.254
32,1954,25.031
32,1955,24.808
32,1956,24.584
32,1957,24.359
32,1958,24.134
32,1959,23.908
32,1960,23.682
32,1961,23.459
32,1962,23.242
32,1963,23.038
32,1964,22.857
32,1965,22.709
32,1966,22.602
32,1967,22.546
32,1968,22.547
32,1969,22.61
32,1970,22.759
32,1971,23.02
32,1972,23.387
32,1973,23.833
32,1974,24.318
32,1975,24.77
32,1976,25.107
32,1977,25.273
32,1978,25.243
32,1979,25.017
32,1980,24.63
32,1981,24.145
32,1982,23.646
32,1983,23.198
32,1984,22.833
32,1985,22.563
32,1986,22.379
32,1987,22.239
32,1988,22.106
32,1989,21.967
32,1990,21.804
32,1991,21.603
32,1992,21.366
32,1993,21.097
32,1994,20.804
32,1995,20.501
32,1996,20.21
32,1997,19.948
32,1998,19.727
32,1999,19.551
32,2000,19.413
32,2001,19.302
32,2002,19.199
32,2003,19.089
32,2004,18.968
32,2005,18.833
32,2006,18.691
32,2007,18.55
32,2008,18.414
32,2009,18.283
32,2010,18.153
32,2011,18.018
32,2012,17.874
32,2013,17.716
32,2014,17.544
32,2015,17.359
32,2016,17.165
32,2017,16.966
32,2018,16.768
32,2019,16.573
32,2020,16.384
32,2021,16.202
32,2022,16.026
32,2023,15.854
32,2024,15.688
32,2025,15.526
32,2026,15.37
32,2027,15.217
32,2028,15.068
32,2029,14.923
32,2030,14.78
32,2031,14.642
32,2032,14.507
32,2033,14.376
32,2034,14.248
32,2035,14.124
32,2036,14.002
32,2037,13.881
32,2038,13.763
32,2039,13.646
32,2040,13.531
32,2041,13.417
32,2042,13.305
32,2043,13.195
32,2044,13.087
32,2045,12.981
32,2046,12.875
32,2047,12.771
32,2048,12.668
32,2049,12.565
32,2050,12.464
32,2051,12.364
32,2052,12.266
32,2053,12.171
32,2054,12.078
32,2055,11.989
32,2056,11.901
32,2057,11.817
32,2058,11.735
32,2059,11.655
32,2060,11.579
32,2061,11.505
32,2062,11.433
32,2063,11.365
32,2064,11.299
32,2065,11.235
32,2066,11.174
32,2067,11.116
32,2068,11.059
32,2069,11.004
32,2070,10.951
32,2071,10.899
32,2072,10.849
32,2073,10.801
32,2074,10.753
32,2075,10.707
32,2076,10.662
32,2077,10.617
32,2078,10.574
32,2079,10.53
32,2080,10.488
32,2081,10.447
32,2082,10.406
32,2083,10.367
32,2084,10.329
32,2085,10.292
32,2086,10.256
32,2087,10.221
32,2088,10.188
32,2089,10.156
32,2090,10.125
32,2091,10.095
32,2092,10.065
32,2093,10.037
32,2094,10.009
32,2095,9.981
32,2096,9.954
32,2097,9.928
32,2098,9.902
32,2099,9.876
36,1950,22.804
36,1951,22.875
36,1952,22.99
36,1953,23.056
36,1954,23.073
36,1955,23.039
36,1956,22.956
36,1957,22.825
36,1958,22.649
36,1959,22.43
36,1960,22.175
36,1961,21.889
36,1962,21.582
36,1963,21.264
36,1964,20.946
36,1965,20.648
36,1966,20.391
36,1967,20.177
36,1968,19.997
36,1969,19.838
36,1970,19.658
36,1971,19.406
36,1972,19.052
36,1973,18.588
36,1974,18.028
36,1975,17.417
36,1976,16.817
36,1977,16.289
36,1978,15.877
36,1979,15.596
36,1980,15.439
36,1981,15.379
36,1982,15.364
36,1983,15.35
36,1984,15.32
36,1985,15.269
36,1986,15.201
36,1987,15.133
36,1988,15.074
36,1989,15.018
36,1990,14.953
36,1991,14.864
36,1992,14.741
36,1993,14.579
36,1994,14.38
36,1995,14.149
36,1996,13.894
36,1997,13.631
36,1998,13.38
36,1999,13.159
36,2000,12.99
36,2001,12.897
36,2002,12.885
36,2003,12.946
36,2004,13.071
36,2005,13.237
36,2006,13.413
36,2007,13.569
36,2008,13.68
36,2009,13.736
36,2010,13.731
36,2011,13.674
36,2012,13.586
36,2013,13.484
36,2014,13.375
36,2015,13.265
36,2016,13.153
36,2017,13.037
36,2018,12.916
36,2019,12.791
36,2020,12.661
36,2021,12.527
36,2022,12.389
36,2023,12.247
36,2024,12.104
36,2025,11.963
36,2026,11.824
36,2027,11.69
36,2028,11.563
36,2029,11.447
36,2030,11.344
36,2031,11.256
36,2032,11.183
36,2033,11.125
36,2034,11.082
36,2035,11.055
36,2036,11.043
36,2037,11.044
36,2038,11.056
36,2039,11.076
36,2040,11.102
36,2041,11.132
36,2042,11.163
36,2043,11.193
36,2044,11.221
36,2045,11.243
36,2046,11.258
36,2047,11.266
36,2048,11.268
36,2049,11.262
36,2050,11.247
36,2051,11.223
36,2052,11.19
36,2053,11.151
36,2054,11.105
36,2055,11.054
36,2056,10.999
36,2057,10.942
36,2058,10.884
36,2059,10.827
36,2060,10.771
36,2061,10.719
36,2062,10.67
36,2063,10.625
36,2064,10.583
36,2065,10.547
36,2066,10.516
36,2067,10.49
36,2068,10.469
36,2069,10.452
36,2070,10.439
36,2071,10.43
36,2072,10.424
36,2073,10.419
36,2074,10.416
36,2075,10.413
36,2076,10.409
36,2077,10.404
36,2078,10.397
36,2079,10.387
36,2080,10.375
36,2081,10.359
36,2082,10.341
36,2083,10.32
36,2084,10.297
36,2085,10.272
36,2086,10.244
36,2087,10.214
36,2088,10.181
36,2089,10.148
36,2090,10.113
36,2091,10.078
36,2092,10.043
36,2093,10.009
36,2094,9.975
36,2095,9.942
36,2096,9.911
36,2097,9.88
36,2098,9.85
36,2099,9.822
40,1950,13.866
40,1951,14.175
40,1952,14.775
40,1953,15.344
40,1954,15.881
40,1955,16.386
40,1956,16.856
40,1957,17.29
40,1958,17.68
40,1959,18.019
40,1960,18.294
40,1961,18.493
40,1962,18.602
40,1963,18.611
40,1964,18.513
40,1965,18.294
40,1966,17.942
40,1967,17.468
40,1968,16.893
40,1969,16.242
40,1970,15.541
40,1971,14.818
40,1972,14.102
40,1973,13.425
40,1974,12.818
40,1975,12.313
40,1976,11.935
40,1977,11.679
40,1978,11.531
40,1979,11.477
40,1980,11.488
40,1981,11.529
40,1982,11.563
40,1983,11.568
40,1984,11.534
40,1985,11.471
40,1986,11.407
40,1987,11.371
40,1988,11.377
40,1989,11.421
40,1990,11.481
40,1991,11.524
40,1992,11.519
40,1993,11.446
40,1994,11.304
40,1995,11.099
40,1996,10.85
40,1997,10.588
40,1998,10.339
40,1999,10.116
40,2000,9.928
40,2001,9.774
40,2002,9.646
40,2003,9.537
40,2004,9.447
40,2005,9.376
40,2006,9.329
40,2007,9.304
40,2008,9.3
40,2009,9.314
40,2010,9.345
40,2011,9.389
40,2012,9.443
40,2013,9.502
40,2014,9.56
40,2015,9.615
40,2016,9.664
40,2017,9.706
40,2018,9.74
40,2019,9.763
40,2020,9.773
40,2021,9.77
40,2022,9.753
40,2023,9.725
40,2024,9.685
40,2025,9.634
40,2026,9.571
40,2027,9.499
40,2028,9.42
40,2029,9.336
40,2030,9.25
40,2031,9.163
40,2032,9.078
40,2033,8.996
40,2034,8.921
40,2035,8.856
40,2036,8.801
40,2037,8.759
40,2038,8.729
40,2039,8.712
40,2040,8.708
40,2041,8.718
40,2042,8.74
40,2043,8.771
40,2044,8.811
40,2045,8.857
40,2046,8.908
40,2047,8.962
40,2048,9.018
40,2049,9.073
40,2050,9.125
40,2051,9.173
40,2052,9.217
40,2053,9.256
40,2054,9.289
40,2055,9.314
40,2056,9.332
40,2057,9.343
40,2058,9.348
40,2059,9.346
40,2060,9.339
40,2061,9.327
40,2062,9.31
40,2063,9.291
40,2064,9.271
40,2065,9.25
40,2066,9.231
40,2067,9.213
40,2068,9.198
40,2069,9.186
40,2070,9.179
40,2071,9.177
40,2072,9.181
40,2073,9.189
40,2074,9.201
40,2075,9.219
40,2076,9.24
40,2077,9.264
40,2078,9.29
40,2079,9.317
40,2080,9.345
40,2081,9.372
40,2082,9.399
40,2083,9.425
40,2084,9.448
40,2085,9.468
40,2086,9.484
40,2087,9.496
40,2088,9.504
40,2089,9.506
40,2090,9.504
40,2091,9.498
40,2092,9.487
40,2093,9.473
40,2094,9.455
40,2095,9.434
40,2096,9.411
40,2097,9.384
40,2098,9.354
40,2099,9.322
44,1950,33.666
44,1951,33.64
44,1952,33.618
44,1953,33.653
44,1954,33.744
44,1955,33.887
44,1956,34.064
44,1957,34.256
44,1958,34.423
44,1959,34.493
44,1960,34.388
44,1961,34.036
44,1962,33.381
44,1963,32.417
44,1964,31.2
44,1965,29.865
44,1966,28.595
44,1967,27.547
44,1968,26.821
44,1969,26.442
44,1970,26.348
44,1971,26.412
44,1972,26.47
44,1973,26.41
44,1974,26.209
44,1975,25.919
44,1976,25.645
44,1977,25.5
44,1978,25.547
44,1979,25.77
44,1980,26.094
44,1981,26.398
44,1982,26.565
44,1983,26.52
44,1984,26.251
44,1985,25.804
44,1986,25.272
44,1987,24.764
44,1988,24.357
44,1989,24.064
44,1990,23.864
44,1991,23.7
44,1992,23.49
44,1993,23.17
44,1994,22.719
44,1995,22.112
44,1996,21.345
44,1997,20.457
44,1998,19.506
44,1999,18.536
44,2000,17.619
44,2001,16.825
44,2002,16.195
44,2003,15.749
44,2004,15.491
44,2005,15.4
44,2006,15.432
44,2007,15.519
44,2008,15.601
44,2009,15.647
44,2010,15.637
44,2011,15.569
44,2012,15.464
44,2013,15.339
44,2014,15.199
44,2015,15.044
44,2016,14.878
44,2017,14.704
44,2018,14.526
44,2019,14.344
44,2020,14.16
44,2021,13.972
44,2022,13.78
44,2023,13.582
44,2024,13.38
44,2025,13.176
44,2026,12.97
44,2027,12.764
44,2028,12.562
44,2029,12.365
44,2030,12.176
44,2031,11.996
44,2032,11.826
44,2033,11.667
44,2034,11.522
44,2035,11.395
44,2036,11.287
44,2037,11.2
44,2038,11.134
44,2039,11.085
44,2040,11.054
44,2041,11.039
44,2042,11.035
44,2043,11.037
44,2044,11.042
44,2045,11.046
44,2046,11.045
44,2047,11.039
44,2048,11.027
44,2049,11.006
44,2050,10.976
44,2051,10.936
44,2052,10.888
44,2053,10.833
44,2054,10.773
44,2055,10.71
44,2056,10.643
44,2057,10.575
44,2058,10.508
44,2059,10.441
44,2060,10.377
44,2061,10.315
44,2062,10.255
44,2063,10.199
44,2064,10.146
44,2065,10.098
44,2066,10.055
44,2067,10.018
44,2068,9.988
44,2069,9.964
44,2070,9.946
44,2071,9.935
44,2072,9.93
44,2073,9.929
44,2074,9.932
44,2075,9.936
44,2076,9.942
44,2077,9.947
44,2078,9.952
44,2079,9.954
44,2080,9.954
44,2081,9.95
44,2082,9.944
44,2083,9.935
44,2084,9.923
44,2085,9.909
44,2086,9.892
44,2087,9.872
44,2088,9.849
44,2089,9.824
44,2090,9.798
44,2091,9.772
44,2092,9.745
44,2093,9.718
44,2094,9.692
44,2095,9.667
44,2096,9.642
44,2097,9.619
44,2098,9.596
44,2099,9.574
48,1950,44.759
48,1951,44.813
48,1952,44.927
48,1953,45.055
48,1954,45.196
48,1955,45.349
48,1956,45.509
48,1957,45.668
48,1958,45.811
48,1959,45.914
48,1960,45.946
48,1961,45.876
48,1962,45.67
48,1963,45.303
48,1964,44.764
48,1965,44.035
48,1966,43.102
48,1967,41.998
48,1968,40.775
48,1969,39.485
48,1970,38.194
48,1971,36.971
48,1972,35.867
48,1973,34.921
48,1974,34.16
48,1975,33.604
48,1976,33.251
48,1977,33.054
48,1978,32.959
48,1979,32.932
48,1980,32.938
48,1981,32.953
48,1982,32.951
48,1983,32.903
48,1984,32.776
48,1985,32.533
48,1986,32.144
48,1987,31.61
48,1988,30.943
48,1989,30.156
48,1990,29.268
48,1991,28.305
48,1992,27.305
48,1993,26.308
48,1994,25.344
48,1995,24.446
48,1996,23.638
48,1997,22.915
48,1998,22.269
48,1999,21.693
48,2000,21.165
48,2001,20.656
48,2002,20.138
