country_code,year,life_expectancy_at_birth_males
4,1950,26.893
4,1951,27.163
4,1952,27.697
4,1953,28.22
4,1954,28.732
4,1955,29.233
4,1956,29.724
4,1957,30.205
4,1958,30.675
4,1959,31.136
4,1960,31.589
4,1961,32.035
4,1962,32.476
4,1963,32.913
4,1964,33.348
4,1965,33.781
4,1966,34.214
4,1967,34.646
4,1968,35.079
4,1969,35.516
4,1970,35.956
4,1971,36.403
4,1972,36.856
4,1973,37.32
4,1974,37.797
4,1975,38.291
4,1976,38.804
4,1977,39.336
4,1978,39.892
4,1979,40.474
4,1980,41.089
4,1981,41.744
4,1982,42.44
4,1983,43.173
4,1984,43.94
4,1985,44.738
4,1986,45.565
4,1987,46.41
4,1988,47.259
4,1989,48.096
4,1990,48.903
4,1991,49.66
4,1992,50.36
4,1993,50.997
4,1994,51.568
4,1995,52.075
4,1996,52.524
4,1997,52.931
4,1998,53.312
4,1999,53.678
4,2000,54.041
4,2001,54.409
4,2002,54.785
4,2003,55.167
4,2004,55.559
4,2005,55.957
4,2006,56.355
4,2007,56.747
4,2008,57.126
4,2009,57.491
4,2010,57.844
4,2011,58.186
4,2012,58.524
4,2013,58.859
4,2014,59.193
4,2015,59.524
4,2016,59.851
4,2017,60.17
4,2018,60.481
4,2019,60.781
4,2020,61.071
4,2021,61.352
4,2022,61.625
4,2023,61.891
4,2024,62.152
4,2025,62.406
4,2026,62.655
4,2027,62.899
4,2028,63.137
4,2029,63.367
4,2030,63.59
4,2031,63.803
4,2032,64.006
4,2033,64.199
4,2034,64.383
4,2035,64.561
4,2036,64.735
4,2037,64.91
4,2038,65.086
4,2039,65.263
4,2040,65.443
4,2041,65.622
4,2042,65.799
4,2043,65.97
4,2044,66.136
4,2045,66.296
4,2046,66.449
4,2047,66.598
4,2048,66.742
4,2049,66.884
4,2050,67.025
4,2051,67.165
4,2052,67.307
4,2053,67.451
4,2054,67.595
4,2055,67.74
4,2056,67.884
4,2057,68.026
4,2058,68.164
4,2059,68.299
4,2060,68.429
4,2061,68.557
4,2062,68.683
4,2063,68.807
4,2064,68.931
4,2065,69.053
4,2066,69.172
4,2067,69.289
4,2068,69.402
4,2069,69.513
4,2070,69.622
4,2071,69.73
4,2072,69.837
4,2073,69.946
4,2074,70.056
4,2075,70.171
4,2076,70.29
4,2077,70.413
4,2078,70.541
4,2079,70.672
4,2080,70.805
4,2081,70.937
4,2082,71.067
4,2083,71.194
4,2084,71.317
4,2085,71.436
4,2086,71.552
4,2087,71.667
4,2088,71.782
4,2089,71.898
4,2090,72.014
4,2091,72.132
4,2092,72.25
4,2093,72.369
4,2094,72.487
4,2095,72.606
4,2096,72.724
4,2097,72.842
4,2098,72.959
4,2099,73.076
8,1950,53.188
8,1951,53.444
8,1952,54.003
8,1953,54.656
8,1954,55.403
8,1955,56.242
8,1956,57.165
8,1957,58.162
8,1958,59.21
8,1959,60.273
8,1960,61.309
8,1961,62.272
8,1962,63.117
8,1963,63.811
8,1964,64.346
8,1965,64.723
8,1966,64.962
8,1967,65.116
8,1968,65.233
8,1969,65.346
8,1970,65.496
8,1971,65.714
8,1972,66.004
8,1973,66.356
8,1974,66.762
8,1975,67.19
8,1976,67.596
8,1977,67.943
8,1978,68.204
8,1979,68.376
8,1980,68.475
8,1981,68.533
8,1982,68.59
8,1983,68.673
8,1984,68.788
8,1985,68.92
8,1986,69.04
8,1987,69.12
8,1988,69.145
8,1989,69.122
8,1990,69.07
8,1991,69.015
8,1992,68.993
8,1993,69.03
8,1994,69.14
8,1995,69.337
8,1996,69.624
8,1997,69.982
8,1998,70.39
8,1999,70.829
8,2000,71.273
8,2001,71.695
8,2002,72.079
8,2003,72.415
8,2004,72.7
8,2005,72.946
8,2006,73.171
8,2007,73.402
8,2008,73.655
8,2009,73.935
8,2010,74.235
8,2011,74.544
8,2012,74.843
8,2013,75.119
8,2014,75.369
8,2015,75.593
8,2016,75.797
8,2017,75.991
8,2018,76.184
8,2019,76.381
8,2020,76.582
8,2021,76.787
8,2022,76.994
8,2023,77.2
8,2024,77.405
8,2025,77.61
8,2026,77.814
8,2027,78.018
8,2028,78.223
8,2029,78.428
8,2030,78.635
8,2031,78.845
8,2032,79.055
8,2033,79.268
8,2034,79.482
8,2035,79.698
8,2036,79.915
8,2037,80.134
8,2038,80.353
8,2039,80.57
8,2040,80.786
8,2041,80.998
8,2042,81.205
8,2043,81.407
8,2044,81.604
8,2045,81.796
8,2046,81.983
8,2047,82.166
8,2048,82.346
8,2049,82.524
8,2050,82.699
8,2051,82.871
8,2052,83.04
8,2053,83.205
8,2054,83.365
8,2055,83.521
8,2056,83.673
8,2057,83.819
8,2058,83.96
8,2059,84.097
8,2060,84.231
8,2061,84.362
8,2062,84.49
8,2063,84.617
8,2064,84.744
8,2065,84.869
8,2066,84.995
8,2067,85.121
8,2068,85.246
8,2069,85.37
8,2070,85.493
8,2071,85.613
8,2072,85.729
8,2073,85.843
8,2074,85.953
8,2075,86.061
8,2076,86.167
8,2077,86.272
8,2078,86.378
8,2079,86.485
8,2080,86.592
8,2081,86.698
8,2082,86.804
8,2083,86.909
8,2084,87.012
8,2085,87.115
8,2086,87.218
8,2087,87.322
8,2088,87.427
8,2089,87.534
8,2090,87.641
8,2091,87.748
8,2092,87.855
8,2093,87.961
8,2094,88.065
8,2095,88.167
8,2096,88.267
8,2097,88.364
8,2098,88.459
8,2099,88.552
12,1950,41.514
12,1951,41.704
12,1952,42.088
12,1953,42.48
12,1954,42.88
12,1955,43.289
12,1956,43.706
12,1957,44.131
12,1958,44.562
12,1959,44.999
12,1960,45.44
12,1961,45.883
12,1962,46.325
12,1963,46.764
12,1964,47.198
12,1965,47.62
12,1966,48.023
12,1967,48.408
12,1968,48.781
12,1969,49.152
12,1970,49.529
12,1971,49.921
12,1972,50.344
12,1973,50.814
12,1974,51.351
12,1975,51.986
12,1976,52.751
12,1977,53.649
12,1978,54.669
12,1979,55.79
12,1980,56.985
12,1981,58.217
12,1982,59.44
12,1983,60.607
12,1984,61.682
12,1985,62.624
12,1986,63.405
12,1987,64.033
12,1988,64.527
12,1989,64.904
12,1990,65.198
12,1991,65.448
12,1992,65.697
12,1993,65.975
12,1994,66.297
12,1995,66.664
12,1996,67.058
12,1997,67.45
12,1998,67.819
12,1999,68.16
12,2000,68.48
12,2001,68.792
12,2002,69.109
12,2003,69.441
12,2004,69.787
12,2005,70.139
12,2006,70.486
12,2007,70.813
12,2008,71.112
12,2009,71.382
12,2010,71.626
12,2011,71.85
12,2012,72.068
12,2013,72.287
12,2014,72.512
12,2015,72.744
12,2016,72.983
12,2017,73.225
12,2018,73.464
12,2019,73.701
12,2020,73.935
12,2021,74.168
12,2022,74.398
12,2023,74.629
12,2024,74.858
12,2025,75.086
12,2026,75.313
12,2027,75.537
12,2028,75.758
12,2029,75.978
12,2030,76.195
12,2031,76.411
12,2032,76.626
12,2033,76.841
12,2034,77.056
12,2035,77.272
12,2036,77.487
12,2037,77.702
12,2038,77.915
12,2039,78.128
12,2040,78.341
12,2041,78.552
12,2042,78.764
12,2043,78.976
12,2044,79.188
12,2045,79.401
12,2046,79.617
12,2047,79.834
12,2048,80.054
12,2049,80.274
12,2050,80.496
12,2051,80.718
12,2052,80.94
12,2053,81.161
12,2054,81.379
12,2055,81.593
12,2056,81.803
12,2057,82.008
12,2058,82.208
12,2059,82.403
12,2060,82.594
12,2061,82.781
12,2062,82.966
12,2063,83.15
12,2064,83.331
12,2065,83.51
12,2066,83.685
12,2067,83.857
12,2068,84.024
12,2069,84.185
12,2070,84.34
12,2071,84.49
12,2072,84.634
12,2073,84.772
12,2074,84.906
12,2075,85.034
12,2076,85.157
12,2077,85.274
12,2078,85.387
12,2079,85.495
12,2080,85.601
12,2081,85.704
12,2082,85.805
12,2083,85.906
12,2084,86.006
12,2085,86.105
12,2086,86.203
12,2087,86.3
12,2088,86.395
12,2089,86.489
12,2090,86.582
12,2091,86.674
12,2092,86.766
12,2093,86.858
12,2094,86.952
12,2095,87.047
12,2096,87.142
12,2097,87.24
12,2098,87.338
12,2099,87.438
24,1950,27.811
24,1951,28.006
24,1952,28.394
24,1953,28.784
24,1954,29.175
24,1955,29.567
24,1956,29.959
24,1957,30.353
24,1958,30.748
24,1959,31.143
24,1960,31.538
24,1961,31.935
24,1962,32.331
24,1963,32.727
24,1964,33.124
24,1965,33.521
24,1966,33.919
24,1967,34.319
24,1968,34.72
24,1969,35.12
24,1970,35.52
24,1971,35.922
24,1972,36.324
24,1973,36.72
24,1974,37.105
24,1975,37.468
24,1976,37.801
24,1977,38.096
24,1978,38.35
24,1979,38.561
24,1980,38.729
24,1981,38.855
24,1982,38.948
24,1983,39.018
24,1984,39.072
24,1985,39.109
24,1986,39.127
24,1987,39.129
24,1988,39.126
24,1989,39.134
24,1990,39.172
24,1991,39.26
24,1992,39.414
24,1993,39.646
24,1994,39.966
24,1995,40.39
24,1996,40.927
24,1997,41.567
24,1998,42.285
24,1999,43.059
24,2000,43.856
24,2001,44.639
24,2002,45.381
24,2003,46.06
24,2004,46.664
24,2005,47.191
24,2006,47.649
24,2007,48.065
24,2008,48.463
24,2009,48.852
24,2010,49.241
24,2011,49.632
24,2012,50.024
24,2013,50.413
24,2014,50.802
24,2015,51.19
24,2016,51.575
24,2017,51.955
24,2018,52.329
24,2019,52.697
24,2020,53.062
24,2021,53.425
24,2022,53.787
24,2023,54.151
24,2024,54.518
24,2025,54.888
24,2026,55.26
24,2027,55.634
24,2028,56.007
24,2029,56.38
24,2030,56.751
24,2031,57.121
24,2032,57.488
24,2033,57.853
24,2034,58.214
24,2035,58.573
24,2036,58.928
24,2037,59.279
24,2038,59.628
24,2039,59.972
24,2040,60.312
24,2041,60.647
24,2042,60.977
24,2043,61.302
24,2044,61.621
24,2045,61.936
24,2046,62.247
24,2047,62.555
24,2048,62.861
24,2049,63.163
24,2050,63.463
24,2051,63.758
24,2052,64.047
24,2053,64.331
24,2054,64.609
24,2055,64.88
24,2056,65.146
24,2057,65.406
24,2058,65.661
24,2059,65.912
24,2060,66.16
24,2061,66.404
24,2062,66.646
24,2063,66.884
24,2064,67.121
24,2065,67.354
24,2066,67.584
24,2067,67.81
24,2068,68.032
24,2069,68.25
24,2070,68.464
24,2071,68.674
24,2072,68.881
24,2073,69.084
24,2074,69.284
24,2075,69.481
24,2076,69.676
24,2077,69.868
24,2078,70.057
24,2079,70.244
24,2080,70.429
24,2081,70.612
24,2082,70.793
24,2083,70.973
24,2084,71.15
24,2085,71.325
24,2086,71.497
24,2087,71.666
24,2088,71.832
24,2089,71.994
24,2090,72.154
24,2091,72.311
24,2092,72.466
24,2093,72.62
24,2094,72.773
24,2095,72.924
24,2096,73.075
24,2097,73.226
24,2098,73.375
24,2099,73.524
28,1950,54.959
28,1951,55.232
28,1952,55.771
28,1953,56.293
28,1954,56.8
28,1955,57.29
28,1956,57.765
28,1957,58.225
28,1958,58.669
28,1959,59.097
28,1960,59.512
28,1961,59.912
28,1962,60.3
28,1963,60.676
28,1964,61.042
28,1965,61.399
28,1966,61.748
28,1967,62.091
28,1968,62.427
28,1969,62.757
28,1970,63.083
28,1971,63.403
28,1972,63.719
28,1973,64.028
28,1974,64.333
28,1975,64.633
28,1976,64.929
28,1977,65.221
28,1978,65.508
28,1979,65.791
28,1980,66.071
28,1981,66.347
28,1982,66.618
28,1983,66.885
28,1984,67.149
28,1985,67.409
28,1986,67.665
28,1987,67.918
28,1988,68.169
28,1989,68.416
28,1990,68.661
28,1991,68.904
28,1992,69.143
28,1993,69.38
28,1994,69.613
28,1995,69.845
28,1996,70.073
28,1997,70.3
28,1998,70.525
28,1999,70.747
28,2000,70.969
28,2001,71.191
28,2002,71.413
28,2003,71.633
28,2004,71.852
28,2005,72.063
28,2006,72.264
28,2007,72.452
28,2008,72.626
28,2009,72.788
28,2010,72.94
28,2011,73.087
28,2012,73.234
28,2013,73.385
28,2014,73.543
28,2015,73.709
28,2016,73.881
28,2017,74.057
28,2018,74.234
28,2019,74.413
28,2020,74.591
28,2021,74.77
28,2022,74.948
28,2023,75.127
28,2024,75.306
28,2025,75.486
28,2026,75.667
28,2027,75.85
28,2028,76.035
28,2029,76.221
28,2030,76.408
28,2031,76.596
28,2032,76.783
28,2033,76.969
28,2034,77.154
28,2035,77.339
28,2036,77.523
28,2037,77.707
28,2038,77.892
28,2039,78.078
28,2040,78.267
28,2041,78.459
28,2042,78.654
28,2043,78.853
28,2044,79.055
28,2045,79.26
28,2046,79.466
28,2047,79.673
28,2048,79.88
28,2049,80.087
28,2050,80.292
28,2051,80.497
28,2052,80.702
28,2053,80.906
28,2054,81.108
28,2055,81.31
28,2056,81.508
28,2057,81.704
28,2058,81.897
28,2059,82.084
28,2060,82.267
28,2061,82.445
28,2062,82.618
28,2063,82.786
28,2064,82.949
28,2065,83.107
28,2066,83.261
28,2067,83.409
28,2068,83.553
28,2069,83.694
28,2070,83.831
28,2071,83.966
28,2072,84.098
28,2073,84.228
28,2074,84.357
28,2075,84.485
28,2076,84.613
28,2077,84.74
28,2078,84.866
28,2079,84.991
28,2080,85.116
28,2081,85.238
28,2082,85.359
28,2083,85.477
28,2084,85.594
28,2085,85.709
28,2086,85.824
28,2087,85.938
28,2088,86.053
28,2089,86.167
28,2090,86.282
28,2091,86.394
28,2092,86.505
28,2093,86.613
28,2094,86.717
28,2095,86.818
28,2096,86.915
28,2097,87.008
28,2098,87.098
28,2099,87.183
31,1950,53.614
31,1951,53.811
31,1952,54.204
31,1953,54.597
31,1954,54.989
31,1955,55.381
31,1956,55.772
31,1957,56.164
31,1958,56.556
31,1959,56.95
31,1960,57.346
31,1961,57.746
31,1962,58.148
31,1963,58.552
31,1964,58.954
31,1965,59.355
31,1966,59.758
31,1967,60.158
31,1968,60.545
31,1969,60.906
31,1970,61.219
31,1971,61.459
31,1972,61.613
31,1973,61.681
31,1974,61.667
31,1975,61.585
31,1976,61.454
31,1977,61.302
31,1978,61.159
31,1979,61.046
31,1980,60.994
31,1981,61.034
31,1982,61.16
31,1983,61.352
31,1984,61.582
31,1985,61.779
31,1986,61.855
31,1987,61.763
31,1988,61.495
31,1989,61.08
31,1990,60.601
31,1991,60.17
31,1992,59.897
31,1993,59.855
31,1994,60.065
31,1995,60.509
31,1996,61.134
31,1997,61.838
31,1998,62.538
31,1999,63.195
31,2000,63.788
31,2001,64.322
31,2002,64.824
31,2003,65.311
31,2004,65.778
31,2005,66.208
31,2006,66.585
31,2007,66.897
31,2008,67.142
31,2009,67.321
31,2010,67.444
31,2011,67.524
31,2012,67.582
31,2013,67.634
31,2014,67.692
31,2015,67.76
31,2016,67.841
31,2017,67.928
31,2018,68.016
31,2019,68.104
31,2020,68.194
31,2021,68.284
31,2022,68.374
31,2023,68.464
31,2024,68.555
31,2025,68.645
31,2026,68.734
31,2027,68.822
31,2028,68.91
31,2029,68.998
31,2030,69.088
31,2031,69.178
31,2032,69.272
31,2033,69.368
31,2034,69.468
31,2035,69.574
31,2036,69.687
31,2037,69.805
31,2038,69.93
31,2039,70.058
31,2040,70.189
31,2041,70.318
31,2042,70.444
31,2043,70.565
31,2044,70.682
31,2045,70.795
31,2046,70.908
31,2047,71.022
31,2048,71.14
31,2049,71.263
31,2050,71.389
31,2051,71.517
31,2052,71.646
31,2053,71.774
31,2054,71.901
31,2055,72.028
31,2056,72.157
31,2057,72.289
31,2058,72.426
31,2059,72.568
31,2060,72.713
31,2061,72.86
31,2062,73.008
31,2063,73.155
31,2064,73.301
31,2065,73.447
31,2066,73.593
31,2067,73.741
31,2068,73.891
31,2069,74.044
31,2070,74.198
31,2071,74.352
31,2072,74.505
31,2073,74.657
31,2074,74.806
31,2075,74.955
31,2076,75.106
31,2077,75.259
31,2078,75.416
31,2079,75.578
31,2080,75.743
31,2081,75.911
31,2082,76.081
31,2083,76.25
31,2084,76.419
31,2085,76.586
31,2086,76.752
31,2087,76.917
31,2088,77.082
31,2089,77.246
31,2090,77.41
31,2091,77.574
31,2092,77.738
31,2093,77.903
31,2094,78.068
31,2095,78.233
31,2096,78.399
31,2097,78.566
31,2098,78.733
31,2099,78.901
32,1950,59.376
32,1951,59.669
32,1952,60.223
32,1953,60.713
32,1954,61.139
32,1955,61.501
32,1956,61.799
32,1957,62.035
32,1958,62.213
32,1959,62.338
32,1960,62.417
32,1961,62.459
32,1962,62.477
32,1963,62.485
32,1964,62.499
32,1965,62.536
32,1966,62.612
32,1967,62.731
32,1968,62.893
32,1969,63.099
32,1970,63.344
32,1971,63.618
32,1972,63.906
32,1973,64.198
32,1974,64.485
32,1975,64.766
32,1976,65.045
32,1977,65.327
32,1978,65.612
32,1979,65.897
32,1980,66.174
32,1981,66.433
32,1982,66.668
32,1983,66.877
32,1984,67.062
32,1985,67.227
32,1986,67.382
32,1987,67.538
32,1988,67.702
32,1989,67.879
32,1990,68.07
32,1991,68.275
32,1992,68.487
32,1993,68.702
32,1994,68.917
32,1995,69.13
32,1996,69.341
32,1997,69.55
32,1998,69.755
32,1999,69.955
32,2000,70.148
32,2001,70.333
32,2002,70.507
32,2003,70.672
32,2004,70.83
32,2005,70.98
32,2006,71.126
32,2007,71.271
32,2008,71.417
32,2009,71.567
32,2010,71.724
32,2011,71.891
32,2012,72.066
32,2013,72.25
32,2014,72.443
32,2015,72.643
32,2016,72.848
32,2017,73.057
32,2018,73.266
32,2019,73.476
32,2020,73.683
32,2021,73.89
32,2022,74.096
32,2023,74.301
32,2024,74.507
32,2025,74.713
32,2026,74.919
32,2027,75.126
32,2028,75.335
32,2029,75.544
32,2030,75.755
32,2031,75.968
32,2032,76.181
32,2033,76.396
32,2034,76.612
32,2035,76.83
32,2036,77.05
32,2037,77.272
32,2038,77.497
32,2039,77.722
32,2040,77.948
32,2041,78.173
32,2042,78.397
32,2043,78.617
32,2044,78.834
32,2045,79.047
32,2046,79.256
32,2047,79.462
32,2048,79.665
32,2049,79.865
32,2050,80.063
32,2051,80.258
32,2052,80.45
32,2053,80.639
32,2054,80.824
32,2055,81.005
32,2056,81.179
32,2057,81.347
32,2058,81.508
32,2059,81.662
32,2060,81.812
32,2061,81.956
32,2062,82.096
32,2063,82.234
32,2064,82.371
32,2065,82.507
32,2066,82.641
32,2067,82.775
32,2068,82.906
32,2069,83.037
32,2070,83.168
32,2071,83.298
32,2072,83.429
32,2073,83.559
32,2074,83.69
32,2075,83.82
32,2076,83.948
32,2077,84.074
32,2078,84.198
32,2079,84.32
32,2080,84.439
32,2081,84.557
32,2082,84.675
32,2083,84.794
32,2084,84.912
32,2085,85.032
32,2086,85.151
32,2087,85.269
32,2088,85.386
32,2089,85.502
32,2090,85.617
32,2091,85.731
32,2092,85.844
32,2093,85.958
32,2094,86.073
32,2095,86.188
32,2096,86.304
32,2097,86.421
32,2098,86.538
32,2099,86.656
36,1950,66.361
36,1951,66.48
36,1952,66.708
36,1953,66.919
36,1954,67.111
36,1955,67.285
36,1956,67.441
36,1957,67.577
36,1958,67.692
36,1959,67.783
36,1960,67.849
36,1961,67.888
36,1962,67.9
36,1963,67.89
36,1964,67.865
36,1965,67.835
36,1966,67.809
36,1967,67.798
36,1968,67.812
36,1969,67.861
36,1970,67.956
36,1971,68.105
36,1972,68.304
36,1973,68.55
36,1974,68.838
36,1975,69.161
36,1976,69.512
36,1977,69.88
36,1978,70.253
36,1979,70.622
36,1980,70.974
36,1981,71.301
36,1982,71.603
36,1983,71.882
36,1984,72.141
36,1985,72.388
36,1986,72.635
36,1987,72.891
36,1988,73.166
36,1989,73.458
36,1990,73.765
36,1991,74.075
36,1992,74.38
36,1993,74.673
36,1994,74.954
36,1995,75.228
36,1996,75.506
36,1997,75.796
36,1998,76.105
36,1999,76.432
36,2000,76.774
36,2001,77.126
36,2002,77.478
36,2003,77.819
36,2004,78.143
36,2005,78.443
36,2006,78.712
36,2007,78.952
36,2008,79.166
36,2009,79.357
36,2010,79.534
36,2011,79.707
36,2012,79.883
36,2013,80.069
36,2014,80.27
36,2015,80.484
36,2016,80.709
36,2017,80.938
36,2018,81.164
36,2019,81.384
36,2020,81.595
36,2021,81.795
36,2022,81.986
36,2023,82.168
36,2024,82.341
36,2025,82.505
36,2026,82.662
36,2027,82.812
36,2028,82.959
36,2029,83.101
36,2030,83.241
36,2031,83.379
36,2032,83.515
36,2033,83.649
36,2034,83.782
36,2035,83.913
36,2036,84.045
36,2037,84.177
36,2038,84.309
36,2039,84.441
36,2040,84.573
36,2041,84.704
36,2042,84.835
36,2043,84.965
36,2044,85.094
36,2045,85.22
36,2046,85.345
36,2047,85.468
36,2048,85.589
36,2049,85.708
36,2050,85.827
36,2051,85.945
36,2052,86.063
36,2053,86.182
36,2054,86.302
36,2055,86.423
36,2056,86.545
36,2057,86.669
36,2058,86.792
36,2059,86.917
36,2060,87.041
36,2061,87.164
36,2062,87.286
36,2063,87.408
36,2064,87.529
36,2065,87.649
36,2066,87.771
36,2067,87.893
36,2068,88.016
36,2069,88.141
36,2070,88.267
36,2071,88.392
36,2072,88.516
36,2073,88.638
36,2074,88.758
36,2075,88.875
36,2076,88.991
36,2077,89.105
36,2078,89.219
36,2079,89.331
36,2080,89.443
36,2081,89.554
36,2082,89.663
36,2083,89.771
36,2084,89.879
36,2085,89.987
36,2086,90.096
36,2087,90.208
36,2088,90.322
36,2089,90.438
36,2090,90.556
36,2091,90.676
36,2092,90.797
36,2093,90.918
36,2094,91.038
36,2095,91.157
36,2096,91.276
36,2097,91.393
36,2098,91.509
36,2099,91.624
40,1950,63.157
40,1951,63.247
40,1952,63.438
40,1953,63.65
40,1954,63.883
40,1955,64.138
40,1956,64.411
40,1957,64.7
40,1958,64.999
40,1959,65.299
40,1960,65.589
40,1961,65.856
40,1962,66.091
40,1963,66.284
40,1964,66.434
40,1965,66.541
40,1966,66.609
40,1967,66.652
40,1968,66.686
40,1969,66.722
40,1970,66.777
40,1971,66.865
40,1972,66.992
40,1973,67.157
40,1974,67.361
40,1975,67.594
40,1976,67.844
40,1977,68.095
40,1978,68.338
40,1979,68.572
40,1980,68.805
40,1981,69.051
40,1982,69.322
40,1983,69.626
40,1984,69.96
40,1985,70.314
40,1986,70.674
40,1987,71.025
40,1988,71.355
40,1989,71.66
40,1990,71.942
40,1991,72.204
40,1992,72.461
40,1993,72.722
40,1994,72.991
40,1995,73.275
40,1996,73.577
40,1997,73.895
40,1998,74.224
40,1999,74.562
40,2000,74.906
40,2001,75.25
40,2002,75.589
40,2003,75.918
40,2004,76.235
40,2005,76.537
40,2006,76.824
40,2007,77.098
40,2008,77.363
40,2009,77.619
40,2010,77.869
40,2011,78.115
40,2012,78.358
40,2013,78.6
40,2014,78.842
40,2015,79.084
40,2016,79.33
40,2017,79.576
40,2018,79.822
40,2019,80.067
40,2020,80.309
40,2021,80.546
40,2022,80.776
40,2023,80.997
40,2024,81.209
40,2025,81.411
40,2026,81.603
40,2027,81.786
40,2028,81.962
40,2029,82.131
40,2030,82.293
40,2031,82.449
40,2032,82.598
40,2033,82.743
40,2034,82.884
40,2035,83.023
40,2036,83.16
40,2037,83.298
40,2038,83.436
40,2039,83.576
40,2040,83.716
40,2041,83.857
40,2042,83.998
40,2043,84.138
40,2044,84.276
40,2045,84.413
40,2046,84.549
40,2047,84.685
40,2048,84.82
40,2049,84.955
40,2050,85.089
40,2051,85.223
40,2052,85.355
40,2053,85.486
40,2054,85.615
40,2055,85.742
40,2056,85.866
40,2057,85.989
40,2058,86.108
40,2059,86.227
40,2060,86.343
40,2061,86.459
40,2062,86.576
40,2063,86.692
40,2064,86.809
40,2065,86.927
40,2066,87.043
40,2067,87.159
40,2068,87.274
40,2069,87.387
40,2070,87.5
40,2071,87.613
40,2072,87.726
40,2073,87.841
40,2074,87.957
40,2075,88.074
40,2076,88.192
40,2077,88.31
40,2078,88.428
40,2079,88.545
40,2080,88.662
40,2081,88.778
40,2082,88.893
40,2083,89.008
40,2084,89.123
40,2085,89.237
40,2086,89.35
40,2087,89.462
40,2088,89.573
40,2089,89.683
40,2090,89.793
40,2091,89.903
40,2092,90.015
40,2093,90.128
40,2094,90.244
40,2095,90.362
40,2096,90.482
40,2097,90.605
40,2098,90.731
40,2099,90.859
44,1950,57.769
44,1951,57.943
44,1952,58.287
44,1953,58.624
44,1954,58.954
44,1955,59.277
44,1956,59.593
44,1957,59.903
44,1958,60.206
44,1959,60.501
44,1960,60.791
44,1961,61.073
44,1962,61.349
44,1963,61.619
44,1964,61.883
44,1965,62.142
44,1966,62.395
44,1967,62.643
44,1968,62.886
44,1969,63.124
44,1970,63.358
44,1971,63.588
44,1972,63.813
44,1973,64.033
44,1974,64.249
44,1975,64.461
44,1976,64.669
44,1977,64.873
44,1978,65.073
44,1979,65.27
44,1980,65.463
44,1981,65.652
44,1982,65.837
44,1983,66.019
44,1984,66.197
44,1985,66.375
44,1986,66.553
44,1987,66.734
44,1988,66.916
44,1989,67.099
44,1990,67.277
44,1991,67.444
44,1992,67.595
44,1993,67.734
44,1994,67.867
44,1995,68.005
44,1996,68.168
44,1997,68.365
44,1998,68.603
44,1999,68.879
44,2000,69.186
44,2001,69.509
44,2002,69.832
44,2003,70.139
44,2004,70.421
44,2005,70.674
44,2006,70.897
44,2007,71.098
44,2008,71.285
44,2009,71.46
44,2010,71.628
44,2011,71.791
44,2012,71.953
44,2013,72.115
44,2014,72.28
44,2015,72.45
44,2016,72.624
44,2017,72.802
44,2018,72.981
44,2019,73.162
44,2020,73.343
44,2021,73.524
44,2022,73.705
44,2023,73.885
44,2024,74.064
44,2025,74.243
44,2026,74.422
44,2027,74.602
44,2028,74.784
44,2029,74.969
44,2030,75.155
44,2031,75.343
44,2032,75.532
44,2033,75.721
44,2034,75.91
44,2035,76.1
44,2036,76.292
44,2037,76.485
44,2038,76.68
44,2039,76.878
44,2040,77.077
44,2041,77.276
44,2042,77.476
44,2043,77.675
44,2044,77.874
44,2045,78.073
44,2046,78.272
44,2047,78.472
44,2048,78.675
44,2049,78.878
44,2050,79.084
44,2051,79.29
44,2052,79.496
44,2053,79.702
44,2054,79.906
44,2055,80.11
44,2056,80.313
44,2057,80.515
44,2058,80.716
44,2059,80.915
44,2060,81.111
44,2061,81.301
44,2062,81.486
44,2063,81.664
44,2064,81.835
44,2065,82.001
44,2066,82.162
44,2067,82.32
44,2068,82.477
44,2069,82.632
44,2070,82.786
44,2071,82.937
44,2072,83.086
44,2073,83.231
44,2074,83.372
44,2075,83.51
44,2076,83.645
44,2077,83.777
44,2078,83.908
44,2079,84.037
44,2080,84.165
44,2081,84.293
44,2082,84.42
44,2083,84.546
44,2084,84.672
44,2085,84.796
44,2086,84.919
44,2087,85.039
44,2088,85.156
44,2089,85.272
44,2090,85.385
44,2091,85.496
44,2092,85.607
44,2093,85.718
44,2094,85.829
44,2095,85.94
44,2096,86.051
44,2097,86.163
44,2098,86.276
44,2099,86.389
48,1950,37.834
48,1951,38.245
48,1952,39.11
48,1953,40.061
48,1954,41.098
48,1955,42.222
48,1956,43.43
48,1957,44.716
48,1958,46.074
48,1959,47.489
48,1960,48.944
48,1961,50.419
48,1962,51.889
48,1963,53.33
48,1964,54.721
48,1965,56.043
48,1966,57.288
48,1967,58.458
48,1968,59.559
48,1969,60.589
48,1970,61.547
48,1971,62.437
48,1972,63.266
48,1973,64.043
48,1974,64.771
48,1975,65.457
48,1976,66.102
48,1977,66.709
48,1978,67.278
48,1979,67.81
48,1980,68.305
48,1981,68.76
48,1982,69.172
48,1983,69.544
48,1984,69.88
48,1985,70.183
48,1986,70.459
48,1987,70.714
48,1988,70.954
48,1989,71.187
48,1990,71.417
48,1991,71.65
48,1992,71.884
48,1993,72.12
48,1994,72.358
48,1995,72.598
48,1996,72.839
48,1997,73.076
48,1998,73.307
48,1999,73.529
48,2000,73.739
48,2001,73.935
48,2002,74.117
