country_code,year,life_expectancy_at_birth_both_sexes_combined
4,1950,27.522
4,1951,27.795
4,1952,28.335
4,1953,28.865
4,1954,29.384
4,1955,29.892
4,1956,30.39
4,1957,30.877
4,1958,31.354
4,1959,31.822
4,1960,32.28
4,1961,32.731
4,1962,33.175
4,1963,33.614
4,1964,34.051
4,1965,34.486
4,1966,34.92
4,1967,35.353
4,1968,35.788
4,1969,36.226
4,1970,36.67
4,1971,37.121
4,1972,37.58
4,1973,38.049
4,1974,38.533
4,1975,39.033
4,1976,39.551
4,1977,40.087
4,1978,40.645
4,1979,41.23
4,1980,41.849
4,1981,42.509
4,1982,43.214
4,1983,43.96
4,1984,44.744
4,1985,45.564
4,1986,46.415
4,1987,47.286
4,1988,48.162
4,1989,49.026
4,1990,49.857
4,1991,50.639
4,1992,51.361
4,1993,52.019
4,1994,52.609
4,1995,53.131
4,1996,53.591
4,1997,54.004
4,1998,54.387
4,1999,54.752
4,2000,55.111
4,2001,55.474
4,2002,55.844
4,2003,56.224
4,2004,56.614
4,2005,57.015
4,2006,57.42
4,2007,57.821
4,2008,58.212
4,2009,58.591
4,2010,58.959
4,2011,59.316
4,2012,59.668
4,2013,60.017
4,2014,60.362
4,2015,60.704
4,2016,61.041
4,2017,61.37
4,2018,61.691
4,2019,62.002
4,2020,62.303
4,2021,62.595
4,2022,62.879
4,2023,63.156
4,2024,63.427
4,2025,63.69
4,2026,63.948
4,2027,64.2
4,2028,64.446
4,2029,64.685
4,2030,64.917
4,2031,65.14
4,2032,65.355
4,2033,65.561
4,2034,65.76
4,2035,65.953
4,2036,66.142
4,2037,66.33
4,2038,66.517
4,2039,66.704
4,2040,66.892
4,2041,67.08
4,2042,67.266
4,2043,67.448
4,2044,67.627
4,2045,67.8
4,2046,67.967
4,2047,68.129
4,2048,68.286
4,2049,68.439
4,2050,68.589
4,2051,68.739
4,2052,68.889
4,2053,69.041
4,2054,69.195
4,2055,69.351
4,2056,69.507
4,2057,69.662
4,2058,69.815
4,2059,69.965
4,2060,70.112
4,2061,70.255
4,2062,70.396
4,2063,70.534
4,2064,70.67
4,2065,70.804
4,2066,70.936
4,2067,71.066
4,2068,71.193
4,2069,71.319
4,2070,71.443
4,2071,71.565
4,2072,71.686
4,2073,71.806
4,2074,71.925
4,2075,72.045
4,2076,72.168
4,2077,72.294
4,2078,72.423
4,2079,72.555
4,2080,72.69
4,2081,72.824
4,2082,72.958
4,2083,73.089
4,2084,73.217
4,2085,73.343
4,2086,73.466
4,2087,73.588
4,2088,73.71
4,2089,73.832
4,2090,73.954
4,2091,74.075
4,2092,74.197
4,2093,74.319
4,2094,74.439
4,2095,74.56
4,2096,74.679
4,2097,74.798
4,2098,74.916
4,2099,75.033
8,1950,54.189
8,1951,54.397
8,1952,54.872
8,1953,55.465
8,1954,56.176
8,1955,57.003
8,1956,57.937
8,1957,58.965
8,1958,60.061
8,1959,61.182
8,1960,62.279
8,1961,63.298
8,1962,64.187
8,1963,64.911
8,1964,65.461
8,1965,65.848
8,1966,66.108
8,1967,66.302
8,1968,66.485
8,1969,66.687
8,1970,66.933
8,1971,67.235
8,1972,67.58
8,1973,67.951
8,1974,68.341
8,1975,68.734
8,1976,69.108
8,1977,69.447
8,1978,69.741
8,1979,69.99
8,1980,70.207
8,1981,70.416
8,1982,70.635
8,1983,70.876
8,1984,71.134
8,1985,71.388
8,1986,71.605
8,1987,71.76
8,1988,71.843
8,1989,71.86
8,1990,71.834
8,1991,71.797
8,1992,71.786
8,1993,71.834
8,1994,71.957
8,1995,72.168
8,1996,72.474
8,1997,72.851
8,1998,73.277
8,1999,73.732
8,2000,74.191
8,2001,74.626
8,2002,75.021
8,2003,75.364
8,2004,75.651
8,2005,75.888
8,2006,76.088
8,2007,76.276
8,2008,76.47
8,2009,76.675
8,2010,76.894
8,2011,77.121
8,2012,77.347
8,2013,77.564
8,2014,77.771
8,2015,77.968
8,2016,78.156
8,2017,78.341
8,2018,78.524
8,2019,78.707
8,2020,78.891
8,2021,79.077
8,2022,79.263
8,2023,79.449
8,2024,79.634
8,2025,79.818
8,2026,80.001
8,2027,80.182
8,2028,80.362
8,2029,80.541
8,2030,80.719
8,2031,80.897
8,2032,81.074
8,2033,81.252
8,2034,81.43
8,2035,81.609
8,2036,81.788
8,2037,81.966
8,2038,82.143
8,2039,82.319
8,2040,82.492
8,2041,82.662
8,2042,82.829
8,2043,82.993
8,2044,83.153
8,2045,83.311
8,2046,83.466
8,2047,83.62
8,2048,83.772
8,2049,83.923
8,2050,84.073
8,2051,84.222
8,2052,84.368
8,2053,84.512
8,2054,84.652
8,2055,84.789
8,2056,84.923
8,2057,85.052
8,2058,85.178
8,2059,85.301
8,2060,85.421
8,2061,85.54
8,2062,85.658
8,2063,85.775
8,2064,85.892
8,2065,86.009
8,2066,86.126
8,2067,86.242
8,2068,86.356
8,2069,86.469
8,2070,86.581
8,2071,86.69
8,2072,86.798
8,2073,86.905
8,2074,87.01
8,2075,87.114
8,2076,87.219
8,2077,87.323
8,2078,87.427
8,2079,87.532
8,2080,87.638
8,2081,87.743
8,2082,87.848
8,2083,87.952
8,2084,88.057
8,2085,88.161
8,2086,88.266
8,2087,88.372
8,2088,88.479
8,2089,88.587
8,2090,88.695
8,2091,88.804
8,2092,88.912
8,2093,89.019
8,2094,89.124
8,2095,89.228
8,2096,89.329
8,2097,89.429
8,2098,89.526
8,2099,89.622
12,1950,42.089
12,1951,42.283
12,1952,42.677
12,1953,43.081
12,1954,43.493
12,1955,43.915
12,1956,44.345
12,1957,44.784
12,1958,45.23
12,1959,45.682
12,1960,46.138
12,1961,46.596
12,1962,47.054
12,1963,47.507
12,1964,47.956
12,1965,48.392
12,1966,48.809
12,1967,49.208
12,1968,49.595
12,1969,49.98
12,1970,50.369
12,1971,50.77
12,1972,51.198
12,1973,51.673
12,1974,52.215
12,1975,52.863
12,1976,53.658
12,1977,54.606
12,1978,55.696
12,1979,56.906
12,1980,58.196
12,1981,59.521
12,1982,60.823
12,1983,62.047
12,1984,63.156
12,1985,64.113
12,1986,64.896
12,1987,65.525
12,1988,66.025
12,1989,66.416
12,1990,66.726
12,1991,66.987
12,1992,67.235
12,1993,67.499
12,1994,67.796
12,1995,68.139
12,1996,68.524
12,1997,68.932
12,1998,69.347
12,1999,69.764
12,2000,70.18
12,2001,70.594
12,2002,71.004
12,2003,71.408
12,2004,71.803
12,2005,72.184
12,2006,72.546
12,2007,72.888
12,2008,73.21
12,2009,73.512
12,2010,73.795
12,2011,74.06
12,2012,74.313
12,2013,74.556
12,2014,74.793
12,2015,75.027
12,2016,75.258
12,2017,75.486
12,2018,75.712
12,2019,75.936
12,2020,76.158
12,2021,76.378
12,2022,76.596
12,2023,76.811
12,2024,77.022
12,2025,77.231
12,2026,77.436
12,2027,77.637
12,2028,77.836
12,2029,78.032
12,2030,78.226
12,2031,78.418
12,2032,78.608
12,2033,78.798
12,2034,78.986
12,2035,79.173
12,2036,79.359
12,2037,79.544
12,2038,79.727
12,2039,79.909
12,2040,80.09
12,2041,80.27
12,2042,80.449
12,2043,80.628
12,2044,80.807
12,2045,80.985
12,2046,81.164
12,2047,81.342
12,2048,81.52
12,2049,81.697
12,2050,81.874
12,2051,82.05
12,2052,82.226
12,2053,82.401
12,2054,82.575
12,2055,82.747
12,2056,82.915
12,2057,83.081
12,2058,83.242
12,2059,83.4
12,2060,83.554
12,2061,83.707
12,2062,83.857
12,2063,84.007
12,2064,84.155
12,2065,84.303
12,2066,84.448
12,2067,84.591
12,2068,84.73
12,2069,84.867
12,2070,85.0
12,2071,85.13
12,2072,85.259
12,2073,85.385
12,2074,85.51
12,2075,85.632
12,2076,85.751
12,2077,85.866
12,2078,85.977
12,2079,86.084
12,2080,86.188
12,2081,86.289
12,2082,86.39
12,2083,86.491
12,2084,86.592
12,2085,86.694
12,2086,86.795
12,2087,86.896
12,2088,86.995
12,2089,87.093
12,2090,87.19
12,2091,87.287
12,2092,87.384
12,2093,87.482
12,2094,87.58
12,2095,87.68
12,2096,87.782
12,2097,87.885
12,2098,87.989
12,2099,88.095
24,1950,29.209
24,1951,29.407
24,1952,29.804
24,1953,30.201
24,1954,30.599
24,1955,30.997
24,1956,31.396
24,1957,31.796
24,1958,32.196
24,1959,32.597
24,1960,32.998
24,1961,33.399
24,1962,33.801
24,1963,34.203
24,1964,34.604
24,1965,35.007
24,1966,35.41
24,1967,35.816
24,1968,36.222
24,1969,36.627
24,1970,37.032
24,1971,37.439
24,1972,37.846
24,1973,38.247
24,1974,38.635
24,1975,38.998
24,1976,39.324
24,1977,39.605
24,1978,39.84
24,1979,40.029
24,1980,40.182
24,1981,40.311
24,1982,40.429
24,1983,40.547
24,1984,40.671
24,1985,40.794
24,1986,40.902
24,1987,40.988
24,1988,41.05
24,1989,41.1
24,1990,41.151
24,1991,41.221
24,1992,41.329
24,1993,41.495
24,1994,41.736
24,1995,42.073
24,1996,42.526
24,1997,43.088
24,1998,43.742
24,1999,44.468
24,2000,45.234
24,2001,46.004
24,2002,46.743
24,2003,47.425
24,2004,48.036
24,2005,48.572
24,2006,49.041
24,2007,49.471
24,2008,49.882
24,2009,50.286
24,2010,50.689
24,2011,51.094
24,2012,51.498
24,2013,51.899
24,2014,52.3
24,2015,52.698
24,2016,53.093
24,2017,53.483
24,2018,53.866
24,2019,54.245
24,2020,54.621
24,2021,54.995
24,2022,55.371
24,2023,55.75
24,2024,56.132
24,2025,56.518
24,2026,56.908
24,2027,57.3
24,2028,57.692
24,2029,58.084
24,2030,58.473
24,2031,58.861
24,2032,59.247
24,2033,59.63
24,2034,60.011
24,2035,60.387
24,2036,60.76
24,2037,61.128
24,2038,61.493
24,2039,61.853
24,2040,62.208
24,2041,62.559
24,2042,62.904
24,2043,63.244
24,2044,63.58
24,2045,63.91
24,2046,64.235
24,2047,64.556
24,2048,64.872
24,2049,65.184
24,2050,65.491
24,2051,65.793
24,2052,66.09
24,2053,66.381
24,2054,66.666
24,2055,66.946
24,2056,67.22
24,2057,67.489
24,2058,67.753
24,2059,68.012
24,2060,68.267
24,2061,68.517
24,2062,68.763
24,2063,69.005
24,2064,69.243
24,2065,69.476
24,2066,69.706
24,2067,69.933
24,2068,70.155
24,2069,70.374
24,2070,70.59
24,2071,70.803
24,2072,71.012
24,2073,71.217
24,2074,71.42
24,2075,71.619
24,2076,71.816
24,2077,72.008
24,2078,72.198
24,2079,72.385
24,2080,72.569
24,2081,72.751
24,2082,72.93
24,2083,73.108
24,2084,73.284
24,2085,73.458
24,2086,73.63
24,2087,73.799
24,2088,73.966
24,2089,74.13
24,2090,74.291
24,2091,74.45
24,2092,74.608
24,2093,74.763
24,2094,74.917
24,2095,75.069
24,2096,75.22
24,2097,75.369
24,2098,75.517
24,2099,75.663
28,1950,57.536
28,1951,57.786
28,1952,58.284
28,1953,58.779
28,1954,59.271
28,1955,59.759
28,1956,60.243
28,1957,60.722
28,1958,61.196
28,1959,61.661
28,1960,62.114
28,1961,62.555
28,1962,62.979
28,1963,63.386
28,1964,63.775
28,1965,64.149
28,1966,64.511
28,1967,64.865
28,1968,65.213
28,1969,65.558
28,1970,65.898
28,1971,66.232
28,1972,66.558
28,1973,66.875
28,1974,67.181
28,1975,67.479
28,1976,67.768
28,1977,68.051
28,1978,68.328
28,1979,68.602
28,1980,68.873
28,1981,69.141
28,1982,69.408
28,1983,69.671
28,1984,69.931
28,1985,70.186
28,1986,70.435
28,1987,70.675
28,1988,70.907
28,1989,71.132
28,1990,71.351
28,1991,71.568
28,1992,71.783
28,1993,72.0
28,1994,72.219
28,1995,72.441
28,1996,72.664
28,1997,72.888
28,1998,73.11
28,1999,73.329
28,2000,73.544
28,2001,73.755
28,2002,73.962
28,2003,74.163
28,2004,74.358
28,2005,74.548
28,2006,74.731
28,2007,74.908
28,2008,75.079
28,2009,75.246
28,2010,75.411
28,2011,75.574
28,2012,75.737
28,2013,75.901
28,2014,76.068
28,2015,76.236
28,2016,76.406
28,2017,76.577
28,2018,76.747
28,2019,76.917
28,2020,77.086
28,2021,77.255
28,2022,77.422
28,2023,77.589
28,2024,77.756
28,2025,77.921
28,2026,78.086
28,2027,78.25
28,2028,78.414
28,2029,78.577
28,2030,78.741
28,2031,78.904
28,2032,79.067
28,2033,79.231
28,2034,79.394
28,2035,79.558
28,2036,79.721
28,2037,79.884
28,2038,80.047
28,2039,80.209
28,2040,80.372
28,2041,80.536
28,2042,80.7
28,2043,80.866
28,2044,81.032
28,2045,81.2
28,2046,81.369
28,2047,81.539
28,2048,81.709
28,2049,81.878
28,2050,82.047
28,2051,82.216
28,2052,82.384
28,2053,82.552
28,2054,82.718
28,2055,82.882
28,2056,83.043
28,2057,83.201
28,2058,83.355
28,2059,83.506
28,2060,83.654
28,2061,83.799
28,2062,83.942
28,2063,84.083
28,2064,84.223
28,2065,84.361
28,2066,84.496
28,2067,84.629
28,2068,84.759
28,2069,84.885
28,2070,85.009
28,2071,85.129
28,2072,85.248
28,2073,85.364
28,2074,85.48
28,2075,85.596
28,2076,85.711
28,2077,85.828
28,2078,85.944
28,2079,86.062
28,2080,86.179
28,2081,86.296
28,2082,86.411
28,2083,86.524
28,2084,86.635
28,2085,86.745
28,2086,86.854
28,2087,86.964
28,2088,87.074
28,2089,87.185
28,2090,87.296
28,2091,87.406
28,2092,87.516
28,2093,87.624
28,2094,87.729
28,2095,87.833
28,2096,87.933
28,2097,88.031
28,2098,88.127
28,2099,88.219
31,1950,57.135
31,1951,57.342
31,1952,57.754
31,1953,58.166
31,1954,58.576
31,1955,58.985
31,1956,59.394
31,1957,59.802
31,1958,60.21
31,1959,60.62
31,1960,61.032
31,1961,61.447
31,1962,61.865
31,1963,62.284
31,1964,62.701
31,1965,63.117
31,1966,63.533
31,1967,63.945
31,1968,64.342
31,1969,64.712
31,1970,65.035
31,1971,65.287
31,1972,65.457
31,1973,65.545
31,1974,65.554
31,1975,65.496
31,1976,65.387
31,1977,65.254
31,1978,65.124
31,1979,65.017
31,1980,64.964
31,1981,64.996
31,1982,65.108
31,1983,65.283
31,1984,65.499
31,1985,65.695
31,1986,65.796
31,1987,65.757
31,1988,65.567
31,1989,65.246
31,1990,64.858
31,1991,64.494
31,1992,64.245
31,1993,64.171
31,1994,64.291
31,1995,64.591
31,1996,65.023
31,1997,65.511
31,1998,65.99
31,1999,66.438
31,2000,66.851
31,2001,67.249
31,2002,67.662
31,2003,68.105
31,2004,68.57
31,2005,69.033
31,2006,69.466
31,2007,69.842
31,2008,70.144
31,2009,70.368
31,2010,70.52
31,2011,70.616
31,2012,70.683
31,2013,70.745
31,2014,70.814
31,2015,70.896
31,2016,70.994
31,2017,71.099
31,2018,71.207
31,2019,71.316
31,2020,71.426
31,2021,71.536
31,2022,71.646
31,2023,71.755
31,2024,71.862
31,2025,71.967
31,2026,72.071
31,2027,72.174
31,2028,72.276
31,2029,72.378
31,2030,72.48
31,2031,72.582
31,2032,72.685
31,2033,72.788
31,2034,72.893
31,2035,73.001
31,2036,73.112
31,2037,73.227
31,2038,73.346
31,2039,73.468
31,2040,73.591
31,2041,73.715
31,2042,73.836
31,2043,73.954
31,2044,74.069
31,2045,74.182
31,2046,74.294
31,2047,74.407
31,2048,74.523
31,2049,74.64
31,2050,74.76
31,2051,74.88
31,2052,74.999
31,2053,75.117
31,2054,75.233
31,2055,75.348
31,2056,75.463
31,2057,75.579
31,2058,75.696
31,2059,75.816
31,2060,75.938
31,2061,76.062
31,2062,76.187
31,2063,76.311
31,2064,76.436
31,2065,76.561
31,2066,76.686
31,2067,76.813
31,2068,76.94
31,2069,77.069
31,2070,77.197
31,2071,77.324
31,2072,77.45
31,2073,77.574
31,2074,77.698
31,2075,77.821
31,2076,77.946
31,2077,78.074
31,2078,78.206
31,2079,78.342
31,2080,78.48
31,2081,78.621
31,2082,78.761
31,2083,78.9
31,2084,79.037
31,2085,79.173
31,2086,79.307
31,2087,79.441
31,2088,79.575
31,2089,79.71
31,2090,79.846
31,2091,79.983
31,2092,80.12
31,2093,80.257
31,2094,80.395
31,2095,80.533
31,2096,80.671
31,2097,80.809
31,2098,80.947
31,2099,81.085
32,1950,61.419
32,1951,61.729
32,1952,62.321
32,1953,62.854
32,1954,63.33
32,1955,63.748
32,1956,64.109
32,1957,64.413
32,1958,64.664
32,1959,64.865
32,1960,65.022
32,1961,65.141
32,1962,65.233
32,1963,65.311
32,1964,65.388
32,1965,65.481
32,1966,65.603
32,1967,65.76
32,1968,65.953
32,1969,66.184
32,1970,66.449
32,1971,66.74
32,1972,67.044
32,1973,67.349
32,1974,67.652
32,1975,67.95
32,1976,68.248
32,1977,68.549
32,1978,68.856
32,1979,69.164
32,1980,69.464
32,1981,69.746
32,1982,70.003
32,1983,70.234
32,1984,70.438
32,1985,70.623
32,1986,70.797
32,1987,70.971
32,1988,71.155
32,1989,71.352
32,1990,71.565
32,1991,71.79
32,1992,72.023
32,1993,72.256
32,1994,72.489
32,1995,72.719
32,1996,72.947
32,1997,73.173
32,1998,73.397
32,1999,73.618
32,2000,73.832
32,2001,74.039
32,2002,74.236
32,2003,74.424
32,2004,74.603
32,2005,74.775
32,2006,74.94
32,2007,75.102
32,2008,75.263
32,2009,75.424
32,2010,75.588
32,2011,75.756
32,2012,75.927
32,2013,76.101
32,2014,76.278
32,2015,76.457
32,2016,76.637
32,2017,76.817
32,2018,76.996
32,2019,77.174
32,2020,77.35
32,2021,77.525
32,2022,77.7
32,2023,77.875
32,2024,78.05
32,2025,78.226
32,2026,78.402
32,2027,78.578
32,2028,78.754
32,2029,78.931
32,2030,79.107
32,2031,79.283
32,2032,79.459
32,2033,79.635
32,2034,79.81
32,2035,79.986
32,2036,80.163
32,2037,80.341
32,2038,80.519
32,2039,80.698
32,2040,80.877
32,2041,81.055
32,2042,81.232
32,2043,81.406
32,2044,81.577
32,2045,81.745
32,2046,81.91
32,2047,82.073
32,2048,82.234
32,2049,82.394
32,2050,82.551
32,2051,82.708
32,2052,82.863
32,2053,83.017
32,2054,83.169
32,2055,83.319
32,2056,83.465
32,2057,83.607
32,2058,83.745
32,2059,83.879
32,2060,84.009
32,2061,84.136
32,2062,84.261
32,2063,84.385
32,2064,84.508
32,2065,84.631
32,2066,84.754
32,2067,84.877
32,2068,85.0
32,2069,85.123
32,2070,85.247
32,2071,85.37
32,2072,85.494
32,2073,85.618
32,2074,85.742
32,2075,85.865
32,2076,85.986
32,2077,86.106
32,2078,86.223
32,2079,86.34
32,2080,86.455
32,2081,86.569
32,2082,86.684
32,2083,86.798
32,2084,86.914
32,2085,87.03
32,2086,87.146
32,2087,87.262
32,2088,87.378
32,2089,87.493
32,2090,87.608
32,2091,87.722
32,2092,87.836
32,2093,87.949
32,2094,88.063
32,2095,88.176
32,2096,88.29
32,2097,88.403
32,2098,88.517
32,2099,88.63
36,1950,68.876
36,1951,69.026
36,1952,69.313
36,1953,69.58
36,1954,69.826
36,1955,70.05
36,1956,70.252
36,1957,70.431
36,1958,70.587
36,1959,70.717
36,1960,70.818
36,1961,70.891
36,1962,70.936
36,1963,70.957
36,1964,70.963
36,1965,70.961
36,1966,70.962
36,1967,70.974
36,1968,71.01
36,1969,71.079
36,1970,71.192
36,1971,71.361
36,1972,71.582
36,1973,71.852
36,1974,72.164
36,1975,72.512
36,1976,72.888
36,1977,73.277
36,1978,73.665
36,1979,74.042
36,1980,74.393
36,1981,74.708
36,1982,74.987
36,1983,75.235
36,1984,75.455
36,1985,75.658
36,1986,75.858
36,1987,76.07
36,1988,76.301
36,1989,76.554
36,1990,76.826
36,1991,77.107
36,1992,77.384
36,1993,77.649
36,1994,77.902
36,1995,78.145
36,1996,78.387
36,1997,78.637
36,1998,78.901
36,1999,79.177
36,2000,79.466
36,2001,79.761
36,2002,80.055
36,2003,80.34
36,2004,80.611
36,2005,80.862
36,2006,81.086
36,2007,81.286
36,2008,81.464
36,2009,81.622
36,2010,81.768
36,2011,81.909
36,2012,82.052
36,2013,82.203
36,2014,82.364
36,2015,82.537
36,2016,82.719
36,2017,82.906
36,2018,83.091
36,2019,83.272
36,2020,83.449
36,2021,83.619
36,2022,83.783
36,2023,83.942
36,2024,84.096
36,2025,84.244
36,2026,84.388
36,2027,84.529
36,2028,84.667
36,2029,84.803
36,2030,84.938
36,2031,85.072
36,2032,85.207
36,2033,85.341
36,2034,85.474
36,2035,85.608
36,2036,85.74
36,2037,85.871
36,2038,86.0
36,2039,86.128
36,2040,86.255
36,2041,86.381
36,2042,86.507
36,2043,86.633
36,2044,86.76
36,2045,86.886
36,2046,87.011
36,2047,87.135
36,2048,87.256
36,2049,87.376
36,2050,87.494
36,2051,87.612
36,2052,87.731
36,2053,87.852
36,2054,87.975
36,2055,88.099
36,2056,88.224
36,2057,88.349
36,2058,88.475
36,2059,88.599
36,2060,88.723
36,2061,88.845
36,2062,88.967
36,2063,89.089
36,2064,89.209
36,2065,89.33
36,2066,89.451
36,2067,89.571
36,2068,89.691
36,2069,89.812
36,2070,89.932
36,2071,90.052
36,2072,90.172
36,2073,90.291
36,2074,90.409
36,2075,90.526
36,2076,90.642
36,2077,90.757
36,2078,90.871
36,2079,90.984
36,2080,91.097
36,2081,91.209
36,2082,91.32
36,2083,91.432
36,2084,91.544
36,2085,91.657
36,2086,91.772
36,2087,91.887
36,2088,92.004
36,2089,92.122
36,2090,92.24
36,2091,92.36
36,2092,92.479
36,2093,92.598
36,2094,92.717
36,2095,92.835
36,2096,92.953
36,2097,93.07
36,2098,93.187
36,2099,93.302
40,1950,65.624
40,1951,65.777
40,1952,66.087
40,1953,66.407
40,1954,66.739
40,1955,67.08
40,1956,67.429
40,1957,67.784
40,1958,68.139
40,1959,68.487
40,1960,68.816
40,1961,69.117
40,1962,69.38
40,1963,69.6
40,1964,69.776
40,1965,69.91
40,1966,70.01
40,1967,70.09
40,1968,70.163
40,1969,70.242
40,1970,70.34
40,1971,70.468
40,1972,70.628
40,1973,70.82
40,1974,71.041
40,1975,71.286
40,1976,71.543
40,1977,71.8
40,1978,72.051
40,1979,72.294
40,1980,72.534
40,1981,72.783
40,1982,73.049
40,1983,73.338
40,1984,73.648
40,1985,73.972
40,1986,74.298
40,1987,74.615
40,1988,74.914
40,1989,75.194
40,1990,75.454
40,1991,75.7
40,1992,75.942
40,1993,76.188
40,1994,76.439
40,1995,76.7
40,1996,76.971
40,1997,77.249
40,1998,77.53
40,1999,77.813
40,2000,78.097
40,2001,78.38
40,2002,78.66
40,2003,78.934
40,2004,79.202
40,2005,79.461
40,2006,79.709
40,2007,79.947
40,2008,80.175
40,2009,80.393
40,2010,80.603
40,2011,80.806
40,2012,81.004
40,2013,81.198
40,2014,81.391
40,2015,81.583
40,2016,81.777
40,2017,81.971
40,2018,82.165
40,2019,82.359
40,2020,82.551
40,2021,82.742
40,2022,82.929
40,2023,83.111
40,2024,83.288
40,2025,83.459
40,2026,83.624
40,2027,83.785
40,2028,83.942
40,2029,84.095
40,2030,84.244
40,2031,84.389
40,2032,84.531
40,2033,84.669
40,2034,84.806
40,2035,84.941
40,2036,85.075
40,2037,85.209
40,2038,85.344
40,2039,85.48
40,2040,85.616
40,2041,85.752
40,2042,85.888
40,2043,86.023
40,2044,86.156
40,2045,86.288
40,2046,86.42
40,2047,86.55
40,2048,86.681
40,2049,86.811
40,2050,86.941
40,2051,87.07
40,2052,87.199
40,2053,87.327
40,2054,87.454
40,2055,87.58
40,2056,87.704
40,2057,87.827
40,2058,87.948
40,2059,88.067
40,2060,88.185
40,2061,88.303
40,2062,88.42
40,2063,88.536
40,2064,88.653
40,2065,88.769
40,2066,88.885
40,2067,89.0
40,2068,89.114
40,2069,89.229
40,2070,89.342
40,2071,89.456
40,2072,89.569
40,2073,89.682
40,2074,89.796
40,2075,89.91
40,2076,90.025
40,2077,90.14
40,2078,90.255
40,2079,90.371
40,2080,90.487
40,2081,90.604
40,2082,90.722
40,2083,90.841
40,2084,90.96
40,2085,91.078
40,2086,91.196
40,2087,91.311
40,2088,91.425
40,2089,91.537
40,2090,91.647
40,2091,91.757
40,2092,91.867
40,2093,91.978
40,2094,92.091
40,2095,92.206
40,2096,92.323
40,2097,92.443
40,2098,92.565
40,2099,92.69
44,1950,59.179
44,1951,59.395
44,1952,59.824
44,1953,60.242
44,1954,60.649
44,1955,61.047
44,1956,61.434
44,1957,61.81
44,1958,62.177
44,1959,62.534
44,1960,62.881
44,1961,63.22
44,1962,63.551
44,1963,63.873
44,1964,64.189
44,1965,64.498
44,1966,64.8
44,1967,65.095
44,1968,65.383
44,1969,65.665
44,1970,65.943
44,1971,66.218
44,1972,66.49
44,1973,66.759
44,1974,67.027
44,1975,67.291
44,1976,67.55
44,1977,67.803
44,1978,68.05
44,1979,68.29
44,1980,68.524
44,1981,68.755
44,1982,68.984
44,1983,69.212
44,1984,69.438
44,1985,69.663
44,1986,69.886
44,1987,70.104
44,1988,70.316
44,1989,70.518
44,1990,70.705
44,1991,70.869
44,1992,71.01
44,1993,71.131
44,1994,71.239
44,1995,71.351
44,1996,71.482
44,1997,71.646
44,1998,71.85
44,1999,72.093
44,2000,72.37
44,2001,72.668
44,2002,72.971
44,2003,73.264
44,2004,73.538
44,2005,73.787
44,2006,74.011
44,2007,74.216
44,2008,74.407
44,2009,74.586
44,2010,74.756
44,2011,74.92
44,2012,75.08
44,2013,75.238
44,2014,75.396
44,2015,75.556
44,2016,75.718
44,2017,75.881
44,2018,76.044
44,2019,76.206
44,2020,76.368
44,2021,76.53
44,2022,76.691
44,2023,76.851
44,2024,77.011
44,2025,77.169
44,2026,77.328
44,2027,77.486
44,2028,77.644
44,2029,77.802
44,2030,77.961
44,2031,78.121
44,2032,78.282
44,2033,78.445
44,2034,78.608
44,2035,78.772
44,2036,78.937
44,2037,79.102
44,2038,79.267
44,2039,79.431
44,2040,79.595
44,2041,79.758
44,2042,79.922
44,2043,80.086
44,2044,80.249
44,2045,80.414
44,2046,80.578
44,2047,80.742
44,2048,80.906
44,2049,81.07
44,2050,81.234
44,2051,81.397
44,2052,81.56
44,2053,81.722
44,2054,81.883
44,2055,82.044
44,2056,82.204
44,2057,82.365
44,2058,82.525
44,2059,82.685
44,2060,82.843
44,2061,82.998
44,2062,83.149
44,2063,83.296
44,2064,83.439
44,2065,83.578
44,2066,83.715
44,2067,83.85
44,2068,83.985
44,2069,84.12
44,2070,84.255
44,2071,84.388
44,2072,84.521
44,2073,84.651
44,2074,84.779
44,2075,84.906
44,2076,85.03
44,2077,85.153
44,2078,85.275
44,2079,85.395
44,2080,85.515
44,2081,85.634
44,2082,85.751
44,2083,85.868
44,2084,85.984
44,2085,86.098
44,2086,86.211
44,2087,86.323
44,2088,86.434
44,2089,86.544
44,2090,86.654
44,2091,86.764
44,2092,86.874
44,2093,86.985
44,2094,87.097
44,2095,87.21
44,2096,87.324
44,2097,87.44
44,2098,87.556
44,2099,87.675
48,1950,41.164
48,1951,41.583
48,1952,42.459
48,1953,43.406
48,1954,44.425
48,1955,45.515
48,1956,46.675
48,1957,47.9
48,1958,49.182
48,1959,50.509
48,1960,51.866
48,1961,53.232
48,1962,54.588
48,1963,55.91
48,1964,57.182
48,1965,58.389
48,1966,59.526
48,1967,60.599
48,1968,61.611
48,1969,62.562
48,1970,63.45
48,1971,64.276
48,1972,65.043
48,1973,65.757
48,1974,66.421
48,1975,67.04
48,1976,67.615
48,1977,68.151
48,1978,68.65
48,1979,69.116
48,1980,69.549
48,1981,69.95
48,1982,70.319
48,1983,70.656
48,1984,70.965
48,1985,71.248
48,1986,71.507
48,1987,71.745
48,1988,71.967
48,1989,72.177
48,1990,72.382
48,1991,72.587
48,1992,72.794
48,1993,73.004
48,1994,73.22
48,1995,73.44
48,1996,73.663
48,1997,73.885
48,1998,74.101
48,1999,74.31
48,2000,74.509
48,2001,74.696
