country_code,year,total_population_annual_doubling_time
222,1958,26.412
222,1959,25.424
222,1960,24.564
222,1961,23.905
222,1962,23.518
222,1963,23.447
222,1964,23.661
222,1965,24.062
222,1966,24.545
222,1967,25.04
222,1968,25.507
222,1969,25.943
222,1970,26.404
222,1971,26.965
222,1972,27.682
222,1973,28.599
222,1974,29.738
222,1975,31.026
222,1976,32.403
222,1977,34.0
222,1978,36.001
222,1979,38.462
222,1980,41.371
222,1981,44.58
222,1982,47.622
222,1983,49.908
222,1984,51.197
222,1985,51.973
222,1986,52.784
222,1987,53.44
222,1988,53.612
222,1989,53.435
222,1990,53.013
222,1991,52.674
222,1992,53.288
222,1993,55.707
222,1994,60.353
222,1995,67.127
222,1996,75.506
222,1997,85.075
222,1998,95.356
222,1999,105.652
222,2000,116.601
222,2001,129.675
222,2002,144.888
222,2003,161.035
222,2004,177.463
222,2005,194.111
222,2006,210.97
222,2007,226.46
222,2008,238.117
222,2009,244.736
222,2010,247.365
222,2011,247.424
222,2012,244.458
222,2013,237.997
222,2014,229.232
222,2015,219.407
222,2016,210.071
222,2017,203.461
222,2018,201.055
222,2019,202.751
222,2020,206.887
222,2021,211.758
222,2022,217.447
222,2023,224.67
222,2024,233.501
222,2025,244.557
222,2026,258.255
222,2027,273.529
222,2028,288.766
222,2029,303.758
222,2030,319.457
222,2031,338.55
222,2032,366.989
222,2033,414.199
222,2034,494.11
222,2035,630.373
222,2036,875.524
222,2037,1391.29
222,2038,3010.45
222,2039,-71825.646
222,2040,-2949.119
222,2041,-1503.431
222,2042,-1006.603
222,2043,-758.305
222,2044,-609.302
222,2045,-510.028
222,2046,-439.618
222,2047,-388.139
222,2048,-349.691
222,2049,-319.977
222,2050,-295.832
222,2051,-275.197
222,2052,-256.91
222,2053,-240.333
222,2054,-225.201
222,2055,-211.583
222,2056,-199.454
222,2057,-188.473
222,2058,-178.33
222,2059,-168.952
222,2060,-160.33
222,2061,-152.454
222,2062,-145.284
222,2063,-138.755
222,2064,-132.79
222,2065,-127.305
222,2066,-122.217
222,2067,-117.47
222,2068,-113.027
222,2069,-108.868
222,2070,-104.982
222,2071,-101.358
222,2072,-97.973
222,2073,-94.805
222,2074,-91.836
222,2075,-89.065
222,2076,-86.489
222,2077,-84.069
222,2078,-81.781
222,2079,-79.625
222,2080,-77.607
222,2081,-75.744
222,2082,-74.063
222,2083,-72.584
222,2084,-71.297
222,2085,-70.162
222,2086,-69.145
222,2087,-68.249
222,2088,-67.479
222,2089,-66.833
222,2090,-66.304
222,2091,-65.888
222,2092,-65.581
222,2093,-65.383
222,2094,-65.296
222,2095,-65.325
222,2096,-65.475
222,2097,-65.753
222,2098,-66.171
222,2099,-66.738
226,1950,34.924
226,1951,43.988
226,1952,72.279
226,1953,100.404
226,1954,103.442
226,1955,86.044
226,1956,68.866
226,1957,58.102
226,1958,53.253
226,1959,53.09
226,1960,56.389
226,1961,60.691
226,1962,60.732
226,1963,53.252
226,1964,43.573
226,1965,34.902
226,1966,29.379
226,1967,29.55
226,1968,41.608
226,1969,182.282
226,1970,-56.329
226,1971,-24.507
226,1972,-16.839
226,1973,-14.348
226,1974,-14.353
226,1975,-15.698
226,1976,-17.761
226,1977,-23.284
226,1978,-56.53
226,1979,56.779
226,1980,17.317
226,1981,10.641
226,1982,8.694
226,1983,8.63
226,1984,9.868
226,1985,12.316
226,1986,15.774
226,1987,19.571
226,1988,22.161
226,1989,22.169
226,1990,21.007
226,1991,20.265
226,1992,19.994
226,1993,19.925
226,1994,20.07
226,1995,20.281
226,1996,20.414
226,1997,20.479
226,1998,20.535
226,1999,20.591
226,2000,20.642
226,2001,20.702
226,2002,20.839
226,2003,21.106
226,2004,21.493
226,2005,21.952
226,2006,22.414
226,2007,22.786
226,2008,23.004
226,2009,23.077
226,2010,23.087
226,2011,23.126
226,2012,23.236
226,2013,23.432
226,2014,23.718
226,2015,24.053
226,2016,24.399
226,2017,24.764
226,2018,25.165
226,2019,25.6
226,2020,26.061
226,2021,26.539
226,2022,27.03
226,2023,27.532
226,2024,28.043
226,2025,28.563
226,2026,29.092
226,2027,29.624
226,2028,30.149
226,2029,30.666
226,2030,31.181
226,2031,31.7
226,2032,32.219
226,2033,32.736
226,2034,33.249
226,2035,33.762
226,2036,34.277
226,2037,34.793
226,2038,35.313
226,2039,35.835
226,2040,36.362
226,2041,36.896
226,2042,37.432
226,2043,37.961
226,2044,38.487
226,2045,39.018
226,2046,39.56
226,2047,40.131
226,2048,40.739
226,2049,41.386
226,2050,42.066
226,2051,42.77
226,2052,43.496
226,2053,44.248
226,2054,45.025
226,2055,45.829
226,2056,46.666
226,2057,47.544
226,2058,48.472
226,2059,49.452
226,2060,50.48
226,2061,51.547
226,2062,52.651
226,2063,53.789
226,2064,54.963
226,2065,56.178
226,2066,57.442
226,2067,58.757
226,2068,60.119
226,2069,61.537
226,2070,63.01
226,2071,64.543
226,2072,66.144
226,2073,67.823
226,2074,69.586
226,2075,71.428
226,2076,73.353
226,2077,75.364
226,2078,77.465
226,2079,79.657
226,2080,81.954
226,2081,84.361
226,2082,86.874
226,2083,89.498
226,2084,92.24
226,2085,95.107
226,2086,98.119
226,2087,101.293
226,2088,104.649
226,2089,108.203
226,2090,111.966
226,2091,115.941
226,2092,120.131
226,2093,124.551
226,2094,129.227
226,2095,134.171
226,2096,139.407
226,2097,144.98
226,2098,150.932
226,2099,157.286
231,1950,37.424
231,1951,37.026
231,1952,36.378
231,1953,35.929
231,1954,35.543
231,1955,35.108
231,1956,34.529
231,1957,33.75
231,1958,32.761
231,1959,31.619
231,1960,30.444
231,1961,29.384
231,1962,28.569
231,1963,28.07
231,1964,27.837
231,1965,27.87
231,1966,28.051
231,1967,27.941
231,1968,27.225
231,1969,26.106
231,1970,24.759
231,1971,23.588
231,1972,23.431
231,1973,24.971
231,1974,28.623
231,1975,34.942
231,1976,43.869
231,1977,51.244
231,1978,49.471
231,1979,40.475
231,1980,32.136
231,1981,26.818
231,1982,23.786
231,1983,22.265
231,1984,21.761
231,1985,21.714
231,1986,21.667
231,1987,21.442
231,1988,21.021
231,1989,20.459
231,1990,19.892
231,1991,19.474
231,1992,19.374
231,1993,19.692
231,1994,20.406
231,1995,21.375
231,1996,22.389
231,1997,23.24
231,1998,23.77
231,1999,23.955
231,2000,23.972
231,2001,24.02
231,2002,24.16
231,2003,24.396
231,2004,24.731
231,2005,25.112
231,2006,25.48
231,2007,25.814
231,2008,26.115
231,2009,26.383
231,2010,26.639
231,2011,26.908
231,2012,27.193
231,2013,27.495
231,2014,27.814
231,2015,28.149
231,2016,28.5
231,2017,28.87
231,2018,29.267
231,2019,29.692
231,2020,30.142
231,2021,30.615
231,2022,31.113
231,2023,31.643
231,2024,32.205
231,2025,32.795
231,2026,33.41
231,2027,34.057
231,2028,34.741
231,2029,35.463
231,2030,36.218
231,2031,37.002
231,2032,37.807
231,2033,38.629
231,2034,39.467
231,2035,40.328
231,2036,41.217
231,2037,42.133
231,2038,43.073
231,2039,44.039
231,2040,45.034
231,2041,46.061
231,2042,47.121
231,2043,48.215
231,2044,49.345
231,2045,50.515
231,2046,51.732
231,2047,52.998
231,2048,54.312
231,2049,55.682
231,2050,57.11
231,2051,58.606
231,2052,60.189
231,2053,61.88
231,2054,63.688
231,2055,65.612
231,2056,67.645
231,2057,69.791
231,2058,72.06
231,2059,74.46
231,2060,77.007
231,2061,79.718
231,2062,82.608
231,2063,85.693
231,2064,88.991
231,2065,92.523
231,2066,96.314
231,2067,100.4
231,2068,104.818
231,2069,109.61
231,2070,114.812
231,2071,120.468
231,2072,126.643
231,2073,133.416
231,2074,140.871
231,2075,149.102
231,2076,158.215
231,2077,168.33
231,2078,179.59
231,2079,192.185
231,2080,206.37
231,2081,222.478
231,2082,240.913
231,2083,262.19
231,2084,286.983
231,2085,316.216
231,2086,351.119
231,2087,393.255
231,2088,444.791
231,2089,509.109
231,2090,591.792
231,2091,702.346
231,2092,858.026
231,2093,1093.513
231,2094,1490.181
231,2095,2294.965
231,2096,4780.131
231,2097,-128510.586
231,2098,-4663.663
231,2099,-2439.244
232,1950,38.949
232,1951,37.906
232,1952,36.126
232,1953,34.754
232,1954,33.667
232,1955,32.776
232,1956,32.017
232,1957,31.341
232,1958,30.718
232,1959,30.133
232,1960,29.586
232,1961,29.096
232,1962,28.682
232,1963,28.353
232,1964,28.094
232,1965,27.88
232,1966,27.675
232,1967,27.414
232,1968,27.054
232,1969,26.615
232,1970,26.156
232,1971,25.735
232,1972,25.394
232,1973,25.15
232,1974,24.993
232,1975,24.912
232,1976,24.872
232,1977,24.769
232,1978,24.532
232,1979,24.199
232,1980,24.014
232,1981,24.1
232,1982,24.156
232,1983,23.912
232,1984,23.506
232,1985,22.841
232,1986,22.229
232,1987,22.937
232,1988,26.558
232,1989,35.931
232,1990,62.293
232,1991,202.777
232,1992,-444.906
232,1993,-343.065
232,1994,329.506
232,1995,80.43
232,1996,46.136
232,1997,33.666
232,1998,27.427
232,1999,24.06
232,2000,21.784
232,2001,20.027
232,2002,19.218
232,2003,19.685
232,2004,21.403
232,2005,24.217
232,2006,27.709
232,2007,31.102
232,2008,33.31
232,2009,33.696
232,2010,33.175
232,2011,32.782
232,2012,32.418
232,2013,31.768
232,2014,30.954
232,2015,30.056
232,2016,29.207
232,2017,28.671
232,2018,28.624
232,2019,29.033
232,2020,29.69
232,2021,30.36
232,2022,30.96
232,2023,31.47
232,2024,31.871
232,2025,32.237
232,2026,32.636
232,2027,33.038
232,2028,33.389
232,2029,33.692
232,2030,33.977
232,2031,34.278
232,2032,34.601
232,2033,34.946
232,2034,35.321
232,2035,35.721
232,2036,36.151
232,2037,36.637
232,2038,37.207
232,2039,37.865
232,2040,38.588
232,2041,39.35
232,2042,40.165
232,2043,41.052
232,2044,42.011
232,2045,43.032
232,2046,44.096
232,2047,45.185
232,2048,46.28
232,2049,47.374
232,2050,48.483
232,2051,49.625
232,2052,50.786
232,2053,51.944
232,2054,53.099
232,2055,54.263
232,2056,55.449
232,2057,56.668
232,2058,57.921
232,2059,59.215
232,2060,60.55
232,2061,61.926
232,2062,63.334
232,2063,64.767
232,2064,66.231
232,2065,67.732
232,2066,69.291
232,2067,70.953
232,2068,72.76
232,2069,74.728
232,2070,76.834
232,2071,79.041
232,2072,81.332
232,2073,83.696
232,2074,86.132
232,2075,88.665
232,2076,91.323
232,2077,94.119
232,2078,97.058
232,2079,100.148
232,2080,103.398
232,2081,106.813
232,2082,110.397
232,2083,114.156
232,2084,118.101
232,2085,122.241
232,2086,126.596
232,2087,131.217
232,2088,136.161
232,2089,141.451
232,2090,147.077
232,2091,153.013
232,2092,159.227
232,2093,165.7
232,2094,172.427
232,2095,179.413
232,2096,186.673
232,2097,194.224
232,2098,202.093
232,2099,210.306
233,1950,62.649
233,1951,63.639
233,1952,65.921
233,1953,68.596
233,1954,71.266
233,1955,73.414
233,1956,74.453
233,1957,73.891
233,1958,71.592
233,1959,67.972
233,1960,63.911
233,1961,60.367
233,1962,58.092
233,1963,57.52
233,1964,58.544
233,1965,60.519
233,1966,62.705
233,1967,64.872
233,1968,67.028
233,1969,69.085
233,1970,71.197
233,1971,73.602
233,1972,76.358
233,1973,79.465
233,1974,82.935
233,1975,86.773
233,1976,90.891
233,1977,94.846
233,1978,98.136
233,1979,100.607
233,1980,104.964
233,1981,112.899
233,1982,117.896
233,1983,112.138
233,1984,99.872
233,1985,85.034
233,1986,73.948
233,1987,76.297
233,1988,115.308
233,1989,2081.835
233,1990,-99.312
233,1991,-48.132
233,1992,-34.976
233,1993,-32.383
233,1994,-36.781
233,1995,-50.627
233,1996,-84.358
233,1997,-171.746
233,1998,-330.709
233,1999,-268.486
233,2000,-160.581
233,2001,-117.503
233,2002,-101.584
233,2003,-99.215
233,2004,-109.778
233,2005,-132.612
233,2006,-163.743
233,2007,-197.717
233,2008,-226.01
233,2009,-235.877
233,2010,-232.422
233,2011,-228.734
233,2012,-228.926
233,2013,-233.517
233,2014,-243.564
233,2015,-256.335
233,2016,-266.775
233,2017,-270.051
233,2018,-263.525
233,2019,-248.617
233,2020,-230.843
233,2021,-214.461
233,2022,-200.236
233,2023,-187.919
233,2024,-177.451
233,2025,-168.226
233,2026,-159.876
233,2027,-152.785
233,2028,-147.268
233,2029,-143.152
233,2030,-139.875
233,2031,-137.107
233,2032,-135.234
233,2033,-134.703
233,2034,-135.467
233,2035,-137.089
233,2036,-139.081
233,2037,-141.178
233,2038,-143.238
233,2039,-145.086
233,2040,-146.909
233,2041,-148.849
233,2042,-150.466
233,2043,-151.26
233,2044,-151.204
233,2045,-150.595
233,2046,-149.733
233,2047,-148.662
233,2048,-147.263
233,2049,-145.59
233,2050,-143.723
233,2051,-141.738
233,2052,-139.719
233,2053,-137.695
233,2054,-135.702
233,2055,-133.775
233,2056,-131.934
233,2057,-130.187
233,2058,-128.483
233,2059,-126.898
233,2060,-125.468
233,2061,-124.186
233,2062,-123.213
233,2063,-122.675
233,2064,-122.602
233,2065,-122.866
233,2066,-123.351
233,2067,-124.089
233,2068,-125.118
233,2069,-126.457
233,2070,-128.074
233,2071,-129.982
233,2072,-132.261
233,2073,-135.059
233,2074,-138.417
233,2075,-142.27
233,2076,-146.52
233,2077,-151.017
233,2078,-155.564
233,2079,-160.063
233,2080,-164.653
233,2081,-169.473
233,2082,-174.767
233,2083,-180.673
233,2084,-187.23
233,2085,-194.307
233,2086,-201.529
233,2087,-208.457
233,2088,-214.671
233,2089,-219.906
233,2090,-224.166
233,2091,-227.586
233,2092,-230.275
233,2093,-232.167
233,2094,-233.125
233,2095,-232.899
233,2096,-231.188
233,2097,-227.791
233,2098,-222.599
233,2099,-215.613
242,1950,28.116
242,1951,26.011
242,1952,23.315
242,1953,22.172
242,1954,21.816
242,1955,21.838
242,1956,21.947
242,1957,21.918
242,1958,21.615
242,1959,21.058
242,1960,20.439
242,1961,20.028
242,1962,20.111
242,1963,20.925
242,1964,22.536
242,1965,24.819
242,1966,27.452
242,1967,29.96
242,1968,31.789
242,1969,32.645
242,1970,32.889
242,1971,33.073
242,1972,33.43
242,1973,34.022
242,1974,34.855
242,1975,36.095
242,1976,37.582
242,1977,38.008
242,1978,36.31
242,1979,33.294
242,1980,29.979
242,1981,27.422
242,1982,26.896
242,1983,29.482
242,1984,36.852
242,1985,54.09
242,1986,98.741
242,1987,228.637
242,1988,345.82
242,1989,176.266
242,1990,93.319
242,1991,64.186
242,1992,52.829
242,1993,49.533
242,1994,51.813
242,1995,57.111
242,1996,62.615
242,1997,69.369
242,1998,81.303
242,1999,102.394
242,2000,145.497
242,2001,252.392
242,2002,468.856
242,2003,425.163
242,2004,218.652
242,2005,126.257
242,2006,88.946
242,2007,73.213
242,2008,68.263
242,2009,70.495
242,2010,77.012
242,2011,84.61
242,2012,92.057
242,2013,99.279
242,2014,105.393
242,2015,111.531
242,2016,119.59
242,2017,129.616
242,2018,140.678
242,2019,152.727
242,2020,166.278
242,2021,182.147
242,2022,200.342
242,2023,220.454
242,2024,242.497
242,2025,267.344
242,2026,296.717
242,2027,331.778
242,2028,374.298
242,2029,427.423
242,2030,495.454
242,2031,586.658
242,2032,718.047
242,2033,930.422
242,2034,1334.764
242,2035,2370.651
242,2036,10470.676
242,2037,-4319.38
242,2038,-1768.119
242,2039,-1104.511
242,2040,-803.67
242,2041,-633.426
242,2042,-521.563
242,2043,-441.062
242,2044,-380.952
242,2045,-334.61
242,2046,-298.947
242,2047,-272.428
242,2048,-253.677
242,2049,-240.374
242,2050,-230.148
242,2051,-221.25
242,2052,-212.657
242,2053,-203.973
242,2054,-195.227
242,2055,-186.982
242,2056,-179.635
242,2057,-173.202
242,2058,-167.508
242,2059,-162.497
242,2060,-158.025
242,2061,-153.837
242,2062,-149.945
242,2063,-146.303
242,2064,-142.873
242,2065,-139.67
242,2066,-136.675
242,2067,-133.947
242,2068,-131.478
242,2069,-129.249
242,2070,-127.216
242,2071,-125.298
242,2072,-123.489
242,2073,-121.783
242,2074,-120.15
242,2075,-118.598
242,2076,-117.112
242,2077,-115.713
242,2078,-114.419
242,2079,-113.193
242,2080,-112.021
242,2081,-110.867
242,2082,-109.719
242,2083,-108.589
242,2084,-107.476
242,2085,-106.379
242,2086,-105.299
242,2087,-104.131
242,2088,-102.788
242,2089,-101.29
242,2090,-99.724
242,2091,-98.226
242,2092,-96.866
242,2093,-95.682
242,2094,-94.676
242,2095,-93.815
242,2096,-93.088
242,2097,-92.429
242,2098,-91.831
242,2099,-91.275
246,1950,67.472
246,1951,64.685
246,1952,61.276
246,1953,60.81
246,1954,62.392
246,1955,65.549
246,1956,69.909
246,1957,75.035
246,1958,80.358
246,1959,85.41
246,1960,90.293
246,1961,96.065
246,1962,105.045
246,1963,121.165
246,1964,150.105
246,1965,206.055
246,1966,323.979
246,1967,521.083
246,1968,551.255
246,1969,363.946
246,1970,231.682
246,1971,168.281
246,1972,141.793
246,1973,137.779
246,1974,152.461
246,1975,186.607
246,1976,238.287
246,1977,283.907
246,1978,276.621
246,1979,223.801
246,1980,173.802
246,1981,142.628
246,1982,127.955
246,1983,126.72
246,1984,137.933
246,1985,161.469
246,1986,194.64
246,1987,223.696
246,1988,224.977
246,1989,197.848
246,1990,166.22
246,1991,144.137
246,1992,134.024
246,1993,135.958
246,1994,150.907
246,1995,179.109
246,1996,218.054
246,1997,261.872
246,1998,297.325
246,1999,307.917
246,2000,303.232
246,2001,297.841
246,2002,284.384
246,2003,256.262
246,2004,222.624
246,2005,192.671
246,2006,169.97
246,2007,154.172
246,2008,144.041
246,2009,138.334
246,2010,134.496
246,2011,131.352
246,2012,131.362
246,2013,137.382
246,2014,150.695
246,2015,172.386
246,2016,202.438
246,2017,236.062
246,2018,261.545
246,2019,269.535
246,2020,266.515
246,2021,264.315
246,2022,267.085
246,2023,276.071
246,2024,293.369
246,2025,316.842
246,2026,342.72
246,2027,372.259
246,2028,409.993
246,2029,458.947
246,2030,522.371
246,2031,604.368
246,2032,712.003
246,2033,856.491
246,2034,1054.919
246,2035,1346.618
246,2036,1811.862
246,2037,2553.402
246,2038,3610.17
246,2039,4791.929
246,2040,5828.335
246,2041,6630.488
246,2042,6670.118
246,2043,5704.935
246,2044,4466.618
246,2045,3438.858
246,2046,2716.745
246,2047,2251.275
246,2048,1964.404
246,2049,1783.922
246,2050,1648.839
246,2051,1529.092
246,2052,1427.22
246,2053,1348.817
246,2054,1288.994
246,2055,1241.814
246,2056,1202.359
246,2057,1167.436
246,2058,1135.024
246,2059,1105.027
246,2060,1079.525
246,2061,1059.958
246,2062,1046.006
246,2063,1037.376
246,2064,1034.329
246,2065,1036.221
246,2066,1043.498
246,2067,1059.011
246,2068,1085.526
246,2069,1124.994
246,2070,1175.006
246,2071,1233.326
246,2072,1310.671
246,2073,1424.077
246,2074,1587.199
246,2075,1816.771
246,2076,2124.692
246,2077,2484.021
246,2078,2806.791
246,2079,3014.346
246,2080,3125.535
246,2081,3221.93
246,2082,3358.83
246,2083,3572.706
246,2084,3899.938
246,2085,4329.6
246,2086,4807.695
246,2087,5305.231
246,2088,5811.403
246,2089,6275.061
246,2090,6728.459
246,2091,7232.913
246,2092,7849.201
246,2093,8681.02
246,2094,9839.228
246,2095,11449.78
246,2096,13783.265
246,2097,17200.662
246,2098,22366.399
246,2099,30638.578
250,1950,151.996
250,1951,120.115
250,1952,89.948
250,1953,78.755
250,1954,74.394
250,1955,72.845
250,1956,71.849
250,1957,69.81
250,1958,65.902
250,1959,60.575
250,1960,55.244
250,1961,51.319
250,1962,49.851
250,1963,51.672
250,1964,57.269
250,1965,67.23
250,1966,81.529
250,1967,96.42
250,1968,103.042
250,1969,97.619
250,1970,87.299
250,1971,79.25
250,1972,76.306
250,1973,79.812
250,1974,91.545
250,1975,113.774
250,1976,148.008
250,1977,188.942
250,1978,213.834
250,1979,203.075
250,1980,177.858
250,1981,158.386
250,1982,145.394
250,1983,136.584
250,1984,131.473
250,1985,127.556
250,1986,123.426
250,1987,121.042
250,1988,122.403
250,1989,127.612
250,1990,135.342
250,1991,143.712
250,1992,152.277
250,1993,161.155
250,1994,169.531
250,1995,178.813
250,1996,188.991
250,1997,191.71
250,1998,179.384
250,1999,157.715
250,2000,136.316
250,2001,120.251
250,2002,110.631
250,2003,107.073
250,2004,108.593
250,2005,112.982
250,2006,117.876
250,2007,122.786
250,2008,128.011
250,2009,133.256
250,2010,139.08
250,2011,146.003
250,2012,152.931
250,2013,158.195
250,2014,161.376
250,2015,163.234
250,2016,164.983
250,2017,167.468
250,2018,171.219
250,2019,176.434
250,2020,182.597
250,2021,188.831
250,2022,194.405
250,2023,198.788
250,2024,201.796
250,2025,204.074
250,2026,206.409
250,2027,208.912
250,2028,211.484
250,2029,214.265
250,2030,217.188
250,2031,220.32
250,2032,224.294
250,2033,229.826
250,2034,237.154
250,2035,245.889
250,2036,255.55
250,2037,266.391
250,2038,278.953
250,2039,293.412
250,2040,309.765
250,2041,327.874
250,2042,347.573
250,2043,368.636
250,2044,390.782
250,2045,414.357
250,2046,439.424
250,2047,463.879
250,2048,484.693
250,2049,500.499
250,2050,512.227
250,2051,521.716
250,2052,529.693
250,2053,536.327
250,2054,541.793
250,2055,545.466
250,2056,546.631
250,2057,545.239
250,2058,541.577
250,2059,535.884
250,2060,528.839
250,2061,520.959
250,2062,512.022
250,2063,501.844
250,2064,490.844
250,2065,479.755
250,2066,469.309
250,2067,460.018
250,2068,452.179
250,2069,445.884
250,2070,440.696
250,2071,436.386
250,2072,433.654
250,2073,433.237
250,2074,435.129
250,2075,438.599
250,2076,442.967
250,2077,448.49
250,2078,455.632
250,2079,464.342
250,2080,474.543
250,2081,485.881
250,2082,497.311
250,2083,507.748
250,2084,516.949
250,2085,525.872
250,2086,535.654
250,2087,546.339
250,2088,557.616
250,2089,569.708
250,2090,582.992
250,2091,597.92
250,2092,615.004
250,2093,634.809
250,2094,658.002
250,2095,685.405
250,2096,718.079
250,2097,757.436
250,2098,805.449
250,2099,864.968
254,1950,23.371
254,1951,25.631
254,1952,30.585
254,1953,34.894
254,1954,37.544
254,1955,37.814
254,1956,35.803
254,1957,32.376
254,1958,28.508
254,1959,24.911
254,1960,21.933
254,1961,19.647
254,1962,18.066
254,1963,17.083
254,1964,16.53
254,1965,16.171
254,1966,15.898
254,1967,15.939
254,1968,16.521
254,1969,17.657
254,1970,19.135
254,1971,20.597
254,1972,21.795
254,1973,22.527
254,1974,22.649
254,1975,22.43
254,1976,22.016
254,1977,21.097
254,1978,19.545
254,1979,17.72
254,1980,16.185
254,1981,15.095
254,1982,14.147
254,1983,13.178
254,1984,12.309
254,1985,11.571
254,1986,11.066
254,1987,11.054
254,1988,11.735
254,1989,13.185
254,1990,15.348
254,1991,17.941
254,1992,20.436
254,1993,22.083
254,1994,22.405
254,1995,22.183
254,1996,22.09
254,1997,21.541
254,1998,20.065
254,1999,18.207
254,2000,16.452
254,2001,15.161
254,2002,14.694
254,2003,15.242
254,2004,16.845
254,2005,19.414
254,2006,22.577
254,2007,25.526
254,2008,27.119
254,2009,26.868
254,2010,25.777
254,2011,24.908
254,2012,24.536
254,2013,24.666
254,2014,25.298
254,2015,26.174
254,2016,26.994
254,2017,27.68
254,2018,28.248
254,2019,28.687
254,2020,29.068
254,2021,29.463
254,2022,29.867
254,2023,30.247
254,2024,30.608
254,2025,30.961
254,2026,31.312
254,2027,31.669
254,2028,32.045
254,2029,32.439
254,2030,32.846
254,2031,33.273
254,2032,33.719
254,2033,34.192
254,2034,34.703
254,2035,35.24
254,2036,35.798
254,2037,36.385
254,2038,37.01
254,2039,37.674
254,2040,38.367
254,2041,39.09
254,2042,39.831
254,2043,40.584
254,2044,41.356
254,2045,42.142
254,2046,42.948
254,2047,43.78
254,2048,44.65
254,2049,45.558
254,2050,46.49
254,2051,47.441
254,2052,48.378
254,2053,49.28
254,2054,50.157
254,2055,51.015
254,2056,51.876
254,2057,52.744
254,2058,53.603
254,2059,54.457
254,2060,55.314
254,2061,56.175
254,2062,57.06
254,2063,57.968
254,2064,58.898
254,2065,59.865
254,2066,60.857
254,2067,61.855
254,2068,62.872
254,2069,63.914
254,2070,64.971
254,2071,66.067
254,2072,67.209
254,2073,68.422
254,2074,69.705
254,2075,71.044
254,2076,72.436
254,2077,73.886
254,2078,75.391
254,2079,76.955
254,2080,78.593
254,2081,80.298
254,2082,82.081
254,2083,83.93
254,2084,85.854
254,2085,87.859
254,2086,89.952
254,2087,92.152
254,2088,94.501
254,2089,97.012
254,2090,99.65
254,2091,102.391
254,2092,105.213
254,2093,108.091
254,2094,111.004
254,2095,113.959
254,2096,116.988
254,2097,120.082
254,2098,123.229
254,2099,126.492
258,1950,23.361
258,1951,23.888
258,1952,25.2
258,1953,26.883
258,1954,28.624
258,1955,29.968
258,1956,30.385
258,1957,29.499
258,1958,27.399
258,1959,24.704
258,1960,22.119
258,1961,20.115
258,1962,18.927
258,1963,18.587
258,1964,18.922
258,1965,19.622
258,1966,20.339
258,1967,20.835
258,1968,20.998
258,1969,20.84
258,1970,20.561
258,1971,20.367
258,1972,20.386
258,1973,20.672
258,1974,21.211
258,1975,21.914
258,1976,22.64
258,1977,23.219
258,1978,23.517
258,1979,23.559
258,1980,23.525
258,1981,23.593
258,1982,23.8
258,1983,24.129
258,1984,24.609
258,1985,25.11
258,1986,25.599
258,1987,26.494
258,1988,28.285
258,1989,31.175
258,1990,35.341
258,1991,40.55
258,1992,44.94
258,1993,45.751
258,1994,42.849
258,1995,38.792
258,1996,35.647
258,1997,34.101
258,1998,34.321
258,1999,36.314
258,2000,39.505
258,2001,43.049
258,2002,46.761
258,2003,50.799
258,2004,54.966
258,2005,59.657
258,2006,65.205
258,2007,70.122
258,2008,72.149
258,2009,70.935
258,2010,68.203
258,2011,65.772
258,2012,64.291
258,2013,63.883
258,2014,64.659
258,2015,65.833
258,2016,66.895
258,2017,69.306
258,2018,75.078
258,2019,85.607
258,2020,102.862
258,2021,128.56
258,2022,156.849
258,2023,168.64
258,2024,155.774
258,2025,134.727
258,2026,118.768
258,2027,110.399
258,2028,109.327
258,2029,115.324
258,2030,126.335
258,2031,139.04
258,2032,151.875
258,2033,164.597
258,2034,176.223
258,2035,187.765
258,2036,201.68
258,2037,218.074
258,2038,235.182
258,2039,252.861
258,2040,271.751
258,2041,292.75
258,2042,315.974
258,2043,341.202
258,2044,368.81
258,2045,399.321
258,2046,434.304
258,2047,477.279
258,2048,531.289
258,2049,601.932
258,2050,697.047
258,2051,830.395
258,2052,1035.491
258,2053,1403.631
258,2054,2295.842
258,2055,6753.843
258,2056,-7175.979
258,2057,-2391.538
258,2058,-1452.529
258,2059,-1054.576
258,2060,-836.497
258,2061,-693.912
258,2062,-595.688
258,2063,-525.802
258,2064,-474.313
258,2065,-434.311
258,2066,-401.444
258,2067,-374.298
258,2068,-352.105
258,2069,-334.254
258,2070,-319.156
258,2071,-305.693
258,2072,-293.625
258,2073,-283.113
258,2074,-273.762
258,2075,-265.262
258,2076,-257.662
258,2077,-250.572
258,2078,-243.945
258,2079,-237.351
258,2080,-231.176
258,2081,-225.728
258,2082,-220.822
258,2083,-216.837
258,2084,-213.694
258,2085,-211.025
258,2086,-208.701
258,2087,-206.706
258,2088,-205.223
258,2089,-204.236
258,2090,-203.641
258,2091,-203.239
258,2092,-203.132
258,2093,-203.418
258,2094,-203.71
258,2095,-204.308
258,2096,-205.019
258,2097,-205.949
258,2098,-207.314
258,2099,-208.82
262,1950,33.201
262,1951,31.977
262,1952,30.298
262,1953,29.374
262,1954,28.352
262,1955,26.674
262,1956,24.166
262,1957,21.097
262,1958,17.961
262,1959,15.218
262,1960,13.107
262,1961,11.655
262,1962,10.798
262,1963,10.435
262,1964,10.405
262,1965,10.436
262,1966,10.372
262,1967,10.359
