country_code,year,total_population_annual_doubling_time
4,1950,61.891
4,1951,59.519
4,1952,55.333
4,1953,51.796
4,1954,48.782
4,1955,46.198
4,1956,43.971
4,1957,42.043
4,1958,40.365
4,1959,38.895
4,1960,37.593
4,1961,36.42
4,1962,35.345
4,1963,34.344
4,1964,33.411
4,1965,32.785
4,1966,32.48
4,1967,31.887
4,1968,30.577
4,1969,28.875
4,1970,27.388
4,1971,26.563
4,1972,26.637
4,1973,27.82
4,1974,30.427
4,1975,33.788
4,1976,37.525
4,1977,46.162
4,1978,80.505
4,1979,-1645.498
4,1980,-63.611
4,1981,-32.944
4,1982,-24.4
4,1983,-22.574
4,1984,-25.546
4,1985,-34.175
4,1986,-54.414
4,1987,-250.295
4,1988,58.814
4,1989,23.482
4,1990,14.308
4,1991,10.647
4,1992,9.389
4,1993,9.647
4,1994,11.228
4,1995,14.331
4,1996,19.115
4,1997,24.223
4,1998,25.581
4,1999,22.243
4,2000,18.365
4,2001,15.983
4,2002,15.085
4,2003,15.482
4,2004,17.17
4,2005,20.033
4,2006,23.579
4,2007,26.642
4,2008,27.665
4,2009,26.343
4,2010,24.232
4,2011,22.654
4,2012,22.005
4,2013,22.367
4,2014,23.752
4,2015,25.85
4,2016,28.139
4,2017,30.233
4,2018,31.859
4,2019,32.826
4,2020,33.444
4,2021,34.127
4,2022,34.926
4,2023,35.765
4,2024,36.667
4,2025,37.592
4,2026,38.49
4,2027,39.38
4,2028,40.297
4,2029,41.253
4,2030,42.241
4,2031,43.266
4,2032,44.363
4,2033,45.577
4,2034,46.92
4,2035,48.374
4,2036,49.915
4,2037,51.542
4,2038,53.265
4,2039,55.091
4,2040,57.028
4,2041,59.095
4,2042,61.313
4,2043,63.71
4,2044,66.301
4,2045,69.093
4,2046,72.086
4,2047,75.269
4,2048,78.634
4,2049,82.189
4,2050,85.986
4,2051,90.082
4,2052,94.484
4,2053,99.18
4,2054,104.205
4,2055,109.634
4,2056,115.577
4,2057,122.156
4,2058,129.511
4,2059,137.806
4,2060,147.192
4,2061,157.861
4,2062,170.165
4,2063,184.612
4,2064,201.817
4,2065,222.544
4,2066,247.876
4,2067,279.574
4,2068,320.485
4,2069,375.253
4,2070,451.929
4,2071,566.522
4,2072,757.576
4,2073,1142.725
4,2074,2317.041
4,2075,-126222.206
4,2076,-2275.619
4,2077,-1166.24
4,2078,-795.267
4,2079,-610.346
4,2080,-498.961
4,2081,-423.976
4,2082,-370.212
4,2083,-330.047
4,2084,-298.988
4,2085,-274.276
4,2086,-254.192
4,2087,-237.688
4,2088,-224.025
4,2089,-212.593
4,2090,-202.895
4,2091,-194.556
4,2092,-187.31
4,2093,-180.971
4,2094,-175.413
4,2095,-170.548
4,2096,-166.309
4,2097,-162.644
4,2098,-159.512
4,2099,-156.884
8,1950,36.335
8,1951,33.782
8,1952,30.142
8,1953,28.002
8,1954,26.69
8,1955,25.843
8,1956,25.237
8,1957,24.728
8,1958,24.232
8,1959,23.732
8,1960,23.29
8,1961,23.012
8,1962,23.023
8,1963,23.422
8,1964,24.194
8,1965,25.217
8,1966,26.314
8,1967,27.327
8,1968,28.131
8,1969,28.687
8,1970,29.118
8,1971,29.566
8,1972,30.052
8,1973,30.552
8,1974,31.067
8,1975,31.57
8,1976,32.034
8,1977,32.466
8,1978,32.882
8,1979,33.278
8,1980,34.078
8,1981,35.404
8,1982,36.032
8,1983,34.813
8,1984,32.422
8,1985,29.541
8,1986,27.301
8,1987,27.701
8,1988,33.389
8,1989,53.21
8,1990,207.797
8,1991,-110.693
8,1992,-52.217
8,1993,-44.237
8,1994,-52.645
8,1995,-88.89
8,1996,-301.413
8,1997,395.25
8,1998,192.251
8,1999,226.293
8,2000,467.919
8,2001,3773.982
8,2002,-613.795
8,2003,-223.009
8,2004,-123.216
8,2005,-80.462
8,2006,-59.212
8,2007,-50.434
8,2008,-50.857
8,2009,-61.511
8,2010,-91.877
8,2011,-188.921
8,2012,-1465.36
8,2013,443.966
8,2014,299.026
8,2015,286.342
8,2016,272.958
8,2017,256.728
8,2018,253.169
8,2019,258.081
8,2020,275.196
8,2021,312.301
8,2022,375.509
8,2023,473.024
8,2024,633.924
8,2025,982.037
8,2026,2493.282
8,2027,-3927.407
8,2028,-1089.924
8,2029,-633.823
8,2030,-446.939
8,2031,-345.56
8,2032,-284.067
8,2033,-244.559
8,2034,-217.671
8,2035,-197.75
8,2036,-181.962
8,2037,-169.661
8,2038,-160.504
8,2039,-153.708
8,2040,-148.47
8,2041,-144.183
8,2042,-140.521
8,2043,-137.321
8,2044,-134.464
8,2045,-131.933
8,2046,-129.768
8,2047,-128.004
8,2048,-126.652
8,2049,-125.631
8,2050,-124.818
8,2051,-124.046
8,2052,-123.025
8,2053,-121.528
8,2054,-119.548
8,2055,-117.327
8,2056,-115.101
8,2057,-112.797
8,2058,-110.304
8,2059,-107.667
8,2060,-104.962
8,2061,-102.291
8,2062,-99.752
8,2063,-97.414
8,2064,-95.278
8,2065,-93.259
8,2066,-91.27
8,2067,-89.308
8,2068,-87.388
8,2069,-85.502
8,2070,-83.673
8,2071,-81.907
8,2072,-80.163
8,2073,-78.407
8,2074,-76.649
8,2075,-74.941
8,2076,-73.328
8,2077,-71.8
8,2078,-70.337
8,2079,-68.954
8,2080,-67.665
8,2081,-66.494
8,2082,-65.475
8,2083,-64.633
8,2084,-63.97
8,2085,-63.451
8,2086,-63.051
8,2087,-62.846
8,2088,-62.924
8,2089,-63.291
8,2090,-63.89
8,2091,-64.652
8,2092,-65.528
8,2093,-66.488
8,2094,-67.529
8,2095,-68.681
8,2096,-69.981
8,2097,-71.491
8,2098,-73.268
8,2099,-75.398
12,1950,37.024
12,1951,36.428
12,1952,34.973
12,1953,33.19
12,1954,31.42
12,1955,29.881
12,1956,28.694
12,1957,27.909
12,1958,27.535
12,1959,27.524
12,1960,27.743
12,1961,27.971
12,1962,27.934
12,1963,27.438
12,1964,26.574
12,1965,25.597
12,1966,24.757
12,1967,24.236
12,1968,24.113
12,1969,24.337
12,1970,24.726
12,1971,25.075
12,1972,25.25
12,1973,25.189
12,1974,24.905
12,1975,24.568
12,1976,24.297
12,1977,24.002
12,1978,23.593
12,1979,23.121
12,1980,22.673
12,1981,22.34
12,1982,22.208
12,1983,22.325
12,1984,22.687
12,1985,23.212
12,1986,23.825
12,1987,24.549
12,1988,25.435
12,1989,26.497
12,1990,27.692
12,1991,29.005
12,1992,30.575
12,1993,32.592
12,1994,35.133
12,1995,38.141
12,1996,41.435
12,1997,44.767
12,1998,47.835
12,1999,50.356
12,2000,52.466
12,2001,54.277
12,2002,55.121
12,2003,54.326
12,2004,52.132
12,2005,49.498
12,2006,47.083
12,2007,44.756
12,2008,42.36
12,2009,40.081
12,2010,38.0
12,2011,36.289
12,2012,35.338
12,2013,35.408
12,2014,36.448
12,2015,38.129
12,2016,40.045
12,2017,42.029
12,2018,44.027
12,2019,45.962
12,2020,47.969
12,2021,50.236
12,2022,52.731
12,2023,55.333
12,2024,58.016
12,2025,60.803
12,2026,63.708
12,2027,66.626
12,2028,69.407
12,2029,71.984
12,2030,74.418
12,2031,76.777
12,2032,78.955
12,2033,80.804
12,2034,82.307
12,2035,83.567
12,2036,84.7
12,2037,85.71
12,2038,86.577
12,2039,87.346
12,2040,88.073
12,2041,88.837
12,2042,89.745
12,2043,90.902
12,2044,92.367
12,2045,94.077
12,2046,96.014
12,2047,98.408
12,2048,101.55
12,2049,105.554
12,2050,110.318
12,2051,115.708
12,2052,121.877
12,2053,129.107
12,2054,137.569
12,2055,147.408
12,2056,158.734
12,2057,171.563
12,2058,185.86
12,2059,201.668
12,2060,219.475
12,2061,239.879
12,2062,262.58
12,2063,286.63
12,2064,311.475
12,2065,337.528
12,2066,365.675
12,2067,395.714
12,2068,426.745
12,2069,458.337
12,2070,490.515
12,2071,523.382
12,2072,556.141
12,2073,587.666
12,2074,617.639
12,2075,646.185
12,2076,674.418
12,2077,705.32
12,2078,742.6
12,2079,788.871
12,2080,845.021
12,2081,911.042
12,2082,987.661
12,2083,1076.886
12,2084,1183.837
12,2085,1318.114
12,2086,1501.4
12,2087,1791.395
12,2088,2337.044
12,2089,3640.35
12,2090,9529.294
12,2091,-13508.657
12,2092,-3893.678
12,2093,-2266.944
12,2094,-1593.317
12,2095,-1221.002
12,2096,-981.556
12,2097,-812.387
12,2098,-685.218
12,2099,-585.466
24,1950,35.932
24,1951,35.286
24,1952,34.508
24,1953,34.522
24,1954,35.057
24,1955,35.901
24,1956,36.85
24,1957,37.697
24,1958,38.258
24,1959,38.445
24,1960,38.336
24,1961,38.149
24,1962,38.169
24,1963,38.614
24,1964,39.42
24,1965,40.384
24,1966,41.093
24,1967,40.825
24,1968,39.16
24,1969,36.492
24,1970,33.635
24,1971,31.158
24,1972,29.24
24,1973,27.859
24,1974,26.891
24,1975,26.231
24,1976,25.695
24,1977,24.917
24,1978,23.715
24,1979,22.307
24,1980,20.912
24,1981,19.8
24,1982,19.363
24,1983,19.841
24,1984,21.211
24,1985,23.309
24,1986,25.682
24,1987,27.348
24,1988,27.326
24,1989,25.763
24,1990,23.723
24,1991,22.079
24,1992,21.217
24,1993,21.231
24,1994,22.018
24,1995,23.273
24,1996,24.502
24,1997,25.082
24,1998,24.6
24,1999,23.269
24,2000,21.754
24,2001,20.547
24,2002,19.801
24,2003,19.518
24,2004,19.628
24,2005,19.929
24,2006,20.224
24,2007,20.446
24,2008,20.589
24,2009,20.651
24,2010,20.688
24,2011,20.756
24,2012,20.885
24,2013,21.082
24,2014,21.341
24,2015,21.632
24,2016,21.921
24,2017,22.171
24,2018,22.363
24,2019,22.498
24,2020,22.607
24,2021,22.724
24,2022,22.855
24,2023,23.0
24,2024,23.159
24,2025,23.328
24,2026,23.503
24,2027,23.686
24,2028,23.877
24,2029,24.079
24,2030,24.291
24,2031,24.513
24,2032,24.753
24,2033,25.013
24,2034,25.294
24,2035,25.591
24,2036,25.898
24,2037,26.214
24,2038,26.538
24,2039,26.87
24,2040,27.211
24,2041,27.561
24,2042,27.923
24,2043,28.296
24,2044,28.68
24,2045,29.075
24,2046,29.479
24,2047,29.888
24,2048,30.3
24,2049,30.714
24,2050,31.135
24,2051,31.566
24,2052,32.009
24,2053,32.466
24,2054,32.936
24,2055,33.418
24,2056,33.913
24,2057,34.423
24,2058,34.951
24,2059,35.498
24,2060,36.061
24,2061,36.64
24,2062,37.233
24,2063,37.841
24,2064,38.465
24,2065,39.105
24,2066,39.763
24,2067,40.441
24,2068,41.14
24,2069,41.86
24,2070,42.602
24,2071,43.366
24,2072,44.154
24,2073,44.967
24,2074,45.805
24,2075,46.67
24,2076,47.563
24,2077,48.486
24,2078,49.446
24,2079,50.444
24,2080,51.479
24,2081,52.55
24,2082,53.65
24,2083,54.776
24,2084,55.93
24,2085,57.116
24,2086,58.346
24,2087,59.628
24,2088,60.972
24,2089,62.381
24,2090,63.854
24,2091,65.387
24,2092,66.976
24,2093,68.624
24,2094,70.333
24,2095,72.111
24,2096,73.967
24,2097,75.911
24,2098,77.956
24,2099,80.116
28,1950,16.351
28,1951,18.584
28,1952,24.723
28,1953,33.747
28,1954,47.318
28,1955,67.226
28,1956,91.859
28,1957,108.55
28,1958,101.844
28,1959,80.206
28,1960,60.26
28,1961,47.195
28,1962,39.776
28,1963,36.351
28,1964,35.493
28,1965,35.675
28,1966,35.894
28,1967,36.444
28,1968,37.979
28,1969,40.626
28,1970,44.583
28,1971,50.048
28,1972,56.972
28,1973,64.943
28,1974,74.25
28,1975,85.142
28,1976,99.666
28,1977,133.94
28,1978,295.692
28,1979,-471.504
28,1980,-121.108
28,1981,-71.442
28,1982,-53.263
28,1983,-45.103
28,1984,-41.855
28,1985,-40.353
28,1986,-39.63
28,1987,-42.632
28,1988,-57.318
28,1989,-136.483
28,1990,193.736
28,1991,56.855
28,1992,35.917
28,1993,28.909
28,1994,26.521
28,1995,25.655
28,1996,25.088
28,1997,25.272
28,1998,26.976
28,1999,30.575
28,2000,36.654
28,2001,45.88
28,2002,57.356
28,2003,66.417
28,2004,68.214
28,2005,65.462
28,2006,63.168
28,2007,62.14
28,2008,62.172
28,2009,63.527
28,2010,65.29
28,2011,66.557
28,2012,67.36
28,2013,68.127
28,2014,68.746
28,2015,69.251
28,2016,69.831
28,2017,70.524
28,2018,71.294
28,2019,72.182
28,2020,73.193
28,2021,74.372
28,2022,75.73
28,2023,77.278
28,2024,79.212
28,2025,81.435
28,2026,83.879
28,2027,86.625
28,2028,89.602
28,2029,93.018
28,2030,96.948
28,2031,101.136
28,2032,105.835
28,2033,110.894
28,2034,116.265
28,2035,122.177
28,2036,128.828
28,2037,136.248
28,2038,144.171
28,2039,152.941
28,2040,162.88
28,2041,173.856
28,2042,186.037
28,2043,199.38
28,2044,214.319
28,2045,231.161
28,2046,249.493
28,2047,270.791
28,2048,293.662
28,2049,318.609
28,2050,347.221
28,2051,379.436
28,2052,415.828
28,2053,453.176
28,2054,494.587
28,2055,542.259
28,2056,593.195
28,2057,651.795
28,2058,707.08
28,2059,757.825
28,2060,816.249
28,2061,874.639
28,2062,930.969
28,2063,976.821
28,2064,1014.388
28,2065,1054.875
28,2066,1091.22
28,2067,1130.077
28,2068,1215.754
28,2069,1348.194
28,2070,1526.99
28,2071,1779.446
28,2072,2188.996
28,2073,3057.158
28,2074,5787.729
28,2075,0.0
28,2076,-5787.729
28,2077,-2842.572
28,2078,-1883.458
28,2079,-1432.821
28,2080,-1155.862
28,2081,-962.583
28,2082,-828.659
28,2083,-730.517
28,2084,-661.001
28,2085,-605.664
28,2086,-558.734
28,2087,-521.782
28,2088,-492.3
28,2089,-474.145
28,2090,-459.835
28,2091,-447.561
28,2092,-437.064
28,2093,-427.006
28,2094,-417.352
28,2095,-409.139
28,2096,-403.244
28,2097,-397.49
28,2098,-394.813
28,2099,-394.12
31,1950,29.294
31,1951,27.554
31,1952,25.103
31,1953,23.781
31,1954,23.076
31,1955,22.692
31,1956,22.434
31,1957,22.164
31,1958,21.808
31,1959,21.372
31,1960,20.959
31,1961,20.723
31,1962,20.841
31,1963,21.461
31,1964,22.603
31,1965,24.135
31,1966,25.847
31,1967,27.605
31,1968,29.317
31,1969,30.899
31,1970,32.439
31,1971,34.074
31,1972,35.795
31,1973,37.522
31,1974,39.221
31,1975,40.909
31,1976,42.542
31,1977,43.838
31,1978,44.5
31,1979,44.529
31,1980,44.186
31,1981,43.782
31,1982,43.488
31,1983,43.387
31,1984,43.502
31,1985,43.825
31,1986,44.266
31,1987,44.576
31,1988,44.556
31,1989,44.293
31,1990,43.797
31,1991,43.366
31,1992,44.012
31,1993,46.759
31,1994,52.202
31,1995,60.749
31,1996,72.041
31,1997,83.006
31,1998,87.706
31,1999,83.784
31,2000,76.254
31,2001,69.792
31,2002,65.286
31,2003,62.506
31,2004,61.179
31,2005,60.623
31,2006,60.059
31,2007,58.82
31,2008,56.641
31,2009,53.872
31,2010,51.088
31,2011,48.916
31,2012,48.071
31,2013,49.06
31,2014,52.026
31,2015,56.625
31,2016,62.229
31,2017,68.541
31,2018,75.414
31,2019,82.571
31,2020,90.544
31,2021,100.323
31,2022,112.109
31,2023,125.511
31,2024,140.508
31,2025,157.79
31,2026,178.214
31,2027,200.454
31,2028,221.106
31,2029,237.709
31,2030,250.846
31,2031,262.929
31,2032,275.03
31,2033,287.56
31,2034,301.541
31,2035,316.177
31,2036,331.155
31,2037,350.954
31,2038,382.701
31,2039,433.347
31,2040,508.447
31,2041,616.628
31,2042,793.123
31,2043,1155.352
31,2044,2265.369
31,2045,-7624115.086
31,2046,-2267.728
31,2047,-1170.536
31,2048,-820.939
31,2049,-654.199
31,2050,-553.85
31,2051,-483.21
31,2052,-431.419
31,2053,-393.367
31,2054,-364.534
31,2055,-341.929
31,2056,-323.709
31,2057,-308.988
31,2058,-297.194
31,2059,-287.658
31,2060,-279.89
31,2061,-273.387
31,2062,-267.506
31,2063,-261.775
31,2064,-256.119
31,2065,-250.884
31,2066,-246.349
31,2067,-242.294
31,2068,-238.439
31,2069,-234.816
31,2070,-231.591
31,2071,-228.913
31,2072,-226.799
31,2073,-225.208
31,2074,-224.181
31,2075,-223.576
31,2076,-223.419
31,2077,-224.361
31,2078,-227.071
31,2079,-231.626
31,2080,-237.501
31,2081,-243.968
31,2082,-250.647
31,2083,-257.322
31,2084,-263.729
31,2085,-270.025
31,2086,-276.318
31,2087,-282.06
31,2088,-286.508
31,2089,-289.383
31,2090,-290.812
31,2091,-291.009
31,2092,-290.117
31,2093,-288.184
31,2094,-285.125
31,2095,-280.768
31,2096,-274.969
31,2097,-267.665
31,2098,-258.852
31,2099,-248.605
32,1950,33.663
32,1951,33.905
32,1952,34.537
32,1953,35.429
32,1954,36.514
32,1955,37.722
32,1956,38.97
32,1957,40.169
32,1958,41.233
32,1959,42.11
32,1960,42.816
32,1961,43.441
32,1962,44.123
32,1963,44.984
32,1964,45.999
32,1965,47.167
32,1966,48.302
32,1967,48.722
32,1968,47.872
32,1969,45.994
32,1970,43.723
32,1971,41.724
32,1972,40.573
32,1973,40.566
32,1974,41.638
32,1975,43.386
32,1976,45.215
32,1977,46.537
32,1978,46.922
32,1979,46.352
32,1980,45.377
32,1981,44.562
32,1982,44.107
32,1983,44.053
32,1984,44.406
32,1985,44.989
32,1986,45.617
32,1987,46.281
32,1988,47.033
32,1989,47.871
32,1990,48.765
32,1991,49.72
32,1992,50.872
32,1993,52.36
32,1994,54.189
32,1995,56.296
32,1996,58.503
32,1997,60.433
32,1998,61.711
32,1999,62.27
32,2000,62.386
32,2001,62.437
32,2002,62.684
32,2003,63.271
32,2004,64.216
32,2005,65.379
32,2006,66.516
32,2007,67.316
32,2008,67.552
32,2009,67.255
32,2010,66.689
32,2011,66.2
32,2012,66.112
32,2013,66.645
32,2014,67.821
32,2015,69.394
32,2016,71.056
32,2017,72.691
32,2018,74.27
32,2019,75.756
32,2020,77.242
32,2021,78.834
32,2022,80.5
32,2023,82.168
32,2024,83.833
32,2025,85.518
32,2026,87.253
32,2027,89.057
32,2028,90.943
32,2029,92.919
32,2030,94.975
32,2031,97.097
32,2032,99.278
32,2033,101.513
32,2034,103.803
32,2035,106.166
32,2036,108.622
32,2037,111.176
32,2038,113.827
32,2039,116.587
32,2040,119.468
32,2041,122.487
32,2042,125.666
32,2043,129.028
32,2044,132.595
32,2045,136.376
32,2046,140.386
32,2047,144.664
32,2048,149.26
32,2049,154.209
32,2050,159.546
32,2051,165.296
32,2052,171.471
32,2053,178.088
32,2054,185.202
32,2055,192.877
32,2056,201.239
32,2057,210.567
32,2058,221.196
32,2059,233.373
32,2060,247.164
32,2061,262.573
32,2062,279.751
32,2063,298.957
32,2064,320.463
32,2065,344.776
32,2066,372.521
32,2067,404.098
32,2068,439.833
32,2069,480.392
32,2070,527.194
32,2071,582.17
32,2072,646.721
32,2073,722.09
32,2074,810.87
32,2075,918.032
32,2076,1051.946
32,2077,1225.747
32,2078,1461.668
32,2079,1801.4
32,2080,2329.122
32,2081,3252.415
32,2082,5292.992
32,2083,13711.852
32,2084,-24542.035
32,2085,-6579.831
32,2086,-3835.686
32,2087,-2723.194
32,2088,-2119.319
32,2089,-1739.875
32,2090,-1479.484
32,2091,-1289.838
32,2092,-1145.545
32,2093,-1032.052
32,2094,-940.419
32,2095,-864.756
32,2096,-801.147
32,2097,-746.848
32,2098,-699.867
32,2099,-658.753
36,1950,23.933
36,1951,25.895
36,1952,29.551
36,1953,31.555
36,1954,31.976
36,1955,31.461
36,1956,30.768
36,1957,30.46
36,1958,30.901
36,1959,32.248
36,1960,34.334
36,1961,36.458
36,1962,37.264
36,1963,35.663
36,1964,32.458
36,1965,29.102
36,1966,26.616
36,1967,25.616
36,1968,26.409
36,1969,29.156
36,1970,33.742
36,1971,39.624
36,1972,46.085
36,1973,51.988
36,1974,55.869
36,1975,58.427
36,1976,61.068
36,1977,62.824
36,1978,62.115
36,1979,59.314
36,1980,55.792
36,1981,52.586
36,1982,49.836
36,1983,47.486
36,1984,45.605
36,1985,43.935
36,1986,42.487
36,1987,41.971
36,1988,43.006
36,1989,45.689
36,1990,49.703
36,1991,54.372
36,1992,58.902
36,1993,62.427
36,1994,64.341
36,1995,65.072
36,1996,65.416
36,1997,65.666
36,1998,65.835
36,1999,65.845
36,2000,65.933
36,2001,65.751
36,2002,63.441
36,2003,58.116
36,2004,51.446
36,2005,45.322
36,2006,40.745
36,2007,38.074
36,2008,37.278
36,2009,38.071
36,2010,39.799
36,2011,41.736
36,2012,43.61
36,2013,45.363
36,2014,46.873
36,2015,48.359
36,2016,50.086
36,2017,51.968
36,2018,53.797
36,2019,55.537
36,2020,57.252
36,2021,59.01
36,2022,60.747
36,2023,62.366
36,2024,63.858
36,2025,65.253
36,2026,66.616
36,2027,68.046
36,2028,69.629
36,2029,71.382
36,2030,73.227
36,2031,75.057
36,2032,76.808
36,2033,78.447
36,2034,79.95
36,2035,81.361
36,2036,82.725
36,2037,84.005
36,2038,85.148
36,2039,86.155
36,2040,87.082
36,2041,87.976
36,2042,88.786
36,2043,89.456
36,2044,90.011
36,2045,90.494
36,2046,90.995
36,2047,91.695
36,2048,92.753
36,2049,94.194
36,2050,95.884
36,2051,97.66
36,2052,99.475
36,2053,101.328
36,2054,103.202
36,2055,105.131
36,2056,107.154
36,2057,109.254
36,2058,111.398
36,2059,113.58
36,2060,115.809
36,2061,118.093
36,2062,120.398
36,2063,122.685
36,2064,124.947
36,2065,127.206
36,2066,129.493
36,2067,131.825
36,2068,134.212
36,2069,136.657
36,2070,139.167
36,2071,141.729
36,2072,144.283
36,2073,146.77
36,2074,149.19
36,2075,151.565
36,2076,153.973
36,2077,156.614
36,2078,159.68
36,2079,163.2
36,2080,167.05
36,2081,171.01
36,2082,174.833
36,2083,178.311
36,2084,181.383
36,2085,184.264
36,2086,187.208
36,2087,190.226
36,2088,193.25
36,2089,196.323
36,2090,199.499
36,2091,202.84
36,2092,206.412
36,2093,210.286
36,2094,214.535
36,2095,219.243
36,2096,224.501
36,2097,230.422
36,2098,237.141
36,2099,244.822
40,1950,-788.234
40,1951,-1343.068
40,1952,4621.906
40,1953,966.998
40,1954,564.187
40,1955,400.386
40,1956,305.345
40,1957,240.362
40,1958,192.683
40,1959,157.416
40,1960,132.168
40,1961,115.182
40,1962,105.142
40,1963,101.053
40,1964,101.684
40,1965,105.373
40,1966,110.602
40,1967,117.124
40,1968,125.33
40,1969,135.54
40,1970,147.864
40,1971,163.579
40,1972,189.203
40,1973,240.556
40,1974,361.297
40,1975,806.554
40,1976,-4379.938
40,1977,-742.834
40,1978,-532.252
40,1979,-553.847
40,1980,-738.199
40,1981,-1266.397
40,1982,-5145.623
40,1983,2370.181
40,1984,962.34
40,1985,618.529
40,1986,455.129
40,1987,329.937
40,1988,230.942
40,1989,165.997
40,1990,124.985
40,1991,100.704
40,1992,90.633
40,1993,93.653
40,1994,111.906
40,1995,156.531
40,1996,261.228
40,1997,489.003
40,1998,628.568
40,1999,401.965
40,2000,243.181
40,2001,175.59
40,2002,146.923
40,2003,138.003
40,2004,143.098
40,2005,156.888
40,2006,172.536
40,2007,185.315
40,2008,192.263
40,2009,191.533
40,2010,187.057
40,2011,183.927
40,2012,184.872
40,2013,191.48
40,2014,204.868
40,2015,224.661
40,2016,248.43
40,2017,270.607
40,2018,283.743
40,2019,284.692
40,2020,279.011
40,2021,274.169
40,2022,273.719
40,2023,279.379
40,2024,292.448
40,2025,310.949
40,2026,332.037
40,2027,357.094
40,2028,389.962
40,2029,433.456
40,2030,491.25
40,2031,568.323
40,2032,671.528
40,2033,811.162
40,2034,1006.524
40,2035,1309.9
40,2036,1861.611
40,2037,3060.48
40,2038,6861.27
40,2039,-156080.382
40,2040,-7118.791
40,2041,-3719.975
40,2042,-2522.029
40,2043,-1903.772
40,2044,-1521.265
40,2045,-1270.383
40,2046,-1096.797
40,2047,-959.526
40,2048,-840.623
40,2049,-738.953
40,2050,-656.553
40,2051,-592.788
40,2052,-544.111
40,2053,-507.104
40,2054,-479.109
40,2055,-456.887
40,2056,-438.469
40,2057,-424.351
40,2058,-415.18
40,2059,-410.353
40,2060,-408.442
40,2061,-408.302
40,2062,-410.18
40,2063,-414.605
40,2064,-421.418
40,2065,-430.359
40,2066,-440.869
40,2067,-451.875
40,2068,-462.205
40,2069,-471.421
40,2070,-480.473
40,2071,-490.246
40,2072,-499.709
40,2073,-507.49
40,2074,-513.423
40,2075,-518.634
40,2076,-524.393
40,2077,-530.617
40,2078,-536.968
40,2079,-543.801
40,2080,-550.942
40,2081,-559.022
40,2082,-571.646
40,2083,-592.979
40,2084,-624.856
40,2085,-666.559
40,2086,-715.615
40,2087,-768.916
40,2088,-822.862
40,2089,-875.185
40,2090,-928.264
40,2091,-987.333
40,2092,-1058.239
40,2093,-1146.839
40,2094,-1257.684
40,2095,-1392.661
40,2096,-1550.544
40,2097,-1723.555
40,2098,-1892.977
40,2099,-2024.552
44,1950,61.529
44,1951,47.544
44,1952,33.426
44,1953,26.649
44,1954,22.709
44,1955,20.125
44,1956,18.272
44,1957,16.862
44,1958,15.74
44,1959,14.855
44,1960,14.206
44,1961,13.82
44,1962,13.737
44,1963,13.989
44,1964,14.562
44,1965,15.315
44,1966,16.143
44,1967,17.227
44,1968,18.855
44,1969,21.186
44,1970,24.363
44,1971,28.347
44,1972,32.311
44,1973,34.681
44,1974,34.72
44,1975,33.552
44,1976,32.481
44,1977,31.762
44,1978,31.323
44,1979,31.222
44,1980,31.184
44,1981,31.061
44,1982,31.218
44,1983,32.037
44,1984,33.552
44,1985,35.668
44,1986,38.054
44,1987,39.949
44,1988,40.554
44,1989,39.86
44,1990,38.385
44,1991,36.969
44,1992,36.714
44,1993,38.451
44,1994,42.523
44,1995,49.173
44,1996,57.661
44,1997,63.517
44,1998,60.93
44,1999,51.998
44,2000,43.234
44,2001,37.302
44,2002,33.99
44,2003,32.748
44,2004,33.147
44,2005,34.404
44,2006,35.755
44,2007,37.097
44,2008,38.583
44,2009,40.16
44,2010,41.912
44,2011,43.968
44,2012,46.365
44,2013,49.09
44,2014,52.154
44,2015,55.639
44,2016,59.51
44,2017,63.311
44,2018,66.362
44,2019,68.413
44,2020,69.843
44,2021,71.207
44,2022,72.89
44,2023,75.126
44,2024,78.035
44,2025,81.388
44,2026,84.857
44,2027,88.467
44,2028,92.392
44,2029,96.648
44,2030,101.25
44,2031,106.191
44,2032,111.434
44,2033,116.962
44,2034,122.746
44,2035,128.839
44,2036,135.29
44,2037,141.81
44,2038,148.068
44,2039,153.893
44,2040,159.563
44,2041,165.297
44,2042,171.114
44,2043,176.855
44,2044,182.421
44,2045,187.963
44,2046,193.676
44,2047,200.1
44,2048,207.977
44,2049,217.808
44,2050,229.284
44,2051,241.917
44,2052,255.705
44,2053,270.815
44,2054,287.446
44,2055,306.11
44,2056,327.214
44,2057,350.39
44,2058,375.496
44,2059,402.895
44,2060,432.536
44,2061,466.393
44,2062,506.179
44,2063,553.616
44,2064,613.853
44,2065,689.198
44,2066,781.779
44,2067,896.931
44,2068,1043.6
44,2069,1233.938
44,2070,1489.367
44,2071,1872.446
44,2072,2501.865
44,2073,3687.82
44,2074,6870.461
44,2075,41225.255
44,2076,-10950.209
44,2077,-4900.294
44,2078,-3155.924
44,2079,-2327.024
44,2080,-1852.379
44,2081,-1555.364
44,2082,-1361.052
44,2083,-1235.352
44,2084,-1151.242
44,2085,-1091.208
44,2086,-1044.791
44,2087,-1003.522
44,2088,-967.997
44,2089,-937.35
44,2090,-910.902
44,2091,-886.981
44,2092,-866.389
44,2093,-848.756
44,2094,-832.786
44,2095,-817.367
44,2096,-801.544
44,2097,-785.391
44,2098,-766.419
44,2099,-745.066
48,1950,61.754
48,1951,40.02
48,1952,24.973
48,1953,19.88
