country_code,year,rate_of_natural_increase,variant
900,1950,17.697,Estimates
900,1951,17.67,Estimates
900,1952,17.631,Estimates
900,1953,17.625,Estimates
900,1954,17.65,Estimates
900,1955,17.708,Estimates
900,1956,17.8,Estimates
900,1957,17.926,Estimates
900,1958,18.087,Estimates
900,1959,18.285,Estimates
900,1960,18.522,Estimates
900,1961,18.796,Estimates
900,1962,19.101,Estimates
900,1963,19.425,Estimates
900,1964,19.746,Estimates
900,1965,20.038,Estimates
900,1966,20.27,Estimates
900,1967,20.422,Estimates
900,1968,20.482,Estimates
900,1969,20.443,Estimates
900,1970,20.3,Estimates
900,1971,20.056,Estimates
900,1972,19.736,Estimates
900,1973,19.372,Estimates
900,1974,18.988,Estimates
900,1975,18.618,Estimates
900,1976,18.289,Estimates
900,1977,18.019,Estimates
900,1978,17.817,Estimates
900,1979,17.69,Estimates
900,1980,17.644,Estimates
900,1981,17.681,Estimates
900,1982,17.774,Estimates
900,1983,17.891,Estimates
900,1984,18.005,Estimates
900,1985,18.073,Estimates
900,1986,18.055,Estimates
900,1987,17.931,Estimates
900,1988,17.691,Estimates
900,1989,17.337,Estimates
900,1990,16.881,Estimates
900,1991,16.346,Estimates
900,1992,15.773,Estimates
900,1993,15.202,Estimates
900,1994,14.661,Estimates
900,1995,14.173,Estimates
900,1996,13.752,Estimates
900,1997,13.393,Estimates
900,1998,13.092,Estimates
900,1999,12.849,Estimates
900,2000,12.665,Estimates
900,2001,12.533,Estimates
900,2002,12.441,Estimates
900,2003,12.376,Estimates
900,2004,12.327,Estimates
900,2005,12.285,Estimates
900,2006,12.246,Estimates
900,2007,12.207,Estimates
900,2008,12.161,Estimates
900,2009,12.105,Estimates
900,2010,12.031,Estimates
900,2011,11.935,Estimates
900,2012,11.818,Estimates
900,2013,11.681,Estimates
900,2014,11.523,Estimates
900,2015,11.345,Estimates
901,1950,11.472,Estimates
901,1951,11.569,Estimates
901,1952,11.739,Estimates
901,1953,11.859,Estimates
901,1954,11.928,Estimates
901,1955,11.946,Estimates
901,1956,11.911,Estimates
901,1957,11.824,Estimates
901,1958,11.681,Estimates
901,1959,11.478,Estimates
901,1960,11.213,Estimates
901,1961,10.882,Estimates
901,1962,10.49,Estimates
901,1963,10.043,Estimates
901,1964,9.559,Estimates
901,1965,9.06,Estimates
901,1966,8.572,Estimates
901,1967,8.113,Estimates
901,1968,7.699,Estimates
901,1969,7.337,Estimates
901,1970,7.025,Estimates
901,1971,6.754,Estimates
901,1972,6.503,Estimates
901,1973,6.259,Estimates
901,1974,6.018,Estimates
901,1975,5.783,Estimates
901,1976,5.562,Estimates
901,1977,5.362,Estimates
901,1978,5.189,Estimates
901,1979,5.043,Estimates
901,1980,4.925,Estimates
901,1981,4.835,Estimates
901,1982,4.765,Estimates
901,1983,4.704,Estimates
901,1984,4.639,Estimates
901,1985,4.548,Estimates
901,1986,4.413,Estimates
901,1987,4.221,Estimates
901,1988,3.972,Estimates
901,1989,3.669,Estimates
901,1990,3.319,Estimates
901,1991,2.938,Estimates
901,1992,2.55,Estimates
901,1993,2.176,Estimates
901,1994,1.832,Estimates
901,1995,1.53,Estimates
901,1996,1.276,Estimates
901,1997,1.067,Estimates
901,1998,0.901,Estimates
901,1999,0.779,Estimates
901,2000,0.707,Estimates
901,2001,0.69,Estimates
901,2002,0.725,Estimates
901,2003,0.8,Estimates
901,2004,0.904,Estimates
901,2005,1.019,Estimates
901,2006,1.126,Estimates
901,2007,1.211,Estimates
901,2008,1.262,Estimates
901,2009,1.273,Estimates
901,2010,1.244,Estimates
901,2011,1.179,Estimates
901,2012,1.092,Estimates
901,2013,0.994,Estimates
901,2014,0.892,Estimates
901,2015,0.789,Estimates
902,1950,20.619,Estimates
902,1951,20.528,Estimates
902,1952,20.379,Estimates
902,1953,20.298,Estimates
902,1954,20.284,Estimates
902,1955,20.34,Estimates
902,1956,20.466,Estimates
902,1957,20.662,Estimates
902,1958,20.931,Estimates
902,1959,21.275,Estimates
902,1960,21.696,Estimates
902,1961,22.191,Estimates
902,1962,22.748,Estimates
902,1963,23.344,Estimates
902,1964,23.944,Estimates
902,1965,24.499,Estimates
902,1966,24.956,Estimates
902,1967,25.281,Estimates
902,1968,25.454,Estimates
902,1969,25.464,Estimates
902,1970,25.307,Estimates
902,1971,24.994,Estimates
902,1972,24.57,Estimates
902,1973,24.083,Estimates
902,1974,23.572,Estimates
902,1975,23.08,Estimates
902,1976,22.645,Estimates
902,1977,22.282,Estimates
902,1978,22.004,Estimates
902,1979,21.817,Estimates
902,1980,21.731,Estimates
902,1981,21.743,Estimates
902,1982,21.823,Estimates
902,1983,21.932,Estimates
902,1984,22.036,Estimates
902,1985,22.089,Estimates
902,1986,22.043,Estimates
902,1987,21.876,Estimates
902,1988,21.58,Estimates
902,1989,21.154,Estimates
902,1990,20.612,Estimates
902,1991,19.98,Estimates
902,1992,19.305,Estimates
902,1993,18.633,Estimates
902,1994,17.993,Estimates
902,1995,17.412,Estimates
902,1996,16.905,Estimates
902,1997,16.469,Estimates
902,1998,16.096,Estimates
902,1999,15.788,Estimates
902,2000,15.541,Estimates
902,2001,15.349,Estimates
902,2002,15.196,Estimates
902,2003,15.069,Estimates
902,2004,14.956,Estimates
902,2005,14.851,Estimates
902,2006,14.752,Estimates
902,2007,14.658,Estimates
902,2008,14.565,Estimates
902,2009,14.469,Estimates
902,2010,14.36,Estimates
902,2011,14.234,Estimates
902,2012,14.087,Estimates
902,2013,13.919,Estimates
902,2014,13.727,Estimates
902,2015,13.512,Estimates
941,1950,18.745,Estimates
941,1951,19.076,Estimates
941,1952,19.72,Estimates
941,1953,20.329,Estimates
941,1954,20.905,Estimates
941,1955,21.447,Estimates
941,1956,21.957,Estimates
941,1957,22.435,Estimates
941,1958,22.884,Estimates
941,1959,23.31,Estimates
941,1960,23.716,Estimates
941,1961,24.107,Estimates
941,1962,24.486,Estimates
941,1963,24.854,Estimates
941,1964,25.205,Estimates
941,1965,25.528,Estimates
941,1966,25.803,Estimates
941,1967,26.022,Estimates
941,1968,26.181,Estimates
941,1969,26.287,Estimates
941,1970,26.35,Estimates
941,1971,26.388,Estimates
941,1972,26.422,Estimates
941,1973,26.471,Estimates
941,1974,26.549,Estimates
941,1975,26.67,Estimates
941,1976,26.846,Estimates
941,1977,27.069,Estimates
941,1978,27.325,Estimates
941,1979,27.599,Estimates
941,1980,27.871,Estimates
941,1981,28.118,Estimates
941,1982,28.317,Estimates
941,1983,28.453,Estimates
941,1984,28.516,Estimates
941,1985,28.495,Estimates
941,1986,28.388,Estimates
941,1987,28.211,Estimates
941,1988,27.985,Estimates
941,1989,27.729,Estimates
941,1990,27.465,Estimates
941,1991,27.218,Estimates
941,1992,27.004,Estimates
941,1993,26.834,Estimates
941,1994,26.711,Estimates
941,1995,26.632,Estimates
941,1996,26.586,Estimates
941,1997,26.552,Estimates
941,1998,26.513,Estimates
941,1999,26.461,Estimates
941,2000,26.395,Estimates
941,2001,26.318,Estimates
941,2002,26.235,Estimates
941,2003,26.152,Estimates
941,2004,26.067,Estimates
941,2005,25.975,Estimates
941,2006,25.872,Estimates
941,2007,25.752,Estimates
941,2008,25.615,Estimates
941,2009,25.458,Estimates
941,2010,25.286,Estimates
941,2011,25.103,Estimates
941,2012,24.913,Estimates
941,2013,24.722,Estimates
941,2014,24.529,Estimates
941,2015,24.335,Estimates
934,1950,20.86,Estimates
934,1951,20.715,Estimates
934,1952,20.464,Estimates
934,1953,20.295,Estimates
934,1954,20.206,Estimates
934,1955,20.199,Estimates
934,1956,20.275,Estimates
934,1957,20.435,Estimates
934,1958,20.679,Estimates
934,1959,21.013,Estimates
934,1960,21.435,Estimates
934,1961,21.943,Estimates
934,1962,22.522,Estimates
934,1963,23.148,Estimates
934,1964,23.78,Estimates
934,1965,24.365,Estimates
934,1966,24.846,Estimates
934,1967,25.186,Estimates
934,1968,25.36,Estimates
934,1969,25.358,Estimates
934,1970,25.172,Estimates
934,1971,24.813,Estimates
934,1972,24.329,Estimates
934,1973,23.772,Estimates
934,1974,23.184,Estimates
934,1975,22.611,Estimates
934,1976,22.094,Estimates
934,1977,21.654,Estimates
934,1978,21.303,Estimates
934,1979,21.053,Estimates
934,1980,20.917,Estimates
934,1981,20.895,Estimates
934,1982,20.956,Estimates
934,1983,21.058,Estimates
934,1984,21.164,Estimates
934,1985,21.223,Estimates
934,1986,21.18,Estimates
934,1987,21.01,Estimates
934,1988,20.697,Estimates
934,1989,20.24,Estimates
934,1990,19.651,Estimates
934,1991,18.955,Estimates
934,1992,18.205,Estimates
934,1993,17.449,Estimates
934,1994,16.721,Estimates
934,1995,16.053,Estimates
934,1996,15.463,Estimates
934,1997,14.95,Estimates
934,1998,14.51,Estimates
934,1999,14.145,Estimates
934,2000,13.851,Estimates
934,2001,13.621,Estimates
934,2002,13.436,Estimates
934,2003,13.28,Estimates
934,2004,13.141,Estimates
934,2005,13.013,Estimates
934,2006,12.894,Estimates
934,2007,12.782,Estimates
934,2008,12.676,Estimates
934,2009,12.568,Estimates
934,2010,12.449,Estimates
934,2011,12.31,Estimates
934,2012,12.148,Estimates
934,2013,11.96,Estimates
934,2014,11.745,Estimates
934,2015,11.501,Estimates
948,1950,19.566,Estimates
948,1951,19.923,Estimates
948,1952,20.612,Estimates
948,1953,21.248,Estimates
948,1954,21.833,Estimates
948,1955,22.366,Estimates
948,1956,22.846,Estimates
948,1957,23.275,Estimates
948,1958,23.653,Estimates
948,1959,23.979,Estimates
948,1960,24.254,Estimates
948,1961,24.479,Estimates
948,1962,24.658,Estimates
948,1963,24.794,Estimates
948,1964,24.893,Estimates
948,1965,24.962,Estimates
948,1966,25.006,Estimates
948,1967,25.029,Estimates
948,1968,25.037,Estimates
948,1969,25.035,Estimates
948,1970,25.026,Estimates
948,1971,25.012,Estimates
948,1972,24.991,Estimates
948,1973,24.964,Estimates
948,1974,24.933,Estimates
948,1975,24.905,Estimates
948,1976,24.887,Estimates
948,1977,24.881,Estimates
948,1978,24.881,Estimates
948,1979,24.882,Estimates
948,1980,24.869,Estimates
948,1981,24.83,Estimates
948,1982,24.749,Estimates
948,1983,24.619,Estimates
948,1984,24.435,Estimates
948,1985,24.195,Estimates
948,1986,23.9,Estimates
948,1987,23.563,Estimates
948,1988,23.196,Estimates
948,1989,22.809,Estimates
948,1990,22.412,Estimates
948,1991,22.012,Estimates
948,1992,21.613,Estimates
948,1993,21.223,Estimates
948,1994,20.847,Estimates
948,1995,20.489,Estimates
948,1996,20.152,Estimates
948,1997,19.832,Estimates
948,1998,19.528,Estimates
948,1999,19.242,Estimates
948,2000,18.975,Estimates
948,2001,18.729,Estimates
948,2002,18.504,Estimates
948,2003,18.298,Estimates
948,2004,18.109,Estimates
948,2005,17.933,Estimates
948,2006,17.77,Estimates
948,2007,17.614,Estimates
948,2008,17.462,Estimates
948,2009,17.307,Estimates
948,2010,17.144,Estimates
948,2011,16.968,Estimates
948,2012,16.778,Estimates
948,2013,16.574,Estimates
948,2014,16.353,Estimates
948,2015,16.117,Estimates
1503,1950,12.033,Estimates
1503,1951,12.177,Estimates
1503,1952,12.44,Estimates
1503,1953,12.65,Estimates
1503,1954,12.809,Estimates
1503,1955,12.914,Estimates
1503,1956,12.964,Estimates
1503,1957,12.958,Estimates
1503,1958,12.892,Estimates
1503,1959,12.759,Estimates
1503,1960,12.554,Estimates
1503,1961,12.271,Estimates
1503,1962,11.911,Estimates
1503,1963,11.483,Estimates
1503,1964,11.003,Estimates
1503,1965,10.5,Estimates
1503,1966,10.003,Estimates
1503,1967,9.537,Estimates
1503,1968,9.121,Estimates
1503,1969,8.765,Estimates
1503,1970,8.466,Estimates
1503,1971,8.213,Estimates
1503,1972,7.981,Estimates
1503,1973,7.755,Estimates
1503,1974,7.53,Estimates
1503,1975,7.311,Estimates
1503,1976,7.106,Estimates
1503,1977,6.926,Estimates
1503,1978,6.778,Estimates
1503,1979,6.659,Estimates
1503,1980,6.567,Estimates
1503,1981,6.498,Estimates
1503,1982,6.441,Estimates
1503,1983,6.383,Estimates
1503,1984,6.314,Estimates
1503,1985,6.221,Estimates
1503,1986,6.091,Estimates
1503,1987,5.923,Estimates
1503,1988,5.716,Estimates
1503,1989,5.474,Estimates
1503,1990,5.2,Estimates
1503,1991,4.903,Estimates
1503,1992,4.597,Estimates
1503,1993,4.294,Estimates
1503,1994,4.007,Estimates
1503,1995,3.744,Estimates
1503,1996,3.51,Estimates
1503,1997,3.306,Estimates
1503,1998,3.132,Estimates
1503,1999,2.992,Estimates
1503,2000,2.894,Estimates
1503,2001,2.845,Estimates
1503,2002,2.841,Estimates
1503,2003,2.876,Estimates
1503,2004,2.939,Estimates
1503,2005,3.014,Estimates
1503,2006,3.084,Estimates
1503,2007,3.134,Estimates
1503,2008,3.154,Estimates
1503,2009,3.137,Estimates
1503,2010,3.082,Estimates
1503,2011,2.995,Estimates
1503,2012,2.89,Estimates
1503,2013,2.776,Estimates
1503,2014,2.659,Estimates
1503,2015,2.541,Estimates
1517,1950,20.627,Estimates
1517,1951,20.463,Estimates
1517,1952,20.177,Estimates
1517,1953,19.975,Estimates
1517,1954,19.858,Estimates
1517,1955,19.826,Estimates
1517,1956,19.881,Estimates
1517,1957,20.024,Estimates
1517,1958,20.255,Estimates
1517,1959,20.579,Estimates
1517,1960,20.995,Estimates
1517,1961,21.5,Estimates
1517,1962,22.08,Estimates
1517,1963,22.709,Estimates
1517,1964,23.346,Estimates
1517,1965,23.938,Estimates
1517,1966,24.424,Estimates
1517,1967,24.769,Estimates
1517,1968,24.948,Estimates
1517,1969,24.951,Estimates
1517,1970,24.776,Estimates
1517,1971,24.437,Estimates
1517,1972,23.984,Estimates
1517,1973,23.471,Estimates
1517,1974,22.937,Estimates
1517,1975,22.423,Estimates
1517,1976,21.965,Estimates
1517,1977,21.576,Estimates
1517,1978,21.266,Estimates
1517,1979,21.043,Estimates
1517,1980,20.922,Estimates
1517,1981,20.905,Estimates
1517,1982,20.965,Estimates
1517,1983,21.065,Estimates
1517,1984,21.171,Estimates
1517,1985,21.229,Estimates
1517,1986,21.187,Estimates
1517,1987,21.014,Estimates
1517,1988,20.699,Estimates
1517,1989,20.239,Estimates
1517,1990,19.647,Estimates
1517,1991,18.952,Estimates
1517,1992,18.208,Estimates
1517,1993,17.465,Estimates
1517,1994,16.756,Estimates
1517,1995,16.112,Estimates
1517,1996,15.551,Estimates
1517,1997,15.068,Estimates
1517,1998,14.658,Estimates
1517,1999,14.32,Estimates
1517,2000,14.051,Estimates
1517,2001,13.842,Estimates
1517,2002,13.673,Estimates
1517,2003,13.53,Estimates
1517,2004,13.4,Estimates
1517,2005,13.278,Estimates
1517,2006,13.162,Estimates
1517,2007,13.052,Estimates
1517,2008,12.947,Estimates
1517,2009,12.84,Estimates
1517,2010,12.722,Estimates
1517,2011,12.586,Estimates
1517,2012,12.428,Estimates
1517,2013,12.246,Estimates
1517,2014,12.037,Estimates
1517,2015,11.8,Estimates
1502,1950,23.418,Estimates
1502,1951,22.752,Estimates
1502,1952,21.528,Estimates
1502,1953,20.52,Estimates
1502,1954,19.729,Estimates
1502,1955,19.155,Estimates
1502,1956,18.803,Estimates
1502,1957,18.672,Estimates
1502,1958,18.761,Estimates
1502,1959,19.075,Estimates
1502,1960,19.614,Estimates
1502,1961,20.363,Estimates
1502,1962,21.293,Estimates
1502,1963,22.345,Estimates
1502,1964,23.439,Estimates
1502,1965,24.463,Estimates
1502,1966,25.308,Estimates
1502,1967,25.899,Estimates
1502,1968,26.19,Estimates
1502,1969,26.153,Estimates
1502,1970,25.776,Estimates
1502,1971,25.078,Estimates
1502,1972,24.153,Estimates
1502,1973,23.1,Estimates
1502,1974,21.995,Estimates
1502,1975,20.918,Estimates
1502,1976,19.936,Estimates
1502,1977,19.084,Estimates
1502,1978,18.391,Estimates
1502,1979,17.885,Estimates
1502,1980,17.606,Estimates
1502,1981,17.576,Estimates
1502,1982,17.749,Estimates
1502,1983,18.056,Estimates
1502,1984,18.43,Estimates
1502,1985,18.767,Estimates
1502,1986,18.958,Estimates
1502,1987,18.932,Estimates
1502,1988,18.647,Estimates
1502,1989,18.094,Estimates
1502,1990,17.288,Estimates
1502,1991,16.28,Estimates
1502,1992,15.173,Estimates
1502,1993,14.062,Estimates
1502,1994,13.007,Estimates
1502,1995,12.06,Estimates
1502,1996,11.256,Estimates
1502,1997,10.584,Estimates
1502,1998,10.034,Estimates
1502,1999,9.606,Estimates
1502,2000,9.292,Estimates
1502,2001,9.074,Estimates
1502,2002,8.92,Estimates
1502,2003,8.804,Estimates
1502,2004,8.706,Estimates
1502,2005,8.62,Estimates
1502,2006,8.544,Estimates
1502,2007,8.484,Estimates
1502,2008,8.438,Estimates
1502,2009,8.396,Estimates
1502,2010,8.343,Estimates
1502,2011,8.266,Estimates
1502,2012,8.156,Estimates
1502,2013,8.005,Estimates
1502,2014,7.81,Estimates
1502,2015,7.567,Estimates
1501,1950,17.618,Estimates
1501,1951,17.995,Estimates
1501,1952,18.72,Estimates
1501,1953,19.387,Estimates
1501,1954,19.996,Estimates
1501,1955,20.547,Estimates
1501,1956,21.04,Estimates
1501,1957,21.477,Estimates
1501,1958,21.859,Estimates
1501,1959,22.19,Estimates
1501,1960,22.474,Estimates
1501,1961,22.715,Estimates
1501,1962,22.92,Estimates
1501,1963,23.095,Estimates
1501,1964,23.245,Estimates
1501,1965,23.374,Estimates
1501,1966,23.479,Estimates
1501,1967,23.562,Estimates
1501,1968,23.624,Estimates
1501,1969,23.672,Estimates
1501,1970,23.714,Estimates
1501,1971,23.758,Estimates
1501,1972,23.809,Estimates
1501,1973,23.87,Estimates
1501,1974,23.941,Estimates
1501,1975,24.023,Estimates
1501,1976,24.113,Estimates
1501,1977,24.203,Estimates
1501,1978,24.283,Estimates
1501,1979,24.342,Estimates
1501,1980,24.367,Estimates
1501,1981,24.347,Estimates
1501,1982,24.275,Estimates
1501,1983,24.148,Estimates
1501,1984,23.966,Estimates
1501,1985,23.728,Estimates
1501,1986,23.438,Estimates
1501,1987,23.106,Estimates
1501,1988,22.745,Estimates
1501,1989,22.363,Estimates
1501,1990,21.97,Estimates
1501,1991,21.568,Estimates
1501,1992,21.161,Estimates
1501,1993,20.756,Estimates
1501,1994,20.359,Estimates
1501,1995,19.978,Estimates
1501,1996,19.619,Estimates
1501,1997,19.282,Estimates
1501,1998,18.969,Estimates
1501,1999,18.681,Estimates
1501,2000,18.418,Estimates
1501,2001,18.179,Estimates
1501,2002,17.961,Estimates
1501,2003,17.757,Estimates
1501,2004,17.563,Estimates
1501,2005,17.376,Estimates
1501,2006,17.192,Estimates
1501,2007,17.01,Estimates
1501,2008,16.825,Estimates
1501,2009,16.634,Estimates
1501,2010,16.435,Estimates
1501,2011,16.223,Estimates
1501,2012,16.0,Estimates
1501,2013,15.766,Estimates
1501,2014,15.521,Estimates
1501,2015,15.265,Estimates
1500,1950,16.202,Estimates
1500,1951,16.765,Estimates
1500,1952,17.831,Estimates
1500,1953,18.779,Estimates
1500,1954,19.607,Estimates
1500,1955,20.318,Estimates
1500,1956,20.916,Estimates
1500,1957,21.407,Estimates
1500,1958,21.805,Estimates
1500,1959,22.129,Estimates
1500,1960,22.406,Estimates
1500,1961,22.663,Estimates
1500,1962,22.928,Estimates
1500,1963,23.22,Estimates
1500,1964,23.549,Estimates
1500,1965,23.914,Estimates
1500,1966,24.304,Estimates
1500,1967,24.692,Estimates
1500,1968,25.05,Estimates
1500,1969,25.365,Estimates
1500,1970,25.607,Estimates
1500,1971,25.747,Estimates
1500,1972,25.787,Estimates
1500,1973,25.745,Estimates
1500,1974,25.645,Estimates
1500,1975,25.542,Estimates
1500,1976,25.503,Estimates
1500,1977,25.572,Estimates
1500,1978,25.774,Estimates
1500,1979,26.107,Estimates
1500,1980,26.543,Estimates
1500,1981,27.033,Estimates
1500,1982,27.511,Estimates
1500,1983,27.918,Estimates
1500,1984,28.227,Estimates
1500,1985,28.416,Estimates
1500,1986,28.479,Estimates
1500,1987,28.445,Estimates
1500,1988,28.345,Estimates
1500,1989,28.198,Estimates
1500,1990,28.03,Estimates
1500,1991,27.867,Estimates
1500,1992,27.726,Estimates
1500,1993,27.621,Estimates
1500,1994,27.56,Estimates
1500,1995,27.54,Estimates
1500,1996,27.551,Estimates
1500,1997,27.572,Estimates
1500,1998,27.589,Estimates
1500,1999,27.597,Estimates
1500,2000,27.6,Estimates
1500,2001,27.607,Estimates
1500,2002,27.626,Estimates
1500,2003,27.661,Estimates
1500,2004,27.707,Estimates
1500,2005,27.754,Estimates
1500,2006,27.791,Estimates
1500,2007,27.804,Estimates
1500,2008,27.785,Estimates
1500,2009,27.73,Estimates
1500,2010,27.638,Estimates
1500,2011,27.515,Estimates
1500,2012,27.369,Estimates
1500,2013,27.21,Estimates
1500,2014,27.04,Estimates
1500,2015,26.86,Estimates
947,1950,18.953,Estimates
947,1951,19.18,Estimates
947,1952,19.634,Estimates
947,1953,20.086,Estimates
947,1954,20.538,Estimates
947,1955,20.988,Estimates
947,1956,21.434,Estimates
947,1957,21.876,Estimates
947,1958,22.31,Estimates
947,1959,22.73,Estimates
947,1960,23.129,Estimates
947,1961,23.5,Estimates
947,1962,23.84,Estimates
947,1963,24.147,Estimates
947,1964,24.427,Estimates
947,1965,24.692,Estimates
947,1966,24.958,Estimates
947,1967,25.239,Estimates
947,1968,25.543,Estimates
947,1969,25.871,Estimates
947,1970,26.221,Estimates
947,1971,26.584,Estimates
947,1972,26.944,Estimates
947,1973,27.288,Estimates
947,1974,27.607,Estimates
947,1975,27.894,Estimates
947,1976,28.146,Estimates
947,1977,28.363,Estimates
947,1978,28.548,Estimates
947,1979,28.7,Estimates
947,1980,28.817,Estimates
947,1981,28.904,Estimates
947,1982,28.962,Estimates
947,1983,28.991,Estimates
947,1984,28.988,Estimates
947,1985,28.943,Estimates
947,1986,28.842,Estimates
947,1987,28.682,Estimates
947,1988,28.467,Estimates
947,1989,28.208,Estimates
947,1990,27.924,Estimates
947,1991,27.636,Estimates
947,1992,27.367,Estimates
947,1993,27.133,Estimates
947,1994,26.944,Estimates
947,1995,26.803,Estimates
947,1996,26.703,Estimates
947,1997,26.63,Estimates
947,1998,26.572,Estimates
947,1999,26.529,Estimates
947,2000,26.506,Estimates
947,2001,26.514,Estimates
947,2002,26.557,Estimates
947,2003,26.637,Estimates
947,2004,26.745,Estimates
947,2005,26.873,Estimates
947,2006,27.01,Estimates
947,2007,27.141,Estimates
947,2008,27.252,Estimates
947,2009,27.33,Estimates
947,2010,27.365,Estimates
947,2011,27.348,Estimates
947,2012,27.283,Estimates
947,2013,27.174,Estimates
947,2014,27.025,Estimates
947,2015,26.84,Estimates
903,1950,20.303,Estimates
903,1951,20.544,Estimates
903,1952,21.019,Estimates
903,1953,21.482,Estimates
903,1954,21.934,Estimates
903,1955,22.375,Estimates
903,1956,22.801,Estimates
903,1957,23.214,Estimates
903,1958,23.609,Estimates
903,1959,23.981,Estimates
903,1960,24.326,Estimates
903,1961,24.638,Estimates
903,1962,24.913,Estimates
903,1963,25.153,Estimates
903,1964,25.361,Estimates
903,1965,25.548,Estimates
903,1966,25.726,Estimates
903,1967,25.906,Estimates
903,1968,26.098,Estimates
903,1969,26.308,Estimates
903,1970,26.539,Estimates
903,1971,26.792,Estimates
903,1972,27.058,Estimates
903,1973,27.327,Estimates
903,1974,27.592,Estimates
903,1975,27.848,Estimates
903,1976,28.088,Estimates
903,1977,28.306,Estimates
903,1978,28.497,Estimates
903,1979,28.654,Estimates
903,1980,28.773,Estimates
903,1981,28.853,Estimates
903,1982,28.893,Estimates
903,1983,28.892,Estimates
903,1984,28.846,Estimates
903,1985,28.744,Estimates
903,1986,28.569,Estimates
903,1987,28.323,Estimates
903,1988,28.01,Estimates
903,1989,27.645,Estimates
903,1990,27.245,Estimates
903,1991,26.834,Estimates
903,1992,26.434,Estimates
903,1993,26.067,Estimates
903,1994,25.747,Estimates
903,1995,25.481,Estimates
903,1996,25.271,Estimates
903,1997,25.104,Estimates
903,1998,24.973,Estimates
903,1999,24.876,Estimates
903,2000,24.819,Estimates
903,2001,24.808,Estimates
903,2002,24.844,Estimates
903,2003,24.922,Estimates
903,2004,25.035,Estimates
903,2005,25.177,Estimates
903,2006,25.343,Estimates
903,2007,25.519,Estimates
903,2008,25.691,Estimates
903,2009,25.841,Estimates
903,2010,25.948,Estimates
903,2011,25.993,Estimates
903,2012,25.971,Estimates
903,2013,25.88,Estimates
903,2014,25.721,Estimates
903,2015,25.503,Estimates
910,1950,21.697,Estimates
910,1951,21.88,Estimates
910,1952,22.254,Estimates
910,1953,22.641,Estimates
910,1954,23.043,Estimates
910,1955,23.459,Estimates
910,1956,23.886,Estimates
910,1957,24.323,Estimates
910,1958,24.765,Estimates
910,1959,25.206,Estimates
910,1960,25.635,Estimates
910,1961,26.045,Estimates
910,1962,26.426,Estimates
910,1963,26.775,Estimates
910,1964,27.09,Estimates
910,1965,27.378,Estimates
910,1966,27.648,Estimates
910,1967,27.913,Estimates
910,1968,28.181,Estimates
910,1969,28.454,Estimates
910,1970,28.734,Estimates
910,1971,29.018,Estimates
910,1972,29.298,Estimates
910,1973,29.564,Estimates
910,1974,29.809,Estimates
910,1975,30.021,Estimates
910,1976,30.19,Estimates
910,1977,30.314,Estimates
910,1978,30.392,Estimates
910,1979,30.426,Estimates
910,1980,30.43,Estimates
910,1981,30.422,Estimates
910,1982,30.413,Estimates
910,1983,30.405,Estimates
910,1984,30.39,Estimates
910,1985,30.339,Estimates
910,1986,30.208,Estimates
910,1987,29.975,Estimates
910,1988,29.638,Estimates
910,1989,29.215,Estimates
910,1990,28.749,Estimates
910,1991,28.299,Estimates
910,1992,27.921,Estimates
910,1993,27.651,Estimates
910,1994,27.503,Estimates
910,1995,27.468,Estimates
910,1996,27.515,Estimates
910,1997,27.595,Estimates
910,1998,27.671,Estimates
910,1999,27.73,Estimates
910,2000,27.775,Estimates
910,2001,27.825,Estimates
910,2002,27.9,Estimates
910,2003,28.011,Estimates
910,2004,28.154,Estimates
910,2005,28.312,Estimates
910,2006,28.467,Estimates
910,2007,28.596,Estimates
910,2008,28.679,Estimates
910,2009,28.71,Estimates
910,2010,28.682,Estimates
910,2011,28.6,Estimates
910,2012,28.477,Estimates
910,2013,28.325,Estimates
910,2014,28.147,Estimates
910,2015,27.947,Estimates
108,1950,24.381,Estimates
108,1951,24.308,Estimates
108,1952,24.191,Estimates
108,1953,24.125,Estimates
108,1954,24.112,Estimates
108,1955,24.151,Estimates
108,1956,24.241,Estimates
108,1957,24.38,Estimates
108,1958,24.562,Estimates
108,1959,24.782,Estimates
108,1960,25.03,Estimates
108,1961,25.295,Estimates
108,1962,25.565,Estimates
108,1963,25.825,Estimates
108,1964,26.067,Estimates
108,1965,26.268,Estimates
108,1966,26.407,Estimates
108,1967,26.486,Estimates
108,1968,26.524,Estimates
108,1969,26.544,Estimates
108,1970,26.597,Estimates
108,1971,26.743,Estimates
108,1972,27.021,Estimates
108,1973,27.447,Estimates
108,1974,28.015,Estimates
108,1975,28.698,Estimates
108,1976,29.45,Estimates
108,1977,30.206,Estimates
108,1978,30.911,Estimates
108,1979,31.536,Estimates
108,1980,32.08,Estimates
108,1981,32.561,Estimates
108,1982,33.005,Estimates
108,1983,33.415,Estimates
108,1984,33.767,Estimates
108,1985,33.998,Estimates
108,1986,34.03,Estimates
108,1987,33.826,Estimates
108,1988,33.382,Estimates
108,1989,32.729,Estimates
108,1990,31.933,Estimates
108,1991,31.088,Estimates
108,1992,30.291,Estimates
108,1993,29.624,Estimates
108,1994,29.123,Estimates
108,1995,28.796,Estimates
108,1996,28.613,Estimates
108,1997,28.511,Estimates
108,1998,28.444,Estimates
108,1999,28.407,Estimates
108,2000,28.418,Estimates
