country_code,year,rate_of_natural_increase,variant
528,2013,2.143,Estimates
528,2014,2.034,Estimates
528,2015,1.94,Estimates
756,1950,7.24,Estimates
756,1951,7.165,Estimates
756,1952,7.055,Estimates
756,1953,7.02,Estimates
756,1954,7.063,Estimates
756,1955,7.181,Estimates
756,1956,7.37,Estimates
756,1957,7.622,Estimates
756,1958,7.925,Estimates
756,1959,8.253,Estimates
756,1960,8.579,Estimates
756,1961,8.87,Estimates
756,1962,9.093,Estimates
756,1963,9.216,Estimates
756,1964,9.222,Estimates
756,1965,9.092,Estimates
756,1966,8.823,Estimates
756,1967,8.435,Estimates
756,1968,7.957,Estimates
756,1969,7.408,Estimates
756,1970,6.805,Estimates
756,1971,6.165,Estimates
756,1972,5.508,Estimates
756,1973,4.859,Estimates
756,1974,4.243,Estimates
756,1975,3.689,Estimates
756,1976,3.216,Estimates
756,1977,2.829,Estimates
756,1978,2.528,Estimates
756,1979,2.316,Estimates
756,1980,2.191,Estimates
756,1981,2.147,Estimates
756,1982,2.164,Estimates
756,1983,2.221,Estimates
756,1984,2.304,Estimates
756,1985,2.399,Estimates
756,1986,2.496,Estimates
756,1987,2.592,Estimates
756,1988,2.678,Estimates
756,1989,2.75,Estimates
756,1990,2.795,Estimates
756,1991,2.814,Estimates
756,1992,2.807,Estimates
756,1993,2.777,Estimates
756,1994,2.723,Estimates
756,1995,2.641,Estimates
756,1996,2.527,Estimates
756,1997,2.384,Estimates
756,1998,2.221,Estimates
756,1999,2.05,Estimates
756,2000,1.89,Estimates
756,2001,1.761,Estimates
756,2002,1.677,Estimates
756,2003,1.645,Estimates
756,2004,1.664,Estimates
756,2005,1.724,Estimates
756,2006,1.81,Estimates
756,2007,1.9,Estimates
756,2008,1.978,Estimates
756,2009,2.038,Estimates
756,2010,2.082,Estimates
756,2011,2.118,Estimates
756,2012,2.16,Estimates
756,2013,2.213,Estimates
756,2014,2.276,Estimates
756,2015,2.342,Estimates
904,1950,26.762,Estimates
904,1951,26.834,Estimates
904,1952,26.987,Estimates
904,1953,27.158,Estimates
904,1954,27.347,Estimates
904,1955,27.553,Estimates
904,1956,27.771,Estimates
904,1957,27.997,Estimates
904,1958,28.217,Estimates
904,1959,28.413,Estimates
904,1960,28.563,Estimates
904,1961,28.644,Estimates
904,1962,28.635,Estimates
904,1963,28.526,Estimates
904,1964,28.321,Estimates
904,1965,28.037,Estimates
904,1966,27.699,Estimates
904,1967,27.342,Estimates
904,1968,26.996,Estimates
904,1969,26.675,Estimates
904,1970,26.388,Estimates
904,1971,26.134,Estimates
904,1972,25.898,Estimates
904,1973,25.665,Estimates
904,1974,25.432,Estimates
904,1975,25.194,Estimates
904,1976,24.948,Estimates
904,1977,24.693,Estimates
904,1978,24.426,Estimates
904,1979,24.144,Estimates
904,1980,23.841,Estimates
904,1981,23.513,Estimates
904,1982,23.16,Estimates
904,1983,22.783,Estimates
904,1984,22.385,Estimates
904,1985,21.966,Estimates
904,1986,21.527,Estimates
904,1987,21.076,Estimates
904,1988,20.619,Estimates
904,1989,20.165,Estimates
904,1990,19.726,Estimates
904,1991,19.314,Estimates
904,1992,18.934,Estimates
904,1993,18.585,Estimates
904,1994,18.267,Estimates
904,1995,17.974,Estimates
904,1996,17.696,Estimates
904,1997,17.42,Estimates
904,1998,17.135,Estimates
904,1999,16.832,Estimates
904,2000,16.501,Estimates
904,2001,16.134,Estimates
904,2002,15.733,Estimates
904,2003,15.307,Estimates
904,2004,14.862,Estimates
904,2005,14.412,Estimates
904,2006,13.973,Estimates
904,2007,13.558,Estimates
904,2008,13.177,Estimates
904,2009,12.832,Estimates
904,2010,12.522,Estimates
904,2011,12.239,Estimates
904,2012,11.971,Estimates
904,2013,11.704,Estimates
904,2014,11.435,Estimates
904,2015,11.16,Estimates
915,1950,24.802,Estimates
915,1951,24.589,Estimates
915,1952,24.243,Estimates
915,1953,24.059,Estimates
915,1954,24.039,Estimates
915,1955,24.177,Estimates
915,1956,24.465,Estimates
915,1957,24.882,Estimates
915,1958,25.398,Estimates
915,1959,25.957,Estimates
915,1960,26.492,Estimates
915,1961,26.935,Estimates
915,1962,27.216,Estimates
915,1963,27.286,Estimates
915,1964,27.131,Estimates
915,1965,26.765,Estimates
915,1966,26.232,Estimates
915,1967,25.61,Estimates
915,1968,24.964,Estimates
915,1969,24.325,Estimates
915,1970,23.7,Estimates
915,1971,23.074,Estimates
915,1972,22.426,Estimates
915,1973,21.75,Estimates
915,1974,21.067,Estimates
915,1975,20.417,Estimates
915,1976,19.845,Estimates
915,1977,19.383,Estimates
915,1978,19.044,Estimates
915,1979,18.826,Estimates
915,1980,18.712,Estimates
915,1981,18.672,Estimates
915,1982,18.658,Estimates
915,1983,18.625,Estimates
915,1984,18.549,Estimates
915,1985,18.405,Estimates
915,1986,18.182,Estimates
915,1987,17.893,Estimates
915,1988,17.551,Estimates
915,1989,17.165,Estimates
915,1990,16.746,Estimates
915,1991,16.308,Estimates
915,1992,15.868,Estimates
915,1993,15.44,Estimates
915,1994,15.033,Estimates
915,1995,14.65,Estimates
915,1996,14.29,Estimates
915,1997,13.943,Estimates
915,1998,13.606,Estimates
915,1999,13.279,Estimates
915,2000,12.968,Estimates
915,2001,12.681,Estimates
915,2002,12.42,Estimates
915,2003,12.186,Estimates
915,2004,11.976,Estimates
915,2005,11.783,Estimates
915,2006,11.599,Estimates
915,2007,11.415,Estimates
915,2008,11.222,Estimates
915,2009,11.016,Estimates
915,2010,10.794,Estimates
915,2011,10.558,Estimates
915,2012,10.313,Estimates
915,2013,10.063,Estimates
915,2014,9.81,Estimates
915,2015,9.554,Estimates
28,1950,24.683,Estimates
28,1951,24.727,Estimates
28,1952,24.792,Estimates
28,1953,24.806,Estimates
28,1954,24.769,Estimates
28,1955,24.684,Estimates
28,1956,24.555,Estimates
28,1957,24.388,Estimates
28,1958,24.197,Estimates
28,1959,24.0,Estimates
28,1960,23.822,Estimates
28,1961,23.684,Estimates
28,1962,23.604,Estimates
28,1963,23.58,Estimates
28,1964,23.596,Estimates
28,1965,23.618,Estimates
28,1966,23.605,Estimates
28,1967,23.511,Estimates
28,1968,23.286,Estimates
28,1969,22.904,Estimates
28,1970,22.311,Estimates
28,1971,21.462,Estimates
28,1972,20.378,Estimates
28,1973,19.111,Estimates
28,1974,17.726,Estimates
28,1975,16.33,Estimates
28,1976,15.045,Estimates
28,1977,13.962,Estimates
28,1978,13.14,Estimates
28,1979,12.603,Estimates
28,1980,12.325,Estimates
28,1981,12.247,Estimates
28,1982,12.259,Estimates
28,1983,12.276,Estimates
28,1984,12.259,Estimates
28,1985,12.186,Estimates
28,1986,12.058,Estimates
28,1987,11.913,Estimates
28,1988,11.785,Estimates
28,1989,11.687,Estimates
28,1990,11.642,Estimates
28,1991,11.68,Estimates
28,1992,11.804,Estimates
28,1993,12.009,Estimates
28,1994,12.276,Estimates
28,1995,12.579,Estimates
28,1996,12.881,Estimates
28,1997,13.143,Estimates
28,1998,13.334,Estimates
28,1999,13.432,Estimates
28,2000,13.423,Estimates
28,2001,13.301,Estimates
28,2002,13.089,Estimates
28,2003,12.811,Estimates
28,2004,12.486,Estimates
28,2005,12.138,Estimates
28,2006,11.789,Estimates
28,2007,11.458,Estimates
28,2008,11.16,Estimates
28,2009,10.904,Estimates
28,2010,10.698,Estimates
28,2011,10.539,Estimates
28,2012,10.414,Estimates
28,2013,10.305,Estimates
28,2014,10.208,Estimates
28,2015,10.115,Estimates
533,1950,36.917,Estimates
533,1951,36.544,Estimates
533,1952,35.795,Estimates
533,1953,35.039,Estimates
533,1954,34.276,Estimates
533,1955,33.504,Estimates
533,1956,32.72,Estimates
533,1957,31.918,Estimates
533,1958,31.09,Estimates
533,1959,30.219,Estimates
533,1960,29.29,Estimates
533,1961,28.286,Estimates
533,1962,27.2,Estimates
533,1963,26.035,Estimates
533,1964,24.815,Estimates
533,1965,23.572,Estimates
533,1966,22.35,Estimates
533,1967,21.191,Estimates
533,1968,20.135,Estimates
533,1969,19.206,Estimates
533,1970,18.428,Estimates
533,1971,17.807,Estimates
533,1972,17.322,Estimates
533,1973,16.948,Estimates
533,1974,16.669,Estimates
533,1975,16.471,Estimates
533,1976,16.344,Estimates
533,1977,16.267,Estimates
533,1978,16.217,Estimates
533,1979,16.169,Estimates
533,1980,16.097,Estimates
533,1981,15.979,Estimates
533,1982,15.811,Estimates
533,1983,15.585,Estimates
533,1984,15.295,Estimates
533,1985,14.941,Estimates
533,1986,14.523,Estimates
533,1987,14.06,Estimates
533,1988,13.563,Estimates
533,1989,13.044,Estimates
533,1990,12.51,Estimates
533,1991,11.964,Estimates
533,1992,11.409,Estimates
533,1993,10.852,Estimates
533,1994,10.295,Estimates
533,1995,9.748,Estimates
533,1996,9.213,Estimates
533,1997,8.692,Estimates
533,1998,8.185,Estimates
533,1999,7.693,Estimates
533,2000,7.217,Estimates
533,2001,6.756,Estimates
533,2002,6.307,Estimates
533,2003,5.868,Estimates
533,2004,5.435,Estimates
533,2005,5.008,Estimates
533,2006,4.58,Estimates
533,2007,4.154,Estimates
533,2008,3.732,Estimates
533,2009,3.318,Estimates
533,2010,2.918,Estimates
533,2011,2.543,Estimates
533,2012,2.196,Estimates
533,2013,1.883,Estimates
533,2014,1.61,Estimates
533,2015,1.377,Estimates
44,1950,22.633,Estimates
44,1951,22.769,Estimates
44,1952,23.065,Estimates
44,1953,23.41,Estimates
44,1954,23.803,Estimates
44,1955,24.24,Estimates
44,1956,24.703,Estimates
44,1957,25.174,Estimates
44,1958,25.612,Estimates
44,1959,25.948,Estimates
44,1960,26.103,Estimates
44,1961,26.008,Estimates
44,1962,25.605,Estimates
44,1963,24.887,Estimates
44,1964,23.905,Estimates
44,1965,22.788,Estimates
44,1966,21.708,Estimates
44,1967,20.82,Estimates
44,1968,20.221,Estimates
44,1969,19.939,Estimates
44,1970,19.919,Estimates
44,1971,20.042,Estimates
44,1972,20.155,Estimates
44,1973,20.155,Estimates
44,1974,20.021,Estimates
44,1975,19.806,Estimates
44,1976,19.61,Estimates
44,1977,19.538,Estimates
44,1978,19.65,Estimates
44,1979,19.927,Estimates
44,1980,20.297,Estimates
44,1981,20.641,Estimates
44,1982,20.845,Estimates
44,1983,20.836,Estimates
44,1984,20.604,Estimates
44,1985,20.194,Estimates
44,1986,19.697,Estimates
44,1987,19.22,Estimates
44,1988,18.837,Estimates
44,1989,18.562,Estimates
44,1990,18.369,Estimates
44,1991,18.2,Estimates
44,1992,17.974,Estimates
44,1993,17.628,Estimates
44,1994,17.144,Estimates
44,1995,16.505,Estimates
44,1996,15.713,Estimates
44,1997,14.813,Estimates
44,1998,13.864,Estimates
44,1999,12.909,Estimates
44,2000,12.014,Estimates
44,2001,11.242,Estimates
44,2002,10.625,Estimates
44,2003,10.178,Estimates
44,2004,9.901,Estimates
44,2005,9.775,Estimates
44,2006,9.759,Estimates
44,2007,9.791,Estimates
44,2008,9.817,Estimates
44,2009,9.806,Estimates
44,2010,9.74,Estimates
44,2011,9.614,Estimates
44,2012,9.448,Estimates
44,2013,9.256,Estimates
44,2014,9.043,Estimates
44,2015,8.81,Estimates
52,1950,22.409,Estimates
52,1951,21.98,Estimates
52,1952,21.177,Estimates
52,1953,20.485,Estimates
52,1954,19.903,Estimates
52,1955,19.431,Estimates
52,1956,19.057,Estimates
52,1957,18.772,Estimates
52,1958,18.548,Estimates
52,1959,18.346,Estimates
52,1960,18.119,Estimates
52,1961,17.818,Estimates
52,1962,17.396,Estimates
52,1963,16.831,Estimates
52,1964,16.125,Estimates
52,1965,15.312,Estimates
52,1966,14.447,Estimates
52,1967,13.599,Estimates
52,1968,12.821,Estimates
52,1969,12.135,Estimates
52,1970,11.537,Estimates
52,1971,11.004,Estimates
52,1972,10.492,Estimates
52,1973,9.979,Estimates
52,1974,9.462,Estimates
52,1975,8.96,Estimates
52,1976,8.501,Estimates
52,1977,8.114,Estimates
52,1978,7.811,Estimates
52,1979,7.592,Estimates
52,1980,7.445,Estimates
52,1981,7.348,Estimates
52,1982,7.272,Estimates
52,1983,7.19,Estimates
52,1984,7.093,Estimates
52,1985,6.975,Estimates
52,1986,6.844,Estimates
52,1987,6.712,Estimates
52,1988,6.586,Estimates
52,1989,6.464,Estimates
52,1990,6.338,Estimates
52,1991,6.198,Estimates
52,1992,6.036,Estimates
52,1993,5.846,Estimates
52,1994,5.625,Estimates
52,1995,5.372,Estimates
52,1996,5.087,Estimates
52,1997,4.78,Estimates
52,1998,4.459,Estimates
52,1999,4.138,Estimates
52,2000,3.828,Estimates
52,2001,3.546,Estimates
52,2002,3.299,Estimates
52,2003,3.089,Estimates
52,2004,2.915,Estimates
52,2005,2.774,Estimates
52,2006,2.655,Estimates
52,2007,2.541,Estimates
52,2008,2.424,Estimates
52,2009,2.296,Estimates
52,2010,2.155,Estimates
52,2011,2.001,Estimates
52,2012,1.842,Estimates
52,2013,1.682,Estimates
52,2014,1.522,Estimates
52,2015,1.361,Estimates
192,1950,24.369,Estimates
192,1951,23.207,Estimates
192,1952,21.166,Estimates
192,1953,19.689,Estimates
192,1954,18.777,Estimates
192,1955,18.421,Estimates
192,1956,18.596,Estimates
192,1957,19.258,Estimates
192,1958,20.327,Estimates
192,1959,21.669,Estimates
192,1960,23.12,Estimates
192,1961,24.505,Estimates
192,1962,25.642,Estimates
192,1963,26.389,Estimates
192,1964,26.678,Estimates
192,1965,26.517,Estimates
192,1966,25.99,Estimates
192,1967,25.261,Estimates
192,1968,24.453,Estimates
192,1969,23.605,Estimates
192,1970,22.687,Estimates
192,1971,21.628,Estimates
192,1972,20.367,Estimates
192,1973,18.897,Estimates
192,1974,17.275,Estimates
192,1975,15.605,Estimates
192,1976,14.017,Estimates
192,1977,12.629,Estimates
192,1978,11.524,Estimates
192,1979,10.742,Estimates
192,1980,10.296,Estimates
192,1981,10.162,Estimates
192,1982,10.236,Estimates
192,1983,10.413,Estimates
192,1984,10.629,Estimates
192,1985,10.801,Estimates
192,1986,10.865,Estimates
192,1987,10.8,Estimates
192,1988,10.596,Estimates
192,1989,10.253,Estimates
192,1990,9.794,Estimates
192,1991,9.265,Estimates
192,1992,8.73,Estimates
192,1993,8.238,Estimates
192,1994,7.811,Estimates
192,1995,7.452,Estimates
192,1996,7.147,Estimates
192,1997,6.865,Estimates
192,1998,6.579,Estimates
192,1999,6.288,Estimates
192,2000,5.994,Estimates
192,2001,5.707,Estimates
192,2002,5.437,Estimates
192,2003,5.19,Estimates
192,2004,4.967,Estimates
192,2005,4.757,Estimates
192,2006,4.551,Estimates
192,2007,4.335,Estimates
192,2008,4.103,Estimates
192,2009,3.852,Estimates
192,2010,3.583,Estimates
192,2011,3.297,Estimates
192,2012,3.007,Estimates
192,2013,2.718,Estimates
192,2014,2.435,Estimates
192,2015,2.16,Estimates
531,1950,24.75,Estimates
531,1951,25.174,Estimates
531,1952,25.912,Estimates
531,1953,26.43,Estimates
531,1954,26.728,Estimates
531,1955,26.809,Estimates
531,1956,26.682,Estimates
531,1957,26.361,Estimates
531,1958,25.873,Estimates
531,1959,25.261,Estimates
531,1960,24.576,Estimates
531,1961,23.877,Estimates
531,1962,23.214,Estimates
531,1963,22.622,Estimates
531,1964,22.11,Estimates
531,1965,21.639,Estimates
531,1966,21.142,Estimates
531,1967,20.555,Estimates
531,1968,19.843,Estimates
531,1969,19.02,Estimates
531,1970,18.13,Estimates
531,1971,17.244,Estimates
531,1972,16.44,Estimates
531,1973,15.774,Estimates
531,1974,15.272,Estimates
531,1975,14.935,Estimates
531,1976,14.744,Estimates
531,1977,14.644,Estimates
531,1978,14.588,Estimates
531,1979,14.558,Estimates
531,1980,14.545,Estimates
531,1981,14.555,Estimates
531,1982,14.596,Estimates
531,1983,14.659,Estimates
531,1984,14.722,Estimates
531,1985,14.757,Estimates
531,1986,14.732,Estimates
531,1987,14.626,Estimates
531,1988,14.417,Estimates
531,1989,14.095,Estimates
531,1990,13.643,Estimates
531,1991,13.054,Estimates
531,1992,12.35,Estimates
531,1993,11.56,Estimates
531,1994,10.713,Estimates
531,1995,9.842,Estimates
531,1996,8.983,Estimates
531,1997,8.161,Estimates
531,1998,7.406,Estimates
531,1999,6.734,Estimates
531,2000,6.156,Estimates
531,2001,5.667,Estimates
531,2002,5.248,Estimates
531,2003,4.887,Estimates
531,2004,4.586,Estimates
531,2005,4.358,Estimates
531,2006,4.225,Estimates
531,2007,4.191,Estimates
531,2008,4.25,Estimates
531,2009,4.382,Estimates
531,2010,4.559,Estimates
531,2011,4.742,Estimates
531,2012,4.898,Estimates
531,2013,5.0,Estimates
531,2014,5.033,Estimates
531,2015,4.993,Estimates
214,1950,32.267,Estimates
214,1951,32.715,Estimates
214,1952,33.551,Estimates
214,1953,34.264,Estimates
214,1954,34.852,Estimates
214,1955,35.318,Estimates
214,1956,35.66,Estimates
214,1957,35.879,Estimates
214,1958,35.98,Estimates
214,1959,35.964,Estimates
214,1960,35.836,Estimates
214,1961,35.604,Estimates
214,1962,35.279,Estimates
214,1963,34.877,Estimates
214,1964,34.414,Estimates
214,1965,33.907,Estimates
214,1966,33.368,Estimates
214,1967,32.807,Estimates
214,1968,32.235,Estimates
214,1969,31.663,Estimates
214,1970,31.098,Estimates
214,1971,30.538,Estimates
214,1972,29.982,Estimates
214,1973,29.431,Estimates
214,1974,28.893,Estimates
214,1975,28.383,Estimates
214,1976,27.916,Estimates
214,1977,27.5,Estimates
214,1978,27.133,Estimates
214,1979,26.814,Estimates
214,1980,26.532,Estimates
214,1981,26.268,Estimates
214,1982,26.008,Estimates
214,1983,25.733,Estimates
214,1984,25.44,Estimates
214,1985,25.128,Estimates
214,1986,24.806,Estimates
214,1987,24.484,Estimates
214,1988,24.167,Estimates
214,1989,23.851,Estimates
214,1990,23.52,Estimates
214,1991,23.154,Estimates
214,1992,22.741,Estimates
214,1993,22.282,Estimates
214,1994,21.783,Estimates
214,1995,21.264,Estimates
214,1996,20.756,Estimates
214,1997,20.282,Estimates
214,1998,19.861,Estimates
214,1999,19.498,Estimates
214,2000,19.187,Estimates
214,2001,18.916,Estimates
214,2002,18.66,Estimates
214,2003,18.399,Estimates
214,2004,18.123,Estimates
214,2005,17.829,Estimates
214,2006,17.516,Estimates
214,2007,17.194,Estimates
214,2008,16.867,Estimates
214,2009,16.537,Estimates
214,2010,16.202,Estimates
214,2011,15.859,Estimates
214,2012,15.51,Estimates
214,2013,15.152,Estimates
214,2014,14.788,Estimates
214,2015,14.419,Estimates
308,1950,19.598,Estimates
308,1951,21.209,Estimates
308,1952,24.221,Estimates
308,1953,26.807,Estimates
308,1954,28.971,Estimates
308,1955,30.707,Estimates
308,1956,32.006,Estimates
308,1957,32.867,Estimates
308,1958,33.279,Estimates
308,1959,33.221,Estimates
308,1960,32.679,Estimates
308,1961,31.658,Estimates
308,1962,30.193,Estimates
308,1963,28.371,Estimates
308,1964,26.329,Estimates
308,1965,24.271,Estimates
308,1966,22.407,Estimates
308,1967,20.883,Estimates
308,1968,19.791,Estimates
308,1969,19.175,Estimates
308,1970,19.001,Estimates
308,1971,19.159,Estimates
308,1972,19.471,Estimates
308,1973,19.793,Estimates
308,1974,20.072,Estimates
308,1975,20.305,Estimates
308,1976,20.54,Estimates
308,1977,20.845,Estimates
308,1978,21.26,Estimates
308,1979,21.764,Estimates
308,1980,22.33,Estimates
308,1981,22.92,Estimates
308,1982,23.468,Estimates
308,1983,23.907,Estimates
308,1984,24.179,Estimates
308,1985,24.203,Estimates
308,1986,23.906,Estimates
308,1987,23.286,Estimates
308,1988,22.372,Estimates
308,1989,21.209,Estimates
308,1990,19.875,Estimates
308,1991,18.466,Estimates
308,1992,17.088,Estimates
308,1993,15.83,Estimates
308,1994,14.743,Estimates
308,1995,13.85,Estimates
308,1996,13.135,Estimates
308,1997,12.541,Estimates
308,1998,12.023,Estimates
308,1999,11.574,Estimates
308,2000,11.207,Estimates
308,2001,10.938,Estimates
308,2002,10.783,Estimates
308,2003,10.74,Estimates
308,2004,10.799,Estimates
308,2005,10.939,Estimates
308,2006,11.143,Estimates
308,2007,11.377,Estimates
308,2008,11.612,Estimates
308,2009,11.823,Estimates
308,2010,11.987,Estimates
308,2011,12.091,Estimates
308,2012,12.137,Estimates
308,2013,12.126,Estimates
308,2014,12.05,Estimates
308,2015,11.902,Estimates
312,1950,25.2,Estimates
312,1951,25.421,Estimates
312,1952,25.814,Estimates
312,1953,26.107,Estimates
312,1954,26.302,Estimates
312,1955,26.397,Estimates
312,1956,26.401,Estimates
312,1957,26.318,Estimates
312,1958,26.161,Estimates
312,1959,25.952,Estimates
312,1960,25.717,Estimates
312,1961,25.48,Estimates
312,1962,25.262,Estimates
312,1963,25.074,Estimates
312,1964,24.908,Estimates
312,1965,24.735,Estimates
312,1966,24.512,Estimates
312,1967,24.197,Estimates
312,1968,23.765,Estimates
312,1969,23.21,Estimates
312,1970,22.54,Estimates
312,1971,21.775,Estimates
312,1972,20.956,Estimates
312,1973,20.116,Estimates
312,1974,19.277,Estimates
312,1975,18.436,Estimates
312,1976,17.581,Estimates
312,1977,16.703,Estimates
312,1978,15.818,Estimates
312,1979,14.953,Estimates
312,1980,14.174,Estimates
312,1981,13.557,Estimates
312,1982,13.138,Estimates
312,1983,12.923,Estimates
312,1984,12.89,Estimates
312,1985,12.975,Estimates
312,1986,13.086,Estimates
312,1987,13.134,Estimates
312,1988,13.055,Estimates
312,1989,12.834,Estimates
312,1990,12.492,Estimates
312,1991,12.083,Estimates
312,1992,11.687,Estimates
312,1993,11.362,Estimates
312,1994,11.12,Estimates
312,1995,10.956,Estimates
312,1996,10.838,Estimates
312,1997,10.719,Estimates
312,1998,10.568,Estimates
312,1999,10.374,Estimates
312,2000,10.139,Estimates
312,2001,9.882,Estimates
312,2002,9.623,Estimates
312,2003,9.381,Estimates
312,2004,9.154,Estimates
312,2005,8.937,Estimates
312,2006,8.715,Estimates
312,2007,8.474,Estimates
312,2008,8.202,Estimates
312,2009,7.9,Estimates
312,2010,7.568,Estimates
312,2011,7.212,Estimates
312,2012,6.845,Estimates
312,2013,6.48,Estimates
312,2014,6.124,Estimates
312,2015,5.783,Estimates
332,1950,18.423,Estimates
332,1951,18.608,Estimates
332,1952,18.98,Estimates
332,1953,19.355,Estimates
332,1954,19.734,Estimates
332,1955,20.115,Estimates
332,1956,20.497,Estimates
332,1957,20.875,Estimates
332,1958,21.242,Estimates
332,1959,21.587,Estimates
332,1960,21.894,Estimates
332,1961,22.15,Estimates
332,1962,22.34,Estimates
332,1963,22.455,Estimates
332,1964,22.492,Estimates
332,1965,22.445,Estimates
332,1966,22.304,Estimates
332,1967,22.088,Estimates
332,1968,21.833,Estimates
332,1969,21.57,Estimates
332,1970,21.351,Estimates
332,1971,21.23,Estimates
332,1972,21.238,Estimates
332,1973,21.396,Estimates
332,1974,21.709,Estimates
332,1975,22.186,Estimates
332,1976,22.822,Estimates
332,1977,23.573,Estimates
332,1978,24.373,Estimates
332,1979,25.168,Estimates
332,1980,25.88,Estimates
332,1981,26.436,Estimates
332,1982,26.8,Estimates
332,1983,26.951,Estimates
332,1984,26.886,Estimates
332,1985,26.623,Estimates
332,1986,26.2,Estimates
332,1987,25.69,Estimates
332,1988,25.155,Estimates
332,1989,24.63,Estimates
332,1990,24.144,Estimates
332,1991,23.708,Estimates
332,1992,23.307,Estimates
332,1993,22.926,Estimates
332,1994,22.564,Estimates
332,1995,22.211,Estimates
332,1996,21.85,Estimates
332,1997,21.471,Estimates
332,1998,21.069,Estimates
332,1999,20.648,Estimates
332,2000,20.224,Estimates
332,2001,19.817,Estimates
332,2002,19.449,Estimates
332,2003,19.127,Estimates
332,2004,18.853,Estimates
332,2005,18.618,Estimates
332,2006,18.402,Estimates
332,2007,18.187,Estimates
332,2008,17.955,Estimates
332,2009,17.699,Estimates
332,2010,17.419,Estimates
332,2011,17.123,Estimates
332,2012,16.822,Estimates
332,2013,16.524,Estimates
332,2014,16.234,Estimates
332,2015,15.949,Estimates
388,1950,20.921,Estimates
388,1951,21.731,Estimates
388,1952,23.303,Estimates
388,1953,24.78,Estimates
388,1954,26.164,Estimates
388,1955,27.453,Estimates
388,1956,28.643,Estimates
388,1957,29.726,Estimates
388,1958,30.693,Estimates
388,1959,31.52,Estimates
388,1960,32.187,Estimates
388,1961,32.669,Estimates
388,1962,32.943,Estimates
388,1963,32.998,Estimates
388,1964,32.833,Estimates
388,1965,32.448,Estimates
388,1966,31.841,Estimates
388,1967,31.049,Estimates
388,1968,30.122,Estimates
388,1969,29.109,Estimates
388,1970,28.064,Estimates
388,1971,27.036,Estimates
388,1972,26.058,Estimates
388,1973,25.168,Estimates
388,1974,24.394,Estimates
388,1975,23.772,Estimates
388,1976,23.321,Estimates
388,1977,23.017,Estimates
388,1978,22.822,Estimates
388,1979,22.708,Estimates
388,1980,22.625,Estimates
388,1981,22.52,Estimates
388,1982,22.349,Estimates
388,1983,22.086,Estimates
388,1984,21.72,Estimates
388,1985,21.255,Estimates
388,1986,20.717,Estimates
388,1987,20.151,Estimates
388,1988,19.597,Estimates
388,1989,19.072,Estimates
388,1990,18.59,Estimates
388,1991,18.161,Estimates
388,1992,17.771,Estimates
388,1993,17.405,Estimates
388,1994,17.053,Estimates
388,1995,16.693,Estimates
388,1996,16.298,Estimates
388,1997,15.853,Estimates
388,1998,15.36,Estimates
388,1999,14.824,Estimates
388,2000,14.267,Estimates
388,2001,13.721,Estimates
388,2002,13.219,Estimates
388,2003,12.781,Estimates
388,2004,12.419,Estimates
388,2005,12.13,Estimates
388,2006,11.907,Estimates
388,2007,11.722,Estimates
388,2008,11.552,Estimates
388,2009,11.387,Estimates
388,2010,11.219,Estimates
388,2011,11.048,Estimates
388,2012,10.876,Estimates
388,2013,10.702,Estimates
388,2014,10.518,Estimates
388,2015,10.316,Estimates
474,1950,26.507,Estimates
474,1951,26.703,Estimates
474,1952,27.046,Estimates
474,1953,27.293,Estimates
474,1954,27.443,Estimates
474,1955,27.497,Estimates
474,1956,27.459,Estimates
474,1957,27.332,Estimates
474,1958,27.126,Estimates
474,1959,26.854,Estimates
474,1960,26.533,Estimates
474,1961,26.18,Estimates
474,1962,25.81,Estimates
474,1963,25.427,Estimates
474,1964,25.028,Estimates
474,1965,24.596,Estimates
474,1966,24.11,Estimates
474,1967,23.541,Estimates
474,1968,22.867,Estimates
474,1969,22.079,Estimates
474,1970,21.144,Estimates
474,1971,20.036,Estimates
474,1972,18.77,Estimates
474,1973,17.387,Estimates
474,1974,15.94,Estimates
474,1975,14.505,Estimates
474,1976,13.162,Estimates
474,1977,11.98,Estimates
474,1978,11.009,Estimates
474,1979,10.28,Estimates
474,1980,9.816,Estimates
474,1981,9.612,Estimates
474,1982,9.611,Estimates
474,1983,9.742,Estimates
474,1984,9.954,Estimates
474,1985,10.185,Estimates
474,1986,10.376,Estimates
474,1987,10.492,Estimates
474,1988,10.512,Estimates
474,1989,10.421,Estimates
474,1990,10.225,Estimates
474,1991,9.951,Estimates
474,1992,9.647,Estimates
474,1993,9.352,Estimates
474,1994,9.08,Estimates
474,1995,8.838,Estimates
474,1996,8.623,Estimates
474,1997,8.417,Estimates
474,1998,8.206,Estimates
474,1999,7.989,Estimates
474,2000,7.766,Estimates
474,2001,7.542,Estimates
474,2002,7.32,Estimates
474,2003,7.098,Estimates
474,2004,6.871,Estimates
474,2005,6.629,Estimates
474,2006,6.36,Estimates
474,2007,6.055,Estimates
474,2008,5.712,Estimates
474,2009,5.33,Estimates
474,2010,4.909,Estimates
474,2011,4.453,Estimates
474,2012,3.971,Estimates
474,2013,3.484,Estimates
474,2014,3.005,Estimates
474,2015,2.555,Estimates
630,1950,28.815,Estimates
630,1951,28.765,Estimates
630,1952,28.658,Estimates
630,1953,28.536,Estimates
630,1954,28.399,Estimates
