country_code,reference_date_1_january_31_december,population_change,variant
900,1950,46291.938,Estimates
900,1951,46400.342,Estimates
900,1952,46082.463,Estimates
900,1953,46368.005,Estimates
900,1954,47140.244,Estimates
900,1955,48280.37,Estimates
900,1956,49669.567,Estimates
900,1957,51197.639,Estimates
900,1958,52771.595,Estimates
900,1959,54341.334,Estimates
900,1960,55923.541,Estimates
900,1961,57599.59,Estimates
900,1962,59494.086,Estimates
900,1963,61708.395,Estimates
900,1964,64200.226,Estimates
900,1965,66838.396,Estimates
900,1966,69415.035,Estimates
900,1967,71634.352,Estimates
900,1968,73258.499,Estimates
900,1969,74260.604,Estimates
900,1970,74935.278,Estimates
900,1971,75554.337,Estimates
900,1972,75996.136,Estimates
900,1973,76073.603,Estimates
900,1974,75843.634,Estimates
900,1975,75409.823,Estimates
900,1976,74966.32,Estimates
900,1977,74872.348,Estimates
900,1978,75432.306,Estimates
900,1979,76671.221,Estimates
900,1980,78202.566,Estimates
900,1981,79682.24,Estimates
900,1982,81299.428,Estimates
900,1983,83320.427,Estimates
900,1984,85657.544,Estimates
900,1985,88190.959,Estimates
900,1986,90625.759,Estimates
900,1987,92287.22,Estimates
900,1988,92592.491,Estimates
900,1989,91528.281,Estimates
900,1990,89687.133,Estimates
900,1991,87734.302,Estimates
900,1992,85868.21,Estimates
900,1993,84108.971,Estimates
900,1994,82546.394,Estimates
900,1995,81045.663,Estimates
900,1996,79523.02,Estimates
900,1997,78250.42,Estimates
900,1998,77527.998,Estimates
900,1999,77370.928,Estimates
900,2000,77553.462,Estimates
900,2001,77840.406,Estimates
900,2002,78227.02,Estimates
900,2003,78769.927,Estimates
900,2004,79434.887,Estimates
900,2005,80188.004,Estimates
900,2006,80984.797,Estimates
900,2007,81755.587,Estimates
900,2008,82435.739,Estimates
900,2009,82996.095,Estimates
900,2010,83473.905,Estimates
900,2011,83888.095,Estimates
900,2012,84145.103,Estimates
900,2013,84144.612,Estimates
900,2014,83880.988,Estimates
900,2015,83441.414,Estimates
901,1950,9278.575,Estimates
901,1951,9578.668,Estimates
901,1952,9985.817,Estimates
901,1953,10232.024,Estimates
901,1954,10355.217,Estimates
901,1955,10394.22,Estimates
901,1956,10387.885,Estimates
901,1957,10371.487,Estimates
901,1958,10373.179,Estimates
901,1959,10403.266,Estimates
901,1960,10444.338,Estimates
901,1961,10452.153,Estimates
901,1962,10364.536,Estimates
901,1963,10129.025,Estimates
901,1964,9752.912,Estimates
901,1965,9286.576,Estimates
901,1966,8807.567,Estimates
901,1967,8411.598,Estimates
901,1968,8171.041,Estimates
901,1969,8089.876,Estimates
901,1970,8098.114,Estimates
901,1971,8106.523,Estimates
901,1972,8058.545,Estimates
901,1973,7924.323,Estimates
901,1974,7700.572,Estimates
901,1975,7433.971,Estimates
901,1976,7179.833,Estimates
901,1977,6961.281,Estimates
901,1978,6785.555,Estimates
901,1979,6656.352,Estimates
901,1980,6546.698,Estimates
901,1981,6434.778,Estimates
901,1982,6342.661,Estimates
901,1983,6297.072,Estimates
901,1984,6292.458,Estimates
901,1985,6312.525,Estimates
901,1986,6328.819,Estimates
901,1987,6295.974,Estimates
901,1988,6177.06,Estimates
901,1989,5969.979,Estimates
901,1990,5721.091,Estimates
901,1991,5474.748,Estimates
901,1992,5220.155,Estimates
901,1993,4936.164,Estimates
901,1994,4632.321,Estimates
901,1995,4318.51,Estimates
901,1996,4017.96,Estimates
901,1997,3784.269,Estimates
901,1998,3664.441,Estimates
901,1999,3661.695,Estimates
901,2000,3716.394,Estimates
901,2001,3777.007,Estimates
901,2002,3876.005,Estimates
901,2003,4056.577,Estimates
901,2004,4304.258,Estimates
901,2005,4601.49,Estimates
901,2006,4898.958,Estimates
901,2007,5077.533,Estimates
901,2008,5034.259,Estimates
901,2009,4769.136,Estimates
901,2010,4373.291,Estimates
901,2011,3963.611,Estimates
901,2012,3621.28,Estimates
901,2013,3393.675,Estimates
901,2014,3288.575,Estimates
901,2015,3243.587,Estimates
902,1950,36984.911,Estimates
902,1951,36823.641,Estimates
902,1952,36097.525,Estimates
902,1953,36136.187,Estimates
902,1954,36784.78,Estimates
902,1955,37885.591,Estimates
902,1956,39280.935,Estimates
902,1957,40825.342,Estimates
902,1958,42397.663,Estimates
902,1959,43937.391,Estimates
902,1960,45478.492,Estimates
902,1961,47146.448,Estimates
902,1962,49127.949,Estimates
902,1963,51576.887,Estimates
902,1964,54444.113,Estimates
902,1965,57548.103,Estimates
902,1966,60604.005,Estimates
902,1967,63220.362,Estimates
902,1968,65086.732,Estimates
902,1969,66171.257,Estimates
902,1970,66837.974,Estimates
902,1971,67448.413,Estimates
902,1972,67938.262,Estimates
902,1973,68149.889,Estimates
902,1974,68143.569,Estimates
902,1975,67976.439,Estimates
902,1976,67787.006,Estimates
902,1977,67911.168,Estimates
902,1978,68646.324,Estimates
902,1979,70014.072,Estimates
902,1980,71655.098,Estimates
902,1981,73246.801,Estimates
902,1982,74955.951,Estimates
902,1983,77022.379,Estimates
902,1984,79364.099,Estimates
902,1985,81877.395,Estimates
902,1986,84296.218,Estimates
902,1987,85991.325,Estimates
902,1988,86416.482,Estimates
902,1989,85559.962,Estimates
902,1990,83967.827,Estimates
902,1991,82261.111,Estimates
902,1992,80649.366,Estimates
902,1993,79173.772,Estimates
902,1994,77914.793,Estimates
902,1995,76727.83,Estimates
902,1996,75505.775,Estimates
902,1997,74466.821,Estimates
902,1998,73864.202,Estimates
902,1999,73709.863,Estimates
902,2000,73837.604,Estimates
902,2001,74063.902,Estimates
902,2002,74351.624,Estimates
902,2003,74714.104,Estimates
902,2004,75131.429,Estimates
902,2005,75587.38,Estimates
902,2006,76086.535,Estimates
902,2007,76678.301,Estimates
902,2008,77401.147,Estimates
902,2009,78226.215,Estimates
902,2010,79099.683,Estimates
902,2011,79923.702,Estimates
902,2012,80523.376,Estimates
902,2013,80751.007,Estimates
902,2014,80592.858,Estimates
902,2015,80198.346,Estimates
941,1950,3733.888,Estimates
941,1951,3798.373,Estimates
941,1952,3891.205,Estimates
941,1953,4046.875,Estimates
941,1954,4248.661,Estimates
941,1955,4479.469,Estimates
941,1956,4722.201,Estimates
941,1957,4961.232,Estimates
941,1958,5183.846,Estimates
941,1959,5384.65,Estimates
941,1960,5569.633,Estimates
941,1961,5755.814,Estimates
941,1962,5967.602,Estimates
941,1963,6225.465,Estimates
941,1964,6525.385,Estimates
941,1965,6856.562,Estimates
941,1966,7188.841,Estimates
941,1967,7452.899,Estimates
941,1968,7590.286,Estimates
941,1969,7604.345,Estimates
941,1970,7547.837,Estimates
941,1971,7494.987,Estimates
941,1972,7518.936,Estimates
941,1973,7670.692,Estimates
941,1974,7954.98,Estimates
941,1975,8317.129,Estimates
941,1976,8690.021,Estimates
941,1977,9039.635,Estimates
941,1978,9352.13,Estimates
941,1979,9624.469,Estimates
941,1980,9883.309,Estimates
941,1981,10160.905,Estimates
941,1982,10471.405,Estimates
941,1983,10819.183,Estimates
941,1984,11205.418,Estimates
941,1985,11606.009,Estimates
941,1986,12003.943,Estimates
941,1987,12425.937,Estimates
941,1988,12901.372,Estimates
941,1989,13422.385,Estimates
941,1990,13977.537,Estimates
941,1991,14531.759,Estimates
941,1992,14997.006,Estimates
941,1993,15297.361,Estimates
941,1994,15434.971,Estimates
941,1995,15473.456,Estimates
941,1996,15502.761,Estimates
941,1997,15610.761,Estimates
941,1998,15857.999,Estimates
941,1999,16248.613,Estimates
941,2000,16724.091,Estimates
941,2001,17202.92,Estimates
941,2002,17614.872,Estimates
941,2003,17915.725,Estimates
941,2004,18105.926,Estimates
941,2005,18234.623,Estimates
941,2006,18374.188,Estimates
941,2007,18600.887,Estimates
941,2008,18968.195,Estimates
941,2009,19476.934,Estimates
941,2010,20063.674,Estimates
941,2011,20650.534,Estimates
941,2012,21193.095,Estimates
941,2013,21669.238,Estimates
941,2014,22071.839,Estimates
941,2015,22435.903,Estimates
934,1950,33250.323,Estimates
934,1951,33025.381,Estimates
934,1952,32206.372,Estimates
934,1953,32089.324,Estimates
934,1954,32536.109,Estimates
934,1955,33406.103,Estimates
934,1956,34558.713,Estimates
934,1957,35864.094,Estimates
934,1958,37213.807,Estimates
934,1959,38552.739,Estimates
934,1960,39908.863,Estimates
934,1961,41390.643,Estimates
934,1962,43160.358,Estimates
934,1963,45351.433,Estimates
934,1964,47918.74,Estimates
934,1965,50691.548,Estimates
934,1966,53415.17,Estimates
934,1967,55767.471,Estimates
934,1968,57496.454,Estimates
934,1969,58566.908,Estimates
934,1970,59290.116,Estimates
934,1971,59953.403,Estimates
934,1972,60419.338,Estimates
934,1973,60479.231,Estimates
934,1974,60188.558,Estimates
934,1975,59659.154,Estimates
934,1976,59096.747,Estimates
934,1977,58871.303,Estimates
934,1978,59294.076,Estimates
934,1979,60389.587,Estimates
934,1980,61771.769,Estimates
934,1981,63085.83,Estimates
934,1982,64484.49,Estimates
934,1983,66203.147,Estimates
934,1984,68158.618,Estimates
934,1985,70271.359,Estimates
934,1986,72292.199,Estimates
934,1987,73565.093,Estimates
934,1988,73514.45,Estimates
934,1989,72136.531,Estimates
934,1990,69988.912,Estimates
934,1991,67727.94,Estimates
934,1992,65651.22,Estimates
934,1993,63875.836,Estimates
934,1994,62479.686,Estimates
934,1995,61254.381,Estimates
934,1996,60002.881,Estimates
934,1997,58855.751,Estimates
934,1998,58005.612,Estimates
934,1999,57460.474,Estimates
934,2000,57112.655,Estimates
934,2001,56860.274,Estimates
934,2002,56736.367,Estimates
934,2003,56798.433,Estimates
934,2004,57025.838,Estimates
934,2005,57353.185,Estimates
934,2006,57712.618,Estimates
934,2007,58077.404,Estimates
934,2008,58432.553,Estimates
934,2009,58748.593,Estimates
934,2010,59035.242,Estimates
934,2011,59272.467,Estimates
934,2012,59329.602,Estimates
934,2013,59081.154,Estimates
934,2014,58520.446,Estimates
934,2015,57761.85,Estimates
948,1950,22159.418,Estimates
948,1951,23158.624,Estimates
948,1952,24700.715,Estimates
948,1953,26160.533,Estimates
948,1954,27549.378,Estimates
948,1955,28878.745,Estimates
948,1956,30160.119,Estimates
948,1957,31404.242,Estimates
948,1958,32620.298,Estimates
948,1959,33813.627,Estimates
948,1960,34983.585,Estimates
948,1961,36123.72,Estimates
948,1962,37223.682,Estimates
948,1963,38275.191,Estimates
948,1964,39282.877,Estimates
948,1965,40261.698,Estimates
948,1966,41231.712,Estimates
948,1967,42214.239,Estimates
948,1968,43225.649,Estimates
948,1969,44270.559,Estimates
948,1970,45341.681,Estimates
948,1971,46426.806,Estimates
948,1972,47514.649,Estimates
948,1973,48599.085,Estimates
948,1974,49684.279,Estimates
948,1975,50752.282,Estimates
948,1976,51814.808,Estimates
948,1977,52977.994,Estimates
948,1978,54339.005,Estimates
948,1979,55883.203,Estimates
948,1980,57512.471,Estimates
948,1981,59096.116,Estimates
948,1982,60513.972,Estimates
948,1983,61681.45,Estimates
948,1984,62579.879,Estimates
948,1985,63315.369,Estimates
948,1986,63985.738,Estimates
948,1987,64536.799,Estimates
948,1988,64888.607,Estimates
948,1989,65054.914,Estimates
948,1990,65092.071,Estimates
948,1991,65072.1,Estimates
948,1992,65059.204,Estimates
948,1993,65099.911,Estimates
948,1994,65210.397,Estimates
948,1995,65353.338,Estimates
948,1996,65491.177,Estimates
948,1997,65642.246,Estimates
948,1998,65837.676,Estimates
948,1999,66081.606,Estimates
948,2000,66363.228,Estimates
948,2001,66674.601,Estimates
948,2002,67030.292,Estimates
948,2003,67447.018,Estimates
948,2004,67924.218,Estimates
948,2005,68423.815,Estimates
948,2006,68924.895,Estimates
948,2007,69486.466,Estimates
948,2008,70168.126,Estimates
948,2009,70952.802,Estimates
948,2010,71790.549,Estimates
948,2011,72597.412,Estimates
948,2012,73243.865,Estimates
948,2013,73624.589,Estimates
948,2014,73731.043,Estimates
948,2015,73667.766,Estimates
1503,1950,9617.928,Estimates
1503,1951,10028.754,Estimates
1503,1952,10630.369,Estimates
1503,1953,11036.134,Estimates
1503,1954,11289.46,Estimates
1503,1955,11434.753,Estimates
1503,1956,11516.463,Estimates
1503,1957,11575.101,Estimates
1503,1958,11643.313,Estimates
1503,1959,11734.036,Estimates
1503,1960,11829.623,Estimates
1503,1961,11882.807,Estimates
1503,1962,11826.489,Estimates
1503,1963,11604.291,Estimates
1503,1964,11225.789,Estimates
1503,1965,10747.102,Estimates
1503,1966,10255.142,Estimates
1503,1967,9859.928,Estimates
1503,1968,9645.557,Estimates
1503,1969,9617.402,Estimates
1503,1970,9693.841,Estimates
1503,1971,9773.393,Estimates
1503,1972,9799.406,Estimates
1503,1973,9745.306,Estimates
1503,1974,9606.535,Estimates
1503,1975,9427.216,Estimates
1503,1976,9260.911,Estimates
1503,1977,9132.17,Estimates
1503,1978,9049.556,Estimates
1503,1979,9014.866,Estimates
1503,1980,9003.479,Estimates
1503,1981,8990.051,Estimates
1503,1982,8975.091,Estimates
1503,1983,8965.66,Estimates
1503,1984,8958.056,Estimates
1503,1985,8951.576,Estimates
1503,1986,8941.308,Estimates
1503,1987,8909.409,Estimates
1503,1988,8839.377,Estimates
1503,1989,8730.189,Estimates
1503,1990,8604.75,Estimates
1503,1991,8480.869,Estimates
1503,1992,8339.542,Estimates
1503,1993,8158.635,Estimates
1503,1994,7944.85,Estimates
1503,1995,7719.069,Estimates
1503,1996,7510.559,Estimates
1503,1997,7353.206,Estimates
1503,1998,7273.475,Estimates
1503,1999,7277.185,Estimates
1503,2000,7308.6,Estimates
1503,2001,7336.141,Estimates
1503,2002,7448.189,Estimates
1503,2003,7735.755,Estimates
1503,2004,8179.549,Estimates
1503,2005,8722.912,Estimates
1503,2006,9254.949,Estimates
1503,2007,9578.364,Estimates
1503,2008,9530.929,Estimates
1503,2009,9110.844,Estimates
1503,2010,8474.605,Estimates
1503,2011,7816.416,Estimates
1503,2012,7252.316,Estimates
1503,2013,6842.996,Estimates
1503,2014,6603.805,Estimates
1503,2015,6445.464,Estimates
1517,1950,34725.196,Estimates
1517,1951,34357.965,Estimates
1517,1952,33265.008,Estimates
1517,1953,32952.44,Estimates
1517,1954,33270.406,Estimates
1517,1955,34066.425,Estimates
1517,1956,35188.071,Estimates
1517,1957,36494.24,Estimates
1517,1958,37866.416,Estimates
1517,1959,39242.337,Estimates
1517,1960,40647.303,Estimates
1517,1961,42191.461,Estimates
1517,1962,44041.724,Estimates
1517,1963,46334.543,Estimates
1517,1964,49018.104,Estimates
1517,1965,51927.248,Estimates
1517,1966,54793.948,Estimates
1517,1967,57224.778,Estimates
1517,1968,58902.554,Estimates
1517,1969,59796.917,Estimates
1517,1970,60267.974,Estimates
1517,1971,60679.115,Estimates
1517,1972,60987.63,Estimates
1517,1973,61056.093,Estimates
1517,1974,60942.301,Estimates
1517,1975,60685.021,Estimates
1517,1976,60397.344,Estimates
1517,1977,60389.549,Estimates
1517,1978,60940.574,Estimates
1517,1979,62069.165,Estimates
1517,1980,63433.998,Estimates
1517,1981,64733.947,Estimates
1517,1982,66143.229,Estimates
1517,1983,67902.376,Estimates
1517,1984,69929.725,Estimates
1517,1985,72125.468,Estimates
1517,1986,74217.984,Estimates
1517,1987,75546.664,Estimates
1517,1988,75537.62,Estimates
1517,1989,74184.745,Estimates
1517,1990,72054.66,Estimates
1517,1991,69806.937,Estimates
1517,1992,67716.588,Estimates
1517,1993,65878.22,Estimates
1517,1994,64372.64,Estimates
1517,1995,63001.887,Estimates
1517,1996,61593.48,Estimates
1517,1997,60327.842,Estimates
1517,1998,59438.846,Estimates
1517,1999,58932.463,Estimates
1517,2000,58680.514,Estimates
1517,2001,58532.62,Estimates
1517,2002,58427.008,Estimates
1517,2003,58344.29,Estimates
1517,2004,58270.878,Estimates
1517,2005,58209.731,Estimates
1517,2006,58197.295,Estimates
1517,2007,58330.894,Estimates
1517,2008,58687.719,Estimates
1517,2009,59242.075,Estimates
1517,2010,59899.238,Estimates
1517,2011,60517.568,Estimates
1517,2012,60918.16,Estimates
1517,2013,60961.079,Estimates
1517,2014,60627.344,Estimates
1517,2015,60068.692,Estimates
1502,1950,21287.74,Estimates
1502,1951,20357.76,Estimates
1502,1952,18359.32,Estimates
1502,1953,17190.771,Estimates
1502,1954,16691.048,Estimates
1502,1955,16696.449,Estimates
1502,1956,17043.495,Estimates
1502,1957,17581.157,Estimates
1502,1958,18183.099,Estimates
1502,1959,18784.393,Estimates
1502,1960,19415.663,Estimates
1502,1961,20200.101,Estimates
1502,1962,21322.752,Estimates
1502,1963,22935.34,Estimates
1502,1964,24984.202,Estimates
1502,1965,27280.416,Estimates
1502,1966,29531.854,Estimates
1502,1967,31343.264,Estimates
1502,1968,32400.896,Estimates
1502,1969,32667.468,Estimates
1502,1970,32506.54,Estimates
1502,1971,32275.197,Estimates
1502,1972,31889.186,Estimates
1502,1973,31171.819,Estimates
1502,1974,30181.387,Estimates
1502,1975,29007.069,Estimates
1502,1976,27808.001,Estimates
1502,1977,26876.929,Estimates
1502,1978,26465.371,Estimates
1502,1979,26605.737,Estimates
1502,1980,26978.487,Estimates
1502,1981,27321.576,Estimates
1502,1982,27878.771,Estimates
1502,1983,28949.4,Estimates
1502,1984,30459.623,Estimates
1502,1985,32250.896,Estimates
1502,1986,33993.99,Estimates
1502,1987,35045.453,Estimates
1502,1988,34863.688,Estimates
1502,1989,33434.84,Estimates
1502,1990,31303.232,Estimates
1502,1991,29101.017,Estimates
1502,1992,27078.771,Estimates
1502,1993,25313.101,Estimates
1502,1994,23875.859,Estimates
1502,1995,22577.167,Estimates
1502,1996,21253.334,Estimates
1502,1997,20076.039,Estimates
1502,1998,19265.65,Estimates
1502,1999,18822.966,Estimates
1502,2000,18625.151,Estimates
1502,2001,18521.782,Estimates
1502,2002,18427.488,Estimates
1502,2003,18299.317,Estimates
1502,2004,18123.753,Estimates
1502,2005,17922.891,Estimates
1502,2006,17756.239,Estimates
1502,2007,17732.809,Estimates
1502,2008,17935.069,Estimates
1502,2009,18339.63,Estimates
1502,2010,18858.079,Estimates
1502,2011,19343.54,Estimates
1502,2012,19581.483,Estimates
1502,2013,19400.99,Estimates
1502,2014,18791.963,Estimates
1502,2015,17937.783,Estimates
1501,1950,13423.67,Estimates
1501,1951,14002.883,Estimates
1501,1952,14906.457,Estimates
1501,1953,15761.682,Estimates
1501,1954,16579.176,Estimates
1501,1955,17369.818,Estimates
1501,1956,18144.484,Estimates
1501,1957,18913.031,Estimates
1501,1958,19683.268,Estimates
1501,1959,20457.891,Estimates
1501,1960,21231.619,Estimates
1501,1961,21991.44,Estimates
1501,1962,22719.194,Estimates
1501,1963,23399.467,Estimates
1501,1964,24033.98,Estimates
1501,1965,24646.612,Estimates
1501,1966,25261.697,Estimates
1501,1967,25881.242,Estimates
1501,1968,26501.744,Estimates
1501,1969,27129.766,Estimates
1501,1970,27761.693,Estimates
1501,1971,28404.078,Estimates
1501,1972,29098.515,Estimates
1501,1973,29884.123,Estimates
1501,1974,30760.426,Estimates
1501,1975,31677.088,Estimates
1501,1976,32588.257,Estimates
1501,1977,33511.597,Estimates
1501,1978,34474.542,Estimates
1501,1979,35463.155,Estimates
1501,1980,36455.227,Estimates
1501,1981,37412.131,Estimates
1501,1982,38264.755,Estimates
1501,1983,38953.849,Estimates
1501,1984,39471.174,Estimates
1501,1985,39875.607,Estimates
1501,1986,40224.65,Estimates
1501,1987,40501.393,Estimates
1501,1988,40673.601,Estimates
1501,1989,40749.052,Estimates
1501,1990,40750.214,Estimates
1501,1991,40704.662,Estimates
1501,1992,40636.544,Estimates
1501,1993,40564.056,Estimates
1501,1994,40495.944,Estimates
1501,1995,40423.834,Estimates
1501,1996,40339.205,Estimates
1501,1997,40251.18,Estimates
1501,1998,40173.013,Estimates
1501,1999,40109.653,Estimates
1501,2000,40055.689,Estimates
1501,2001,40011.152,Estimates
1501,2002,39999.766,Estimates
1501,2003,40045.079,Estimates
1501,2004,40147.147,Estimates
1501,2005,40286.813,Estimates
1501,2006,40441.118,Estimates
1501,2007,40598.346,Estimates
1501,2008,40753.162,Estimates
1501,2009,40903.078,Estimates
1501,2010,41041.843,Estimates
1501,2011,41174.538,Estimates
1501,2012,41336.823,Estimates
1501,2013,41559.758,Estimates
1501,2014,41834.683,Estimates
1501,2015,42130.068,Estimates
1500,1950,1900.841,Estimates
1500,1951,1994.445,Estimates
1500,1952,2166.612,Estimates
1500,1953,2357.388,Estimates
1500,1954,2556.506,Estimates
1500,1955,2753.387,Estimates
1500,1956,2937.435,Estimates
1500,1957,3099.301,Estimates
1500,1958,3232.065,Estimates
1500,1959,3334.959,Estimates
1500,1960,3416.792,Estimates
1500,1961,3495.628,Estimates
1500,1962,3595.745,Estimates
1500,1963,3738.099,Estimates
1500,1964,3923.065,Estimates
1500,1965,4128.629,Estimates
1500,1966,4329.102,Estimates
1500,1967,4513.666,Estimates
1500,1968,4678.629,Estimates
1500,1969,4820.981,Estimates
1500,1970,4955.217,Estimates
1500,1971,5090.08,Estimates
1500,1972,5202.01,Estimates
1500,1973,5266.0,Estimates
1500,1974,5285.699,Estimates
1500,1975,5283.61,Estimates
1500,1976,5288.921,Estimates
1500,1977,5326.848,Estimates
1500,1978,5414.894,Estimates
1500,1979,5557.903,Estimates
1500,1980,5734.835,Estimates
1500,1981,5926.926,Estimates
1500,1982,6148.174,Estimates
1500,1983,6417.669,Estimates
1500,1984,6733.321,Estimates
1500,1985,7075.743,Estimates
1500,1986,7427.089,Estimates
1500,1987,7791.476,Estimates
1500,1988,8176.426,Estimates
1500,1989,8575.205,Estimates
1500,1990,8990.343,Estimates
1500,1991,9409.649,Estimates
1500,1992,9775.713,Estimates
1500,1993,10035.902,Estimates
1500,1994,10192.336,Estimates
1500,1995,10287.703,Estimates
1500,1996,10381.496,Estimates
1500,1997,10530.529,Estimates
1500,1998,10773.844,Estimates
1500,1999,11115.171,Estimates
1500,2000,11513.113,Estimates
1500,2001,11915.651,Estimates
1500,2002,12293.132,Estimates
1500,2003,12631.814,Estimates
1500,2004,12929.974,Estimates
1500,2005,13206.14,Estimates
1500,2006,13488.323,Estimates
1500,2007,13805.813,Estimates
1500,2008,14178.498,Estimates
1500,2009,14604.938,Estimates
1500,2010,15061.598,Estimates
1500,2011,15515.915,Estimates
1500,2012,15937.088,Estimates
1500,2013,16303.944,Estimates
1500,2014,16614.133,Estimates
1500,2015,16892.07,Estimates
947,1950,3343.55,Estimates
947,1951,3458.398,Estimates
947,1952,3626.264,Estimates
947,1953,3793.692,Estimates
947,1954,3962.267,Estimates
947,1955,4133.597,Estimates
947,1956,4309.281,Estimates
947,1957,4490.793,Estimates
947,1958,4679.291,Estimates
947,1959,4875.213,Estimates
947,1960,5077.865,Estimates
947,1961,5285.439,Estimates
947,1962,5495.392,Estimates
947,1963,5705.574,Estimates
947,1964,5916.283,Estimates
947,1965,6130.621,Estimates
947,1966,6352.034,Estimates
947,1967,6581.802,Estimates
947,1968,6820.375,Estimates
947,1969,7068.541,Estimates
947,1970,7323.609,Estimates
947,1971,7584.949,Estimates
947,1972,7860.567,Estimates
947,1973,8158.289,Estimates
947,1974,8477.148,Estimates
947,1975,8811.001,Estimates
947,1976,9150.614,Estimates
947,1977,9484.889,Estimates
947,1978,9805.447,Estimates
947,1979,10111.544,Estimates
947,1980,10409.087,Estimates
947,1981,10707.559,Estimates
947,1982,11017.952,Estimates
947,1983,11347.947,Estimates
947,1984,11696.693,Estimates
947,1985,12056.77,Estimates
947,1986,12415.885,Estimates
947,1987,12756.976,Estimates
947,1988,13066.891,Estimates
947,1989,13345.512,Estimates
947,1990,13611.834,Estimates
947,1991,13884.41,Estimates
947,1992,14160.433,Estimates
947,1993,14432.727,Estimates
947,1994,14705.767,Estimates
947,1995,14984.914,Estimates
947,1996,15279.717,Estimates
947,1997,15608.847,Estimates
947,1998,15988.751,Estimates
947,1999,16422.181,Estimates
947,2000,16889.75,Estimates
947,2001,17375.917,Estimates
947,2002,17897.9,Estimates
947,2003,18476.364,Estimates
947,2004,19107.206,Estimates
947,2005,19770.398,Estimates
947,2006,20441.968,Estimates
947,2007,21105.392,Estimates
947,2008,21749.841,Estimates
947,2009,22369.353,Estimates
947,2010,22976.707,Estimates
947,2011,23579.926,Estimates
947,2012,24155.717,Estimates
947,2013,24678.595,Estimates
947,2014,25149.106,Estimates
947,2015,25586.917,Estimates
903,1950,4503.179,Estimates
903,1951,4663.522,Estimates
903,1952,4896.193,Estimates
903,1953,5127.628,Estimates
903,1954,5358.831,Estimates
903,1955,5590.816,Estimates
903,1956,5824.581,Estimates
903,1957,6061.074,Estimates
903,1958,6301.056,Estimates
903,1959,6544.908,Estimates
903,1960,6792.404,Estimates
903,1961,7042.717,Estimates
903,1962,7294.619,Estimates
903,1963,7547.097,Estimates
903,1964,7800.457,Estimates
903,1965,8059.632,Estimates
903,1966,8327.399,Estimates
903,1967,8596.442,Estimates
903,1968,8859.376,Estimates
903,1969,9118.567,Estimates
903,1970,9377.583,Estimates
903,1971,9646.581,Estimates
903,1972,9950.251,Estimates
903,1973,10309.811,Estimates
903,1974,10724.85,Estimates
903,1975,11173.273,Estimates
903,1976,11629.164,Estimates
903,1977,12080.518,Estimates
903,1978,12522.359,Estimates
903,1979,12951.059,Estimates
903,1980,13372.385,Estimates
903,1981,13792.889,Estimates
903,1982,14210.988,Estimates
903,1983,14622.463,Estimates
903,1984,15025.492,Estimates
903,1985,15418.987,Estimates
903,1986,15800.644,Estimates
903,1987,16164.406,Estimates
903,1988,16504.628,Estimates
903,1989,16820.222,Estimates
903,1990,17128.442,Estimates
903,1991,17436.717,Estimates
903,1992,17709.398,Estimates
903,1993,17911.15,Estimates
903,1994,18049.625,Estimates
903,1995,18157.354,Estimates
903,1996,18281.894,Estimates
903,1997,18480.42,Estimates
903,1998,18796.943,Estimates
903,1999,19237.861,Estimates
903,2000,19755.035,Estimates
903,2001,20299.492,Estimates
903,2002,20878.026,Estimates
903,2003,21510.849,Estimates
903,2004,22192.299,Estimates
903,2005,22905.002,Estimates
903,2006,23633.282,Estimates
903,2007,24377.978,Estimates
903,2008,25141.892,Estimates
903,2009,25915.873,Estimates
903,2010,26697.094,Estimates
903,2011,27470.625,Estimates
903,2012,28185.871,Estimates
903,2013,28796.547,Estimates
903,2014,29300.537,Estimates
903,2015,29740.224,Estimates
910,1950,1435.565,Estimates
910,1951,1475.832,Estimates
910,1952,1528.687,Estimates
910,1953,1587.227,Estimates
910,1954,1651.07,Estimates
910,1955,1719.83,Estimates
910,1956,1793.117,Estimates
910,1957,1870.558,Estimates
910,1958,1951.786,Estimates
910,1959,2036.484,Estimates
910,1960,2124.403,Estimates
910,1961,2215.362,Estimates
910,1962,2309.217,Estimates
910,1963,2405.806,Estimates
910,1964,2504.819,Estimates
910,1965,2606.778,Estimates
910,1966,2711.438,Estimates
910,1967,2815.818,Estimates
910,1968,2917.112,Estimates
910,1969,3015.553,Estimates
910,1970,3112.74,Estimates
910,1971,3211.769,Estimates
910,1972,3317.923,Estimates
910,1973,3435.428,Estimates
910,1974,3564.138,Estimates
910,1975,3701.303,Estimates
910,1976,3841.727,Estimates
910,1977,3977.115,Estimates
910,1978,4100.95,Estimates
910,1979,4213.606,Estimates
910,1980,4314.615,Estimates
910,1981,4411.206,Estimates
910,1982,4530.117,Estimates
910,1983,4694.584,Estimates
910,1984,4901.242,Estimates
910,1985,5140.917,Estimates
910,1986,5384.823,Estimates
910,1987,5563.024,Estimates
910,1988,5616.293,Estimates
910,1989,5548.864,Estimates
910,1990,5409.31,Estimates
910,1991,5272.834,Estimates
910,1992,5231.565,Estimates
910,1993,5354.197,Estimates
910,1994,5642.854,Estimates
910,1995,6029.02,Estimates
910,1996,6423.32,Estimates
910,1997,6761.12,Estimates
910,1998,7004.723,Estimates
910,1999,7149.737,Estimates
910,2000,7244.985,Estimates
