country_code,year,total_population_natural_change_increase
462,2068,-0.928
462,2069,-1.019
462,2070,-1.11
462,2071,-1.202
462,2072,-1.294
462,2073,-1.385
462,2074,-1.478
462,2075,-1.571
462,2076,-1.663
462,2077,-1.753
462,2078,-1.839
462,2079,-1.92
462,2080,-1.994
462,2081,-2.059
462,2082,-2.114
462,2083,-2.16
462,2084,-2.195
462,2085,-2.22
462,2086,-2.232
462,2087,-2.235
462,2088,-2.23
462,2089,-2.217
462,2090,-2.2
462,2091,-2.181
462,2092,-2.162
462,2093,-2.143
462,2094,-2.126
462,2095,-2.111
462,2096,-2.099
462,2097,-2.091
462,2098,-2.086
462,2099,-2.084
466,1950,57.299
466,1951,58.125
466,1952,59.727
466,1953,61.227
466,1954,62.626
466,1955,63.929
466,1956,65.15
466,1957,66.318
466,1958,67.483
466,1959,68.727
466,1960,70.152
466,1961,71.871
466,1962,74.001
466,1963,76.64
466,1964,79.842
466,1965,83.649
466,1966,88.066
466,1967,93.0
466,1968,98.343
466,1969,104.02
466,1970,109.932
466,1971,115.987
466,1972,122.126
466,1973,128.307
466,1974,134.501
466,1975,140.726
466,1976,147.04
466,1977,153.509
466,1978,160.173
466,1979,167.017
466,1980,173.984
466,1981,180.995
466,1982,187.981
466,1983,194.909
466,1984,201.79
466,1985,208.67
466,1986,215.626
466,1987,222.749
466,1988,230.103
466,1989,237.717
466,1990,245.511
466,1991,253.357
466,1992,261.202
466,1993,269.09
466,1994,277.154
466,1995,285.589
466,1996,294.616
466,1997,304.471
466,1998,315.358
466,1999,327.426
466,2000,340.93
466,2001,356.098
466,2002,372.802
466,2003,390.75
466,2004,409.602
466,2005,428.837
466,2006,447.876
466,2007,466.246
466,2008,483.59
466,2009,499.709
466,2010,514.529
466,2011,528.157
466,2012,541.026
466,2013,553.564
466,2014,566.024
466,2015,578.661
466,2016,591.668
466,2017,605.118
466,2018,619.063
466,2019,633.581
466,2020,648.723
466,2021,664.486
466,2022,680.732
466,2023,697.31
466,2024,714.117
466,2025,731.065
466,2026,748.096
466,2027,765.134
466,2028,782.079
466,2029,798.808
466,2030,815.217
466,2031,831.232
466,2032,846.822
466,2033,861.941
466,2034,876.526
466,2035,890.533
466,2036,903.951
466,2037,916.8
466,2038,929.084
466,2039,940.779
466,2040,951.834
466,2041,962.197
466,2042,971.858
466,2043,980.839
466,2044,989.178
466,2045,996.938
466,2046,1004.198
466,2047,1011.038
466,2048,1017.527
466,2049,1023.713
466,2050,1029.628
466,2051,1035.281
466,2052,1040.628
466,2053,1045.62
466,2054,1050.23
466,2055,1054.418
466,2056,1058.142
466,2057,1061.376
466,2058,1064.102
466,2059,1066.311
466,2060,1068.018
466,2061,1069.255
466,2062,1070.056
466,2063,1070.44
466,2064,1070.399
466,2065,1069.922
466,2066,1068.987
466,2067,1067.559
466,2068,1065.596
466,2069,1063.064
466,2070,1059.939
466,2071,1056.203
466,2072,1051.853
466,2073,1046.878
466,2074,1041.263
466,2075,1034.959
466,2076,1027.911
466,2077,1020.126
466,2078,1011.646
466,2079,1002.538
466,2080,992.922
466,2081,982.933
466,2082,972.677
466,2083,962.213
466,2084,951.557
466,2085,940.623
466,2086,929.26
466,2087,917.348
466,2088,904.84
466,2089,891.792
466,2090,878.321
466,2091,864.588
466,2092,850.75
466,2093,836.95
466,2094,823.309
466,2095,809.9
466,2096,796.761
466,2097,783.917
466,2098,771.372
466,2099,759.129
470,1950,6.51
470,1951,6.445
470,1952,6.309
470,1953,6.162
470,1954,6.003
470,1955,5.831
470,1956,5.646
470,1957,5.446
470,1958,5.226
470,1959,4.981
470,1960,4.706
470,1961,4.394
470,1962,4.048
470,1963,3.675
470,1964,3.291
470,1965,2.925
470,1966,2.608
470,1967,2.363
470,1968,2.204
470,1969,2.14
470,1970,2.168
470,1971,2.282
470,1972,2.453
470,1973,2.653
470,1974,2.859
470,1975,3.048
470,1976,3.196
470,1977,3.299
470,1978,3.353
470,1979,3.36
470,1980,3.328
470,1981,3.278
470,1982,3.23
470,1983,3.199
470,1984,3.189
470,1985,3.195
470,1986,3.206
470,1987,3.206
470,1988,3.184
470,1989,3.135
470,1990,3.06
470,1991,2.965
470,1992,2.857
470,1993,2.742
470,1994,2.62
470,1995,2.486
470,1996,2.329
470,1997,2.144
470,1998,1.932
470,1999,1.698
470,2000,1.453
470,2001,1.21
470,2002,0.983
470,2003,0.782
470,2004,0.615
470,2005,0.481
470,2006,0.381
470,2007,0.305
470,2008,0.243
470,2009,0.193
470,2010,0.149
470,2011,0.109
470,2012,0.071
470,2013,0.037
470,2014,0.003
470,2015,-0.031
470,2016,-0.063
470,2017,-0.092
470,2018,-0.115
470,2019,-0.134
470,2020,-0.148
470,2021,-0.157
470,2022,-0.16
470,2023,-0.16
470,2024,-0.162
470,2025,-0.169
470,2026,-0.183
470,2027,-0.208
470,2028,-0.246
470,2029,-0.3
470,2030,-0.367
470,2031,-0.453
470,2032,-0.551
470,2033,-0.659
470,2034,-0.772
470,2035,-0.888
470,2036,-1.005
470,2037,-1.117
470,2038,-1.224
470,2039,-1.321
470,2040,-1.407
470,2041,-1.479
470,2042,-1.539
470,2043,-1.587
470,2044,-1.623
470,2045,-1.646
470,2046,-1.658
470,2047,-1.66
470,2048,-1.653
470,2049,-1.64
470,2050,-1.621
470,2051,-1.599
470,2052,-1.575
470,2053,-1.55
470,2054,-1.525
470,2055,-1.503
470,2056,-1.482
470,2057,-1.464
470,2058,-1.449
470,2059,-1.437
470,2060,-1.433
470,2061,-1.437
470,2062,-1.451
470,2063,-1.473
470,2064,-1.503
470,2065,-1.541
470,2066,-1.584
470,2067,-1.629
470,2068,-1.674
470,2069,-1.716
470,2070,-1.754
470,2071,-1.787
470,2072,-1.814
470,2073,-1.837
470,2074,-1.853
470,2075,-1.862
470,2076,-1.865
470,2077,-1.86
470,2078,-1.848
470,2079,-1.83
470,2080,-1.807
470,2081,-1.779
470,2082,-1.746
470,2083,-1.711
470,2084,-1.675
470,2085,-1.637
470,2086,-1.597
470,2087,-1.556
470,2088,-1.513
470,2089,-1.47
470,2090,-1.425
470,2091,-1.38
470,2092,-1.334
470,2093,-1.286
470,2094,-1.239
470,2095,-1.191
470,2096,-1.142
470,2097,-1.094
470,2098,-1.044
470,2099,-0.994
474,1950,5.873
474,1951,6.0
474,1952,6.241
474,1953,6.463
474,1954,6.662
474,1955,6.841
474,1956,7.0
474,1957,7.138
474,1958,7.256
474,1959,7.357
474,1960,7.443
474,1961,7.513
474,1962,7.568
474,1963,7.606
474,1964,7.621
474,1965,7.607
474,1966,7.555
474,1967,7.457
474,1968,7.31
474,1969,7.111
474,1970,6.849
474,1971,6.519
474,1972,6.125
474,1973,5.684
474,1974,5.215
474,1975,4.747
474,1976,4.307
474,1977,3.919
474,1978,3.602
474,1979,3.366
474,1980,3.222
474,1981,3.171
474,1982,3.192
474,1983,3.262
474,1984,3.363
474,1985,3.474
474,1986,3.572
474,1987,3.645
474,1988,3.683
474,1989,3.682
474,1990,3.642
474,1991,3.573
474,1992,3.492
474,1993,3.413
474,1994,3.341
474,1995,3.279
474,1996,3.224
474,1997,3.172
474,1998,3.118
474,1999,3.058
474,2000,2.996
474,2001,2.929
474,2002,2.86
474,2003,2.787
474,2004,2.708
474,2005,2.62
474,2006,2.518
474,2007,2.4
474,2008,2.264
474,2009,2.112
474,2010,1.945
474,2011,1.764
474,2012,1.573
474,2013,1.379
474,2014,1.189
474,2015,1.011
474,2016,0.853
474,2017,0.717
474,2018,0.608
474,2019,0.521
474,2020,0.459
474,2021,0.414
474,2022,0.38
474,2023,0.349
474,2024,0.315
474,2025,0.277
474,2026,0.23
474,2027,0.176
474,2028,0.117
474,2029,0.05
474,2030,-0.025
474,2031,-0.109
474,2032,-0.198
474,2033,-0.295
474,2034,-0.396
474,2035,-0.501
474,2036,-0.611
474,2037,-0.724
474,2038,-0.838
474,2039,-0.952
474,2040,-1.064
474,2041,-1.173
474,2042,-1.278
474,2043,-1.375
474,2044,-1.465
474,2045,-1.545
474,2046,-1.611
474,2047,-1.665
474,2048,-1.706
474,2049,-1.735
474,2050,-1.75
474,2051,-1.752
474,2052,-1.742
474,2053,-1.722
474,2054,-1.693
474,2055,-1.655
474,2056,-1.61
474,2057,-1.557
474,2058,-1.498
474,2059,-1.435
474,2060,-1.366
474,2061,-1.293
474,2062,-1.215
474,2063,-1.135
474,2064,-1.053
474,2065,-0.972
474,2066,-0.891
474,2067,-0.811
474,2068,-0.736
474,2069,-0.665
474,2070,-0.602
474,2071,-0.548
474,2072,-0.503
474,2073,-0.468
474,2074,-0.442
474,2075,-0.428
474,2076,-0.421
474,2077,-0.424
474,2078,-0.434
474,2079,-0.449
474,2080,-0.472
474,2081,-0.5
474,2082,-0.536
474,2083,-0.577
474,2084,-0.623
474,2085,-0.669
474,2086,-0.715
474,2087,-0.757
474,2088,-0.795
474,2089,-0.828
474,2090,-0.854
474,2091,-0.875
474,2092,-0.891
474,2093,-0.902
474,2094,-0.911
474,2095,-0.916
474,2096,-0.919
474,2097,-0.921
474,2098,-0.92
474,2099,-0.917
478,1950,15.377
478,1951,15.924
478,1952,17.008
478,1953,18.07
478,1954,19.11
478,1955,20.13
478,1956,21.129
478,1957,22.106
478,1958,23.065
478,1959,24.005
478,1960,24.93
478,1961,25.843
478,1962,26.747
478,1963,27.651
478,1964,28.559
478,1965,29.479
478,1966,30.418
478,1967,31.377
478,1968,32.359
478,1969,33.368
478,1970,34.406
478,1971,35.47
478,1972,36.558
478,1973,37.67
478,1974,38.804
478,1975,39.965
478,1976,41.155
478,1977,42.377
478,1978,43.634
478,1979,44.926
478,1980,46.259
478,1981,47.637
478,1982,49.059
478,1983,50.519
478,1984,52.013
478,1985,53.529
478,1986,55.054
478,1987,56.579
478,1988,58.101
478,1989,59.62
478,1990,61.14
478,1991,62.675
478,1992,64.235
478,1993,65.831
478,1994,67.467
478,1995,69.145
478,1996,70.864
478,1997,72.616
478,1998,74.392
478,1999,76.184
478,2000,77.991
478,2001,79.811
478,2002,81.64
478,2003,83.472
478,2004,85.294
478,2005,87.098
478,2006,88.879
478,2007,90.629
478,2008,92.337
478,2009,93.994
478,2010,95.582
478,2011,97.091
478,2012,98.516
478,2013,99.862
478,2014,101.135
478,2015,102.346
478,2016,103.509
478,2017,104.643
478,2018,105.763
478,2019,106.876
478,2020,107.991
478,2021,109.107
478,2022,110.215
478,2023,111.308
478,2024,112.382
478,2025,113.435
478,2026,114.468
478,2027,115.475
478,2028,116.455
478,2029,117.397
478,2030,118.297
478,2031,119.148
478,2032,119.946
478,2033,120.687
478,2034,121.366
478,2035,121.978
478,2036,122.523
478,2037,123.003
478,2038,123.42
478,2039,123.775
478,2040,124.07
478,2041,124.307
478,2042,124.488
478,2043,124.617
478,2044,124.698
478,2045,124.734
478,2046,124.726
478,2047,124.676
478,2048,124.587
478,2049,124.461
478,2050,124.305
478,2051,124.121
478,2052,123.911
478,2053,123.675
478,2054,123.413
478,2055,123.123
478,2056,122.804
478,2057,122.452
478,2058,122.061
478,2059,121.626
478,2060,121.142
478,2061,120.604
478,2062,120.012
478,2063,119.361
478,2064,118.653
478,2065,117.887
478,2066,117.065
478,2067,116.19
478,2068,115.266
478,2069,114.292
478,2070,113.267
478,2071,112.19
478,2072,111.058
478,2073,109.871
478,2074,108.629
478,2075,107.332
478,2076,105.979
478,2077,104.573
478,2078,103.121
478,2079,101.624
478,2080,100.088
478,2081,98.516
478,2082,96.91
478,2083,95.279
478,2084,93.632
478,2085,91.975
478,2086,90.319
478,2087,88.666
478,2088,87.02
478,2089,85.384
478,2090,83.758
478,2091,82.14
478,2092,80.527
478,2093,78.915
478,2094,77.303
478,2095,75.687
478,2096,74.066
478,2097,72.442
478,2098,70.813
478,2099,69.178
480,1950,13.705
480,1951,13.941
480,1952,14.488
480,1953,15.183
480,1954,16.024
480,1955,17.006
480,1956,18.114
480,1957,19.318
480,1958,20.569
480,1959,21.779
480,1960,22.849
480,1961,23.675
480,1962,24.161
480,1963,24.251
480,1964,23.945
480,1965,23.283
480,1966,22.343
480,1967,21.269
480,1968,20.198
480,1969,19.221
480,1970,18.445
480,1971,17.954
480,1972,17.732
480,1973,17.734
480,1974,17.914
480,1975,18.153
480,1976,18.303
480,1977,18.252
480,1978,17.94
480,1979,17.37
480,1980,16.62
480,1981,15.817
480,1982,15.114
480,1983,14.623
480,1984,14.378
480,1985,14.384
480,1986,14.6
480,1987,14.92
480,1988,15.248
480,1989,15.527
480,1990,15.703
480,1991,15.733
480,1992,15.621
480,1993,15.378
480,1994,15.013
480,1995,14.558
480,1996,14.056
480,1997,13.555
480,1998,13.084
480,1999,12.651
480,2000,12.241
480,2001,11.817
480,2002,11.341
480,2003,10.789
480,2004,10.163
480,2005,9.476
480,2006,8.755
480,2007,8.037
480,2008,7.353
480,2009,6.724
480,2010,6.164
480,2011,5.675
480,2012,5.248
480,2013,4.869
480,2014,4.533
480,2015,4.233
480,2016,3.963
480,2017,3.714
480,2018,3.478
480,2019,3.247
480,2020,3.017
480,2021,2.787
480,2022,2.558
480,2023,2.329
480,2024,2.097
480,2025,1.855
480,2026,1.599
480,2027,1.327
480,2028,1.037
480,2029,0.729
480,2030,0.401
480,2031,0.051
480,2032,-0.316
480,2033,-0.693
480,2034,-1.078
480,2035,-1.468
480,2036,-1.857
480,2037,-2.243
480,2038,-2.621
480,2039,-2.986
480,2040,-3.332
480,2041,-3.656
480,2042,-3.955
480,2043,-4.229
480,2044,-4.477
480,2045,-4.693
480,2046,-4.878
480,2047,-5.032
480,2048,-5.16
480,2049,-5.261
480,2050,-5.341
480,2051,-5.398
480,2052,-5.438
480,2053,-5.464
480,2054,-5.481
480,2055,-5.493
480,2056,-5.502
480,2057,-5.511
480,2058,-5.522
480,2059,-5.536
480,2060,-5.558
480,2061,-5.589
480,2062,-5.629
480,2063,-5.676
480,2064,-5.73
480,2065,-5.793
480,2066,-5.863
480,2067,-5.938
480,2068,-6.017
480,2069,-6.097
480,2070,-6.176
480,2071,-6.255
480,2072,-6.329
480,2073,-6.399
480,2074,-6.462
480,2075,-6.517
480,2076,-6.561
480,2077,-6.593
480,2078,-6.615
480,2079,-6.626
480,2080,-6.626
480,2081,-6.615
480,2082,-6.595
480,2083,-6.567
480,2084,-6.53
480,2085,-6.487
480,2086,-6.433
480,2087,-6.371
480,2088,-6.298
480,2089,-6.215
480,2090,-6.123
480,2091,-6.02
480,2092,-5.909
480,2093,-5.788
480,2094,-5.659
480,2095,-5.522
480,2096,-5.376
480,2097,-5.222
480,2098,-5.06
480,2099,-4.888
484,1950,869.724
484,1951,892.286
484,1952,937.048
484,1953,981.086
484,1954,1024.4
484,1955,1066.982
484,1956,1108.822
484,1957,1149.972
484,1958,1190.5
484,1959,1230.48
484,1960,1270.074
484,1961,1309.55
484,1962,1349.335
484,1963,1390.052
484,1964,1432.469
484,1965,1478.908
484,1966,1532.059
484,1967,1592.296
484,1968,1658.348
484,1969,1727.775
484,1970,1795.901
484,1971,1857.098
484,1972,1906.917
484,1973,1942.531
484,1974,1963.141
484,1975,1969.439
484,1976,1963.889
484,1977,1951.566
484,1978,1937.213
484,1979,1923.654
484,1980,1913.403
484,1981,1907.966
484,1982,1906.882
484,1983,1909.605
484,1984,1916.227
484,1985,1926.482
484,1986,1939.674
484,1987,1954.444
484,1988,1969.493
484,1989,1983.991
484,1990,1997.515
484,1991,2010.025
484,1992,2021.597
484,1993,2031.985
484,1994,2040.514
484,1995,2046.136
484,1996,2047.773
484,1997,2044.952
484,1998,2037.568
484,1999,2025.79
484,2000,2010.037
484,2001,1991.014
484,2002,1969.932
484,2003,1947.991
484,2004,1926.066
484,2005,1905.082
484,2006,1885.716
484,2007,1867.891
484,2008,1851.359
484,2009,1835.941
484,2010,1821.2
484,2011,1806.502
484,2012,1791.059
484,2013,1774.199
484,2014,1755.534
484,2015,1734.845
484,2016,1712.155
484,2017,1687.817
484,2018,1662.122
484,2019,1635.137
484,2020,1606.859
484,2021,1577.242
484,2022,1546.302
484,2023,1514.127
484,2024,1480.869
484,2025,1446.682
484,2026,1411.711
484,2027,1376.117
484,2028,1340.081
484,2029,1303.779
484,2030,1267.341
484,2031,1230.835
484,2032,1194.249
484,2033,1157.593
484,2034,1120.93
484,2035,1084.314
484,2036,1047.775
484,2037,1011.296
484,2038,974.865
484,2039,938.486
484,2040,902.169
484,2041,865.919
484,2042,829.712
484,2043,793.508
484,2044,757.27
484,2045,720.942
484,2046,684.47
484,2047,647.82
484,2048,610.967
484,2049,573.904
484,2050,536.613
484,2051,499.091
484,2052,461.384
484,2053,423.559
484,2054,385.681
484,2055,347.78
484,2056,309.869
484,2057,272.004
484,2058,234.277
484,2059,196.809
484,2060,159.686
484,2061,122.966
484,2062,86.729
484,2063,51.096
484,2064,16.221
484,2065,-17.706
484,2066,-50.509
484,2067,-82.135
484,2068,-112.574
484,2069,-141.841
484,2070,-170.007
484,2071,-197.195
484,2072,-223.586
484,2073,-249.343
484,2074,-274.561
484,2075,-299.337
484,2076,-323.732
484,2077,-347.687
484,2078,-371.118
484,2079,-393.962
484,2080,-416.133
484,2081,-437.538
484,2082,-458.071
484,2083,-477.629
484,2084,-496.128
484,2085,-513.505
484,2086,-529.738
484,2087,-544.854
484,2088,-558.879
484,2089,-571.805
484,2090,-583.635
484,2091,-594.376
484,2092,-604.037
484,2093,-612.632
484,2094,-620.169
484,2095,-626.653
484,2096,-632.089
484,2097,-636.478
484,2098,-639.821
484,2099,-642.118
496,1950,14.557
496,1951,14.501
496,1952,14.552
496,1953,14.925
496,1954,15.621
496,1955,16.633
496,1956,17.946
496,1957,19.531
496,1958,21.34
496,1959,23.287
496,1960,25.272
496,1961,27.188
496,1962,28.931
496,1963,30.429
496,1964,31.659
496,1965,32.667
496,1966,33.543
496,1967,34.409
496,1968,35.345
496,1969,36.366
496,1970,37.432
496,1971,38.465
496,1972,39.38
496,1973,40.128
496,1974,40.714
496,1975,41.174
496,1976,41.572
496,1977,41.99
496,1978,42.5
496,1979,43.135
496,1980,43.975
496,1981,45.094
496,1982,46.451
496,1983,47.939
496,1984,49.432
496,1985,50.7
496,1986,51.481
496,1987,51.61
496,1988,51.003
496,1989,49.664
496,1990,47.661
496,1991,45.139
496,1992,42.364
496,1993,39.585
496,1994,36.972
496,1995,34.635
496,1996,32.624
496,1997,30.911
496,1998,29.506
496,1999,28.477
496,2000,27.926
496,2001,27.95
496,2002,28.555
496,2003,29.712
496,2004,31.372
496,2005,33.505
496,2006,36.081
496,2007,38.962
496,2008,41.966
496,2009,44.899
496,2010,47.519
496,2011,49.593
496,2012,51.014
496,2013,51.734
496,2014,51.737
496,2015,51.08
496,2016,49.886
496,2017,48.377
496,2018,46.749
496,2019,45.118
496,2020,43.562
496,2021,42.101
496,2022,40.693
496,2023,39.315
496,2024,37.991
496,2025,36.745
496,2026,35.593
496,2027,34.536
496,2028,33.574
496,2029,32.711
496,2030,31.951
496,2031,31.291
496,2032,30.72
496,2033,30.223
496,2034,29.793
496,2035,29.42
496,2036,29.103
496,2037,28.837
496,2038,28.61
496,2039,28.412
496,2040,28.233
496,2041,28.069
496,2042,27.914
496,2043,27.759
496,2044,27.589
496,2045,27.392
496,2046,27.162
496,2047,26.894
496,2048,26.576
496,2049,26.198
496,2050,25.737
496,2051,25.174
496,2052,24.508
496,2053,23.745
496,2054,22.895
496,2055,21.971
496,2056,20.99
496,2057,19.981
496,2058,18.972
496,2059,17.991
496,2060,17.057
496,2061,16.189
496,2062,15.389
496,2063,14.657
496,2064,13.997
496,2065,13.413
496,2066,12.903
496,2067,12.453
496,2068,12.053
496,2069,11.693
496,2070,11.37
496,2071,11.083
496,2072,10.827
496,2073,10.595
496,2074,10.374
496,2075,10.148
496,2076,9.902
496,2077,9.627
496,2078,9.319
496,2079,8.974
496,2080,8.589
496,2081,8.164
496,2082,7.711
496,2083,7.249
496,2084,6.791
496,2085,6.359
496,2086,5.975
496,2087,5.649
496,2088,5.388
496,2089,5.191
496,2090,5.052
496,2091,4.959
496,2092,4.895
496,2093,4.847
496,2094,4.803
496,2095,4.755
496,2096,4.701
496,2097,4.635
496,2098,4.56
496,2099,4.474
498,1950,34.042
498,1951,35.484
498,1952,38.211
498,1953,40.624
498,1954,42.722
498,1955,44.502
498,1956,45.949
498,1957,47.057
498,1958,47.803
498,1959,48.143
498,1960,48.039
498,1961,47.468
498,1962,46.433
498,1963,44.995
498,1964,43.273
498,1965,41.453
498,1966,39.741
498,1967,38.299
498,1968,37.246
498,1969,36.64
498,1970,36.471
498,1971,36.659
498,1972,37.04
498,1973,37.482
498,1974,37.931
498,1975,38.36
498,1976,38.781
498,1977,39.236
498,1978,39.759
498,1979,40.346
498,1980,41.088
498,1981,42.101
498,1982,43.365
498,1983,44.756
498,1984,46.083
498,1985,46.969
498,1986,46.981
498,1987,45.866
498,1988,43.528
498,1989,40.022
498,1990,35.571
498,1991,30.54
498,1992,25.403
498,1993,20.556
498,1994,16.206
498,1995,12.43
498,1996,9.151
498,1997,6.16
498,1998,3.321
498,1999,0.655
498,2000,-1.752
498,2001,-3.779
498,2002,-5.326
498,2003,-6.346
498,2004,-6.846
498,2005,-6.84
498,2006,-6.367
498,2007,-5.56
498,2008,-4.576
498,2009,-3.555
498,2010,-2.664
498,2011,-2.052
498,2012,-1.784
498,2013,-1.888
498,2014,-2.384
498,2015,-3.24
498,2016,-4.377
498,2017,-5.661
498,2018,-6.978
498,2019,-8.271
498,2020,-9.508
498,2021,-10.691
498,2022,-11.86
498,2023,-13.039
498,2024,-14.225
498,2025,-15.412
498,2026,-16.597
498,2027,-17.773
498,2028,-18.926
498,2029,-20.045
498,2030,-21.12
498,2031,-22.142
498,2032,-23.106
498,2033,-24.007
498,2034,-24.831
498,2035,-25.567
498,2036,-26.206
498,2037,-26.747
498,2038,-27.195
498,2039,-27.557
498,2040,-27.841
498,2041,-28.057
498,2042,-28.22
498,2043,-28.349
498,2044,-28.463
498,2045,-28.575
498,2046,-28.701
498,2047,-28.84
498,2048,-28.999
498,2049,-29.181
498,2050,-29.394
498,2051,-29.635
498,2052,-29.898
498,2053,-30.178
498,2054,-30.469
498,2055,-30.773
498,2056,-31.094
498,2057,-31.426
498,2058,-31.763
498,2059,-32.094
498,2060,-32.406
498,2061,-32.689
498,2062,-32.932
498,2063,-33.122
498,2064,-33.245
498,2065,-33.29
498,2066,-33.253
498,2067,-33.132
498,2068,-32.929
498,2069,-32.639
498,2070,-32.259
498,2071,-31.784
498,2072,-31.217
498,2073,-30.569
498,2074,-29.849
498,2075,-29.065
498,2076,-28.224
498,2077,-27.339
498,2078,-26.425
498,2079,-25.497
498,2080,-24.568
498,2081,-23.648
498,2082,-22.74
498,2083,-21.853
498,2084,-20.999
498,2085,-20.192
498,2086,-19.441
498,2087,-18.747
498,2088,-18.112
498,2089,-17.538
498,2090,-17.024
498,2091,-16.563
498,2092,-16.152
498,2093,-15.785
498,2094,-15.458
498,2095,-15.167
498,2096,-14.912
498,2097,-14.692
498,2098,-14.505
498,2099,-14.352
499,1950,7.184
499,1951,7.345
499,1952,7.663
499,1953,7.973
499,1954,8.275
499,1955,8.566
499,1956,8.844
499,1957,9.103
499,1958,9.334
499,1959,9.519
499,1960,9.639
499,1961,9.676
499,1962,9.616
499,1963,9.456
499,1964,9.208
499,1965,8.898
499,1966,8.56
499,1967,8.233
499,1968,7.945
499,1969,7.711
499,1970,7.534
499,1971,7.401
499,1972,7.29
499,1973,7.181
499,1974,7.074
499,1975,6.977
499,1976,6.905
499,1977,6.868
499,1978,6.868
499,1979,6.898
499,1980,6.941
499,1981,6.975
499,1982,6.982
499,1983,6.944
499,1984,6.857
499,1985,6.724
499,1986,6.557
499,1987,6.373
499,1988,6.18
499,1989,5.982
499,1990,5.762
499,1991,5.505
499,1992,5.198
499,1993,4.839
499,1994,4.438
499,1995,4.018
499,1996,3.604
499,1997,3.222
499,1998,2.893
499,1999,2.627
499,2000,2.425
499,2001,2.28
499,2002,2.172
499,2003,2.083
499,2004,2.002
499,2005,1.924
499,2006,1.845
499,2007,1.767
499,2008,1.689
499,2009,1.606
499,2010,1.514
499,2011,1.41
499,2012,1.293
499,2013,1.165
499,2014,1.025
499,2015,0.879
499,2016,0.729
499,2017,0.58
499,2018,0.437
499,2019,0.301
499,2020,0.174
499,2021,0.058
499,2022,-0.049
499,2023,-0.15
499,2024,-0.245
499,2025,-0.336
499,2026,-0.424
499,2027,-0.509
499,2028,-0.593
499,2029,-0.676
499,2030,-0.763
499,2031,-0.855
499,2032,-0.952
499,2033,-1.055
499,2034,-1.161
499,2035,-1.271
499,2036,-1.381
499,2037,-1.49
499,2038,-1.594
499,2039,-1.692
499,2040,-1.782
499,2041,-1.865
499,2042,-1.94
499,2043,-2.009
499,2044,-2.07
499,2045,-2.123
499,2046,-2.168
499,2047,-2.207
499,2048,-2.239
499,2049,-2.264
499,2050,-2.285
499,2051,-2.301
499,2052,-2.313
499,2053,-2.323
499,2054,-2.331
499,2055,-2.338
499,2056,-2.347
499,2057,-2.356
499,2058,-2.369
499,2059,-2.381
499,2060,-2.397
499,2061,-2.413
499,2062,-2.431
499,2063,-2.448
499,2064,-2.466
499,2065,-2.483
499,2066,-2.498
499,2067,-2.513
499,2068,-2.525
499,2069,-2.537
499,2070,-2.547
499,2071,-2.555
499,2072,-2.56
499,2073,-2.563
499,2074,-2.565
499,2075,-2.562
499,2076,-2.556
499,2077,-2.548
499,2078,-2.536
499,2079,-2.522
499,2080,-2.506
499,2081,-2.489
499,2082,-2.472
499,2083,-2.456
499,2084,-2.44
499,2085,-2.426
499,2086,-2.412
499,2087,-2.398
499,2088,-2.385
499,2089,-2.369
499,2090,-2.352
499,2091,-2.333
499,2092,-2.312
499,2093,-2.288
499,2094,-2.261
499,2095,-2.23
499,2096,-2.197
499,2097,-2.161
499,2098,-2.121
499,2099,-2.079
504,1950,278.986
504,1951,284.855
504,1952,296.812
504,1953,309.204
504,1954,322.032
504,1955,335.277
504,1956,348.875
504,1957,362.726
504,1958,376.641
504,1959,390.302
504,1960,403.33
504,1961,415.328
504,1962,425.904
504,1963,434.78
504,1964,441.879
504,1965,447.144
504,1966,450.649
504,1967,452.853
504,1968,454.309
504,1969,455.474
504,1970,456.834
504,1971,458.803
504,1972,461.648
504,1973,465.619
504,1974,470.967
504,1975,478.178
504,1976,487.692
504,1977,499.268
504,1978,512.322
504,1979,526.158
504,1980,539.613
504,1981,551.384
504,1982,560.527
504,1983,566.446
504,1984,568.944
504,1985,568.388
504,1986,565.625
504,1987,561.798
504,1988,557.735
504,1989,553.649
504,1990,549.248
504,1991,543.869
504,1992,536.819
504,1993,527.752
504,1994,516.837
504,1995,504.31
504,1996,490.549
504,1997,476.378
504,1998,462.718
504,1999,450.351
504,2000,440.175
504,2001,432.942
504,2002,428.841
504,2003,427.894
504,2004,430.096
504,2005,435.581
504,2006,444.364
504,2007,455.68
504,2008,468.442
504,2009,481.561
504,2010,493.578
504,2011,503.053
504,2012,509.179
504,2013,511.473
504,2014,509.716
504,2015,504.121
504,2016,495.368
504,2017,484.716
504,2018,473.283
504,2019,461.659
504,2020,450.217
504,2021,439.038
504,2022,427.865
504,2023,416.544
504,2024,405.197
504,2025,393.935
504,2026,382.837
504,2027,371.936
504,2028,361.272
504,2029,350.898
504,2030,340.864
504,2031,331.189
504,2032,321.836
504,2033,312.768
504,2034,303.959
504,2035,295.4
504,2036,287.079
504,2037,278.96
504,2038,270.99
504,2039,263.114
504,2040,255.281
504,2041,247.457
504,2042,239.607
504,2043,231.687
504,2044,223.644
504,2045,215.416
504,2046,206.955
504,2047,198.258
504,2048,189.329
504,2049,180.177
504,2050,170.807
504,2051,161.238
504,2052,151.522
504,2053,141.723
504,2054,131.893
504,2055,122.084
